symbol,name,ts_code,trade_date,score,reason,patterns_core,patterns_extra,close,open,drawdown_120d,price_pos_year,box_range_60d,vol_shrink_ratio_20_20,ma20_slope_1d,close_pct_1d,pb,pe_ttm,turnover_rate,total_mv_wanyuan,circ_mv_wanyuan,chip_concentration_pct,winner_rate_pct,chip_price_pos_pct,cost_5pct,cost_95pct,weight_avg_cost
002263,大东南,002263.SZ,20260306,41.167,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,3.61,3.51,0.1942,0.3359,0.1735,0.7983,0.00172,0.0227,,,,,,,,,,,
000788,北大医药,000788.SZ,20260306,40.65,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,6.29,6.13,0.2128,0.2766,0.3384,0.4021,-0.00032,0.0261,,,,,,,,,,,
002252,上海莱士,002252.SZ,20260306,40.439,缩量回踩支撑、短期止跌,缩量回踩支撑,短期止跌,6.24,6.16,0.1047,0.1205,0.0831,0.6564,-0.00095,0.0113,,,,,,,,,,,
002329,皇氏集团,002329.SZ,20260306,39.408,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,3.89,3.74,0.2061,0.3176,0.3611,0.5913,0.00105,0.0373,,,,,,,,,,,
000410,沈阳机床,000410.SZ,20260306,39.321,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,7.6,7.4,0.1694,0.3142,0.2279,0.5941,-0.00133,0.0229,,,,,,,,,,,
000001,平安银行,000001.SZ,20260306,38.135,地量地价、短期止跌,地量地价,短期止跌,10.82,10.78,0.0991,0.1185,0.1088,0.7613,-0.00064,0.0009,,,,,,,,,,,
000538,云南白药,000538.SZ,20260306,36.278,缩量回踩支撑、短期止跌,缩量回踩支撑,短期止跌,56.15,55.8,0.0748,0.2021,0.0582,0.7681,4e-05,0.0047,,,,,,,,,,,
002245,蔚蓝锂芯,002245.SZ,20260306,34.795,缩量回踩支撑、短期止跌,缩量回踩支撑,短期止跌,17.74,18.0,0.2023,0.3469,0.3016,0.6014,0.00158,-0.0122,,,,,,,,,,,
000705,浙江震元,000705.SZ,20260306,32.843,地量地价、短期止跌,地量地价,短期止跌,9.18,8.92,0.1331,0.2079,0.16,0.8239,-0.00134,0.0246,,,,,,,,,,,
002095,生 意 宝,002095.SZ,20260306,31.781,缩量回踩支撑、短期止跌,缩量回踩支撑,短期止跌,18.2,17.88,0.159,0.2681,0.2774,0.7098,-0.00145,0.0094,,,,,,,,,,,
