symbol,name,ts_code,trade_date,score,reason,patterns_core,patterns_extra,close,open,drawdown_120d,price_pos_year,box_range_60d,vol_shrink_ratio_20_20,ma20_slope_1d,close_pct_1d,pb,pe_ttm,turnover_rate,total_mv_wanyuan,circ_mv_wanyuan,chip_concentration_pct,winner_rate_pct,chip_price_pos_pct,cost_5pct,cost_95pct,weight_avg_cost
603202,天有为,603202.SH,20260306,73.889,缩量回踩支撑、短期止跌,缩量回踩支撑,短期止跌,91.38,90.28,0.1041,0.1083,0.092,0.5888,-0.00098,0.0075,2.2606,13.7378,1.8797,1462080.0,303948.5,6.313,53.73,20.345,90.2,96.0,91.88
002941,新疆交建,002941.SZ,20260306,72.933,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,16.55,16.41,0.2342,0.2548,0.1725,0.5765,-0.00046,0.0061,2.5698,20.5532,2.1444,1207738.19,1207738.19,10.883,63.52,36.111,15.9,17.7,16.54
300769,德方纳米,300769.SZ,20260306,72.368,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,42.31,43.28,0.3116,0.2352,0.2753,0.5805,-0.00076,0.0161,2.2793,,9.4761,1185475.55,1065185.89,11.746,42.33,62.941,39.1,44.2,43.42
002567,唐人神,002567.SZ,20260306,70.891,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,4.36,4.24,0.1451,0.1494,0.0993,0.7723,-0.00161,0.0259,1.1391,,2.5159,624810.41,624097.76,13.333,44.59,26.667,4.2,4.8,4.5
600429,三元股份,600429.SH,20260306,70.862,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,5.32,5.1,0.2692,0.2847,0.2353,0.6378,-0.00085,0.0391,1.5317,42.6385,1.528,799111.38,796700.55,14.706,59.22,27.5,5.1,5.9,5.44
600333,长春燃气,600333.SH,20260306,70.247,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,5.88,5.74,0.2873,0.233,0.2249,0.7086,-0.00173,0.0086,1.9157,,6.2649,358110.04,358110.04,14.925,38.64,31.111,5.6,6.5,6.03
600941,中国移动,600941.SH,20260306,69.649,缩量回踩支撑、地量地价、短期止跌,缩量回踩支撑、地量地价,短期止跌,95.61,95.17,0.1277,0.2265,0.1764,0.6997,-0.00072,0.0,1.5151,14.4936,0.8589,207033187.26,8631363.58,15.982,50.64,23.141,92.0,107.6,97.61
301525,儒竞科技,301525.SZ,20260306,69.032,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,88.02,84.61,0.2814,0.1956,0.3409,0.686,0.00104,0.03,2.5459,54.0742,5.1001,830132.18,434829.34,17.277,70.53,31.711,83.2,98.4,87.98
000915,华特达因,000915.SZ,20260306,68.985,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,32.35,31.74,0.1054,0.2559,0.0946,0.7746,0.00078,0.0179,2.7728,13.5796,1.2466,758062.35,757571.44,9.231,44.86,28.333,31.5,34.5,32.5
300815,玉禾田,300815.SZ,20260306,68.544,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,24.83,24.1,0.2135,0.3437,0.2934,0.5184,0.00077,0.0415,2.2424,19.3767,3.1094,989703.94,969315.05,14.475,46.92,56.389,22.8,26.4,24.87
300119,瑞普生物,300119.SZ,20260306,67.577,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,19.26,18.17,0.1611,0.234,0.1864,0.6574,-0.0018,0.0571,1.9154,21.3993,2.716,895117.56,645136.85,16.137,41.65,26.875,18.4,21.6,19.83
300441,鲍斯股份,300441.SZ,20260306,67.523,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,7.85,7.65,0.1449,0.3073,0.1639,0.5881,0.00045,0.0261,2.0482,17.4328,1.0516,505866.46,491841.09,16.23,37.58,26.923,7.5,8.8,8.01
300340,科恒股份,300340.SZ,20260306,66.663,地量地价、短期止跌,地量地价,短期止跌,11.89,11.69,0.2785,0.0911,0.3027,0.3904,-0.00129,0.0215,,,1.7385,327587.0,325147.58,17.355,51.23,18.571,11.5,13.6,12.1
601311,骆驼股份,601311.SH,20260306,65.717,缩量回踩支撑、短期止跌,缩量回踩支撑,短期止跌,9.49,9.32,0.2019,0.2332,0.1381,0.6693,-0.00031,0.0161,1.13,14.9365,1.455,1113315.67,1113315.67,12.513,42.5,40.833,9.0,10.2,9.59
002893,京能热力,002893.SZ,20260306,64.827,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,11.64,11.3,0.2005,0.2626,0.326,0.6375,0.00108,0.0283,2.5231,37.4507,3.7329,306876.96,236034.31,7.772,61.18,60.0,11.1,12.0,11.58
300443,金雷股份,300443.SZ,20260306,63.676,缩量回踩支撑、地量地价、短期止跌,缩量回踩支撑、地量地价,短期止跌,28.06,28.18,0.1819,0.3493,0.2402,0.6305,-0.0015,-0.0053,1.4334,27.3232,2.1545,898297.68,681223.97,14.825,58.12,34.762,26.6,30.8,28.33
300595,欧普康视,300595.SZ,20260306,63.667,缩量回踩支撑、短期止跌,缩量回踩支撑,短期止跌,15.44,15.16,0.173,0.2044,0.1814,0.5753,-0.00156,0.0125,2.8354,28.1131,1.1922,1382326.41,1032155.91,12.048,39.61,22.0,15.0,17.0,16.6
300862,蓝盾光电,300862.SZ,20260306,62.721,缩量回踩支撑、短期止跌,缩量回踩支撑,短期止跌,23.89,23.74,0.2175,0.2767,0.43,0.419,0.00136,0.0008,2.216,,2.1419,441052.17,361864.24,17.688,40.0,25.349,22.8,27.1,24.31
002421,达实智能,002421.SZ,20260306,62.16,缩量回踩支撑、短期止跌,缩量回踩支撑,短期止跌,2.89,2.82,0.2494,0.1933,0.2143,0.6965,-0.00017,0.014,2.0633,,2.7009,612848.09,579934.13,13.746,41.21,47.5,2.7,3.1,2.91
002179,中航光电,002179.SZ,20260306,62.046,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,35.29,35.0,0.1755,0.2935,0.3037,0.4024,0.00119,0.008,3.1484,35.1883,1.1283,7472401.86,7398572.32,17.704,43.88,20.156,34.0,40.4,36.15
600021,上海电力,600021.SH,20260306,61.27,缩量回踩支撑、短期止跌,缩量回踩支撑,短期止跌,21.75,21.88,0.3156,0.2922,0.3107,0.4652,-0.00072,-0.0109,2.904,23.2701,2.3728,6136186.01,6136186.01,17.512,59.37,40.789,20.2,24.0,21.7
000788,北大医药,000788.SZ,20260306,61.247,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,6.29,6.13,0.2128,0.2766,0.3384,0.4021,-0.00032,0.0261,2.3472,26.1041,2.3435,374876.09,374876.09,13.029,47.66,61.25,5.8,6.6,6.14
300019,硅宝科技,300019.SZ,20260306,60.684,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,21.84,21.65,0.1805,0.2958,0.2028,0.7124,-0.00082,0.006,3.1665,30.5444,2.6873,858566.87,737182.76,10.36,38.74,36.522,21.0,23.3,22.2
605500,森林包装,605500.SH,20260306,60.441,地量地价、短期止跌,地量地价,短期止跌,9.04,8.88,0.1536,0.2711,0.1981,0.9433,0.00088,0.0203,1.4667,42.4721,0.5544,374617.6,374617.6,15.07,41.43,17.143,8.8,10.2,9.29
603266,天龙股份,603266.SH,20260306,59.8,缩量回踩支撑、右侧转强、短期止跌,缩量回踩支撑,右侧转强、短期止跌,21.08,19.67,0.2479,0.2511,0.3179,0.4736,-0.00124,0.0766,2.6698,38.0069,4.4502,419253.27,419253.27,17.471,35.1,38.947,19.6,23.4,21.75
002593,日上集团,002593.SZ,20260306,59.707,地量地价、短期止跌,地量地价,短期止跌,5.83,5.7,0.2429,0.3321,0.2477,0.8279,0.00034,0.0175,1.9362,47.2854,2.469,468649.23,325809.04,8.475,36.91,46.0,5.6,6.1,5.9
000538,云南白药,000538.SZ,20260306,59.655,缩量回踩支撑、短期止跌,缩量回踩支撑,短期止跌,56.15,55.8,0.0748,0.2021,0.0582,0.7681,4e-05,0.0047,2.5215,19.2673,0.3084,10018634.52,9954238.95,10.638,63.58,52.5,53.0,59.0,56.4
600594,益佰制药,600594.SH,20260306,58.909,缩量回踩支撑、地量地价、短期止跌,缩量回踩支撑、地量地价,短期止跌,4.01,3.92,0.1225,0.2533,0.1702,0.6701,-0.00025,0.023,1.3214,,1.3706,317562.89,317562.89,9.479,80.28,52.5,3.8,4.2,4.22
002245,蔚蓝锂芯,002245.SZ,20260306,55.885,缩量回踩支撑、短期止跌,缩量回踩支撑,短期止跌,17.74,18.0,0.2023,0.3469,0.3016,0.6014,0.00158,-0.0122,2.7644,28.4637,5.1788,2046859.89,1925081.57,12.543,69.34,47.273,16.7,18.9,17.54
600458,时代新材,600458.SH,20260306,54.956,缩量回踩支撑、短期止跌,缩量回踩支撑,短期止跌,14.13,14.13,0.1678,0.3246,0.173,0.556,-0.00198,-0.0007,1.7168,23.1409,0.9013,1315154.72,1218270.05,13.976,51.88,46.5,13.2,15.2,14.31
301277,新天地,301277.SZ,20260306,48.989,缩量回踩支撑、短期止跌,缩量回踩支撑,短期止跌,12.39,12.04,0.1437,0.2949,0.1528,0.6091,-0.00052,0.0316,3.1913,39.265,0.7842,485785.14,485785.14,13.666,46.69,46.471,11.6,13.3,12.44
