symbol,name,market,key_level_type,key_level,breakout_date,entry_date,exit_date,entry_price,exit_price,ret_pct,exit_reason,entry_year
000166,申万宏源,0,MA60,4.344167,2019-01-04,2019-01-11,2019-01-31,4.33,4.42,2.0785,时间止盈,2019
000533,顺钠股份,0,MA60,3.100833,2019-01-04,2019-01-11,2019-01-11,2.95,3.038817,3.0107,止损,2019
000702,正虹科技,0,MA60,5.335,2019-01-04,2019-01-11,2019-01-29,5.48,5.2283,-4.5931,止损,2019
000720,新能泰山,0,MA120,3.472667,2019-01-04,2019-01-11,2019-01-31,3.54,3.41,-3.6723,时间止盈,2019
000776,广发证券,0,MA60,12.837,2019-01-04,2019-01-11,2019-01-30,13.28,12.58026,-5.2691,止损,2019
000828,东莞控股,0,MA120,7.5185,2019-01-04,2019-01-11,2019-01-31,7.61,7.98,4.862,时间止盈,2019
000863,三湘印象,0,MA60,3.894833,2019-01-03,2019-01-11,2019-01-31,3.92,3.816937,-2.6292,止损,2019
000905,厦门港务,0,MA60,6.352,2019-01-04,2019-01-11,2019-01-28,6.4,6.22496,-2.735,止损,2019
002104,恒宝股份,0,High60,6.26,2019-01-04,2019-01-11,2019-01-17,6.38,6.1348,-3.8433,止损,2019
002111,威海广泰,0,MA120,10.310667,2019-01-04,2019-01-11,2019-01-31,10.53,10.58,0.4748,时间止盈,2019
002119,康强电子,0,MA60,9.014167,2019-01-04,2019-01-11,2019-01-18,9.12,8.833883,-3.1372,止损,2019
002232,启明信息,0,MA60,7.165,2019-01-04,2019-01-11,2019-01-29,7.52,7.0217,-6.6263,止损,2019
002265,建设工业,0,MA60,9.065667,2019-01-04,2019-01-11,2019-01-17,9.18,8.884353,-3.2206,止损,2019
000755,山西高速,0,MA120,4.395917,2019-01-04,2019-01-14,2019-01-24,4.42,4.307998,-2.534,止损,2019
000876,新 希 望,0,High60,7.54,2019-01-07,2019-01-14,2019-02-01,7.65,7.97,4.183,时间止盈,2019
000899,赣能股份,0,High60,4.6,2019-01-07,2019-01-14,2019-01-28,4.68,4.508,-3.6752,止损,2019
002085,万丰奥威,0,MA120,7.67775,2019-01-02,2019-01-14,2019-01-15,7.7,7.524195,-2.2832,止损,2019
002097,山河智能,0,MA60,5.834,2019-01-07,2019-01-14,2019-01-29,5.91,5.71732,-3.2602,止损,2019
002121,科陆电子,0,MA60,4.880167,2019-01-07,2019-01-14,2019-01-28,5.1,4.782563,-6.2242,止损,2019
000153,丰原药业,0,MA60,5.5345,2019-01-08,2019-01-15,2019-01-29,5.55,5.42381,-2.2737,止损,2019
000701,厦门信达,0,MA60,6.235167,2019-01-07,2019-01-15,2019-01-23,6.37,6.110463,-4.0744,止损,2019
000815,美利云,0,MA60,7.031833,2019-01-07,2019-01-15,2019-01-23,7.13,6.891197,-3.3493,止损,2019
002028,思源电气,0,MA60,10.565333,2019-01-07,2019-01-15,2019-01-29,10.79,10.354027,-4.0405,止损,2019
002045,国光电器,0,MA60,4.946833,2019-01-08,2019-01-15,2019-01-18,4.88,4.847897,-0.6579,止损,2019
002105,信隆健康,0,MA120,4.108083,2019-01-08,2019-01-15,2019-01-29,4.21,4.025922,-4.3724,止损,2019
002138,顺络电子,0,MA60,14.228,2019-01-08,2019-01-15,2019-02-11,14.45,16.27,12.5952,时间止盈,2019
002164,宁波东力,0,MA60,2.9385,2019-01-08,2019-01-15,2019-01-25,2.99,2.87973,-3.688,止损,2019
002171,楚江新材,0,MA60,4.977833,2019-01-07,2019-01-15,2019-01-22,5.09,4.878277,-4.1596,止损,2019
002278,神开股份,0,MA60,6.687333,2019-01-07,2019-01-15,2019-01-22,6.73,6.553587,-2.6213,止损,2019
000404,长虹华意,0,MA120,4.10775,2019-01-09,2019-01-16,2019-01-29,4.23,4.025595,-4.8323,止损,2019
000420,吉林化纤,0,MA60,1.931167,2019-01-10,2019-01-17,2019-01-29,1.98,1.892543,-4.417,止损,2019
000521,长虹美菱,0,MA60,3.134833,2019-01-09,2019-01-17,2019-01-29,3.19,3.072137,-3.6948,止损,2019
000591,太阳能,0,MA60,3.115,2019-01-10,2019-01-17,2019-02-11,3.18,3.6888,16.0,止盈,2019
000665,湖北广电,0,MA120,7.632917,2019-01-08,2019-01-17,2019-01-23,7.7,7.480258,-2.8538,止损,2019
000795,英洛华,0,MA60,3.801333,2019-01-07,2019-01-17,2019-01-29,3.88,3.725307,-3.9869,止损,2019
000862,银星能源,0,MA60,3.148333,2019-01-09,2019-01-17,2019-01-25,3.23,3.085367,-4.4778,止损,2019
000886,海南高速,0,MA60,3.9065,2019-01-09,2019-01-17,2019-02-13,3.96,4.09,3.2828,时间止盈,2019
000980,众泰汽车,0,MA60,4.663,2019-01-09,2019-01-17,2019-01-17,4.62,4.56974,-1.0879,止损,2019
002103,广博股份,0,MA120,4.627,2019-01-10,2019-01-17,2019-01-17,4.67,4.53446,-2.9024,止损,2019
002129,TCL中环,0,MA120,7.107917,2019-01-10,2019-01-17,2019-01-23,7.29,6.965758,-4.4478,止损,2019
002145,钛能化学,0,MA60,3.390167,2019-01-08,2019-01-17,2019-01-30,3.45,3.322363,-3.6996,止损,2019
000411,英特集团,0,MA60,12.235,2019-01-09,2019-01-18,2019-01-23,12.09,11.9903,-0.8246,止损,2019
000520,凤凰航运,0,MA60,3.019,2019-01-07,2019-01-18,2019-02-14,3.07,3.09,0.6515,时间止盈,2019
000925,众合科技,0,High60,6.29,2019-01-09,2019-01-18,2019-01-18,6.22,6.1642,-0.8971,止损,2019
002031,巨轮智能,0,MA60,1.982167,2019-01-11,2019-01-18,2019-01-29,2.05,1.942523,-5.2428,止损,2019
002036,联创电子,0,MA60,9.032833,2019-01-08,2019-01-18,2019-01-18,8.88,8.852177,-0.3133,止损,2019
002067,景兴纸业,0,MA60,3.549833,2019-01-10,2019-01-18,2019-01-29,3.6,3.478837,-3.3656,止损,2019
002184,海得控制,0,MA120,9.962917,2019-01-09,2019-01-18,2019-01-22,10.15,9.763658,-3.8063,止损,2019
002202,金风科技,0,MA60,10.297667,2019-01-10,2019-01-18,2019-01-25,10.59,12.2844,16.0,止盈,2019
002222,福晶科技,0,MA60,10.217167,2019-01-07,2019-01-18,2019-01-31,10.45,10.012823,-4.1835,止损,2019
002268,电科网安,0,High60,20.27,2019-01-11,2019-01-18,2019-02-13,20.21,23.4436,16.0,止盈,2019
002284,亚太股份,0,MA60,4.533667,2019-01-11,2019-01-18,2019-01-28,4.62,4.442993,-3.8313,止损,2019
002286,保龄宝,0,MA60,5.7755,2019-01-10,2019-01-18,2019-01-29,5.83,5.65999,-2.9161,止损,2019
000151,中成股份,0,MA60,10.830167,2019-01-11,2019-01-21,2019-01-23,10.93,10.613563,-2.8951,止损,2019
000421,南京公用,0,MA60,4.607,2019-01-08,2019-01-21,2019-02-15,4.69,4.82,2.7719,时间止盈,2019
000868,安凯客车,0,MA60,3.933333,2019-01-14,2019-01-21,2019-01-29,4.01,3.854667,-3.8736,止损,2019
002134,天津普林,0,MA60,6.154167,2019-01-07,2019-01-21,2019-01-28,6.23,6.031083,-3.1929,止损,2019
002230,科大讯飞,0,High60,27.46,2019-01-07,2019-01-21,2019-01-30,28.41,26.9108,-5.277,止损,2019
000407,胜利股份,0,MA60,3.8805,2019-01-08,2019-01-22,2019-01-28,3.91,3.80289,-2.7394,止损,2019
000809,和展能源,0,MA60,2.456167,2019-01-11,2019-01-22,2019-01-28,2.5,2.407043,-3.7183,止损,2019
000882,华联股份,0,MA60,2.340167,2019-01-11,2019-01-22,2019-01-30,2.39,2.293363,-4.0434,止损,2019
002060,广东建工,0,MA120,2.8875,2019-01-15,2019-01-22,2019-02-18,2.93,3.12,6.4846,时间止盈,2019
002083,孚日股份,0,MA60,5.0965,2019-01-15,2019-01-22,2019-02-18,5.2,5.32,2.3077,时间止盈,2019
002177,御银股份,0,MA60,3.347833,2019-01-15,2019-01-22,2019-01-22,3.37,3.280877,-2.6446,止损,2019
000530,冰山冷热,0,MA120,3.501417,2019-01-15,2019-01-23,2019-01-29,3.47,3.431388,-1.1127,止损,2019
000576,甘化科工,0,MA60,6.5935,2019-01-16,2019-01-23,2019-01-23,6.65,6.46163,-2.8326,止损,2019
000637,茂化实华,0,MA120,3.9765,2019-01-15,2019-01-23,2019-01-28,4.03,4.6748,16.0,止盈,2019
000897,津滨发展,0,MA60,2.458333,2019-01-11,2019-01-23,2019-01-29,2.51,2.409167,-4.0173,止损,2019
002124,天邦食品,0,High60,7.71,2019-01-07,2019-01-23,2019-02-13,7.97,9.2452,16.0,止盈,2019
002151,北斗星通,0,MA60,21.053167,2019-01-02,2019-01-23,2019-01-29,21.57,20.632103,-4.3482,止损,2019
002166,莱茵生物,0,MA60,6.496833,2019-01-14,2019-01-23,2019-01-29,6.55,6.366897,-2.7955,止损,2019
002248,华东数控,0,MA60,8.7045,2019-01-11,2019-01-23,2019-02-19,8.87,9.54,7.5536,时间止盈,2019
000419,通程控股,0,MA60,4.302167,2019-01-14,2019-01-24,2019-01-30,4.34,4.216123,-2.8543,止损,2019
000426,兴业银锡,0,MA120,6.04925,2019-01-10,2019-01-24,2019-01-25,6.07,5.928265,-2.335,止损,2019
000680,山推股份,0,MA60,3.385333,2019-01-15,2019-01-24,2019-01-29,3.36,3.317627,-1.2611,止损,2019
000716,黑芝麻,0,MA60,3.015167,2019-01-11,2019-01-24,2019-01-28,3.03,2.954863,-2.4798,止损,2019
000892,欢瑞世纪,0,MA60,4.747167,2019-01-14,2019-01-24,2019-01-28,4.76,4.652223,-2.2642,止损,2019
000900,现代投资,0,MA60,4.054,2019-01-09,2019-01-24,2019-02-20,4.19,4.32,3.1026,时间止盈,2019
000927,中国铁物,0,MA60,3.304833,2019-01-07,2019-01-24,2019-01-29,3.43,3.238737,-5.5762,止损,2019
000978,桂林旅游,0,MA60,5.501167,2019-01-15,2019-01-24,2019-01-28,5.5,5.391143,-1.9792,止损,2019
002046,国机精工,0,MA120,6.724083,2019-01-15,2019-01-24,2019-01-28,6.72,6.589602,-1.9405,止损,2019
002114,罗平锌电,0,MA60,7.3275,2019-01-11,2019-01-24,2019-01-25,7.45,7.18095,-3.6114,止损,2019
002169,智光电气,0,MA120,4.037,2019-01-15,2019-01-24,2019-01-29,4.03,3.95626,-1.8298,止损,2019
002281,光迅科技,0,MA60,26.438167,2019-01-11,2019-01-24,2019-01-29,26.4,25.909403,-1.8583,止损,2019
000338,潍柴动力,0,High60,8.17,2019-01-17,2019-01-25,2019-02-18,8.37,9.7092,16.0,止盈,2019
000408,藏格矿业,0,MA60,11.267667,2019-01-14,2019-01-25,2019-01-25,11.06,11.042313,-0.1599,止损,2019
000564,供销大集,0,MA60,2.748167,2019-01-11,2019-01-25,2019-01-29,2.82,2.693203,-4.4963,止损,2019
000633,合金投资,0,MA60,4.564,2019-01-02,2019-01-25,2019-01-28,4.72,4.47272,-5.239,止损,2019
000688,国城矿业,0,MA60,11.555667,2019-01-18,2019-01-25,2019-02-21,11.86,12.01,1.2648,时间止盈,2019
000993,闽东电力,0,MA60,5.010333,2019-01-15,2019-01-25,2019-01-25,5.1,4.910127,-3.723,止损,2019
002123,梦网科技,0,MA120,7.861583,2019-01-11,2019-01-25,2019-01-29,7.9,7.704352,-2.4766,止损,2019
002136,安 纳 达,0,MA60,8.371333,2019-01-18,2019-01-25,2019-01-29,8.52,8.203907,-3.71,止损,2019
000810,创维数字,0,MA60,6.0835,2019-01-21,2019-01-28,2019-02-13,6.18,7.1688,16.0,止盈,2019
000959,首钢股份,0,MA60,3.903833,2019-01-18,2019-01-28,2019-01-29,3.92,3.825757,-2.4042,止损,2019
002005,ST德豪,0,MA60,2.455167,2019-01-11,2019-01-28,2019-01-28,2.48,2.406063,-2.9813,止损,2019
002069,獐子岛,0,MA60,3.461,2019-01-14,2019-01-28,2019-01-29,3.53,3.39178,-3.9156,止损,2019
000683,博源化工,0,MA60,2.467833,2019-01-16,2019-01-29,2019-02-25,2.54,2.77,9.0551,时间止盈,2019
000703,恒逸石化,0,MA60,12.442333,2019-01-21,2019-01-29,2019-02-25,12.5,13.95,11.6,时间止盈,2019
000758,中色股份,0,MA60,3.804333,2019-01-11,2019-01-29,2019-01-29,3.85,3.728247,-3.1624,止损,2019
000909,ST数源,0,MA60,6.796,2019-01-07,2019-01-29,2019-01-29,6.91,6.66008,-3.6168,止损,2019
002017,东信和平,0,High60,9.41,2019-01-02,2019-01-29,2019-01-29,9.4,9.2218,-1.8957,止损,2019
002066,瑞泰科技,0,MA120,7.692333,2019-01-11,2019-01-29,2019-01-29,7.82,7.538487,-3.5999,止损,2019
002126,银轮股份,0,MA60,7.472667,2019-01-18,2019-01-29,2019-02-25,7.64,8.76,14.6597,时间止盈,2019
000565,渝三峡Ａ,0,MA60,4.549333,2019-01-21,2019-01-30,2019-01-30,4.65,4.458347,-4.1216,止损,2019
000903,ST云动,0,MA60,2.593333,2019-01-23,2019-01-30,2019-01-30,2.61,2.541467,-2.6258,止损,2019
000960,锡业股份,0,MA60,10.050333,2019-01-07,2019-01-30,2019-02-25,10.14,11.7624,16.0,止盈,2019
002150,正泰电源,0,MA60,6.324333,2019-01-04,2019-01-30,2019-02-21,6.39,7.4124,16.0,止盈,2019
002271,东方雨虹,0,High60,15.64,2019-01-23,2019-01-30,2019-02-25,16.05,18.618,16.0,止盈,2019
000531,穗恒运Ａ,0,MA120,4.8895,2019-01-04,2019-01-31,2019-02-18,5.0,5.8,16.0,止盈,2019
000561,烽火电子,0,MA60,5.7845,2019-01-03,2019-01-31,2019-02-25,5.78,6.7048,16.0,止盈,2019
000589,贵州轮胎,0,MA60,3.4685,2019-01-08,2019-01-31,2019-01-31,3.48,3.39913,-2.3239,止损,2019
000639,西王食品,0,MA60,7.285,2019-01-24,2019-01-31,2019-02-19,7.22,8.3752,16.0,止盈,2019
000738,航发控制,0,MA60,12.359833,2019-01-03,2019-01-31,2019-01-31,12.32,12.112637,-1.6831,止损,2019
000783,长江证券,0,MA60,5.255167,2019-01-03,2019-01-31,2019-02-18,5.31,6.1596,16.0,止盈,2019
000837,秦川机床,0,MA60,4.115167,2019-01-07,2019-01-31,2019-01-31,3.97,4.032863,1.5835,止损,2019
000948,南天信息,0,MA60,9.451833,2019-01-04,2019-01-31,2019-02-19,9.61,11.1476,16.0,止盈,2019
000973,佛塑科技,0,MA60,3.397333,2019-01-10,2019-01-31,2019-01-31,3.49,3.329387,-4.6021,止损,2019
002140,东华科技,0,MA60,6.053,2019-01-08,2019-01-31,2019-02-25,6.09,7.0644,16.0,止盈,2019
002149,西部材料,0,MA60,5.6455,2019-01-07,2019-01-31,2019-02-20,5.68,6.5888,16.0,止盈,2019
002227,奥 特 迅,0,MA60,10.4175,2019-01-07,2019-01-31,2019-01-31,10.25,10.20915,-0.3985,止损,2019
000709,河钢股份,0,MA120,2.981667,2019-01-14,2019-02-01,2019-02-28,3.09,3.39,9.7087,时间止盈,2019
000932,华菱钢铁,0,MA60,6.7875,2019-01-25,2019-02-01,2019-02-26,6.93,8.0388,16.0,止盈,2019
002157,正邦科技,0,High60,6.27,2019-01-23,2019-02-01,2019-02-12,6.41,7.4356,16.0,止盈,2019
002207,准油股份,0,MA120,4.718167,2019-01-18,2019-02-01,2019-02-26,4.86,5.6376,16.0,止盈,2019
000410,沈阳机床,0,MA60,6.527,2019-01-14,2019-02-11,2019-02-21,6.5,7.54,16.0,止盈,2019
000501,武商集团,0,MA60,9.962,2019-01-25,2019-02-11,2019-03-01,9.97,10.98,10.1304,时间止盈,2019
000605,渤海股份,0,MA120,8.770917,2019-01-10,2019-02-11,2019-02-25,9.09,10.5444,16.0,止盈,2019
000759,中百集团,0,MA60,5.537333,2019-01-11,2019-02-11,2019-02-26,5.53,6.4148,16.0,止盈,2019
002079,苏州固锝,0,MA120,5.1955,2019-01-24,2019-02-11,2019-02-13,5.33,6.1828,16.0,止盈,2019
002130,沃尔核材,0,MA60,3.486167,2019-01-07,2019-02-11,2019-02-19,3.53,4.0948,16.0,止盈,2019
002206,海 利 得,0,MA60,3.971667,2019-01-10,2019-02-13,2019-03-05,4.09,4.52,10.5134,时间止盈,2019
002283,天润工业,0,MA60,3.477667,2019-01-15,2019-02-13,2019-03-05,3.55,4.07,14.6479,时间止盈,2019
000612,焦作万方,0,MA60,4.114333,2019-01-18,2019-02-15,2019-02-25,4.08,4.7328,16.0,止盈,2019
000715,中兴商业,0,MA60,6.207667,2019-01-28,2019-02-15,2019-03-08,6.36,7.3776,16.0,止盈,2019
000962,东方钽业,0,MA60,6.772,2019-01-16,2019-02-15,2019-02-26,6.81,7.8996,16.0,止盈,2019
000969,安泰科技,0,MA120,5.147167,2019-01-17,2019-02-15,2019-02-25,5.15,5.974,16.0,止盈,2019
001896,豫能控股,0,MA60,3.149167,2019-01-08,2019-02-15,2019-03-05,3.2,3.712,16.0,止盈,2019
002023,海特高新,0,MA120,10.804,2019-01-03,2019-02-15,2019-03-05,10.76,12.4816,16.0,止盈,2019
002237,恒邦股份,0,MA60,8.187333,2019-01-03,2019-02-15,2019-02-26,8.27,9.5932,16.0,止盈,2019
000672,上峰水泥,0,MA120,8.962583,2019-02-11,2019-02-18,2019-03-08,9.04,9.68,7.0796,时间止盈,2019
002051,中工国际,0,MA60,11.521167,2019-02-11,2019-02-18,2019-02-21,11.5,13.34,16.0,止盈,2019
002080,中材科技,0,High60,9.95,2019-02-01,2019-02-18,2019-03-04,10.28,11.9248,16.0,止盈,2019
002196,方正电机,0,MA60,5.391167,2019-01-09,2019-02-18,2019-03-08,5.5,6.01,9.2727,时间止盈,2019
002275,桂林三金,0,MA60,13.171333,2019-02-11,2019-02-18,2019-03-08,13.56,14.2,4.7198,时间止盈,2019
002277,友阿股份,0,MA60,3.418167,2019-01-24,2019-02-18,2019-03-06,3.53,4.0948,16.0,止盈,2019
000926,福星股份,0,MA60,6.465667,2019-02-12,2019-02-19,2019-03-11,6.65,7.32,10.0752,时间止盈,2019
000630,铜陵有色,0,MA60,2.039833,2019-02-13,2019-02-20,2019-02-26,2.11,2.4476,16.0,止盈,2019
000802,北京文化,0,High60,13.83,2019-02-11,2019-02-20,2019-02-20,13.71,13.5534,-1.1422,止损,2019
000403,派林生物,0,MA60,26.093167,2019-02-13,2019-02-21,2019-03-13,26.4,27.97,5.947,时间止盈,2019
000670,盈方微,0,MA120,3.681917,2019-01-15,2019-02-21,2019-03-05,3.76,4.3616,16.0,止盈,2019
000935,四川双马,0,MA120,15.37825,2019-02-14,2019-02-21,2019-03-07,15.67,18.1772,16.0,止盈,2019
001914,招商积余,0,MA60,7.735,2019-02-13,2019-02-21,2019-03-08,7.92,9.1872,16.0,止盈,2019
002007,华兰生物,0,MA60,34.844667,2019-02-12,2019-02-21,2019-03-11,35.29,40.9364,16.0,止盈,2019
002029,七 匹 狼,0,MA60,6.485167,2019-02-13,2019-02-21,2019-03-12,6.59,7.6444,16.0,止盈,2019
002053,云南能投,0,MA60,7.148167,2019-02-14,2019-02-21,2019-03-05,7.21,8.3636,16.0,止盈,2019
002054,德美化工,0,MA60,6.111,2019-01-09,2019-02-21,2019-02-27,6.19,7.1804,16.0,止盈,2019
002115,三维通信,0,High60,11.75,2019-02-13,2019-02-21,2019-03-11,11.78,13.6648,16.0,止盈,2019
002142,宁波银行,0,High60,17.67,2019-02-12,2019-02-21,2019-03-13,18.13,19.57,7.9426,时间止盈,2019
002230,科大讯飞,0,High60,30.28,2019-02-13,2019-02-21,2019-02-26,30.38,35.2408,16.0,止盈,2019
000963,华东医药,0,MA60,29.466167,2019-02-12,2019-02-22,2019-02-22,29.1,28.876843,-0.7669,止损,2019
002120,韵达股份,0,High60,34.42,2019-02-11,2019-02-22,2019-02-22,34.1,33.7316,-1.0804,止损,2019
000545,金浦钛业,0,MA60,3.468333,2019-02-18,2019-02-25,2019-03-07,3.57,4.1412,16.0,止盈,2019
000755,山西高速,0,MA60,4.358,2019-02-18,2019-02-25,2019-03-13,4.48,5.1968,16.0,止盈,2019
000778,新兴铸管,0,MA120,4.549333,2019-02-18,2019-02-25,2019-03-15,4.64,4.99,7.5431,时间止盈,2019
000967,盈峰环境,0,High60,6.2,2019-02-18,2019-02-25,2019-03-15,6.35,6.9,8.6614,时间止盈,2019
002016,世荣兆业,0,High60,10.47,2019-02-18,2019-02-25,2019-03-08,10.58,10.2606,-3.0189,止损,2019
002067,景兴纸业,0,MA60,3.656,2019-02-18,2019-02-25,2019-03-15,3.79,4.18,10.2902,时间止盈,2019
002085,万丰奥威,0,MA60,7.4935,2019-02-18,2019-02-25,2019-03-15,7.67,8.35,8.8657,时间止盈,2019
002203,海亮股份,0,MA60,7.740167,2019-02-18,2019-02-25,2019-03-15,7.92,8.36,5.5556,时间止盈,2019
002221,东华能源,0,MA120,8.396417,2019-02-18,2019-02-25,2019-03-15,8.64,9.25,7.0602,时间止盈,2019
002244,滨江集团,0,MA60,3.936667,2019-02-14,2019-02-25,2019-03-04,4.08,4.7328,16.0,止盈,2019
000338,潍柴动力,0,High60,9.5,2019-02-18,2019-02-27,2019-02-27,9.6,9.31,-3.0208,止损,2019
001979,招商蛇口,0,High60,20.88,2019-02-20,2019-02-27,2019-03-11,21.14,20.4624,-3.2053,止损,2019
000534,万泽股份,0,MA60,10.215667,2019-02-21,2019-02-28,2019-03-08,10.16,10.011353,-1.4631,止损,2019
000719,中原传媒,0,High60,8.5,2019-02-21,2019-02-28,2019-03-20,8.7,9.0,3.4483,时间止盈,2019
000810,创维数字,0,High60,7.16,2019-02-13,2019-02-28,2019-03-05,7.35,8.526,16.0,止盈,2019
000893,亚钾国际,0,High60,4.75,2019-02-21,2019-02-28,2019-02-28,4.8,4.655,-3.0208,止损,2019
002079,苏州固锝,0,High60,6.6,2019-02-18,2019-02-28,2019-03-08,6.85,7.946,16.0,止盈,2019
002233,塔牌集团,0,High60,11.26,2019-02-18,2019-02-28,2019-03-20,11.55,12.39,7.2727,时间止盈,2019
000510,新金路,0,High60,4.78,2019-02-22,2019-03-01,2019-03-15,4.89,5.6724,16.0,止盈,2019
002191,劲嘉股份,0,High60,9.39,2019-02-21,2019-03-01,2019-03-21,9.63,11.1708,16.0,止盈,2019
002281,光迅科技,0,High60,31.71,2019-02-22,2019-03-01,2019-03-08,32.18,31.0758,-3.4313,止损,2019
000504,*ST生物,0,MA120,12.986667,2019-02-25,2019-03-04,2019-03-20,13.02,15.1032,16.0,止盈,2019
000565,渝三峡Ａ,0,High60,5.21,2019-02-25,2019-03-04,2019-03-21,5.35,6.206,16.0,止盈,2019
000589,贵州轮胎,0,High60,3.83,2019-02-25,2019-03-04,2019-03-22,3.91,4.25,8.6957,时间止盈,2019
000652,泰达股份,0,High60,3.88,2019-02-25,2019-03-04,2019-03-20,4.03,4.6748,16.0,止盈,2019
000700,模塑科技,0,High60,3.56,2019-02-25,2019-03-04,2019-03-22,3.64,4.04,10.989,时间止盈,2019
000768,中航西飞,0,High60,15.91,2019-02-25,2019-03-04,2019-03-22,16.37,17.19,5.0092,时间止盈,2019
000800,一汽解放,0,High60,8.2,2019-02-25,2019-03-04,2019-03-08,8.46,8.036,-5.0118,止损,2019
002008,大族激光,0,High60,39.3,2019-02-25,2019-03-04,2019-03-22,40.25,41.83,3.9255,时间止盈,2019
002039,黔源电力,0,High60,14.01,2019-02-25,2019-03-04,2019-03-22,14.12,14.79,4.745,时间止盈,2019
002063,远光软件,0,High60,7.92,2019-02-25,2019-03-04,2019-03-07,8.16,9.4656,16.0,止盈,2019
002093,国脉科技,0,High60,8.28,2019-02-25,2019-03-04,2019-03-06,8.5,9.86,16.0,止盈,2019
002130,沃尔核材,0,High60,4.26,2019-02-25,2019-03-04,2019-03-19,4.3,4.988,16.0,止盈,2019
002145,钛能化学,0,High60,3.96,2019-02-25,2019-03-04,2019-03-08,4.06,4.7096,16.0,止盈,2019
002150,正泰电源,0,High60,7.54,2019-02-25,2019-03-04,2019-03-22,7.69,8.18,6.3719,时间止盈,2019
002182,宝武镁业,0,High60,7.66,2019-02-25,2019-03-04,2019-03-18,7.8,9.048,16.0,止盈,2019
002232,启明信息,0,High60,8.23,2019-02-25,2019-03-04,2019-03-12,8.32,9.6512,16.0,止盈,2019
002241,歌尔股份,0,High60,8.67,2019-02-25,2019-03-04,2019-03-11,8.98,10.4168,16.0,止盈,2019
002265,建设工业,0,MA60,8.768333,2019-02-25,2019-03-04,2019-03-22,9.06,10.0,10.3753,时间止盈,2019
002278,神开股份,0,MA120,7.086833,2019-02-25,2019-03-04,2019-03-22,7.22,7.69,6.5097,时间止盈,2019
002279,久其软件,0,MA60,7.5195,2019-01-15,2019-03-04,2019-03-06,7.69,8.9204,16.0,止盈,2019
000848,承德露露,0,High60,8.69,2019-02-25,2019-03-06,2019-03-26,8.79,8.94,1.7065,时间止盈,2019
000915,华特达因,0,High60,18.88,2019-02-20,2019-03-06,2019-03-21,19.28,22.3648,16.0,止盈,2019
000993,闽东电力,0,High60,5.69,2019-02-27,2019-03-06,2019-03-08,5.84,5.5762,-4.5171,止损,2019
002098,浔兴股份,0,High60,10.2,2019-01-14,2019-03-06,2019-03-08,10.38,9.996,-3.6994,止损,2019
002034,旺能环境,0,High60,16.87,2019-03-01,2019-03-08,2019-03-08,16.75,16.5326,-1.2979,止损,2019
000538,云南白药,0,MA120,84.1615,2019-02-26,2019-03-12,2019-03-26,84.92,82.47827,-2.8753,止损,2019
000656,*ST金科,0,MA60,5.980833,2019-02-25,2019-03-12,2019-03-13,5.98,5.861217,-1.9863,止损,2019
000688,国城矿业,0,High60,12.58,2019-03-04,2019-03-12,2019-03-13,12.6,12.3284,-2.1556,止损,2019
000717,中南股份,0,High60,5.68,2019-02-25,2019-03-12,2019-03-29,5.88,5.5664,-5.3333,止损,2019
000729,燕京啤酒,0,High60,6.41,2019-02-25,2019-03-12,2019-03-15,6.44,6.2818,-2.4565,止损,2019
000735,罗 牛 山,0,High60,12.86,2019-02-26,2019-03-12,2019-03-14,12.99,12.6028,-2.9808,止损,2019
000766,通化金马,0,MA120,7.567,2019-03-05,2019-03-12,2019-03-28,7.8,9.048,16.0,止盈,2019
000869,张 裕Ａ,0,High60,28.78,2019-02-25,2019-03-12,2019-04-01,29.66,32.93,11.0249,时间止盈,2019
000898,鞍钢股份,0,MA120,5.622583,2019-02-26,2019-03-12,2019-04-01,5.79,5.86,1.209,时间止盈,2019
000899,赣能股份,0,High60,5.18,2019-02-25,2019-03-12,2019-04-01,5.39,5.78,7.2356,时间止盈,2019
002078,太阳纸业,0,High60,6.86,2019-02-20,2019-03-12,2019-04-01,7.0,7.44,6.2857,时间止盈,2019
002082,万邦德,0,High60,8.97,2019-03-05,2019-03-12,2019-03-27,9.25,10.73,16.0,止盈,2019
002149,西部材料,0,High60,7.95,2019-03-04,2019-03-12,2019-03-14,8.15,9.454,16.0,止盈,2019
002207,准油股份,0,High60,6.31,2019-03-04,2019-03-12,2019-03-13,6.45,6.1838,-4.1271,止损,2019
002237,恒邦股份,0,High60,9.75,2019-03-01,2019-03-12,2019-03-14,9.87,9.555,-3.1915,止损,2019
000100,TCL科技,0,High60,3.63,2019-03-05,2019-03-14,2019-03-25,3.67,4.2572,16.0,止盈,2019
000338,潍柴动力,0,High60,10.06,2019-03-04,2019-03-14,2019-03-20,10.2,11.832,16.0,止盈,2019
000408,藏格矿业,0,High60,12.35,2019-03-06,2019-03-14,2019-03-14,12.45,12.103,-2.7871,止损,2019
000776,广发证券,0,High60,16.3,2019-02-25,2019-03-14,2019-03-26,16.65,15.974,-4.0601,止损,2019
000830,鲁西化工,0,High60,12.33,2019-02-19,2019-03-14,2019-03-28,12.16,14.1056,16.0,止盈,2019
000895,双汇发展,0,High60,25.35,2019-02-11,2019-03-14,2019-03-26,25.01,24.843,-0.6677,止损,2019
