symbol,name,market,key_level_type,key_level,breakout_date,entry_date,exit_date,entry_price,exit_price,ret_pct,exit_reason,entry_year
000001,平安银行,0,High60,10.35,2024-02-21,2024-02-28,2024-03-12,10.51,10.56,0.4757,时间止盈,2024
000001,平安银行,0,High60,11.24,2024-05-17,2024-06-03,2024-06-03,11.12,11.0152,-0.9424,止损,2024
000006,深振业Ａ,0,MA60,3.755833,2024-08-06,2024-08-15,2024-08-28,3.75,3.77,0.5333,时间止盈,2024
000007,全新好,0,MA120,4.596,2024-08-28,2024-09-05,2024-09-19,4.58,5.1296,12.0,止盈,2024
000004,*ST国华,0,High60,17.98,2024-10-14,2024-12-05,2024-12-13,18.18,20.3616,12.0,止盈,2024
