symbol,name,market,signal_date,entry_date,exit_date,hold_days,entry_price,exit_price,ret_pct,exit_reason
000409,云鼎科技,0,2022-02-28,2022-03-01,2022-03-01,1,7.29,7.3629,0.838448,止盈
000032,深桑达Ａ,0,2022-03-01,2022-03-02,2022-03-02,1,22.31,22.5331,0.838448,止盈
000032,深桑达Ａ,0,2022-03-03,2022-03-04,2022-03-07,2,22.68,21.9996,-3.155153,止损
000014,沙河股份,0,2022-03-04,2022-03-07,2022-03-07,1,8.78,8.8678,0.838448,止盈
000031,大悦城,0,2022-03-04,2022-03-07,2022-03-07,1,3.96,3.9996,0.838448,止盈
000065,北方国际,0,2022-03-23,2022-03-24,2022-03-24,1,9.8,9.898,0.838448,止盈
000078,海王生物,0,2022-04-07,2022-04-08,2022-04-08,1,3.74,3.7774,0.838448,止盈
000019,深粮控股,0,2022-04-15,2022-04-18,2022-04-18,1,8.42,8.5042,0.838448,止盈
000031,大悦城,0,2022-04-19,2022-04-20,2022-04-20,1,4.4,4.268,-3.155153,止损
000007,全新好,0,2022-05-06,2022-05-09,2022-05-09,1,6.7,6.767,0.838448,止盈
000402,金 融 街,0,2022-05-18,2022-05-19,2022-05-19,1,6.11,6.1711,0.838448,止盈
000090,天健集团,0,2022-05-25,2022-05-26,2022-05-26,1,6.87,6.9387,0.838448,止盈
000042,中洲控股,0,2022-05-30,2022-05-31,2022-05-31,1,8.86,8.9486,0.838448,止盈
000078,海王生物,0,2022-06-02,2022-06-06,2022-06-07,2,3.66,3.6966,0.838448,止盈
000061,农 产 品,0,2022-06-09,2022-06-10,2022-06-10,1,6.45,6.5145,0.838448,止盈
000404,长虹华意,0,2022-06-13,2022-06-14,2022-06-14,1,4.98,5.0298,0.838448,止盈
000061,农 产 品,0,2022-06-14,2022-06-15,2022-06-15,1,6.53,6.5953,0.838448,止盈
000068,华控赛格,0,2022-07-01,2022-07-04,2022-07-04,1,3.68,3.7168,0.838448,止盈
000068,华控赛格,0,2022-07-05,2022-07-06,2022-07-06,1,3.78,3.8178,0.838448,止盈
000011,深物业A,0,2022-07-08,2022-07-11,2022-07-11,1,12.15,11.7855,-3.155153,止损
000037,深南电A,0,2022-07-22,2022-07-25,2022-07-26,2,8.28,8.0316,-3.155153,止损
000042,中洲控股,0,2022-07-26,2022-07-27,2022-07-27,1,9.16,8.8852,-3.155153,止损
000017,深中华A,0,2022-07-28,2022-07-29,2022-07-29,1,4.33,4.3733,0.838448,止盈
000068,华控赛格,0,2022-07-28,2022-07-29,2022-07-29,1,3.91,3.9491,0.838448,止盈
000070,特发信息,0,2022-07-29,2022-08-01,2022-08-01,1,6.65,6.7165,0.838448,止盈
000099,中信海直,0,2022-08-01,2022-08-02,2022-08-02,1,8.04,7.7988,-3.155153,止损
000099,中信海直,0,2022-08-12,2022-08-15,2022-08-18,4,8.33,8.0801,-3.155153,止损
000035,中国天楹,0,2022-08-18,2022-08-19,2022-08-19,1,6.63,6.4311,-3.155153,止损
000017,深中华A,0,2022-08-22,2022-08-23,2022-08-23,1,4.49,4.5349,0.838448,止盈
000055,方大集团,0,2022-08-24,2022-08-25,2022-08-25,1,5.15,4.9955,-3.155153,止损
000055,方大集团,0,2022-08-29,2022-08-30,2022-08-30,1,5.24,5.2924,0.838448,止盈
000007,全新好,0,2022-08-31,2022-09-01,2022-09-01,1,8.04,8.1204,0.838448,止盈
000020,深华发Ａ,0,2022-09-08,2022-09-09,2022-09-09,1,10.1,10.201,0.838448,止盈
000419,通程控股,0,2022-09-09,2022-09-13,2022-09-13,1,5.33,5.3833,0.838448,止盈
000007,全新好,0,2022-09-13,2022-09-14,2022-09-16,3,8.11,7.8667,-3.155153,止损
000062,深圳华强,0,2022-09-15,2022-09-16,2022-09-16,1,13.17,13.3017,0.838448,止盈
000410,沈阳机床,0,2022-09-15,2022-09-16,2022-09-16,1,5.87,5.9287,0.838448,止盈
000059,华锦股份,0,2022-09-16,2022-09-19,2022-09-19,1,7.55,7.6255,0.838448,止盈
000007,全新好,0,2022-10-10,2022-10-11,2022-10-11,1,8.06,7.8182,-3.155153,止损
000007,全新好,0,2022-10-13,2022-10-14,2022-10-21,6,8.0,7.76,-3.155153,止损
000410,沈阳机床,0,2022-11-03,2022-11-04,2022-11-04,1,5.72,5.7772,0.838448,止盈
000034,神州数码,0,2022-11-09,2022-11-10,2022-11-10,1,24.25,24.4925,0.838448,止盈
000049,德赛电池,0,2022-11-15,2022-11-16,2022-11-16,1,52.0,50.44,-3.155153,止损
000409,云鼎科技,0,2022-11-22,2022-11-23,2022-11-23,1,6.97,6.7609,-3.155153,止损
000028,国药一致,0,2022-11-28,2022-11-29,2022-11-29,1,33.61,33.9461,0.838448,止盈
000068,华控赛格,0,2022-11-28,2022-11-29,2022-11-29,1,4.14,4.1814,0.838448,止盈
000068,华控赛格,0,2022-12-02,2022-12-05,2022-12-05,1,4.19,4.2319,0.838448,止盈
000159,国际实业,0,2022-12-09,2022-12-12,2022-12-12,1,9.25,8.9725,-3.155153,止损
000036,华联控股,0,2022-12-13,2022-12-14,2022-12-14,1,4.4,4.268,-3.155153,止损
000014,沙河股份,0,2022-12-14,2022-12-15,2022-12-15,1,9.95,9.6515,-3.155153,止损
000068,华控赛格,0,2022-12-14,2022-12-15,2022-12-15,1,4.25,4.2925,0.838448,止盈
000068,华控赛格,0,2022-12-20,2022-12-21,2022-12-21,1,4.33,4.2001,-3.155153,止损
000417,合百集团,0,2022-12-20,2022-12-21,2022-12-21,1,4.98,5.0298,0.838448,止盈
000014,沙河股份,0,2022-12-23,2022-12-26,2022-12-26,1,10.03,10.1303,0.838448,止盈
000089,深圳机场,0,2022-12-29,2022-12-30,2023-01-06,5,7.83,7.5951,-3.155153,止损
000028,国药一致,0,2023-01-10,2023-01-11,2023-01-11,1,35.19,35.5419,0.838448,止盈
000026,飞亚达,0,2023-01-11,2023-01-12,2023-01-12,1,11.42,11.0774,-3.155153,止损
000070,特发信息,0,2023-01-12,2023-01-13,2023-01-18,4,7.04,7.1104,0.838448,止盈
000002,万 科Ａ,0,2023-01-13,2023-01-16,2023-01-19,4,18.78,18.2166,-3.155153,止损
000017,深中华A,0,2023-01-13,2023-01-16,2023-01-16,1,4.77,4.8177,0.838448,止盈
000403,派林生物,0,2023-01-19,2023-01-20,2023-01-20,1,22.7,22.927,0.838448,止盈
000011,深物业A,0,2023-01-31,2023-02-01,2023-02-02,2,11.35,11.4635,0.838448,止盈
000058,深 赛 格,0,2023-02-06,2023-02-07,2023-02-09,3,7.2,6.984,-3.155153,止损
000045,深纺织Ａ,0,2023-02-08,2023-02-09,2023-02-09,1,11.22,11.3322,0.838448,止盈
000088,盐 田 港,0,2023-02-08,2023-02-09,2023-02-09,1,5.22,5.2722,0.838448,止盈
000166,申万宏源,0,2023-02-08,2023-02-09,2023-02-09,1,4.13,4.1713,0.838448,止盈
000415,渤海租赁,0,2023-02-09,2023-02-10,2023-02-14,3,2.33,2.3533,0.838448,止盈
000166,申万宏源,0,2023-02-10,2023-02-13,2023-02-14,2,4.17,4.2117,0.838448,止盈
000404,长虹华意,0,2023-02-10,2023-02-13,2023-02-13,1,6.15,6.2115,0.838448,止盈
000026,飞亚达,0,2023-02-14,2023-02-15,2023-02-16,2,11.82,11.4654,-3.155153,止损
000088,盐 田 港,0,2023-02-14,2023-02-15,2023-02-16,2,5.33,5.1701,-3.155153,止损
000014,沙河股份,0,2023-02-15,2023-02-16,2023-02-16,1,10.36,10.0492,-3.155153,止损
000019,深粮控股,0,2023-02-15,2023-02-16,2023-02-16,1,7.76,7.8376,0.838448,止盈
000048,京基智农,0,2023-02-15,2023-02-16,2023-02-16,1,20.16,20.3616,0.838448,止盈
000019,深粮控股,0,2023-02-20,2023-02-21,2023-02-22,2,7.85,7.9285,0.838448,止盈
000409,云鼎科技,0,2023-02-21,2023-02-22,2023-02-22,1,7.63,7.7063,0.838448,止盈
000417,合百集团,0,2023-02-21,2023-02-22,2023-02-23,2,5.21,5.2621,0.838448,止盈
000037,深南电A,0,2023-02-22,2023-02-23,2023-02-24,2,8.5,8.245,-3.155153,止损
000166,申万宏源,0,2023-02-22,2023-02-23,2023-02-23,1,4.23,4.2723,0.838448,止盈
000156,华数传媒,0,2023-02-24,2023-02-27,2023-02-28,2,7.98,8.0598,0.838448,止盈
000166,申万宏源,0,2023-02-24,2023-02-27,2023-03-01,3,4.19,4.2319,0.838448,止盈
000333,美的集团,0,2023-02-24,2023-02-27,2023-02-28,2,52.6,53.126,0.838448,止盈
000070,特发信息,0,2023-02-28,2023-03-01,2023-03-01,1,8.23,8.3123,0.838448,止盈
000017,深中华A,0,2023-03-01,2023-03-02,2023-03-07,4,4.86,4.7142,-3.155153,止损
000045,深纺织Ａ,0,2023-03-01,2023-03-02,2023-03-02,1,11.3,11.413,0.838448,止盈
000409,云鼎科技,0,2023-03-02,2023-03-03,2023-03-03,1,7.73,7.8073,0.838448,止盈
000417,合百集团,0,2023-03-02,2023-03-03,2023-03-06,2,5.24,5.2924,0.838448,止盈
000400,许继电气,0,2023-03-03,2023-03-06,2023-03-07,2,24.0,24.24,0.838448,止盈
000045,深纺织Ａ,0,2023-03-06,2023-03-07,2023-03-07,1,11.25,10.9125,-3.155153,止损
000100,TCL科技,0,2023-03-06,2023-03-07,2023-03-07,1,4.49,4.3553,-3.155153,止损
000409,云鼎科技,0,2023-03-06,2023-03-07,2023-03-08,2,7.7,7.469,-3.155153,止损
000070,特发信息,0,2023-03-08,2023-03-09,2023-03-09,1,8.33,8.0801,-3.155153,止损
000157,中联重科,0,2023-03-08,2023-03-09,2023-03-10,2,6.67,6.4699,-3.155153,止损
000048,京基智农,0,2023-03-09,2023-03-10,2023-03-10,1,20.96,21.1696,0.838448,止盈
000050,深天马Ａ,0,2023-03-09,2023-03-10,2023-03-10,1,9.78,9.8778,0.838448,止盈
000088,盐 田 港,0,2023-03-09,2023-03-10,2023-03-16,5,5.25,5.3025,0.838448,止盈
000060,中金岭南,0,2023-03-10,2023-03-13,2023-03-13,1,4.63,4.6763,0.838448,止盈
000151,中成股份,0,2023-03-22,2023-03-23,2023-03-23,1,14.88,15.0288,0.838448,止盈
000060,中金岭南,0,2023-03-27,2023-03-28,2023-03-28,1,4.79,4.8379,0.838448,止盈
000166,申万宏源,0,2023-03-28,2023-03-29,2023-04-04,5,4.21,4.2521,0.838448,止盈
000028,国药一致,0,2023-03-31,2023-04-03,2023-04-04,2,44.17,44.6117,0.838448,止盈
000039,中集集团,0,2023-04-07,2023-04-10,2023-04-14,5,7.5,7.575,0.838448,止盈
000157,中联重科,0,2023-04-07,2023-04-10,2023-04-17,6,6.4,6.41,-0.003952,时间止盈
000070,特发信息,0,2023-04-12,2023-04-13,2023-04-13,1,9.8,9.506,-3.155153,止损
000099,中信海直,0,2023-04-13,2023-04-14,2023-04-17,2,7.99,8.0699,0.838448,止盈
000401,金隅冀东,0,2023-04-14,2023-04-17,2023-04-21,5,9.06,8.7882,-3.155153,止损
000063,中兴通讯,0,2023-04-18,2023-04-19,2023-04-19,1,34.5,34.845,0.838448,止盈
000031,大悦城,0,2023-04-19,2023-04-20,2023-04-21,2,3.86,3.8986,0.838448,止盈
000410,沈阳机床,0,2023-04-19,2023-04-20,2023-04-20,1,6.0,6.06,0.838448,止盈
000048,京基智农,0,2023-04-20,2023-04-21,2023-04-21,1,23.17,23.4017,0.838448,止盈
000065,北方国际,0,2023-04-24,2023-04-25,2023-04-25,1,16.0,15.52,-3.155153,止损
000021,深科技,0,2023-04-25,2023-04-26,2023-04-26,1,18.2,17.654,-3.155153,止损
000060,中金岭南,0,2023-05-11,2023-05-12,2023-05-12,1,5.01,4.8597,-3.155153,止损
000065,北方国际,0,2023-05-15,2023-05-16,2023-05-16,1,17.28,17.4528,0.838448,止盈
000333,美的集团,0,2023-05-15,2023-05-16,2023-05-16,1,56.59,57.1559,0.838448,止盈
000404,长虹华意,0,2023-05-17,2023-05-18,2023-05-18,1,6.57,6.6357,0.838448,止盈
000409,云鼎科技,0,2023-05-18,2023-05-19,2023-05-19,1,8.54,8.6254,0.838448,止盈
000404,长虹华意,0,2023-05-19,2023-05-22,2023-05-24,3,6.71,6.5087,-3.155153,止损
000027,深圳能源,0,2023-05-25,2023-05-26,2023-05-26,1,6.69,6.7569,0.838448,止盈
000166,申万宏源,0,2023-05-26,2023-05-29,2023-06-05,6,4.74,4.63,-2.476915,时间止盈
000028,国药一致,0,2023-05-29,2023-05-30,2023-05-30,1,59.01,59.6001,0.838448,止盈
000027,深圳能源,0,2023-06-01,2023-06-02,2023-06-06,3,6.86,6.6542,-3.155153,止损
000099,中信海直,0,2023-06-06,2023-06-07,2023-06-07,1,8.35,8.4335,0.838448,止盈
000026,飞亚达,0,2023-06-12,2023-06-13,2023-06-14,2,12.14,12.2614,0.838448,止盈
000404,长虹华意,0,2023-06-15,2023-06-16,2023-06-16,1,6.51,6.5751,0.838448,止盈
000156,华数传媒,0,2023-06-20,2023-06-21,2023-06-21,1,9.37,9.0889,-3.155153,止损
000014,沙河股份,0,2023-06-21,2023-06-26,2023-06-26,1,11.2,10.864,-3.155153,止损
000410,沈阳机床,0,2023-06-21,2023-06-26,2023-06-26,1,8.16,8.2416,0.838448,止盈
000032,深桑达Ａ,0,2023-06-27,2023-06-28,2023-06-28,1,34.9,33.853,-3.155153,止损
000099,中信海直,0,2023-06-30,2023-07-03,2023-07-03,1,9.37,9.4637,0.838448,止盈
000026,飞亚达,0,2023-07-03,2023-07-04,2023-07-11,6,12.14,12.19,0.251251,时间止盈
000404,长虹华意,0,2023-07-04,2023-07-05,2023-07-05,1,6.77,6.8377,0.838448,止盈
000410,沈阳机床,0,2023-07-04,2023-07-05,2023-07-05,1,8.11,7.8667,-3.155153,止损
000409,云鼎科技,0,2023-07-05,2023-07-06,2023-07-06,1,9.52,9.6152,0.838448,止盈
000157,中联重科,0,2023-07-06,2023-07-07,2023-07-07,1,6.67,6.7367,0.838448,止盈
000333,美的集团,0,2023-07-06,2023-07-07,2023-07-10,2,58.04,56.2988,-3.155153,止损
000157,中联重科,0,2023-07-10,2023-07-11,2023-07-11,1,6.65,6.7165,0.838448,止盈
000036,华联控股,0,2023-07-12,2023-07-13,2023-07-20,6,4.07,4.1107,0.838448,止盈
000063,中兴通讯,0,2023-07-13,2023-07-14,2023-07-14,1,43.58,44.0158,0.838448,止盈
000157,中联重科,0,2023-07-13,2023-07-14,2023-07-14,1,6.69,6.7569,0.838448,止盈
000404,长虹华意,0,2023-07-14,2023-07-17,2023-07-21,5,6.86,6.6542,-3.155153,止损
000409,云鼎科技,0,2023-07-17,2023-07-18,2023-07-18,1,9.75,9.8475,0.838448,止盈
000026,飞亚达,0,2023-07-18,2023-07-19,2023-07-19,1,12.07,12.1907,0.838448,止盈
000020,深华发Ａ,0,2023-07-20,2023-07-21,2023-07-21,1,12.7,12.319,-3.155153,止损
000027,深圳能源,0,2023-07-20,2023-07-21,2023-07-25,3,6.7,6.767,0.838448,止盈
000338,潍柴动力,0,2023-07-20,2023-07-21,2023-07-25,3,12.58,12.7058,0.838448,止盈
000410,沈阳机床,0,2023-07-24,2023-07-25,2023-07-27,3,8.08,8.1608,0.838448,止盈
000030,富奥股份,0,2023-07-26,2023-07-27,2023-07-27,1,5.34,5.3934,0.838448,止盈
000421,南京公用,0,2023-07-27,2023-07-28,2023-08-01,3,5.48,5.5348,0.838448,止盈
000410,沈阳机床,0,2023-07-28,2023-07-31,2023-07-31,1,7.96,8.0396,0.838448,止盈
000421,南京公用,0,2023-08-02,2023-08-03,2023-08-07,3,5.54,5.3738,-3.155153,止损
000030,富奥股份,0,2023-08-04,2023-08-07,2023-08-07,1,5.46,5.5146,0.838448,止盈
000410,沈阳机床,0,2023-08-04,2023-08-07,2023-08-09,3,8.01,7.7697,-3.155153,止损
000030,富奥股份,0,2023-08-08,2023-08-09,2023-08-09,1,5.47,5.3059,-3.155153,止损
000338,潍柴动力,0,2023-08-08,2023-08-09,2023-08-11,3,12.83,12.4451,-3.155153,止损
000036,华联控股,0,2023-08-09,2023-08-10,2023-08-11,2,4.25,4.2925,0.838448,止盈
000060,中金岭南,0,2023-08-09,2023-08-10,2023-08-11,2,5.64,5.4708,-3.155153,止损
000061,农 产 品,0,2023-08-10,2023-08-11,2023-08-14,2,6.93,6.7221,-3.155153,止损
000417,合百集团,0,2023-08-10,2023-08-11,2023-08-14,2,5.68,5.7368,0.838448,止盈
000031,大悦城,0,2023-08-15,2023-08-16,2023-08-16,1,4.26,4.3026,0.838448,止盈
000014,沙河股份,0,2023-08-16,2023-08-17,2023-08-17,1,13.8,13.938,0.838448,止盈
000030,富奥股份,0,2023-09-07,2023-09-08,2023-09-11,2,5.3,5.353,0.838448,止盈
000060,中金岭南,0,2023-09-07,2023-09-08,2023-09-08,1,5.32,5.3732,0.838448,止盈
000415,渤海租赁,0,2023-09-11,2023-09-12,2023-09-12,1,2.67,2.6967,0.838448,止盈
000419,通程控股,0,2023-09-12,2023-09-13,2023-09-13,1,5.79,5.8479,0.838448,止盈
000061,农 产 品,0,2023-09-14,2023-09-15,2023-09-15,1,6.84,6.9084,0.838448,止盈
000415,渤海租赁,0,2023-09-14,2023-09-15,2023-09-15,1,2.66,2.6866,0.838448,止盈
000035,中国天楹,0,2023-09-15,2023-09-18,2023-09-22,5,5.34,5.1798,-3.155153,止损
000415,渤海租赁,0,2023-09-19,2023-09-20,2023-09-27,6,2.67,2.64,-1.28175,时间止盈
000417,合百集团,0,2023-09-19,2023-09-20,2023-09-21,2,5.53,5.3641,-3.155153,止损
000008,神州高铁,0,2023-09-20,2023-09-21,2023-09-21,1,2.42,2.4442,0.838448,止盈
000068,华控赛格,0,2023-09-25,2023-09-26,2023-09-28,3,3.63,3.6663,0.838448,止盈
000157,中联重科,0,2023-09-25,2023-09-26,2023-09-26,1,6.9,6.969,0.838448,止盈
000061,农 产 品,0,2023-09-26,2023-09-27,2023-10-10,4,6.91,6.9791,0.838448,止盈
000157,中联重科,0,2023-09-27,2023-09-28,2023-10-09,2,6.88,6.9488,0.838448,止盈
000068,华控赛格,0,2023-10-17,2023-10-18,2023-10-19,2,3.65,3.5405,-3.155153,止损
000058,深 赛 格,0,2023-10-25,2023-10-26,2023-10-26,1,7.12,6.9064,-3.155153,止损
000058,深 赛 格,0,2023-10-31,2023-11-01,2023-11-02,2,7.1,7.171,0.838448,止盈
000035,中国天楹,0,2023-11-02,2023-11-03,2023-11-03,1,5.9,5.959,0.838448,止盈
000050,深天马Ａ,0,2023-11-22,2023-11-23,2023-11-23,1,10.39,10.4939,0.838448,止盈
000050,深天马Ａ,0,2023-11-24,2023-11-27,2023-11-27,1,10.4,10.504,0.838448,止盈
000068,华控赛格,0,2023-11-28,2023-11-29,2023-12-06,6,3.75,3.73,-0.692432,时间止盈
000039,中集集团,0,2023-12-14,2023-12-15,2023-12-20,4,7.8,7.878,0.838448,止盈
000403,派林生物,0,2023-12-19,2023-12-20,2023-12-21,2,28.28,27.4316,-3.155153,止损
000039,中集集团,0,2024-01-19,2024-01-22,2024-01-23,2,8.04,7.7988,-3.155153,止损
000020,深华发Ａ,0,2024-03-05,2024-03-06,2024-03-06,1,14.08,14.2208,0.838448,止盈
000020,深华发Ａ,0,2024-03-07,2024-03-08,2024-03-08,1,13.78,13.9178,0.838448,止盈
000338,潍柴动力,0,2024-03-15,2024-03-18,2024-03-18,1,16.43,16.5943,0.838448,止盈
000012,南 玻Ａ,0,2024-03-19,2024-03-20,2024-03-22,3,5.69,5.5193,-3.155153,止损
000027,深圳能源,0,2024-03-25,2024-03-26,2024-03-26,1,6.76,6.8276,0.838448,止盈
000039,中集集团,0,2024-03-26,2024-03-27,2024-03-27,1,8.98,9.0698,0.838448,止盈
000039,中集集团,0,2024-03-28,2024-03-29,2024-03-29,1,9.16,9.2516,0.838448,止盈
000100,TCL科技,0,2024-03-29,2024-04-01,2024-04-01,1,4.73,4.7773,0.838448,止盈
000404,长虹华意,0,2024-04-02,2024-04-03,2024-04-03,1,7.03,7.1003,0.838448,止盈
000403,派林生物,0,2024-04-09,2024-04-10,2024-04-15,4,28.41,28.6941,0.838448,止盈
000400,许继电气,0,2024-04-10,2024-04-11,2024-04-11,1,24.91,25.1591,0.838448,止盈
000028,国药一致,0,2024-04-11,2024-04-12,2024-04-12,1,30.76,31.0676,0.838448,止盈
000100,TCL科技,0,2024-04-22,2024-04-23,2024-04-23,1,4.92,4.7724,-3.155153,止损
000063,中兴通讯,0,2024-04-23,2024-04-24,2024-04-24,1,27.63,27.9063,0.838448,止盈
000001,平安银行,0,2024-04-24,2024-04-25,2024-04-25,1,10.5,10.605,0.838448,止盈
000063,中兴通讯,0,2024-04-25,2024-04-26,2024-04-26,1,28.35,28.6335,0.838448,止盈
000027,深圳能源,0,2024-05-08,2024-05-09,2024-05-09,1,7.32,7.3932,0.838448,止盈
000063,中兴通讯,0,2024-05-09,2024-05-10,2024-05-13,2,28.1,28.381,0.838448,止盈
000060,中金岭南,0,2024-05-13,2024-05-14,2024-05-15,2,4.87,4.7239,-3.155153,止损
000157,中联重科,0,2024-05-13,2024-05-14,2024-05-14,1,8.92,9.0092,0.838448,止盈
000404,长虹华意,0,2024-05-15,2024-05-16,2024-05-17,2,7.12,6.9064,-3.155153,止损
000409,云鼎科技,0,2024-05-15,2024-05-16,2024-05-16,1,8.55,8.6355,0.838448,止盈
000089,深圳机场,0,2024-05-16,2024-05-17,2024-05-17,1,7.03,7.1003,0.838448,止盈
000400,许继电气,0,2024-05-16,2024-05-17,2024-05-20,2,27.53,27.8053,0.838448,止盈
000039,中集集团,0,2024-05-17,2024-05-20,2024-05-20,1,9.39,9.4839,0.838448,止盈
000166,申万宏源,0,2024-05-17,2024-05-20,2024-05-27,6,4.67,4.6,-1.656484,时间止盈
000039,中集集团,0,2024-05-21,2024-05-22,2024-05-23,2,9.37,9.0889,-3.155153,止损
000027,深圳能源,0,2024-05-22,2024-05-23,2024-05-24,2,7.36,7.4336,0.838448,止盈
000400,许继电气,0,2024-05-22,2024-05-23,2024-05-24,2,27.23,27.5023,0.838448,止盈
000409,云鼎科技,0,2024-05-22,2024-05-23,2024-05-24,2,8.66,8.4002,-3.155153,止损
000089,深圳机场,0,2024-05-23,2024-05-24,2024-05-24,1,7.1,7.171,0.838448,止盈
000089,深圳机场,0,2024-05-27,2024-05-28,2024-05-30,3,7.12,6.9064,-3.155153,止损
000039,中集集团,0,2024-05-29,2024-05-30,2024-05-30,1,9.38,9.4738,0.838448,止盈
000415,渤海租赁,0,2024-05-30,2024-05-31,2024-05-31,1,2.55,2.5755,0.838448,止盈
000422,湖北宜化,0,2024-06-03,2024-06-04,2024-06-04,1,12.5,12.625,0.838448,止盈
000415,渤海租赁,0,2024-06-04,2024-06-05,2024-06-05,1,2.54,2.4638,-3.155153,止损
000422,湖北宜化,0,2024-06-13,2024-06-14,2024-06-17,2,12.59,12.2123,-3.155153,止损
000039,中集集团,0,2024-06-19,2024-06-20,2024-06-20,1,9.82,9.9182,0.838448,止盈
000400,许继电气,0,2024-06-26,2024-06-27,2024-06-27,1,32.38,32.7038,0.838448,止盈
000422,湖北宜化,0,2024-07-04,2024-07-05,2024-07-05,1,12.66,12.2802,-3.155153,止损
000021,深科技,0,2024-07-12,2024-07-15,2024-07-16,2,15.12,14.6664,-3.155153,止损
000415,渤海租赁,0,2024-07-25,2024-07-26,2024-07-26,1,2.6,2.626,0.838448,止盈
000020,深华发Ａ,0,2024-10-15,2024-10-16,2024-10-16,1,13.43,13.5643,0.838448,止盈
000020,深华发Ａ,0,2024-10-21,2024-10-22,2024-10-22,1,13.97,14.1097,0.838448,止盈
000415,渤海租赁,0,2024-10-24,2024-10-25,2024-10-25,1,2.74,2.7674,0.838448,止盈
000333,美的集团,0,2024-10-25,2024-10-28,2024-10-30,3,75.49,73.2253,-3.155153,止损
000166,申万宏源,0,2024-10-28,2024-10-29,2024-10-29,1,5.34,5.3934,0.838448,止盈
000049,德赛电池,0,2024-10-30,2024-10-31,2024-10-31,1,25.05,25.3005,0.838448,止盈
000019,深粮控股,0,2024-11-01,2024-11-04,2024-11-05,2,6.66,6.7266,0.838448,止盈
000062,深圳华强,0,2024-11-04,2024-11-05,2024-11-05,1,31.3,31.613,0.838448,止盈
000062,深圳华强,0,2024-11-08,2024-11-11,2024-11-11,1,32.1,32.421,0.838448,止盈
000158,常山北明,0,2024-11-13,2024-11-14,2024-11-14,1,29.8,30.098,0.838448,止盈
000025,特 力Ａ,0,2024-11-14,2024-11-15,2024-11-15,1,18.29,17.7413,-3.155153,止损
