symbol,name,market,breakout_date,key_level_type,key_level,breakout_price,current_price,breakout_vol_ratio,stand_days_above,min_close_ratio,trade_date
001313,粤海饲料,0,2025-11-20,MA60,7.513,7.91,7.78,2.453,3,1.0063,2026-02-27
000739,普洛药业,0,2026-01-15,MA60,16.0177,18.13,18.07,2.445,3,1.1013,2026-02-27
000650,仁和药业,0,2026-01-14,MA60,6.0442,6.32,6.02,2.44,3,1.0076,2026-02-27
000563,陕国投Ａ,0,2026-01-12,MA60,3.5462,3.63,3.61,2.431,2,0.9954,2026-02-27
001333,光华股份,0,2026-01-21,MA60,23.1863,25.3,27.39,2.421,3,1.0937,2026-02-27
001322,箭牌家居,0,2026-01-29,MA60,8.6022,9.23,9.2,2.419,3,1.0521,2026-02-27
002004,华邦健康,0,2026-01-26,MA60,4.9823,5.88,5.56,2.406,3,1.128,2026-02-27
000659,珠海中富,0,2026-02-11,MA60,3.7752,4.84,4.82,2.404,3,1.2344,2026-02-27
000059,华锦股份,0,2026-01-26,MA60,5.2903,6.09,6.14,2.401,3,1.1247,2026-02-27
000756,新华制药,0,2025-11-27,MA60,16.2855,18.07,15.88,2.389,3,1.0697,2026-02-27
000912,泸天化,0,2026-01-30,MA60,4.3817,4.79,4.86,2.364,3,1.011,2026-02-27
001234,泰慕士,0,2026-01-15,MA120,27.441,28.27,29.41,2.362,3,1.0087,2026-02-27
000423,东阿阿胶,0,2026-02-04,MA60,49.1592,54.98,54.37,2.352,3,1.106,2026-02-27
000755,山西高速,0,2026-02-04,MA60,5.2732,5.44,5.39,2.348,3,1.0127,2026-02-27
000686,东北证券,0,2026-01-06,MA60,9.2563,9.98,9.0,2.347,3,1.0296,2026-02-27
001269,欧晶科技,0,2026-02-09,MA60,24.6545,26.06,24.76,2.34,3,1.014,2026-02-27
001336,楚环科技,0,2025-12-25,MA60,24.9083,26.69,29.19,2.325,2,0.9944,2026-02-27
000548,湖南投资,0,2026-01-22,MA60,5.67,5.8,5.82,2.323,3,1.0123,2026-02-27
000713,国投丰乐,0,2026-01-29,MA60,6.8785,7.1,7.02,2.323,3,1.0089,2026-02-27
000852,石化机械,0,2026-01-14,MA60,7.3645,7.94,8.38,2.313,3,1.0347,2026-02-27
000708,中信特钢,0,2026-02-02,MA120,14.4854,14.78,18.03,2.312,3,1.0369,2026-02-27
000035,中国天楹,0,2026-02-24,MA60,5.8413,6.19,7.01,2.3,3,1.0905,2026-02-27
000590,古汉医药,0,2026-02-09,MA60,11.4432,12.28,12.2,2.294,3,1.0827,2026-02-27
000958,电投产融,0,2026-01-15,MA60,6.7008,7.03,6.65,2.255,3,1.0118,2026-02-27
001314,亿道信息,0,2026-01-27,MA60,45.7182,50.38,48.34,2.251,3,1.0348,2026-02-27
000809,和展能源,0,2026-01-06,MA60,3.4027,3.46,3.5,2.249,2,0.9992,2026-02-27
000928,中钢国际,0,2026-01-21,MA60,6.5262,6.76,7.1,2.242,3,1.042,2026-02-27
001332,锡装股份,0,2026-01-08,MA60,56.1298,62.81,59.02,2.234,3,1.0793,2026-02-27
000061,农产品,0,2026-01-30,MA120,8.9274,9.69,9.12,2.228,3,1.0429,2026-02-27
000801,四川九洲,0,2026-02-24,MA60,16.5772,17.25,17.31,2.228,3,1.0333,2026-02-27
000532,华金资本,0,2026-01-12,MA60,14.9957,18.23,16.67,2.227,3,1.1157,2026-02-27
000605,渤海股份,0,2025-11-28,MA60,7.2063,7.39,7.35,2.221,3,1.0116,2026-02-27
000528,柳工,0,2025-12-29,MA60,11.8675,12.1,11.94,2.217,3,1.0002,2026-02-27
001283,豪鹏科技,0,2026-01-06,MA60,71.1708,72.98,67.9,2.208,3,1.0013,2026-02-27
001387,雪祺电气,0,2026-01-14,MA60,14.296,14.77,14.84,2.208,3,1.0129,2026-02-27
000798,中水渔业,0,2026-02-24,MA60,11.6092,12.39,11.93,2.205,3,1.0276,2026-02-27
000596,古井贡酒,0,2025-11-10,MA60,159.3057,162.5,121.21,2.192,3,1.026,2026-02-27
000803,山高环能,0,2026-01-20,MA60,7.3585,9.57,9.52,2.186,3,1.2965,2026-02-27
000983,山西焦煤,0,2026-02-04,MA60,6.8,7.36,7.34,2.184,3,1.0147,2026-02-27
000785,居然智家,0,2026-01-15,MA60,3.0158,3.34,2.96,2.183,3,1.0578,2026-02-27
000025,特力Ａ,0,2026-01-26,MA60,18.4713,19.29,18.25,2.182,3,1.0145,2026-02-27
000859,国风新材,0,2026-02-24,MA60,10.6167,12.2,11.89,2.179,3,1.1199,2026-02-27
001228,永泰运,0,2026-01-19,MA60,27.0357,29.71,32.92,2.173,3,1.0819,2026-02-27
002010,传化智联,0,2026-01-23,MA60,6.0732,7.11,6.83,2.163,3,1.1065,2026-02-27
000767,晋控电力,0,2026-02-24,MA60,2.9682,3.6,3.78,2.16,3,1.223,2026-02-27
001359,平安电工,0,2026-02-12,MA60,68.8352,79.91,81.13,2.157,3,1.1023,2026-02-27
000897,津滨发展,0,2025-11-13,MA60,2.3667,2.58,2.29,2.154,3,1.0563,2026-02-27
000953,河化股份,0,2025-12-10,MA60,7.5557,8.15,7.5,2.15,3,1.0469,2026-02-27
000901,航天科技,0,2025-12-16,MA60,18.884,25.5,27.05,2.145,3,1.2497,2026-02-27
001259,利仁科技,0,2026-01-22,MA60,29.9577,32.48,36.35,2.143,3,1.0632,2026-02-27
001696,宗申动力,0,2026-01-15,MA60,22.194,23.22,21.2,2.142,3,1.0039,2026-02-27
001323,慕思股份,0,2026-02-05,MA60,26.683,29.26,27.07,2.14,3,1.0554,2026-02-27
000338,潍柴动力,0,2026-01-26,MA60,18.081,24.32,27.86,2.139,3,1.2848,2026-02-27
000089,深圳机场,0,2026-02-02,MA60,7.0697,7.24,7.29,2.129,3,1.0184,2026-02-27
000652,泰达股份,0,2026-01-26,MA60,4.3275,4.47,4.21,2.128,3,1.0352,2026-02-27
000665,湖北广电,0,2026-01-12,MA60,5.9643,6.19,5.5,2.128,3,1.001,2026-02-27
000919,金陵药业,0,2025-12-31,MA60,7.2402,7.95,7.54,2.116,3,1.0635,2026-02-27
000017,深中华A,0,2026-01-26,MA60,7.7367,8.22,7.7,2.113,3,1.0224,2026-02-27
000725,京东方Ａ,0,2026-01-14,MA60,4.0867,4.6,4.48,2.1,3,1.0914,2026-02-27
000544,中原环保,0,2025-10-21,MA60,8.5748,8.98,8.97,2.091,3,1.0333,2026-02-27
000921,海信家电,0,2025-11-12,MA60,25.4517,27.71,23.74,2.09,3,1.0322,2026-02-27
000600,建投能源,0,2026-01-21,MA60,8.5582,8.92,9.5,2.089,3,1.0107,2026-02-27
000637,茂化实华,0,2026-01-30,MA60,4.5605,4.8,4.93,2.086,2,0.9977,2026-02-27
000016,深康佳Ａ,0,2025-10-28,MA60,5.3893,5.67,3.82,2.078,3,1.0038,2026-02-27
002001,新和成,0,2026-02-06,MA60,25.5085,29.75,31.5,2.078,3,1.1694,2026-02-27
000802,北京文化,0,2026-02-09,MA60,4.7423,4.92,4.45,2.074,3,1.0122,2026-02-27
000027,深圳能源,0,2026-01-16,MA60,6.7965,7.01,7.02,2.072,3,1.0211,2026-02-27
000523,红棉股份,0,2026-02-06,MA60,3.705,4.07,3.9,2.071,3,1.0499,2026-02-27
000965,天保基建,0,2025-11-28,MA60,4.363,4.52,4.1,2.069,3,1.0314,2026-02-27
000525,红太阳,0,2026-02-12,MA60,5.8133,6.24,6.85,2.063,3,1.0442,2026-02-27
001368,通达创智,0,2026-02-10,MA60,26.936,28.2,27.87,2.063,3,1.0217,2026-02-27
000905,厦门港务,0,2025-12-15,MA60,10.4178,14.15,12.74,2.062,3,1.2143,2026-02-27
001226,拓山重工,0,2026-02-13,MA60,45.6588,48.86,45.52,2.059,2,0.9974,2026-02-27
000526,学大教育,0,2026-01-14,MA60,39.6128,42.38,37.2,2.057,3,1.0219,2026-02-27
000968,蓝焰控股,0,2026-01-30,MA60,7.122,8.17,8.6,2.052,3,1.0882,2026-02-27
000726,鲁泰Ａ,0,2026-01-26,MA60,7.2068,7.71,7.74,2.051,3,1.0601,2026-02-27
000078,海王生物,0,2026-01-27,MA60,3.5712,4.15,3.52,2.049,3,1.0333,2026-02-27
000906,浙商中拓,0,2026-01-27,MA60,6.0525,6.27,6.26,2.048,3,1.026,2026-02-27
000513,丽珠集团,0,2026-01-13,MA60,35.9972,36.72,35.44,2.046,2,0.9948,2026-02-27
000727,冠捷科技,0,2026-01-12,MA60,2.6662,2.74,2.65,2.046,2,0.9902,2026-02-27
001258,立新能源,0,2026-02-24,MA60,7.4555,7.9,8.03,2.045,3,1.0516,2026-02-27
000411,英特集团,0,2026-01-14,MA60,12.0635,13.78,12.26,2.041,3,1.1149,2026-02-27
000682,东方电子,0,2026-01-21,MA60,12.2015,14.03,14.08,2.039,3,1.1285,2026-02-27
001218,丽臣实业,0,2026-02-03,MA60,23.432,26.65,26.19,2.039,3,1.0959,2026-02-27
000831,中国稀土,0,2026-01-29,MA60,48.851,58.61,64.98,2.031,3,1.0444,2026-02-27
001367,海森药业,0,2026-01-26,MA60,22.9083,24.77,23.57,2.03,3,1.0511,2026-02-27
000948,南天信息,0,2026-01-14,MA60,17.7927,19.01,17.37,2.024,3,1.0145,2026-02-27
000931,中关村,0,2025-11-14,MA60,5.3372,5.55,5.23,2.021,2,0.9949,2026-02-27
000591,太阳能,0,2026-01-27,MA60,4.69,5.73,5.83,2.02,3,1.145,2026-02-27
000952,广济药业,0,2026-01-27,MA60,7.8823,8.26,8.05,2.012,3,1.0099,2026-02-27
000795,英洛华,0,2026-01-19,MA60,10.173,10.53,10.94,2.009,3,1.0292,2026-02-27
000060,中金岭南,0,2026-01-29,MA60,5.9303,8.55,8.26,2.008,3,1.1686,2026-02-27
001379,腾达科技,0,2026-01-26,MA60,23.4373,25.77,24.86,2.006,3,1.0317,2026-02-27
000723,美锦能源,0,2026-02-05,MA60,4.9247,5.02,5.24,2.002,3,1.0011,2026-02-27
001238,浙江正特,0,2026-01-21,MA60,50.8873,56.22,54.2,1.998,3,1.1026,2026-02-27
000402,金融街,0,2026-02-04,MA60,2.856,2.92,2.83,1.99,3,1.0084,2026-02-27
001337,四川黄金,0,2026-01-23,MA60,29.5825,50.23,50.67,1.988,3,1.8677,2026-02-27
000628,高新发展,0,2026-02-24,MA60,47.2937,52.68,57.31,1.987,3,1.0932,2026-02-27
001388,信通电子,0,2026-01-19,MA60,44.1978,45.91,45.39,1.987,3,1.0279,2026-02-27
000531,穗恒运Ａ,0,2026-01-12,MA60,6.7702,6.95,6.92,1.985,3,1.0103,2026-02-27
001299,美能能源,0,2026-01-06,MA60,12.2883,13.02,13.79,1.985,3,1.04,2026-02-27
000930,中粮科技,0,2026-02-02,MA60,5.9843,6.31,6.77,1.984,3,1.0695,2026-02-27
000006,深振业Ａ,0,2026-01-12,MA120,9.3963,9.87,9.28,1.98,2,0.9908,2026-02-27
000050,深天马Ａ,0,2026-01-14,MA60,9.3003,10.14,10.15,1.979,3,1.0871,2026-02-27
000506,招金黄金,0,2026-02-03,MA60,14.6822,22.34,20.3,1.979,3,1.3247,2026-02-27
000620,盈新发展,0,2026-01-29,MA60,3.1643,3.72,3.12,1.978,3,1.0208,2026-02-27
000880,潍柴重机,0,2026-01-26,MA60,28.77,36.96,37.78,1.969,3,1.1759,2026-02-27
001202,炬申股份,0,2026-01-26,MA60,16.5058,18.27,18.42,1.968,3,1.0481,2026-02-27
000426,兴业银锡,0,2026-02-03,MA60,40.5095,51.45,55.19,1.962,3,1.1854,2026-02-27
000069,华侨城Ａ,0,2026-01-20,MA60,2.5797,2.71,2.61,1.961,3,1.0428,2026-02-27
000735,罗牛山,0,2026-01-30,MA120,7.7025,8.45,7.84,1.96,3,1.0217,2026-02-27
000957,中通客车,0,2026-02-06,MA60,11.3492,12.03,12.12,1.958,3,1.0529,2026-02-27
000011,深物业A,0,2025-10-29,MA60,9.4452,11.17,8.89,1.957,3,1.136,2026-02-27
000788,北大医药,0,2026-01-14,MA60,6.4937,6.74,6.29,1.956,2,0.9902,2026-02-27
000516,国际医学,0,2026-01-16,MA60,4.8103,5.19,4.81,1.954,3,1.0519,2026-02-27
000900,现代投资,0,2025-11-13,MA60,4.248,4.4,4.36,1.951,3,1.0311,2026-02-27
000157,中联重科,0,2026-02-03,MA60,8.4987,9.35,9.99,1.948,3,1.0978,2026-02-27
000685,中山公用,0,2026-02-02,MA60,12.0973,12.53,12.1,1.948,3,1.0151,2026-02-27
001255,博菲电气,0,2026-01-21,MA60,35.0658,40.25,41.5,1.946,3,1.1296,2026-02-27
000630,铜陵有色,0,2026-02-03,MA60,5.8588,7.84,7.93,1.944,3,1.2136,2026-02-27
000538,云南白药,0,2026-01-05,MA60,56.3772,57.32,56.05,1.943,3,1.0148,2026-02-27
001382,新亚电缆,0,2026-01-20,MA60,20.944,21.6,21.3,1.94,3,1.0199,2026-02-27
000530,冰山冷热,0,2025-12-12,MA60,6.7455,8.19,6.97,1.939,3,1.1148,2026-02-27
000007,全新好,0,2026-02-06,MA60,10.9365,11.82,13.62,1.938,3,1.1064,2026-02-27
000415,渤海租赁,0,2026-02-09,MA60,4.0477,5.39,5.26,1.936,3,1.2723,2026-02-27
000883,湖北能源,0,2025-10-31,MA60,4.6373,4.73,4.75,1.936,3,1.0157,2026-02-27
000555,神州信息,0,2026-01-14,MA60,17.3843,18.69,18.27,1.931,3,1.0193,2026-02-27
000822,山东海化,0,2026-02-11,MA60,5.5898,6.65,6.62,1.931,3,1.1163,2026-02-27
000998,隆平高科,0,2026-02-04,MA60,9.643,10.12,10.0,1.926,3,1.0235,2026-02-27
001256,炜冈科技,0,2025-10-31,MA60,23.0928,23.48,22.7,1.923,3,1.0051,2026-02-27
001331,胜通能源,0,2026-01-14,MA60,22.2107,58.26,55.17,1.917,3,2.2422,2026-02-27
000581,威孚高科,0,2026-01-29,MA60,20.8143,22.22,25.4,1.917,2,0.9935,2026-02-27
000670,盈方微,0,2026-01-29,MA60,7.9782,8.68,8.62,1.916,3,1.0541,2026-02-27
000790,华神科技,0,2025-11-18,MA60,4.038,4.45,4.11,1.914,3,1.003,2026-02-27
000012,南玻Ａ,0,2026-02-04,MA60,4.614,4.77,5.03,1.912,3,1.0078,2026-02-27
000813,德展健康,0,2025-10-31,MA60,4.2445,4.38,3.89,1.909,3,1.039,2026-02-27
000598,兴蓉环境,0,2026-01-20,MA60,7.1347,7.31,7.38,1.907,3,1.0232,2026-02-27
000603,盛达资源,0,2026-01-27,MA60,31.109,61.16,52.0,1.907,3,1.9615,2026-02-27
000911,广农糖业,0,2025-10-23,MA60,7.5808,7.76,6.59,1.906,3,1.0157,2026-02-27
000679,大连友谊,0,2025-10-29,MA60,8.9173,9.68,7.36,1.905,3,1.0205,2026-02-27
001378,德冠新材,0,2026-01-19,MA60,23.2373,24.95,25.85,1.904,3,1.0625,2026-02-27
000678,襄阳轴承,0,2026-01-08,MA60,14.0217,15.87,13.63,1.896,3,1.0733,2026-02-27
000042,中洲控股,0,2026-02-04,MA60,8.0638,9.0,9.06,1.891,3,1.1136,2026-02-27
001330,博纳影业,0,2026-01-14,MA60,7.9333,9.62,9.07,1.89,3,1.0374,2026-02-27
000856,冀东装备,0,2026-02-06,MA60,10.6005,11.04,11.34,1.889,3,1.0594,2026-02-27
000034,神州数码,0,2026-01-14,MA60,40.529,41.88,40.63,1.885,2,0.9966,2026-02-27
000601,韶能股份,0,2026-02-24,MA60,5.0037,5.33,5.66,1.884,3,1.0772,2026-02-27
000690,宝新能源,0,2025-10-30,MA60,4.7108,4.87,4.68,1.884,3,1.0104,2026-02-27
000153,丰原药业,0,2025-11-14,MA60,6.7425,7.03,6.77,1.88,3,1.0115,2026-02-27
000995,皇台酒业,0,2026-02-10,MA60,13.5488,17.03,15.92,1.876,3,1.1566,2026-02-27
000514,渝开发,0,2025-11-12,MA60,5.5735,6.0,5.12,1.873,3,1.0532,2026-02-27
000066,中国长城,0,2026-01-26,MA60,15.425,17.23,16.59,1.87,3,1.0645,2026-02-27
000707,双环科技,0,2026-01-26,MA60,6.3618,6.59,6.77,1.87,3,1.0264,2026-02-27
000889,中嘉博创,0,2025-11-18,MA60,3.7727,4.22,3.75,1.867,2,0.9966,2026-02-27
000559,万向钱潮,0,2026-02-11,MA60,15.2777,20.21,20.07,1.861,3,1.2842,2026-02-27
000655,金岭矿业,0,2026-01-30,MA60,9.7215,10.56,11.31,1.852,3,1.0184,2026-02-27
001286,陕西能源,0,2026-01-12,MA120,9.4907,9.68,10.66,1.852,3,1.0041,2026-02-27
000509,华塑控股,0,2025-11-28,MA60,3.4792,4.06,3.53,1.851,3,1.1325,2026-02-27
000716,黑芝麻,0,2026-01-19,MA60,6.3205,6.63,6.08,1.85,3,1.0237,2026-02-27
001231,农心科技,0,2026-02-11,MA60,23.7187,25.78,25.99,1.85,3,1.0625,2026-02-27
000876,新希望,0,2025-11-10,MA60,9.8852,10.05,8.71,1.849,3,1.0096,2026-02-27
000932,华菱钢铁,0,2026-01-20,MA60,5.6983,5.9,6.71,1.845,3,1.0529,2026-02-27
001229,魅视科技,0,2026-01-12,MA60,38.994,42.3,37.22,1.84,3,1.0438,2026-02-27
000428,华天酒店,0,2026-02-03,MA60,3.4482,3.81,3.88,1.838,3,1.1165,2026-02-27
000564,供销大集,0,2025-11-14,MA60,2.629,2.81,2.31,1.832,3,1.0004,2026-02-27
000065,北方国际,0,2026-01-23,MA60,12.1052,12.98,12.86,1.83,3,1.0549,2026-02-27
000407,胜利股份,0,2026-01-29,MA60,4.9885,5.58,5.21,1.829,3,1.0023,2026-02-27
000503,国新健康,0,2026-01-15,MA60,9.7828,10.81,9.19,1.828,3,1.0161,2026-02-27
001205,盛航股份,0,2025-12-09,MA60,16.8328,18.17,16.95,1.828,3,1.0289,2026-02-27
000815,美利云,0,2026-02-13,MA60,12.2622,14.75,15.0,1.826,3,1.1425,2026-02-27
000096,广聚能源,0,2026-02-24,MA60,10.7502,11.11,10.96,1.824,3,1.0028,2026-02-27
000766,通化金马,0,2026-01-13,MA120,25.9233,27.15,23.01,1.824,3,1.0184,2026-02-27
000777,中核科技,0,2026-01-08,MA60,22.2955,28.34,26.18,1.823,3,1.2559,2026-02-27
000159,国际实业,0,2026-01-26,MA60,6.1073,7.18,7.14,1.822,3,1.1543,2026-02-27
000539,粤电力Ａ,0,2026-01-26,MA60,4.6605,4.9,5.1,1.821,3,1.0364,2026-02-27
000719,中原传媒,0,2026-02-10,MA60,12.2798,13.63,13.49,1.819,3,1.0749,2026-02-27
000786,北新建材,0,2026-02-04,MA60,25.5362,29.55,27.99,1.817,3,1.12,2026-02-27
000009,中国宝安,0,2025-11-17,MA60,10.7982,11.43,9.55,1.816,3,1.0122,2026-02-27
000552,甘肃能化,0,2026-02-04,MA60,2.4388,2.54,2.62,1.816,3,1.0128,2026-02-27
000070,特发信息,0,2026-02-24,MA60,13.0278,18.2,17.87,1.807,3,1.3717,2026-02-27
001300,三柏硕,0,2026-01-05,MA60,15.5655,16.25,16.95,1.805,3,1.0427,2026-02-27
000850,华茂股份,0,2026-02-11,MA60,5.3613,5.95,5.83,1.801,3,1.0445,2026-02-27
000753,漳州发展,0,2025-12-23,MA60,8.3622,8.53,7.53,1.797,2,0.9997,2026-02-27
001390,古麒绒材,0,2025-11-21,MA60,26.5063,30.01,23.52,1.796,3,1.0828,2026-02-27
001373,翔腾新材,0,2026-01-23,MA60,33.1028,44.35,42.42,1.795,3,1.2627,2026-02-27
000632,三木集团,0,2026-02-05,MA120,5.1148,5.27,5.21,1.795,2,0.9912,2026-02-27
000722,湖南发展,0,2026-01-29,MA60,12.4868,12.98,13.54,1.793,3,1.0195,2026-02-27
001239,永达股份,0,2026-01-16,MA60,16.4473,16.83,16.6,1.793,3,1.0293,2026-02-27
001328,登康口腔,0,2026-02-05,MA60,38.413,43.55,38.24,1.792,3,1.1093,2026-02-27
000517,荣安地产,0,2026-02-12,MA60,1.9115,2.25,2.15,1.788,3,1.1562,2026-02-27
000533,顺钠股份,0,2026-02-09,MA60,8.879,11.5,11.68,1.788,3,1.2299,2026-02-27
000710,贝瑞基因,0,2026-01-16,MA60,12.4515,12.77,12.43,1.786,3,1.0151,2026-02-27
000967,盈峰环境,0,2026-01-22,MA60,6.8823,7.55,8.37,1.785,3,1.0476,2026-02-27
000810,创维数字,0,2026-01-12,MA60,12.3372,12.92,11.88,1.784,3,1.0173,2026-02-27
000778,新兴铸管,0,2026-02-02,MA60,4.2572,4.75,5.24,1.783,3,1.1393,2026-02-27
000560,我爱我家,0,2026-02-04,MA60,3.0313,3.61,3.41,1.782,3,1.1711,2026-02-27
000792,盐湖股份,0,2026-01-13,MA60,26.494,33.8,38.2,1.781,3,1.2486,2026-02-27
000922,佳电股份,0,2026-02-24,MA60,13.686,15.56,15.73,1.78,3,1.1143,2026-02-27
000019,深粮控股,0,2026-02-02,MA120,7.001,7.12,7.2,1.779,3,1.0141,2026-02-27
001380,华纬科技,0,2026-01-20,MA60,23.4447,24.79,23.43,1.777,3,1.0548,2026-02-27
000026,飞亚达,0,2026-01-12,MA60,15.8293,17.41,15.83,1.775,3,1.0487,2026-02-27
000973,佛塑科技,0,2026-02-09,MA60,12.9793,13.48,13.54,1.773,3,1.0155,2026-02-27
000717,中南股份,0,2026-01-22,MA60,2.6415,2.71,2.78,1.772,3,1.0221,2026-02-27
000021,深科技,0,2026-02-24,MA60,26.749,33.77,34.4,1.77,3,1.2442,2026-02-27
001268,联合精密,0,2026-02-02,MA60,35.2673,37.41,33.62,1.77,3,1.0301,2026-02-27
000937,冀中能源,0,2025-10-23,MA60,6.0573,6.37,5.76,1.769,3,1.0103,2026-02-27
002006,精工科技,0,2026-01-12,MA60,21.6395,23.78,20.82,1.768,3,1.0116,2026-02-27
000892,欢瑞世纪,0,2026-02-24,MA120,7.0147,7.38,7.14,1.762,3,1.0179,2026-02-27
000981,山子高科,0,2026-01-14,MA60,3.7185,5.67,4.96,1.762,3,1.3581,2026-02-27
000955,欣龙控股,0,2025-12-23,MA60,6.376,6.71,5.87,1.761,3,1.0445,2026-02-27
001212,中旗新材,0,2026-01-16,MA60,47.3578,53.28,53.8,1.76,3,1.1407,2026-02-27
000848,承德露露,0,2025-11-04,MA60,8.7582,9.06,8.4,1.759,3,1.0139,2026-02-27
000617,中油资本,0,2026-01-12,MA60,9.6008,9.97,9.09,1.758,3,1.001,2026-02-27
000623,吉林敖东,0,2026-01-14,MA120,19.8247,20.19,19.03,1.758,3,1.0134,2026-02-27
000862,银星能源,0,2026-02-04,MA60,5.9922,6.5,6.88,1.755,3,1.038,2026-02-27
001400,江顺科技,0,2026-01-15,MA60,70.9393,112.56,121.32,1.755,3,1.6534,2026-02-27
000014,沙河股份,0,2026-02-13,MA60,14.0137,14.26,13.83,1.751,2,0.999,2026-02-27
000049,德赛电池,0,2026-01-12,MA120,26.2568,27.14,26.53,1.75,3,1.0154,2026-02-27
000676,智度股份,0,2026-01-16,MA60,8.9555,9.64,8.97,1.75,3,1.0463,2026-02-27
000898,鞍钢股份,0,2026-01-26,MA60,2.5822,2.69,2.7,1.75,3,1.0185,2026-02-27
000058,深赛格,0,2025-10-28,MA60,9.4443,9.78,9.09,1.748,3,1.0345,2026-02-27
000969,安泰科技,0,2026-01-15,MA60,20.5615,27.56,25.51,1.748,3,1.2353,2026-02-27
001207,联科科技,0,2026-01-26,MA60,24.064,28.75,27.74,1.745,3,1.1303,2026-02-27
001339,智微智能,0,2026-01-28,MA60,52.738,57.19,61.06,1.744,3,1.0469,2026-02-27
000796,凯撒旅业,0,2025-12-26,MA60,6.7965,7.56,5.86,1.739,2,0.999,2026-02-27
000783,长江证券,0,2026-01-14,MA60,8.3932,8.69,7.95,1.738,3,1.0139,2026-02-27
000728,国元证券,0,2026-01-12,MA60,8.5278,8.69,8.32,1.738,2,0.992,2026-02-27
000036,华联控股,0,2026-01-06,MA60,4.7982,6.49,5.38,1.737,3,1.3088,2026-02-27
001221,悍高集团,0,2026-02-06,MA60,61.0007,72.86,69.68,1.735,3,1.212,2026-02-27
000599,青岛双星,0,2026-02-09,MA60,6.4688,6.79,7.21,1.73,3,1.0095,2026-02-27
000421,南京公用,0,2026-01-21,MA60,7.1335,7.39,7.09,1.727,3,1.0205,2026-02-27
000151,中成股份,0,2026-01-26,MA60,12.548,13.57,13.74,1.726,3,1.0639,2026-02-27
