symbol,name,industry,sum_pct,last_pct_chg,avg_amount_yi,days,trade_date,reason,ts_code
601658,邮储银行,银行,2.0,0.4,7.95,3,20260313,20260311-20260313 连续3日小阳线 累计2.0%,601658.SH
601098,中南传媒,出版业,1.91,0.36,1.36,3,20260313,20260311-20260313 连续3日小阳线 累计1.91%,601098.SH
601598,中国外运,仓储物流,1.85,0.67,1.1,3,20260313,20260311-20260313 连续3日小阳线 累计1.85%,601598.SH
603210,泰鸿万立,汽车配件,1.79,1.11,0.44,3,20260313,20260311-20260313 连续3日小阳线 累计1.79%,603210.SH
600649,城投控股,区域地产,1.66,0.62,2.2,3,20260313,20260311-20260313 连续3日小阳线 累计1.66%,600649.SH
002461,珠江啤酒,啤酒,1.65,0.82,0.96,3,20260313,20260311-20260313 连续3日小阳线 累计1.65%,002461.SZ
001213,中铁特货,铁路,1.64,0.23,1.15,3,20260313,20260311-20260313 连续3日小阳线 累计1.64%,001213.SZ
600512,腾达建设,建筑工程,1.56,0.39,1.09,3,20260313,20260311-20260313 连续3日小阳线 累计1.56%,600512.SH
600019,宝钢股份,普钢,1.56,0.28,9.97,3,20260313,20260311-20260313 连续3日小阳线 累计1.56%,600019.SH
600559,老白干酒,白酒,1.49,0.47,1.24,3,20260313,20260311-20260313 连续3日小阳线 累计1.49%,600559.SH
001382,新亚电缆,电气设备,1.49,0.22,1.75,3,20260313,20260311-20260313 连续3日小阳线 累计1.49%,001382.SZ
000589,贵州轮胎,汽车配件,1.42,0.2,1.69,3,20260313,20260311-20260313 连续3日小阳线 累计1.42%,000589.SZ
301656,联合动力,汽车配件,1.27,0.63,1.15,3,20260313,20260311-20260313 连续3日小阳线 累计1.27%,301656.SZ
600981,苏豪汇鸿,商贸代理,1.21,0.61,0.95,3,20260313,20260311-20260313 连续3日小阳线 累计1.21%,600981.SH
002314,南山控股,区域地产,1.15,0.38,0.91,3,20260313,20260311-20260313 连续3日小阳线 累计1.15%,002314.SZ
601512,中新集团,园区开发,0.87,0.32,0.27,3,20260313,20260311-20260313 连续3日小阳线 累计0.87%,601512.SH
