symbol,name,industry,trade_date,decline_pct,decline_detail,vol_pct_avg,vol_ratio,last_close,last_pct_chg,turnover_rate,circ_mv_yi,avg_amount_yi,weekly_detail,index_bullish,reason,ts_code
601366,利群股份,百货,20260413,-12.99,30日跌-13.0%,3.33,,4.02,0.25,0.81,38.58,0.31,,0,30日跌-13.0% 连续2日地量(<15.0%分位) 放量 阳线确认,601366.SH
000898,鞍钢股份,普钢,20260413,-12.92,30日跌-12.9%,7.5,,2.36,0.43,0.43,187.8,0.8,,0,30日跌-12.9% 连续2日地量(<15.0%分位) 放量 阳线确认,000898.SZ
002136,安纳达,化工原料,20260413,-12.92,30日跌-12.9%,7.5,,12.74,0.08,2.54,27.32,0.69,,0,30日跌-12.9% 连续2日地量(<15.0%分位) 放量 阳线确认,002136.SZ
002093,国脉科技,文教休闲,20260413,-12.85,30日跌-12.9%,7.5,,9.63,0.1,0.75,97.02,0.73,,0,30日跌-12.9% 连续2日地量(<15.0%分位) 放量 阳线确认,002093.SZ
600868,梅雁吉祥,水力发电,20260413,-12.84,30日跌-12.8%,2.5,,3.53,0.57,2.5,67.0,1.67,,0,30日跌-12.8% 连续2日地量(<15.0%分位) 放量 阳线确认,600868.SH
920985,海泰新能,电气设备,20260413,-12.84,30日跌-12.8%,6.67,,6.79,0.59,1.43,14.89,0.21,,0,30日跌-12.8% 连续2日地量(<15.0%分位) 放量 阳线确认,920985.BJ
603359,东珠生态,建筑工程,20260413,-12.81,30日跌-12.8%,3.33,,5.92,0.68,1.34,26.41,0.35,,0,30日跌-12.8% 连续2日地量(<15.0%分位) 放量 阳线确认,603359.SH
603212,赛伍技术,塑料,20260413,-12.7,30日跌-12.7%,3.33,,12.92,0.86,1.94,56.52,1.1,,0,30日跌-12.7% 连续2日地量(<15.0%分位) 放量 阳线确认,603212.SH
300120,经纬辉开,元器件,20260413,-12.66,30日跌-12.7%,5.0,,7.45,0.13,1.2,39.29,0.47,,0,30日跌-12.7% 连续2日地量(<15.0%分位) 放量 阳线确认,300120.SZ
002095,生意宝,互联网,20260413,-12.64,30日跌-12.6%,7.5,,16.8,0.12,0.93,42.29,0.39,,0,30日跌-12.6% 连续2日地量(<15.0%分位) 放量 阳线确认,002095.SZ
000782,恒申新材,化纤,20260413,-12.48,30日跌-12.5%,5.83,,5.47,0.92,2.23,28.89,0.64,,0,30日跌-12.5% 连续2日地量(<15.0%分位) 放量 阳线确认,000782.SZ
001379,腾达科技,机械基件,20260413,-12.47,30日跌-12.5%,4.17,,21.4,0.14,2.01,14.4,0.29,,0,30日跌-12.5% 连续2日地量(<15.0%分位) 放量 阳线确认,001379.SZ
601969,海南矿业,普钢,20260413,-12.34,30日跌-12.3%,7.5,,11.3,2.17,1.28,222.89,2.81,,0,30日跌-12.3% 连续2日地量(<15.0%分位) 放量 阳线确认,601969.SH
002090,金智科技,电气设备,20260413,-12.32,30日跌-12.3%,3.33,,10.89,0.09,1.35,43.13,0.58,,0,30日跌-12.3% 连续2日地量(<15.0%分位) 放量 阳线确认,002090.SZ
603636,南威软件,软件服务,20260413,-12.29,30日跌-12.3%,5.0,,9.28,0.65,0.86,53.86,0.46,,0,30日跌-12.3% 连续2日地量(<15.0%分位) 放量 阳线确认,603636.SH
300074,华平股份,软件服务,20260413,-12.26,30日跌-12.3%,5.83,,4.15,0.24,2.09,22.7,0.47,,0,30日跌-12.3% 连续2日地量(<15.0%分位) 放量 阳线确认,300074.SZ
300094,国联水产,渔业,20260413,-12.22,30日跌-12.2%,4.17,,3.16,0.64,2.12,34.93,0.74,,0,30日跌-12.2% 连续2日地量(<15.0%分位) 放量 阳线确认,300094.SZ
000983,山西焦煤,煤炭开采,20260413,-12.16,30日跌-12.2%,7.5,,6.5,0.31,0.69,369.01,2.54,,0,30日跌-12.2% 连续2日地量(<15.0%分位) 放量 阳线确认,000983.SZ
000837,秦川机床,机床制造,20260413,-12.14,30日跌-12.1%,6.67,,10.78,0.47,0.93,108.6,1.01,,0,30日跌-12.1% 连续2日地量(<15.0%分位) 放量 阳线确认,000837.SZ
688783,西安奕材-U,半导体,20260413,-12.08,30日跌-12.1%,7.5,,21.98,0.32,1.92,36.18,0.7,,0,30日跌-12.1% 连续2日地量(<15.0%分位) 放量 阳线确认,688783.SH
300161,华中数控,机床制造,20260413,-12.05,30日跌-12.1%,5.0,,28.39,0.46,0.89,55.36,0.49,,0,30日跌-12.1% 连续2日地量(<15.0%分位) 放量 阳线确认,300161.SZ
600828,茂业商业,百货,20260413,-12.05,30日跌-12.1%,2.5,,5.18,0.39,0.72,89.68,0.64,,0,30日跌-12.1% 连续2日地量(<15.0%分位) 放量 阳线确认,600828.SH
000665,湖北广电,影视音像,20260413,-11.99,30日跌-12.0%,8.33,,4.77,0.21,0.95,54.24,0.52,,0,30日跌-12.0% 连续2日地量(<15.0%分位) 放量 阳线确认,000665.SZ
603666,亿嘉和,专用机械,20260413,-11.99,30日跌-12.0%,6.67,,25.98,0.78,0.89,53.4,0.48,,0,30日跌-12.0% 连续2日地量(<15.0%分位) 放量 阳线确认,603666.SH
600019,宝钢股份,普钢,20260413,-11.9,30日跌-11.9%,7.5,,6.44,0.31,0.29,1402.77,4.07,,0,30日跌-11.9% 连续2日地量(<15.0%分位) 放量 阳线确认,600019.SH
002596,海南瑞泽,水泥,20260413,-11.86,30日跌-11.9%,4.17,,3.64,0.55,1.58,41.73,0.66,,0,30日跌-11.9% 连续2日地量(<15.0%分位) 放量 阳线确认,002596.SZ
002248,华东数控,机床制造,20260413,-11.84,30日跌-11.8%,5.0,,12.58,0.88,2.75,38.68,1.06,,0,30日跌-11.8% 连续2日地量(<15.0%分位) 放量 阳线确认,002248.SZ
300902,国安达,专用机械,20260413,-11.8,30日跌-11.8%,5.83,,18.02,0.17,1.58,21.85,0.34,,0,30日跌-11.8% 连续2日地量(<15.0%分位) 放量 阳线确认,300902.SZ
001278,一彬科技,汽车配件,20260413,-11.79,30日跌-11.8%,10.83,,21.69,0.79,2.45,18.5,0.45,,0,30日跌-11.8% 连续2日地量(<15.0%分位) 放量 阳线确认,001278.SZ
601718,际华集团,服饰,20260413,-11.73,30日跌-11.7%,5.83,,3.01,0.33,0.65,131.27,0.85,,0,30日跌-11.7% 连续2日地量(<15.0%分位) 放量 阳线确认,601718.SH
002886,沃特股份,塑料,20260413,-11.71,30日跌-11.7%,7.5,,21.86,0.41,2.02,45.7,0.92,,0,30日跌-11.7% 连续2日地量(<15.0%分位) 放量 阳线确认,002886.SZ
000407,胜利股份,供气供热,20260413,-11.63,30日跌-11.6%,4.17,,4.71,1.51,1.85,41.25,0.75,,0,30日跌-11.6% 连续2日地量(<15.0%分位) 放量 阳线确认,000407.SZ
002585,双星新材,塑料,20260413,-11.6,30日跌-11.6%,5.83,,6.86,0.59,2.32,60.82,1.4,,0,30日跌-11.6% 连续2日地量(<15.0%分位) 放量 阳线确认,002585.SZ
600515,海南机场,机场,20260413,-11.44,30日跌-11.4%,5.0,,3.64,0.28,0.56,334.01,1.87,,0,30日跌-11.4% 连续2日地量(<15.0%分位) 放量 阳线确认,600515.SH
300971,博亚精工,机械基件,20260413,-11.43,30日跌-11.4%,3.33,,23.09,0.17,1.96,21.26,0.42,,0,30日跌-11.4% 连续2日地量(<15.0%分位) 放量 阳线确认,300971.SZ
603900,莱绅通灵,服饰,20260413,-11.41,30日跌-11.4%,2.5,,7.61,0.4,1.21,26.01,0.31,,0,30日跌-11.4% 连续2日地量(<15.0%分位) 放量 阳线确认,603900.SH
002702,海欣食品,食品,20260413,-11.39,30日跌-11.4%,2.5,,5.6,0.36,2.27,25.69,0.58,,0,30日跌-11.4% 连续2日地量(<15.0%分位) 放量 阳线确认,002702.SZ
000799,酒鬼酒,白酒,20260413,-11.38,30日跌-11.4%,8.33,,43.31,0.37,1.36,140.71,1.91,,0,30日跌-11.4% 连续2日地量(<15.0%分位) 放量 阳线确认,000799.SZ
600678,四川金顶,水泥,20260413,-11.35,30日跌-11.3%,3.33,,10.47,0.19,1.83,36.54,0.67,,0,30日跌-11.3% 连续2日地量(<15.0%分位) 放量 阳线确认,600678.SH
002006,精工科技,专用机械,20260413,-11.3,30日跌-11.3%,5.83,,17.9,0.73,1.2,93.04,1.11,,0,30日跌-11.3% 连续2日地量(<15.0%分位) 放量 阳线确认,002006.SZ
600348,华阳股份,煤炭开采,20260413,-11.22,30日跌-11.2%,9.17,,9.18,0.33,0.92,331.17,3.05,,0,30日跌-11.2% 连续2日地量(<15.0%分位) 放量 阳线确认,600348.SH
920089,禾昌聚合,塑料,20260413,-11.21,30日跌-11.2%,9.17,,18.54,0.54,1.04,15.91,0.17,,0,30日跌-11.2% 连续2日地量(<15.0%分位) 放量 阳线确认,920089.BJ
600523,贵航股份,汽车配件,20260413,-11.17,30日跌-11.2%,7.5,,14.08,0.5,0.68,56.89,0.39,,0,30日跌-11.2% 连续2日地量(<15.0%分位) 放量 阳线确认,600523.SH
000717,中南股份,普钢,20260413,-11.15,30日跌-11.2%,2.5,,2.47,1.23,0.7,59.86,0.42,,0,30日跌-11.2% 连续2日地量(<15.0%分位) 放量 阳线确认,000717.SZ
300637,扬帆新材,化工原料,20260413,-11.14,30日跌-11.1%,7.5,,11.65,0.26,1.61,27.32,0.44,,0,30日跌-11.1% 连续2日地量(<15.0%分位) 放量 阳线确认,300637.SZ
688023,安恒信息,软件服务,20260413,-11.14,30日跌-11.1%,5.83,,50.48,1.84,2.08,51.38,1.06,,0,30日跌-11.1% 连续2日地量(<15.0%分位) 放量 阳线确认,688023.SH
002766,索菱股份,汽车配件,20260413,-11.11,30日跌-11.1%,5.0,,4.88,0.21,1.13,41.81,0.47,,0,30日跌-11.1% 连续2日地量(<15.0%分位) 放量 阳线确认,002766.SZ
300930,屹通新材,小金属,20260413,-11.09,30日跌-11.1%,4.17,,29.66,0.17,1.99,13.98,0.28,,0,30日跌-11.1% 连续2日地量(<15.0%分位) 放量 阳线确认,300930.SZ
600638,新黄浦,区域地产,20260413,-11.09,30日跌-11.1%,10.83,,6.01,0.33,0.95,40.47,0.39,,0,30日跌-11.1% 连续2日地量(<15.0%分位) 放量 阳线确认,600638.SH
688030,山石网科,软件服务,20260413,-11.09,30日跌-11.1%,3.33,,15.15,0.6,0.76,27.31,0.21,,0,30日跌-11.1% 连续2日地量(<15.0%分位) 放量 阳线确认,688030.SH
002540,亚太科技,铝,20260413,-11.07,30日跌-11.1%,4.17,,6.83,0.15,1.02,59.7,0.61,,0,30日跌-11.1% 连续2日地量(<15.0%分位) 放量 阳线确认,002540.SZ
688550,瑞联新材,化工原料,20260413,-11.06,30日跌-11.1%,8.33,,40.68,1.07,1.28,70.72,0.9,,0,30日跌-11.1% 连续2日地量(<15.0%分位) 放量 阳线确认,688550.SH
002724,海洋王,元器件,20260413,-11.03,30日跌-11.0%,2.5,,7.02,0.14,0.85,39.86,0.34,,0,30日跌-11.0% 连续2日地量(<15.0%分位) 放量 阳线确认,002724.SZ
600736,苏州高新,园区开发,20260413,-11.01,30日跌-11.0%,3.33,,6.06,0.5,0.8,69.77,0.56,,0,30日跌-11.0% 连续2日地量(<15.0%分位) 放量 阳线确认,600736.SH
601992,金隅集团,水泥,20260413,-11.0,30日跌-11.0%,5.0,,1.78,1.71,0.66,148.35,0.97,,0,30日跌-11.0% 连续2日地量(<15.0%分位) 放量 阳线确认,601992.SH
300221,银禧科技,塑料,20260413,-10.94,30日跌-10.9%,5.83,,10.01,1.83,2.45,45.76,1.11,,0,30日跌-10.9% 连续2日地量(<15.0%分位) 放量 阳线确认,300221.SZ
300678,中科信息,软件服务,20260413,-10.9,30日跌-10.9%,9.17,,28.69,0.03,1.28,83.54,1.08,,0,30日跌-10.9% 连续2日地量(<15.0%分位) 放量 阳线确认,300678.SZ
300025,华星创业,通信设备,20260413,-10.89,30日跌-10.9%,7.5,,5.32,0.95,1.58,26.94,0.42,,0,30日跌-10.9% 连续2日地量(<15.0%分位) 放量 阳线确认,300025.SZ
300021,大禹节水,建筑工程,20260413,-10.84,30日跌-10.8%,2.5,,4.36,0.23,0.87,38.05,0.33,,0,30日跌-10.8% 连续2日地量(<15.0%分位) 放量 阳线确认,300021.SZ
002669,康达新材,化工原料,20260413,-10.8,30日跌-10.8%,5.0,,13.21,0.46,1.78,39.99,0.71,,0,30日跌-10.8% 连续2日地量(<15.0%分位) 放量 阳线确认,002669.SZ
300217,东方电热,家用电器,20260413,-10.69,30日跌-10.7%,6.67,,5.18,0.58,2.27,63.56,1.44,,0,30日跌-10.7% 连续2日地量(<15.0%分位) 放量 阳线确认,300217.SZ
000798,中水渔业,渔业,20260413,-10.65,30日跌-10.7%,4.17,,10.4,0.78,2.37,38.05,0.89,,0,30日跌-10.7% 连续2日地量(<15.0%分位) 放量 阳线确认,000798.SZ
301058,中粮科工,建筑工程,20260413,-10.65,30日跌-10.7%,2.5,,9.98,0.3,0.84,51.12,0.43,,0,30日跌-10.7% 连续2日地量(<15.0%分位) 放量 阳线确认,301058.SZ
603759,海天股份,水务,20260413,-10.65,30日跌-10.6%,5.0,,9.4,0.11,0.91,43.41,0.4,,0,30日跌-10.6% 连续2日地量(<15.0%分位) 放量 阳线确认,603759.SH
