market,code,name,signal_mode,rim_left_date,rim_left_price,rim_right_date,rim_right_price,bottom_date,bottom_low,cup_days,cup_depth,rim_diff,handle_days,handle_pullback,handle_high,breakout_date,breakout_close,dist_to_breakout,breakout_vol_ratio,bottom_vol_ratio,left_neg_ratio,right_pos_ratio,score,reason
0,300243,瑞丰高材,setup,20250911,12.23,20260302,12.05,20251217,9.75,108,0.21875000000000003,0.014717906786590329,6,0.09359999999999999,12.24,20260310,12.13,0.00906842539159114,0.450560453775418,0.3242304981839865,0.5238095238095238,0.6444444444444445,72.93448390488811,杯底+杯柄临近突破
0,301519,舜禹股份,setup,20251117,15.4,20260226,15.35,20251217,12.6,65,0.19308357348703173,0.003246753246753293,8,0.09015873015873016,15.77,20260310,15.68,0.005739795918367374,0.6508199147127272,0.7178063652371319,0.6363636363636364,0.6046511627906976,72.89281613460984,杯底+杯柄临近突破
0,002666,德联集团,setup,20251113,5.85,20260123,5.83,20251217,4.8,49,0.18505942275042456,0.003418803418803346,26,0.07363013698630132,5.92,20260310,5.91,0.0016920473773265332,0.5557939664400073,1.4748411112606536,0.6666666666666666,0.6,72.52546273368104,杯底+杯柄临近突破
0,003008,开普检测,setup,20251125,24.6,20260226,24.6,20251217,20.92,59,0.15303643724696359,0.0,8,0.07419354838709677,24.93,20260310,24.8,0.005241935483870863,0.708649924876583,0.2761061518220193,0.5625,0.6046511627906976,72.2105981392359,杯底+杯柄临近突破
1,688060,云涌科技,setup,20251118,47.34,20260121,47.69,20251217,39.1,44,0.18003565062388593,0.007339064793457629,28,0.07344632768361578,50.5,20260310,49.94,0.011213456147376899,0.5644450044097266,0.4764276100396806,0.6666666666666666,0.5217391304347826,72.16428759134787,杯底+杯柄临近突破
1,600526,菲达环保,setup,20251117,5.9,20260305,5.87,20251217,5.0,70,0.15682967959527822,0.0050847457627119065,3,0.02027027027027029,5.96,20260310,5.92,0.006756756756756799,0.4235570127526315,0.5036398232015825,0.5454545454545454,0.4583333333333333,71.96520902646114,杯底+杯柄临近突破
1,605318,法狮龙,setup,20251222,71.34,20260305,71.19,20260116,58.18,45,0.19306518723994445,0.002102607232968961,3,0.07174515235457073,76.84,20260310,76.84,0.0,0.9906231980483478,0.6744410609475013,0.5882352941176471,0.5714285714285714,71.75206434104442,杯底+杯柄临近突破
0,001266,宏英智能,setup,20251114,36.27,20260226,36.1,20251217,27.23,66,0.247478236838469,0.004687069203198282,8,0.1335180055401662,37.29,20260310,36.86,0.011665762344004404,0.5155981617628431,0.19345965793284955,0.6086956521739131,0.5348837209302325,71.64198300442433,杯底+杯柄临近突破
1,603860,中公高科,setup,20250808,33.51,20260224,33.49,20251217,28.27,128,0.1575026076590672,0.0005968367651446142,10,0.0802985074626866,33.76,20260310,33.26,0.015033072760072264,0.5083249877674582,0.5535205316654962,0.5172413793103449,0.6097560975609756,71.08235192067502,杯底+杯柄临近突破
0,300929,华骐环保,setup,20251117,12.34,20260213,12.33,20251217,10.16,62,0.1836078746484532,0.0008103727714748612,11,0.06741573033707877,12.9,20260310,12.84,0.004672897196261738,0.782397304910047,1.0217296594099627,0.6363636363636364,0.525,71.04197324415912,杯底+杯柄临近突破
1,603289,泰瑞机器,setup,20251027,11.32,20260122,11.3,20251217,9.33,61,0.18086040386303778,0.001766784452296782,27,0.09490333919156414,11.89,20260310,11.79,0.008481764206955233,1.5933849779585054,0.4808211510235638,0.5675675675675675,0.7916666666666666,70.83328233983235,杯底+杯柄临近突破
0,300195,长荣股份,setup,20250714,9.05,20260305,9.28,20251013,7.3,154,0.20738327904451692,0.024784482758620545,3,0.044823906083244394,9.46,20260310,9.36,0.010683760683760868,0.4745445008788531,0.141582979036959,0.5254237288135594,0.5263157894736842,70.43323489883878,杯底+杯柄临近突破
0,301429,森泰股份,setup,20250812,21.09,20260204,21.13,20251013,17.81,118,0.16345702207609208,0.001893043066729728,18,0.05970850963798776,21.94,20260310,21.63,0.01433194637078139,0.5010576682638697,0.6254318244635935,0.4473684210526316,0.5625,70.40889789369606,杯底+杯柄临近突破
1,600235,民丰特纸,setup,20251024,7.36,20260227,7.35,20251217,6.22,82,0.16002700877785275,0.0013586956521740047,7,0.07317073170731708,7.31,20260310,7.27,0.005502063273727709,0.5238271378741733,0.6497279689570247,0.6052631578947368,0.4772727272727273,70.27914533357499,杯底+杯柄临近突破
1,600080,金花股份,setup,20251125,8.98,20260302,8.83,20251231,7.36,61,0.21072386058981224,0.016703786191536788,6,0.12473118279569893,8.9,20260310,8.78,0.013667425968109548,0.38204158707920166,0.39977292091451294,0.6538461538461539,0.5428571428571428,70.01320730580113,杯底+杯柄临近突破
0,300851,交大思诺,setup,20241203,30.96,20260204,30.86,20250407,22.66,286,0.2742994395516413,0.003229974160206764,18,0.03522947640594699,32.57,20260310,32.33,0.007423445716053356,0.4268762112081553,1.248342284399027,0.43209876543209874,0.5707317073170731,70.01119632771965,杯底+杯柄临近突破
0,002903,宇环数控,setup,20250916,24.85,20260304,25.06,20251128,20.02,107,0.21118991331757297,0.008379888268156317,4,0.0196078431372549,30.37,20260310,30.37,0.0,1.5100066963070733,1.0545112220619397,0.5531914893617021,0.48333333333333334,69.89714901385219,杯底+杯柄临近突破
0,001207,联科科技,setup,20250808,26.87,20260205,27.22,20251105,22.03,121,0.19774217042971592,0.012858192505510575,17,0.06733885487936626,28.57,20260310,28.4,0.005985915492957794,0.9078256152572376,0.3285398099975122,0.5087719298245614,0.578125,69.7811341496853,杯底+杯柄临近突破
0,301106,骏成科技,setup,20250820,33.2,20260211,33.2,20251217,27.45,117,0.17863554757630168,0.0,13,0.09684147794994051,34.2,20260310,34.04,0.004700352526439522,0.8464564221760718,0.6420061340044038,0.4936708860759494,0.6052631578947368,69.68585154732024,杯底+杯柄临近突破
1,688420,美腾科技,setup,20250826,27.92,20260227,27.39,20251217,22.19,119,0.20622428903595055,0.018982808022922674,7,0.09254591285559959,27.51,20260310,27.15,0.013259668508287303,0.45135652259235637,0.533279641618047,0.6,0.5909090909090909,69.64073125220796,杯底+杯柄临近突破
1,603029,天鹅股份,setup,20251117,20.51,20260227,20.47,20251217,17.31,66,0.15766423357664242,0.001950268161872389,7,0.08292682926829265,20.35,20260310,20.18,0.008424182358771182,0.7692659748862057,0.8791211017160251,0.6818181818181818,0.5909090909090909,69.61479132938526,杯底+杯柄临近突破
