market,code,name,signal_mode,rim_left_date,rim_left_price,rim_right_date,rim_right_price,bottom_date,bottom_low,cup_days,cup_depth,rim_diff,handle_days,handle_pullback,handle_high,breakout_date,breakout_close,dist_to_breakout,breakout_vol_ratio,bottom_vol_ratio,left_neg_ratio,right_pos_ratio,score,reason
0,000582,北部湾港,setup,20250414,10.8,20260226,10.77,20250804,8.11,210,0.2742729306487697,0.002777777777777883,8,0.015668202764976952,11.66,20260310,11.62,0.003442340791738552,0.732585027099074,0.08253738284153356,0.5526315789473685,0.5522388059701493,75.86203341760312,杯底+杯柄临近突破
0,000155,川能动力,setup,20251120,14.05,20260226,13.89,20251216,11.1,62,0.22132585057874427,0.011387900355871896,8,0.02914001421464109,14.99,20260310,14.74,0.016960651289009476,0.8792174081014279,0.49482023650873763,0.6111111111111112,0.5681818181818182,75.12215577576247,杯底+杯柄临近突破
0,001378,德冠新材,setup,20241212,25.18,20260209,25.17,20250409,18.9,282,0.2525212576626459,0.0003971405877679909,15,0.03838543727740399,26.47,20260310,26.23,0.009149828440716767,0.49607887721878463,0.7743242443958124,0.4868421052631579,0.558252427184466,74.17930287234145,杯底+杯柄临近突破
0,000951,中国重汽,setup,20250328,20.59,20260302,20.53,20251127,16.3,222,0.21878744308650855,0.0029140359397765284,6,0.09160671462829736,22.26,20260310,22.26,0.0,0.9242517833609596,0.44526499150288246,0.5153374233128835,0.5932203389830508,73.36240768375062,杯底+杯柄临近突破
0,001266,宏英智能,setup,20251114,36.27,20260226,36.1,20251217,27.23,66,0.247478236838469,0.004687069203198282,8,0.1335180055401662,37.29,20260310,36.99,0.008110300081102917,0.5051871258699284,0.19345965793284955,0.6086956521739131,0.5348837209302325,71.6940381838889,杯底+杯柄临近突破
0,002005,ST德豪,setup,20251114,3.11,20260305,3.05,20251225,2.43,71,0.22979397781299526,0.019292604501607736,3,0.04870129870129867,3.07,20260310,3.01,0.019933554817275656,0.21443806190236456,0.484820352331775,0.5172413793103449,0.5,71.47087651625898,杯底+杯柄临近突破
0,001207,联科科技,setup,20250808,26.87,20260205,27.22,20251105,22.03,121,0.19774217042971592,0.012858192505510575,17,0.06733885487936626,28.57,20260310,28.47,0.0035124692658938805,0.8850866578373178,0.3285398099975122,0.5087719298245614,0.578125,69.8948289367849,杯底+杯柄临近突破
0,000600,建投能源,setup,20251023,9.75,20260305,9.47,20251124,7.95,87,0.18794688457609798,0.028717948717948652,3,0.025960539979231565,9.74,20260310,9.58,0.016701461377870652,0.676952082867359,0.4049698223337169,0.6818181818181818,0.5692307692307692,68.93968431209548,杯底+杯柄临近突破
0,001338,永顺泰,setup,20250605,13.29,20260129,13.05,20250923,11.0,162,0.19941775836972345,0.018058690744920877,22,0.06264323911382737,13.24,20260310,13.16,0.006079027355623046,0.8482080935753156,0.11044415561195924,0.5,0.5119047619047619,68.71227208395717,杯底+杯柄临近突破
0,000782,恒申新材,setup,20250916,6.35,20260305,6.16,20251217,4.87,108,0.23307086614173222,0.02992125984251961,3,0.0488958990536277,6.35,20260310,6.26,0.01437699680511173,0.3677673131257967,0.4641105946374922,0.5666666666666667,0.5,67.48425025283997,杯底+杯柄临近突破
0,000544,中原环保,setup,20251107,9.12,20260303,9.2,20251217,8.08,74,0.13767342582710787,0.008695652173913052,5,0.07845188284518828,9.25,20260310,9.12,0.014254385964912464,0.48675592526289835,0.7749914870472149,0.6071428571428571,0.6304347826086957,67.13611825903044,杯底+杯柄临近突破
0,000927,中国铁物,setup,20241212,3.0,20260227,2.96,20250407,2.3,290,0.23460898502495844,0.013333333333333345,7,0.04729729729729734,3.0,20260310,2.96,0.013513513513513598,0.7345033105906535,1.0074469270887656,0.5,0.4351851851851852,66.8546777546071,杯底+杯柄临近突破
0,001300,三柏硕,setup,20251112,17.13,20260225,17.45,20251217,14.36,67,0.18594104308390028,0.018338108882521506,9,0.10947249007373794,17.58,20260310,17.23,0.02031340684851979,0.9543742009770305,0.4400530589756862,0.76,0.5952380952380952,66.44830873691932,杯底+杯柄临近突破
0,000037,深南电A,setup,20250707,10.56,20260227,10.11,20251217,8.17,155,0.21177038109020746,0.042613636363636465,7,0.07374631268436578,10.27,20260310,10.19,0.007850834151128527,0.5829572783581786,0.08189764173398349,0.5315315315315315,0.6136363636363636,63.94756809712834,杯底+杯柄临近突破
0,000973,佛塑科技,setup,20251120,14.36,20260224,14.28,20251217,10.9,60,0.2691920885015085,0.005571030640668529,10,0.1433447098976109,15.17,20260310,14.89,0.018804566823371394,0.9413490940349669,0.6670234077787417,0.631578947368421,0.4878048780487805,63.92678363320916,杯底+杯柄临近突破
0,000425,徐工机械,setup,20251016,11.75,20260303,11.98,20251201,9.92,90,0.17982637453493172,0.019198664440734592,5,0.0563725490196078,12.45,20260310,12.39,0.004842615012106366,0.6137778017551923,0.9448526594608292,0.5,0.43103448275862066,62.753307039772096,杯底+杯柄临近突破
0,002012,凯恩股份,setup,20250808,6.6,20260304,7.02,20251013,5.27,134,0.2400865176640232,0.059829059829059825,4,0.022284122562674116,7.41,20260310,7.3,0.015068493150685036,0.36757621844996985,0.28190136632615137,0.55,0.5106382978723404,58.801322405712845,杯底+杯柄临近突破
0,000531,穗恒运Ａ,setup,20251105,7.4,20260128,7.15,20251217,6.29,58,0.1430517711171662,0.03378378378378378,23,0.1408647140864714,7.22,20260310,7.1,0.016901408450704203,0.7951147360142305,0.44328895504234866,0.6666666666666666,0.6071428571428571,55.73375975196606,杯底+杯柄临近突破
0,001218,丽臣实业,setup,20251027,24.76,20260227,26.19,20251217,21.56,81,0.1620676253400699,0.05460099274532263,7,0.07750188111361922,26.39,20260310,26.14,0.009563886763580776,0.39693985321159936,0.2817422438602032,0.5135135135135135,0.6363636363636364,55.00636609923824,杯底+杯柄临近突破
0,000007,全新好,setup,20251216,12.0,20260225,12.61,20260130,10.62,43,0.16014234875444844,0.04837430610626483,9,0.04541955350269437,14.13,20260310,13.95,0.012903225806451646,1.0487401197234296,0.502353973365639,0.5161290322580645,0.5833333333333334,53.853349751248054,杯底+杯柄临近突破
0,000883,湖北能源,setup,20241218,5.14,20260302,4.82,20250623,4.45,287,0.10999999999999996,0.062256809338521284,6,0.01867219917012445,4.91,20260310,4.86,0.010288065843621297,0.7761551404500743,0.35501369079442746,0.4793388429752066,0.5301204819277109,46.854788123700686,杯底+杯柄临近突破
0,002060,广东建工,setup,20250924,4.29,20260227,3.94,20251217,3.55,98,0.16666666666666666,0.08158508158508161,7,0.027918781725888294,4.03,20260310,3.99,0.010025062656641603,0.8757701741828385,0.1444183003620433,0.5,0.5227272727272727,45.43105693084849,杯底+杯柄临近突破
0,001231,农心科技,setup,20251027,28.51,20260227,25.99,20251217,20.23,81,0.2581591492482582,0.08839003858295345,7,0.08182865923933932,25.93,20260310,25.59,0.013286440015631173,0.2606476499440446,0.21511340325480072,0.5675675675675675,0.5454545454545454,45.206264007904124,杯底+杯柄临近突破
0,001259,利仁科技,setup,20251114,31.54,20260302,34.17,20251217,27.32,68,0.2012863616430346,0.07696810067310514,6,0.15367606412382528,35.51,20260310,35.36,0.004242081447963786,0.26737155201424245,1.5757823951061825,0.5217391304347826,0.5555555555555556,42.19242739185552,杯底+杯柄临近突破
0,000839,国安股份,setup,20241212,3.72,20260227,3.59,20250409,2.31,290,0.37986577181208053,0.03494623655913987,7,0.18279569892473121,3.62,20260310,3.62,0.0,0.9052499285403792,0.5050483359903715,0.5394736842105263,0.48598130841121495,40.865689000700456,杯底+杯柄临近突破
0,001202,炬申股份,setup,20250324,20.3,20260227,18.42,20250618,12.73,225,0.34347601856627125,0.09261083743842359,7,0.06926406926406932,18.26,20260310,18.19,0.003848268279274425,0.43502098785467724,0.4237703294478514,0.543859649122807,0.5476190476190477,34.50386636785912,杯底+杯柄临近突破
