ts_code,name,trade_date,asof_time,open,low_0930_1000,low_0930_1000_pct,close_0959,close_0959_pct,cross_time,cross_minutes,last_close,pct_from_open,recent_deepdrop_rebound_total,recent_deepdrop_rebound_yesterday,recent_deepdrop_rebound_daybefore,bonus_points,score,reason
300062.SZ,中能电气,20260311,10:19,9.53,9.32,-2.2035676810073355,9.52,-0.10493179433368087,10:01,31,10.12,6.190975865687302,0.0,0.0,0.0,0.0,6.190975865687302,前30分钟回撤-2.20%，随后站上开盘价并稳住
000545.SZ,金浦钛业,20260311,10:19,3.45,3.39,-1.7391304347826102,3.44,-0.2898550724637748,10:01,31,3.55,2.898550724637671,0.6,0.0,1.0,0.72,3.6185507246376707,前30分钟回撤-1.74%，随后站上开盘价并稳住
603381.SH,永臻股份,20260311,10:19,28.65,27.58,-3.7347294938917988,28.46,-0.6631762652704982,10:03,33,29.61,3.350785340314139,0.0,0.0,0.0,0.0,3.350785340314139,前30分钟回撤-3.73%，随后站上开盘价并稳住
002648.SZ,卫星化学,20260311,10:19,25.71,25.42,-1.12796577207312,25.61,-0.3889537145079791,10:01,31,26.32,2.3726176584986365,0.6,0.0,1.0,0.72,3.0926176584986367,前30分钟回撤-1.13%，随后站上开盘价并稳住
300866.SZ,安克创新,20260311,10:19,94.85,93.91,-0.9910384818133873,94.06,-0.8328940432261382,10:11,41,97.61,2.909857670005277,0.0,0.0,0.0,0.0,2.909857670005277,前30分钟回撤-0.99%，随后站上开盘价并稳住
002300.SZ,太阳电缆,20260311,10:19,11.66,11.2,-3.9451114922813106,11.64,-0.17152658662092257,10:02,32,11.84,1.5437392795883338,1.0,1.0,0.0,1.2,2.7437392795883335,前30分钟回撤-3.95%，随后站上开盘价并稳住
605286.SH,同力天启,20260311,10:19,47.62,44.92,-5.669886602267947,47.59,-0.06299874002518696,10:02,32,48.3,1.427971440571188,1.0,1.0,0.0,1.2,2.627971440571188,前30分钟回撤-5.67%，随后站上开盘价并稳住
600956.SH,新天绿能,20260311,10:19,8.13,7.98,-1.845018450184506,8.04,-1.1070110701107212,10:05,35,8.34,2.5830258302582907,0.0,0.0,0.0,0.0,2.5830258302582907,前30分钟回撤-1.85%，随后站上开盘价并稳住
002496.SZ,*ST辉丰,20260311,10:19,2.07,2.04,-1.4492753623188313,2.06,-0.4830917874396033,10:06,36,2.12,2.4154589371980806,0.0,0.0,0.0,0.0,2.4154589371980806,前30分钟回撤-1.45%，随后站上开盘价并稳住
600773.SH,西藏城投,20260311,10:19,16.4,16.24,-0.9756097560975618,16.24,-0.9756097560975618,10:02,32,16.77,2.2560975609756158,0.0,0.0,0.0,0.0,2.2560975609756158,前30分钟回撤-0.98%，随后站上开盘价并稳住
002179.SZ,中航光电,20260311,10:19,36.3,35.62,-1.8732782369146,35.81,-1.349862258953154,10:06,36,37.1,2.203856749311307,0.0,0.0,0.0,0.0,2.203856749311307,前30分钟回撤-1.87%，随后站上开盘价并稳住
601567.SH,三星医疗,20260311,10:19,32.68,31.74,-2.876376988984092,32.55,-0.3977968176254668,10:02,32,33.39,2.1725826193390483,0.0,0.0,0.0,0.0,2.1725826193390483,前30分钟回撤-2.88%，随后站上开盘价并稳住
605259.SH,绿田机械,20260311,10:19,23.27,22.99,-1.2032660077352864,23.06,-0.9024495058014648,10:01,31,23.77,2.1486892995272884,0.0,0.0,0.0,0.0,2.1486892995272884,前30分钟回撤-1.20%，随后站上开盘价并稳住
603115.SH,海星股份,20260311,10:19,32.69,32.37,-0.9788926277148984,32.59,-0.3059039461608881,10:02,32,33.15,1.407158152340168,0.6,0.0,1.0,0.72,2.1271581523401677,前30分钟回撤-0.98%，随后站上开盘价并稳住
603312.SH,西典新能,20260311,10:19,48.22,47.62,-1.2442969722107038,48.1,-0.24885939444213487,10:01,31,49.2,2.032351721277487,0.0,0.0,0.0,0.0,2.032351721277487,前30分钟回撤-1.24%，随后站上开盘价并稳住
002335.SZ,科华数据,20260311,10:19,69.82,68.01,-2.5923804067602236,69.68,-0.20051561157259576,10:09,39,71.12,1.8619306788885872,0.0,0.0,0.0,0.0,1.8619306788885872,前30分钟回撤-2.59%，随后站上开盘价并稳住
000027.SZ,深圳能源,20260311,10:19,7.07,6.96,-1.5558698727015603,7.06,-0.141442715700151,10:01,31,7.2,1.838755304101837,0.0,0.0,0.0,0.0,1.838755304101837,前30分钟回撤-1.56%，随后站上开盘价并稳住
300979.SZ,华利集团,20260311,10:19,46.89,46.7,-0.40520366815951747,46.86,-0.06397952655150595,10:09,39,47.74,1.8127532522926026,0.0,0.0,0.0,0.0,1.8127532522926026,前30分钟回撤-0.41%，随后站上开盘价并稳住
002993.SZ,奥海科技,20260311,10:19,50.43,49.82,-1.2095974618282757,49.92,-1.011302795954785,10:08,38,51.34,1.8044814594487484,0.0,0.0,0.0,0.0,1.8044814594487484,前30分钟回撤-1.21%，随后站上开盘价并稳住
603052.SH,可川科技,20260311,10:19,61.2,60.5,-1.1437908496732072,60.71,-0.8006535947712451,10:09,39,61.82,1.0130718954248323,0.6,0.0,1.0,0.72,1.7330718954248323,前30分钟回撤-1.14%，随后站上开盘价并稳住
002729.SZ,好利科技,20260311,10:19,19.38,19.1,-1.4447884416924541,19.34,-0.2063983488132051,10:01,31,19.7,1.6511867905056776,0.0,0.0,0.0,0.0,1.6511867905056776,前30分钟回撤-1.44%，随后站上开盘价并稳住
000912.SZ,泸天化,20260311,10:19,5.47,5.37,-1.828153564899445,5.43,-0.7312614259597813,10:01,31,5.52,0.9140767824497225,0.6,0.0,1.0,0.72,1.6340767824497224,前30分钟回撤-1.83%，随后站上开盘价并稳住
300237.SZ,ST美晨,20260311,10:19,2.5,2.48,-0.8000000000000007,2.49,-0.39999999999999153,10:01,31,2.54,1.6000000000000014,0.0,0.0,0.0,0.0,1.6000000000000014,前30分钟回撤-0.80%，随后站上开盘价并稳住
