ts_code,name,trade_date,asof_time,open,low_0930_1000,low_0930_1000_pct,close_0959,close_0959_pct,cross_time,cross_minutes,last_close,pct_from_open,reason
688201.SH,信安世纪,20260305,10:21,15.3,15.13,-1.1111111111111107,15.24,-0.39215686274510125,10:01,31,16.2,5.88235294117646,前30分钟回撤-1.11%，随后站上开盘价并稳住
000988.SZ,华工科技,20260305,10:21,105.0,99.55,-5.190476190476193,104.42,-0.5523809523809508,10:01,31,110.3,5.047619047619046,前30分钟回撤-5.19%，随后站上开盘价并稳住
300042.SZ,朗科科技,20260305,10:21,35.09,34.02,-3.049301795383301,34.9,-0.5414648047877025,10:03,33,36.45,3.8757480763750336,前30分钟回撤-3.05%，随后站上开盘价并稳住
688186.SH,广大特材,20260305,10:21,28.0,27.4,-2.142857142857148,27.98,-0.07142857142856991,10:02,32,28.91,3.250000000000001,前30分钟回撤-2.14%，随后站上开盘价并稳住
603005.SH,晶方科技,20260305,10:21,32.45,32.0,-1.3867488443759717,32.08,-1.1402157164869169,10:06,36,33.43,3.0200308166409764,前30分钟回撤-1.39%，随后站上开盘价并稳住
600105.SH,永鼎股份,20260305,10:21,27.5,26.52,-3.5636363636363653,27.31,-0.6909090909090956,10:03,33,28.31,2.945454545454541,前30分钟回撤-3.56%，随后站上开盘价并稳住
688016.SH,心脉医疗,20260305,10:21,109.4,107.46,-1.773308957952479,108.75,-0.594149908592327,10:01,31,112.51,2.8427787934186464,前30分钟回撤-1.77%，随后站上开盘价并稳住
300814.SZ,中富电路,20260305,10:21,110.0,105.88,-3.7454545454545496,108.75,-1.1363636363636365,10:03,33,112.93,2.66363636363637,前30分钟回撤-3.75%，随后站上开盘价并稳住
688319.SH,欧林生物,20260305,10:21,29.29,28.65,-2.1850460908159803,29.1,-0.6486855582109857,10:04,34,30.0,2.4240355069989787,前30分钟回撤-2.19%，随后站上开盘价并稳住
002357.SZ,富临运业,20260305,10:21,15.84,15.5,-2.1464646464646457,15.73,-0.6944444444444409,10:06,36,16.21,2.3358585858585923,前30分钟回撤-2.15%，随后站上开盘价并稳住
603052.SH,可川科技,20260305,10:21,58.78,56.6,-3.708744470908472,58.05,-1.241919020074862,10:13,43,60.15,2.330724736304861,前30分钟回撤-3.71%，随后站上开盘价并稳住
300072.SZ,海新能科,20260305,10:21,4.88,4.83,-1.0245901639344226,4.85,-0.6147540983606609,10:05,35,4.99,2.2540983606557443,前30分钟回撤-1.02%，随后站上开盘价并稳住
002409.SZ,雅克科技,20260305,10:21,93.49,92.72,-0.8236174991977709,93.0,-0.5241202267622151,10:04,34,95.53,2.1820515563161904,前30分钟回撤-0.82%，随后站上开盘价并稳住
600844.SH,金煤科技,20260305,10:21,3.33,3.25,-2.4024024024024047,3.3,-0.9009009009009084,10:02,32,3.4,2.1021021021020974,前30分钟回撤-2.40%，随后站上开盘价并稳住
300223.SZ,北京君正,20260305,10:21,124.07,122.55,-1.225114854517608,123.81,-0.2095591198516893,10:02,32,126.56,2.0069315708874096,前30分钟回撤-1.23%，随后站上开盘价并稳住
301312.SZ,智立方,20260305,10:21,88.01,82.51,-6.249289853425747,87.45,-0.636291330530624,10:01,31,89.76,1.9884104079081921,前30分钟回撤-6.25%，随后站上开盘价并稳住
300868.SZ,杰美特,20260305,10:21,35.78,35.44,-0.9502515371716138,35.73,-0.13974287311348313,10:02,32,36.43,1.8166573504751218,前30分钟回撤-0.95%，随后站上开盘价并稳住
300054.SZ,鼎龙股份,20260305,10:21,43.03,42.61,-0.9760632117127626,43.0,-0.06971880083662825,10:01,31,43.79,1.7662096211945109,前30分钟回撤-0.98%，随后站上开盘价并稳住
002268.SZ,电科网安,20260305,10:21,18.95,18.8,-0.7915567282321826,18.8,-0.7915567282321826,10:02,32,19.27,1.6886543535620069,前30分钟回撤-0.79%，随后站上开盘价并稳住
688530.SH,欧莱新材,20260305,10:21,36.0,34.9,-3.05555555555556,35.89,-0.30555555555555397,10:03,33,36.59,1.6388888888888984,前30分钟回撤-3.06%，随后站上开盘价并稳住
300236.SZ,上海新阳,20260305,10:21,76.66,75.63,-1.3435950952256734,76.48,-0.23480302635010777,10:02,32,77.89,1.6044873467258074,前30分钟回撤-1.34%，随后站上开盘价并稳住
603283.SH,赛腾股份,20260305,10:21,46.14,45.81,-0.7152145643693071,45.9,-0.5201560468140486,10:04,34,46.87,1.5821413090593779,前30分钟回撤-0.72%，随后站上开盘价并稳住
300099.SZ,尤洛卡,20260305,10:21,8.87,8.83,-0.45095828635850227,8.84,-0.3382187147688767,10:02,32,9.01,1.578354002254798,前30分钟回撤-0.45%，随后站上开盘价并稳住
688651.SH,盛邦安全,20260305,10:21,43.43,43.0,-0.9900990099009894,43.13,-0.6907667510937074,10:01,31,44.1,1.5427124107759653,前30分钟回撤-0.99%，随后站上开盘价并稳住
688728.SH,格科微,20260305,10:21,14.99,14.81,-1.200800533689124,14.91,-0.5336891260840565,10:06,36,15.22,1.534356237491664,前30分钟回撤-1.20%，随后站上开盘价并稳住
688331.SH,荣昌生物,20260305,10:21,90.37,89.55,-0.9073807679539753,89.87,-0.553280956069492,10:07,37,91.75,1.5270554387517932,前30分钟回撤-0.91%，随后站上开盘价并稳住
688235.SH,百济神州,20260305,10:21,235.0,232.1,-1.2340425531914918,232.3,-1.1489361702127612,10:11,41,238.5,1.4893617021276597,前30分钟回撤-1.23%，随后站上开盘价并稳住
688062.SH,迈威生物,20260305,10:21,31.8,31.43,-1.1635220125786194,31.49,-0.9748427672956046,10:10,40,32.27,1.4779874213836552,前30分钟回撤-1.16%，随后站上开盘价并稳住
000969.SZ,安泰科技,20260305,10:21,24.4,24.07,-1.3524590163934358,24.37,-0.12295081967212125,10:02,32,24.76,1.475409836065586,前30分钟回撤-1.35%，随后站上开盘价并稳住
603296.SH,华勤技术,20260305,10:21,88.33,87.48,-0.9623004641684527,87.97,-0.40756254953017035,10:02,32,89.62,1.4604324691497865,前30分钟回撤-0.96%，随后站上开盘价并稳住
002149.SZ,西部材料,20260305,10:21,48.16,46.2,-4.069767441860452,46.4,-3.654485049833883,10:07,37,48.86,1.4534883720930294,前30分钟回撤-4.07%，随后站上开盘价并稳住
300606.SZ,金太阳,20260305,10:21,35.31,34.43,-2.492211838006238,34.88,-1.2177853299348618,10:07,37,35.8,1.3877088643443638,前30分钟回撤-2.49%，随后站上开盘价并稳住
688388.SH,嘉元科技,20260305,10:21,44.57,43.44,-2.535337671079207,44.31,-0.583352030513794,10:01,31,45.18,1.368633610051603,前30分钟回撤-2.54%，随后站上开盘价并稳住
300648.SZ,星云股份,20260305,10:21,60.16,59.25,-1.5126329787233987,59.7,-0.7646276595744578,10:02,32,60.98,1.3630319148936176,前30分钟回撤-1.51%，随后站上开盘价并稳住
688710.SH,益诺思,20260305,10:21,49.0,48.45,-1.1224489795918309,48.86,-0.28571428571428686,10:04,34,49.66,1.3469387755101971,前30分钟回撤-1.12%，随后站上开盘价并稳住
688202.SH,美迪西,20260305,10:21,67.0,66.2,-1.1940298507462643,66.8,-0.2985074626865714,10:02,32,67.88,1.3134328358208887,前30分钟回撤-1.19%，随后站上开盘价并稳住
002989.SZ,中天精装,20260305,10:21,30.1,29.6,-1.661129568106312,29.66,-1.4617940199335588,10:07,37,30.49,1.2956810631229136,前30分钟回撤-1.66%，随后站上开盘价并稳住
688766.SH,普冉股份,20260305,10:21,250.0,241.59,-3.363999999999999,248.56,-0.5759999999999991,10:02,32,253.2,1.2799999999999954,前30分钟回撤-3.36%，随后站上开盘价并稳住
688325.SH,赛微微电,20260305,10:21,107.51,104.41,-2.8834527020742335,106.45,-0.9859547949028017,10:02,32,108.88,1.2743000651102132,前30分钟回撤-2.88%，随后站上开盘价并稳住
300886.SZ,华业香料,20260305,10:21,28.05,27.92,-0.46345811051693053,27.98,-0.24955436720142704,10:04,34,28.4,1.2477718360071226,前30分钟回撤-0.46%，随后站上开盘价并稳住
688183.SH,生益电子,20260305,10:21,82.05,80.8,-1.5234613040828764,81.47,-0.7068860450944525,10:02,32,83.04,1.206581352833649,前30分钟回撤-1.52%，随后站上开盘价并稳住
