ts_code,name,trade_date,asof_time,open,low_0930_1000,low_0930_1000_pct,close_0959,close_0959_pct,cross_time,cross_minutes,last_close,pct_from_open,recent_deepdrop_rebound_total,recent_deepdrop_rebound_yesterday,recent_deepdrop_rebound_daybefore,bonus_points,score,reason
002575.SZ,群兴玩具,20260309,10:30,7.23,7.17,-0.829875518672206,7.17,-0.829875518672206,10:07,37,7.7,6.500691562932223,0.0,0.0,0.0,0.0,6.500691562932223,前30分钟回撤-0.83%，随后站上开盘价并稳住
002112.SZ,三变科技,20260309,10:30,24.66,24.36,-1.216545012165453,24.36,-1.216545012165453,10:06,36,26.0,5.433901054339009,0.0,0.0,0.0,0.0,5.433901054339009,前30分钟回撤-1.22%，随后站上开盘价并稳住
300241.SZ,瑞丰光电,20260309,10:30,6.71,6.67,-0.5961251862891213,6.7,-0.149031296572277,10:01,31,7.06,5.2160953800298016,0.0,0.0,0.0,0.0,5.2160953800298016,前30分钟回撤-0.60%，随后站上开盘价并稳住
002546.SZ,新联电子,20260309,10:30,11.12,10.82,-2.6978417266186954,10.93,-1.7086330935251755,10:10,40,11.55,3.866906474820157,0.0,0.0,0.0,0.0,3.866906474820157,前30分钟回撤-2.70%，随后站上开盘价并稳住
000711.SZ,ST京蓝,20260309,10:30,4.12,3.98,-3.398058252427187,4.1,-0.4854368932038947,10:00,30,4.2,1.9417475728155356,1.0,1.0,0.0,1.2,3.1417475728155355,前30分钟回撤-3.40%，随后站上开盘价并稳住
600539.SH,狮头股份,20260309,10:30,11.86,11.53,-2.7824620573355827,11.77,-0.7588532883642484,10:01,31,12.17,2.6138279932546418,0.0,0.0,0.0,0.0,2.6138279932546418,前30分钟回撤-2.78%，随后站上开盘价并稳住
600475.SH,华光环能,20260309,10:30,21.4,20.8,-2.8037383177569994,20.99,-1.9158878504672905,10:03,33,21.8,1.8691588785046829,0.6,0.0,1.0,0.72,2.5891588785046826,前30分钟回撤-2.80%，随后站上开盘价并稳住
002240.SZ,盛新锂能,20260309,10:30,37.77,37.13,-1.694466507810433,37.74,-0.07942811755361698,10:05,35,38.68,2.4093195657929485,0.0,0.0,0.0,0.0,2.4093195657929485,前30分钟回撤-1.69%，随后站上开盘价并稳住
688328.SH,深科达,20260309,10:30,38.5,37.3,-3.116883116883124,38.4,-0.25974025974026343,10:02,32,38.94,1.142857142857137,1.0,1.0,0.0,1.2,2.342857142857137,前30分钟回撤-3.12%，随后站上开盘价并稳住
000988.SZ,华工科技,20260309,10:30,112.0,108.5,-3.125,110.46,-1.3750000000000056,10:04,34,113.78,1.5892857142857153,0.6,0.0,1.0,0.72,2.309285714285715,前30分钟回撤-3.12%，随后站上开盘价并稳住
