ts_code,name,chip_band,close,cost_5pct,cost_95pct,weight_avg,winner_rate,trend_tau,trend_pvalue,trend_change_rate,trade_date,stage,stage_name,stages,stage_names,stage1_quality_pass,close_vs_cost,stage1_chip_band_max,stage1_close_vs_cost_min,stage1_trend_change_rate_max
301606.SZ,绿联科技,0.0943,40.67,40.6,44.6,42.43,0.25,-0.5684,0.0003,-0.157,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9585,0.3,0.9,-0.08
300687.SZ,赛意信息,0.1006,28.32,28.8,31.8,29.83,0.3,-0.4486,0.0058,-0.4845,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9494,0.3,0.9,-0.08
603300.SH,海南华铁,0.1305,10.7,10.8,12.3,11.49,0.33,-0.4842,0.0024,-0.2842,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9312,0.3,0.9,-0.08
300605.SZ,恒锋信息,0.2,15.34,15.6,19.0,17.0,0.36,-0.4591,0.0047,-0.1525,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9024,0.3,0.9,-0.08
301337.SZ,亚华电子,0.0785,31.37,31.6,34.2,33.13,0.51,-0.6632,0.0,-0.425,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9469,0.3,0.9,-0.08
300674.SZ,宇信科技,0.1445,25.12,25.2,29.1,26.99,0.54,-0.3684,0.0237,-0.108,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9307,0.3,0.9,-0.08
920403.BJ,康农种业,0.1414,24.31,17.4,20.1,19.09,0.56,-0.8526,0.0,-0.5261,20250321,1,底部吸筹,1,底部吸筹,1.0,1.2734,0.3,0.9,-0.08
002261.SZ,拓维信息,0.123,32.04,32.1,36.3,34.16,0.62,-0.3789,0.0198,-0.2932,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9379,0.3,0.9,-0.08
301165.SZ,锐捷网络,0.1314,71.51,51.2,58.4,54.8,0.65,-0.6105,0.0001,-0.4594,20250321,1,底部吸筹,1,底部吸筹,1.0,1.3049,0.3,0.9,-0.08
300077.SZ,国民技术,0.1036,25.3,25.6,28.4,27.04,0.66,-0.6385,0.0001,-0.5546,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9357,0.3,0.9,-0.08
605398.SH,新炬网络,0.1468,33.11,33.6,38.8,35.42,0.67,-0.6632,0.0,-0.4742,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9348,0.3,0.9,-0.08
603206.SH,嘉环科技,0.0798,19.45,19.5,21.1,20.06,0.77,-0.5053,0.0014,-0.5094,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9696,0.3,0.9,-0.08
300718.SZ,长盛轴承,0.1261,89.39,90.0,102.0,95.2,0.8,-0.3579,0.0283,-0.321,20250321,1,底部吸筹,1,底部吸筹,1.0,0.939,0.3,0.9,-0.08
920493.BJ,并行科技,0.1458,182.19,168.0,194.0,178.32,0.8,-0.4421,0.0059,-0.3336,20250321,1,底部吸筹,1,底部吸筹,1.0,1.0217,0.3,0.9,-0.08
002824.SZ,和胜股份,0.1421,18.05,18.2,21.0,19.7,0.85,-0.7441,0.0,-0.2079,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9162,0.3,0.9,-0.08
301210.SZ,金杨精密,0.1106,59.11,42.5,47.5,45.21,0.87,-0.5158,0.0011,-0.5884,20250321,1,底部吸筹,1,底部吸筹,1.0,1.3075,0.3,0.9,-0.08
300611.SZ,美力科技,0.1458,28.7,29.1,33.6,30.87,1.0,-0.4,0.0135,-0.1788,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9297,0.3,0.9,-0.08
300681.SZ,英搏尔,0.1301,33.79,34.4,39.2,36.89,1.01,-0.8813,0.0,-0.4733,20250321,1,底部吸筹,1,底部吸筹,1.0,0.916,0.3,0.9,-0.08
000032.SZ,深桑达Ａ,0.1265,23.65,23.6,26.8,25.3,1.03,-0.4526,0.0047,-0.4112,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9348,0.3,0.9,-0.08
300622.SZ,博士眼镜,0.0831,47.48,36.8,40.0,38.53,1.06,-0.343,0.0349,-0.1365,20250321,1,底部吸筹,1,底部吸筹,1.0,1.2323,0.3,0.9,-0.08
920023.BJ,田野股份,0.1485,5.48,5.6,6.5,6.06,1.08,-0.6737,0.0,-0.3552,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9043,0.3,0.9,-0.08
002866.SZ,传艺科技,0.1541,16.69,16.8,19.6,18.17,1.08,-0.3263,0.0468,-0.3085,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9185,0.3,0.9,-0.08
603366.SH,日出东方,0.2217,10.75,10.8,13.4,11.73,1.08,-0.6316,0.0,-0.2181,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9165,0.3,0.9,-0.08
002908.SZ,德生科技,0.0902,9.55,9.6,10.5,9.98,1.11,-0.3641,0.0251,-0.2883,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9569,0.3,0.9,-0.08
688549.SH,中巨芯-U,0.1389,7.96,8.1,9.3,8.64,1.13,-0.4274,0.0086,-0.3164,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9213,0.3,0.9,-0.08
002886.SZ,沃特股份,0.0948,19.85,20.2,22.2,21.09,1.15,-0.7863,0.0,-0.4274,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9412,0.3,0.9,-0.08
002313.SZ,日海智能,0.1254,10.32,10.4,11.8,11.16,1.19,-0.4211,0.0091,-0.5103,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9247,0.3,0.9,-0.08
301626.SZ,苏州天脉,0.1764,87.54,87.3,103.5,91.85,1.21,-0.3368,0.0398,-0.0893,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9531,0.3,0.9,-0.08
920089.BJ,禾昌聚合,0.1556,15.11,14.1,16.5,15.42,1.26,-0.6316,0.0,-0.3965,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9799,0.3,0.9,-0.08
301129.SZ,瑞纳智能,0.0752,22.89,23.0,24.8,23.94,1.27,-0.4021,0.0136,-0.2497,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9561,0.3,0.9,-0.08
301568.SZ,思泰克,0.1098,41.8,41.6,46.4,43.7,1.27,-0.5541,0.0007,-0.1118,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9565,0.3,0.9,-0.08
002094.SZ,青岛金王,0.085,5.57,5.6,6.1,5.88,1.28,-0.3979,0.0148,-0.1695,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9473,0.3,0.9,-0.08
002112.SZ,三变科技,0.0854,15.46,15.6,17.0,16.39,1.28,-0.4802,0.0031,-0.1515,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9433,0.3,0.9,-0.08
002245.SZ,蔚蓝锂芯,0.0923,14.32,14.4,15.8,15.17,1.32,-0.6561,0.0001,-0.527,20250321,1,底部吸筹,1,底部吸筹,1.0,0.944,0.3,0.9,-0.08
300131.SZ,英唐智控,0.1163,8.07,8.1,9.1,8.6,1.33,-0.3958,0.0149,-0.1015,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9384,0.3,0.9,-0.08
300795.SZ,米奥会展,0.148,21.26,16.3,18.9,17.57,1.34,-0.4,0.0135,-0.2646,20250321,1,底部吸筹,1,底部吸筹,1.0,1.21,0.3,0.9,-0.08
300017.SZ,网宿科技,0.1227,12.37,12.2,13.8,13.04,1.4,-0.5158,0.0011,-0.2181,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9486,0.3,0.9,-0.08
002654.SZ,万润科技,0.1321,13.23,13.4,15.3,14.38,1.4,-0.4486,0.0058,-0.2349,20250321,1,底部吸筹,1,底部吸筹,1.0,0.92,0.3,0.9,-0.08
300322.SZ,硕贝德,0.1067,13.92,14.0,15.6,15.0,1.41,-0.6385,0.0001,-0.3591,20250321,1,底部吸筹,1,底部吸筹,1.0,0.928,0.3,0.9,-0.08
300310.SZ,宜通世纪,0.1471,7.52,7.6,8.8,8.16,1.41,-0.4127,0.0113,-0.2344,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9216,0.3,0.9,-0.08
301287.SZ,康力源,0.0553,32.04,31.6,33.4,32.53,1.44,-0.7368,0.0,-0.6162,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9849,0.3,0.9,-0.08
301251.SZ,威尔高,0.09,37.82,38.1,41.7,39.99,1.48,-0.6069,0.0002,-0.0968,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9457,0.3,0.9,-0.08
603660.SH,苏州科达,0.1611,7.61,7.7,9.0,8.07,1.48,-0.4632,0.0038,-0.2552,20250321,1,底部吸筹,1,底部吸筹,1.0,0.943,0.3,0.9,-0.08
002987.SZ,京北方,0.1828,19.0,13.6,16.3,14.77,1.55,-0.8105,0.0,-0.2725,20250321,1,底部吸筹,1,底部吸筹,1.0,1.2864,0.3,0.9,-0.08
603663.SH,三祥新材,0.175,23.18,23.4,27.8,25.15,1.57,-0.6737,0.0,-0.3089,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9217,0.3,0.9,-0.08
301486.SZ,致尚科技,0.1406,57.41,57.6,66.4,62.59,1.63,-0.3895,0.0164,-0.3852,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9172,0.3,0.9,-0.08
603602.SH,纵横通信,0.158,17.47,17.6,20.6,18.99,1.64,-0.7158,0.0,-0.2844,20250321,1,底部吸筹,1,底部吸筹,1.0,0.92,0.3,0.9,-0.08
002456.SZ,欧菲光,0.0999,13.11,13.2,14.6,14.01,1.65,-0.748,0.0,-0.3255,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9358,0.3,0.9,-0.08
688207.SH,格灵深瞳,0.1354,16.26,16.6,19.0,17.72,1.65,-0.5646,0.0005,-0.3514,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9176,0.3,0.9,-0.08
300925.SZ,法本信息,0.0975,25.0,25.2,27.8,26.68,1.67,-0.3684,0.0237,-0.0963,20250321,1,底部吸筹,1,底部吸筹,1.0,0.937,0.3,0.9,-0.08
603887.SH,城地香江,0.1249,20.2,20.4,23.1,21.61,1.7,-0.5963,0.0002,-0.1874,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9348,0.3,0.9,-0.08
603220.SH,中贝通信,0.1508,26.91,27.0,31.4,29.17,1.73,-0.5158,0.0011,-0.2734,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9225,0.3,0.9,-0.08
920593.BJ,鼎智科技,0.227,50.18,37.6,47.2,42.3,1.75,-0.8842,0.0,-0.4611,20250321,1,底部吸筹,1,底部吸筹,1.0,1.1863,0.3,0.9,-0.08
603200.SH,上海洗霸,0.1501,34.25,34.4,40.0,37.3,1.81,-0.4105,0.0111,-0.1192,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9182,0.3,0.9,-0.08
002811.SZ,郑中设计,0.1338,10.09,9.8,11.2,10.46,1.83,-0.5789,0.0002,-0.2679,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9646,0.3,0.9,-0.08
301550.SZ,斯菱智驱,0.2262,110.0,52.8,66.0,58.35,1.87,-0.3895,0.0164,-0.0939,20250321,1,底部吸筹,1,底部吸筹,1.0,1.8852,0.3,0.9,-0.08
600678.SH,四川金顶,0.0761,7.56,7.6,8.2,7.88,1.88,-0.5646,0.0005,-0.5593,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9594,0.3,0.9,-0.08
002878.SZ,元隆雅图,0.1332,15.74,15.8,18.0,16.52,1.97,-0.6526,0.0,-0.3657,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9528,0.3,0.9,-0.08
688419.SH,耐科装备,0.0886,33.2,23.8,26.0,24.83,1.99,-0.7441,0.0,-0.3454,20250321,1,底部吸筹,1,底部吸筹,1.0,1.3371,0.3,0.9,-0.08
300214.SZ,日科化学,0.0972,6.87,6.9,7.6,7.2,2.01,-0.8179,0.0,-0.6505,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9542,0.3,0.9,-0.08
300603.SZ,立昂技术,0.1121,13.32,13.4,15.0,14.27,2.07,-0.5053,0.0014,-0.262,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9334,0.3,0.9,-0.08
300571.SZ,平治信息,0.1004,33.84,34.0,37.6,35.85,2.08,-0.5368,0.0006,-0.1079,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9439,0.3,0.9,-0.08
688449.SH,联芸科技,0.1073,49.63,49.8,55.5,53.13,2.1,-0.8,0.0,-0.287,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9341,0.3,0.9,-0.08
300793.SZ,佳禾智能,0.0895,19.2,19.2,21.0,20.11,2.11,-0.3219,0.0477,-0.2735,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9547,0.3,0.9,-0.08
002861.SZ,瀛通通讯,0.0679,14.16,14.2,15.2,14.72,2.14,-0.582,0.0004,-0.4139,20250321,1,底部吸筹,1,底部吸筹,1.0,0.962,0.3,0.9,-0.08
920663.BJ,明阳科技,0.1852,24.67,19.2,23.2,21.6,2.17,-0.7895,0.0,-0.4644,20250321,1,底部吸筹,1,底部吸筹,1.0,1.1421,0.3,0.9,-0.08
600602.SH,云赛智联,0.154,24.27,24.6,28.6,25.97,2.18,-0.4421,0.0059,-0.2681,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9345,0.3,0.9,-0.08
300058.SZ,蓝色光标,0.0951,9.89,7.1,7.8,7.36,2.19,-0.4211,0.0091,-0.3276,20250321,1,底部吸筹,1,底部吸筹,1.0,1.3438,0.3,0.9,-0.08
300655.SZ,晶瑞电材,0.221,8.4,8.4,10.4,9.05,2.2,-0.4191,0.0103,-0.1501,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9282,0.3,0.9,-0.08
601789.SH,宁波建工,0.1194,6.36,6.3,7.1,6.7,2.21,-0.3368,0.0398,-0.273,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9493,0.3,0.9,-0.08
002879.SZ,长缆科技,0.1187,17.33,17.4,19.6,18.54,2.27,-0.533,0.001,-0.2132,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9347,0.3,0.9,-0.08
002536.SZ,飞龙股份,0.1136,15.98,15.8,17.7,16.73,2.33,-0.8737,0.0,-0.4811,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9552,0.3,0.9,-0.08
688530.SH,欧莱新材,0.0788,18.16,18.2,19.7,19.03,2.34,-0.5541,0.0007,-0.3987,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9543,0.3,0.9,-0.08
002085.SZ,万丰奥威,0.1322,18.36,18.4,21.0,19.67,2.35,-0.6702,0.0,-0.3342,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9334,0.3,0.9,-0.08
300638.SZ,广和通,0.105,32.75,32.4,36.0,34.3,2.38,-0.5474,0.0005,-0.3639,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9548,0.3,0.9,-0.08
603052.SH,可川科技,0.1023,36.15,25.8,28.6,27.37,2.41,-0.6316,0.0,-0.1635,20250321,1,底部吸筹,1,底部吸筹,1.0,1.3208,0.3,0.9,-0.08
920978.BJ,开特股份,0.1355,22.38,22.0,25.2,23.61,2.45,-0.8316,0.0,-0.4118,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9479,0.3,0.9,-0.08
301419.SZ,阿莱德,0.0748,34.25,28.2,30.4,29.42,2.54,-0.5263,0.0008,-0.145,20250321,1,底部吸筹,1,底部吸筹,1.0,1.1642,0.3,0.9,-0.08
688590.SH,新致软件,0.2133,20.92,21.1,26.0,22.97,2.59,-0.6526,0.0,-0.1638,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9108,0.3,0.9,-0.08
688039.SH,当虹科技,0.1573,34.94,35.0,41.0,38.14,2.7,-0.7441,0.0,-0.3531,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9161,0.3,0.9,-0.08
605086.SH,龙高股份,0.2847,27.68,27.9,36.6,30.56,2.7,-0.7263,0.0,-0.1549,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9058,0.3,0.9,-0.08
300348.SZ,长亮科技,0.103,14.79,14.8,16.4,15.53,2.71,-0.5119,0.0016,-0.4024,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9524,0.3,0.9,-0.08
301121.SZ,紫建电子,0.1253,58.89,42.4,48.0,44.71,2.73,-0.6,0.0001,-0.2325,20250321,1,底部吸筹,1,底部吸筹,1.0,1.3172,0.3,0.9,-0.08
920418.BJ,苏轴股份,0.1472,41.24,35.2,40.8,38.04,2.73,-0.7474,0.0,-0.5406,20250321,1,底部吸筹,1,底部吸筹,1.0,1.0841,0.3,0.9,-0.08
920208.BJ,青矩技术,0.235,35.01,25.0,31.6,28.08,2.73,-0.6737,0.0,-0.1718,20250321,1,底部吸筹,1,底部吸筹,1.0,1.2468,0.3,0.9,-0.08
300479.SZ,神思电子,0.0799,21.46,21.6,23.4,22.52,2.74,-0.557,0.0006,-0.5258,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9529,0.3,0.9,-0.08
301556.SZ,托普云农,0.1332,86.71,86.4,98.4,90.1,2.75,-0.3895,0.0164,-0.196,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9624,0.3,0.9,-0.08
300890.SZ,翔丰华,0.1215,31.36,31.6,35.6,32.93,2.76,-0.6316,0.0,-0.2239,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9523,0.3,0.9,-0.08
300212.SZ,易华录,0.1864,25.45,25.6,30.8,27.9,2.77,-0.6526,0.0,-0.3951,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9122,0.3,0.9,-0.08
688325.SH,赛微微电,0.1292,46.81,46.2,52.5,48.77,2.79,-0.6,0.0001,-0.1142,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9598,0.3,0.9,-0.08
600536.SH,中国软件,0.1649,44.25,44.8,52.8,48.52,2.79,-0.4,0.0135,-0.1018,20250321,1,底部吸筹,1,底部吸筹,1.0,0.912,0.3,0.9,-0.08
300598.SZ,诚迈科技,0.1383,48.5,48.8,56.0,52.05,2.8,-0.5579,0.0004,-0.1906,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9318,0.3,0.9,-0.08
603626.SH,科森科技,0.1249,8.83,9.0,10.2,9.61,2.94,-0.6878,0.0,-0.4249,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9188,0.3,0.9,-0.08
300835.SZ,龙磁科技,0.1151,39.44,39.6,44.4,41.72,3.01,-0.6737,0.0,-0.2752,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9453,0.3,0.9,-0.08
300442.SZ,润泽科技,0.1489,60.49,60.0,69.6,64.47,3.01,-0.8391,0.0,-0.4294,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9383,0.3,0.9,-0.08
002273.SZ,水晶光电,0.1469,23.11,22.8,26.4,24.51,3.02,-0.4421,0.0059,-0.2384,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9429,0.3,0.9,-0.08
002187.SZ,广百股份,0.1077,7.04,7.0,7.8,7.43,3.04,-0.6738,0.0,-0.3477,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9475,0.3,0.9,-0.08
300975.SZ,商络电子,0.1062,11.57,11.6,12.9,12.24,3.05,-0.7937,0.0,-0.4659,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9453,0.3,0.9,-0.08
688337.SH,普源精电,0.1173,35.5,35.2,39.6,37.5,3.07,-0.9263,0.0,-0.5534,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9467,0.3,0.9,-0.08
001309.SZ,德明利,0.1392,134.35,96.0,110.4,103.44,3.09,-0.8421,0.0,-0.4376,20250321,1,底部吸筹,1,底部吸筹,1.0,1.2988,0.3,0.9,-0.08
688629.SH,华丰科技,0.1826,53.28,53.6,64.4,59.13,3.1,-0.6526,0.0,-0.3951,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9011,0.3,0.9,-0.08
603138.SH,海量数据,0.1295,15.23,15.3,17.4,16.22,3.15,-0.5158,0.0011,-0.394,20250321,1,底部吸筹,1,底部吸筹,1.0,0.939,0.3,0.9,-0.08
600498.SH,烽火通信,0.1952,23.14,23.0,27.8,24.59,3.15,-0.7053,0.0,-0.458,20250321,1,底部吸筹,1,底部吸筹,1.0,0.941,0.3,0.9,-0.08
300553.SZ,集智股份,0.113,46.0,35.4,39.6,37.18,3.16,-0.5684,0.0003,-0.4877,20250321,1,底部吸筹,1,底部吸筹,1.0,1.2372,0.3,0.9,-0.08
300645.SZ,正元智慧,0.0897,15.79,15.9,17.4,16.73,3.2,-0.7799,0.0,-0.5818,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9438,0.3,0.9,-0.08
300045.SZ,华力创通,0.1005,20.69,20.8,23.0,21.88,3.24,-0.8042,0.0,-0.3439,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9456,0.3,0.9,-0.08
300852.SZ,四会富仕,0.1434,33.77,34.0,39.2,36.25,3.3,-0.5119,0.0016,-0.5019,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9316,0.3,0.9,-0.08
300458.SZ,全志科技,0.1246,54.43,42.0,47.6,44.96,3.35,-0.3895,0.0164,-0.1597,20250321,1,底部吸筹,1,底部吸筹,1.0,1.2106,0.3,0.9,-0.08
001373.SZ,翔腾新材,0.0887,30.02,30.0,32.8,31.55,3.37,-0.5579,0.0004,-0.2848,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9515,0.3,0.9,-0.08
002380.SZ,科远智慧,0.1213,26.29,26.4,29.8,28.04,3.38,-0.7474,0.0,-0.3096,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9376,0.3,0.9,-0.08
300206.SZ,理邦仪器,0.1266,12.17,12.0,13.6,12.64,3.4,-0.7018,0.0,-0.4858,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9628,0.3,0.9,-0.08
002897.SZ,意华股份,0.1014,44.23,44.4,49.2,47.36,3.42,-0.8754,0.0,-0.2231,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9339,0.3,0.9,-0.08
603986.SH,兆易创新,0.1128,123.61,123.9,138.6,130.33,3.42,-0.5789,0.0002,-0.4601,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9484,0.3,0.9,-0.08
300277.SZ,汽轮科技,0.1724,12.86,12.6,14.9,13.34,3.44,-0.8526,0.0,-0.3815,20250321,1,底部吸筹,1,底部吸筹,1.0,0.964,0.3,0.9,-0.08
300580.SZ,贝斯特,0.156,31.37,31.2,36.4,33.34,3.45,-0.7158,0.0,-0.3304,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9409,0.3,0.9,-0.08
002196.SZ,方正电机,0.1014,11.35,11.4,12.6,11.83,3.48,-0.343,0.0349,-0.3549,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9594,0.3,0.9,-0.08
002439.SZ,启明星辰,0.1065,17.59,17.6,19.6,18.78,3.48,-0.7968,0.0,-0.5125,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9366,0.3,0.9,-0.08
000868.SZ,安凯客车,0.1293,6.44,6.5,7.4,6.96,3.5,-0.5263,0.0008,-0.1556,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9253,0.3,0.9,-0.08
300736.SZ,百邦科技,0.0915,9.34,9.4,10.3,9.84,3.54,-0.8329,0.0,-0.3532,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9492,0.3,0.9,-0.08
002368.SZ,太极股份,0.2002,25.64,25.6,31.2,27.97,3.57,-0.7579,0.0,-0.3958,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9167,0.3,0.9,-0.08
001206.SZ,依依股份,0.081,19.78,19.2,20.8,19.75,3.62,-0.3789,0.0198,-0.2028,20250321,1,底部吸筹,1,底部吸筹,1.0,1.0015,0.3,0.9,-0.08
002402.SZ,和而泰,0.1089,20.83,20.8,23.2,22.04,3.63,-0.4737,0.003,-0.2055,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9451,0.3,0.9,-0.08
688653.SH,康希通信,0.1631,13.03,13.2,15.5,14.1,3.63,-0.7789,0.0,-0.4099,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9241,0.3,0.9,-0.08
300161.SZ,华中数控,0.1315,31.45,31.6,36.0,33.45,3.64,-0.8526,0.0,-0.5102,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9402,0.3,0.9,-0.08
301571.SZ,国科天成,0.0696,44.29,44.2,47.4,45.95,3.67,-0.6105,0.0001,-0.2208,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9639,0.3,0.9,-0.08
688573.SH,信宇人,0.1612,18.98,19.2,22.5,20.47,3.69,-0.6105,0.0001,-0.3414,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9272,0.3,0.9,-0.08
301301.SZ,川宁生物,0.0859,12.62,12.4,13.5,12.81,3.73,-0.8285,0.0,-0.468,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9852,0.3,0.9,-0.08
600611.SH,大众交通,0.1156,6.63,6.6,7.4,6.92,3.76,-0.5435,0.0008,-0.4154,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9581,0.3,0.9,-0.08
600679.SH,上海凤凰,0.1118,13.6,13.6,15.2,14.31,3.77,-0.7968,0.0,-0.3566,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9504,0.3,0.9,-0.08
301101.SZ,明月镜片,0.1412,53.43,53.2,61.2,56.67,3.77,-0.8707,0.0,-0.4829,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9428,0.3,0.9,-0.08
300525.SZ,博思软件,0.1964,17.57,17.6,21.4,19.35,3.8,-0.7579,0.0,-0.4158,20250321,1,底部吸筹,1,底部吸筹,1.0,0.908,0.3,0.9,-0.08
002579.SZ,中京电子,0.0779,8.56,8.6,9.3,8.99,3.81,-0.8497,0.0,-0.5067,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9522,0.3,0.9,-0.08
002922.SZ,伊戈尔,0.0943,18.59,18.3,20.1,19.08,3.82,-0.4842,0.0024,-0.4738,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9743,0.3,0.9,-0.08
688347.SH,华虹公司,0.1815,49.75,50.0,59.8,54.0,3.85,-0.9158,0.0,-0.2837,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9213,0.3,0.9,-0.08
688512.SH,慧智微-U,0.146,10.06,10.1,11.7,10.96,3.92,-0.8707,0.0,-0.4239,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9179,0.3,0.9,-0.08
002777.SZ,久远银海,0.1183,19.13,19.2,21.6,20.29,3.95,-0.7863,0.0,-0.5237,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9428,0.3,0.9,-0.08
301179.SZ,泽宇智能,0.0688,18.74,15.4,16.5,15.99,4.01,-0.8632,0.0,-0.3841,20250321,1,底部吸筹,1,底部吸筹,1.0,1.172,0.3,0.9,-0.08
002416.SZ,爱施德,0.1066,12.86,12.4,13.8,13.13,4.02,-0.6419,0.0001,-0.369,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9794,0.3,0.9,-0.08
603319.SH,美湖股份,0.0998,37.69,26.8,29.6,28.07,4.03,-0.8105,0.0,-0.5726,20250321,1,底部吸筹,1,底部吸筹,1.0,1.3427,0.3,0.9,-0.08
300107.SZ,建新股份,0.1162,8.99,9.0,10.1,9.47,4.03,-0.533,0.001,-0.3052,20250321,1,底部吸筹,1,底部吸筹,1.0,0.9493,0.3,0.9,-0.08
300068.SZ,南都电源,0.0928,18.41,18.6,20.4,19.4,4.05,-0.6842,0.0,-0.5113,20250321,1,底部吸筹,1,底部吸筹,1.0,0.949,0.3,0.9,-0.08
