ts_code,name,trade_date,asof_time,strategy_type,open,low_0930_1000,low_0930_1000_pct,close_0959,close_0959_pct,cross_time,cross_minutes,last_close,pct_from_open,recent_deepdrop_rebound_total,recent_deepdrop_rebound_yesterday,recent_deepdrop_rebound_daybefore,bonus_points,score,reason
300617.SZ,安靠智电,20260311,10:09,standard,69.02,67.2,-2.6369168356997874,68.87,-0.21732831063458632,10:01,31,69.86,1.2170385395537575,1.6,1.0,1.0,1.92,3.1370385395537577,"standard策略:前30分钟回撤-2.64%,随后站上开盘价并稳住"
002339.SZ,积成电子,20260311,10:09,standard,13.2,12.95,-1.893939393939394,13.18,-0.15151515151514827,10:01,31,13.27,0.5303030303030325,1.0,1.0,0.0,1.2,1.7303030303030325,"standard策略:前30分钟回撤-1.89%,随后站上开盘价并稳住"
000792.SZ,盐湖股份,20260311,10:09,standard,38.38,38.07,-0.8077123501823925,38.31,-0.18238665971860415,10:01,31,38.56,0.4689942678478366,1.0,1.0,0.0,1.2,1.6689942678478364,"standard策略:前30分钟回撤-0.81%,随后站上开盘价并稳住"
300187.SZ,永清环保,20260311,10:09,standard,5.67,5.59,-1.4109347442680789,5.66,-0.17636684303350594,10:00,30,5.73,1.058201058201067,0.0,0.0,0.0,0.0,1.058201058201067,"standard策略:前30分钟回撤-1.41%,随后站上开盘价并稳住"
300187.SZ,永清环保,20260311,10:09,volume_validated,5.67,5.59,-1.4109347442680789,5.66,-0.17636684303350594,10:00,30,5.73,1.058201058201067,0.0,0.0,0.0,0.0,1.058201058201067,"volume_validated策略:前30分钟回撤-1.41%,随后站上开盘价并稳住"
600486.SH,扬农化工,20260311,10:09,standard,78.5,77.18,-1.6815286624203736,77.85,-0.8280254777070136,10:01,31,78.64,0.1783439490445867,0.6,0.0,1.0,0.72,0.8983439490445867,"standard策略:前30分钟回撤-1.68%,随后站上开盘价并稳住"
301219.SZ,腾远钴业,20260311,10:09,standard,69.76,69.03,-1.046444954128446,69.72,-0.057339449541293365,10:01,31,70.38,0.8887614678898943,0.0,0.0,0.0,0.0,0.8887614678898943,"standard策略:前30分钟回撤-1.05%,随后站上开盘价并稳住"
601033.SH,永兴股份,20260311,10:09,standard,16.08,15.95,-0.80845771144278,16.07,-0.062189054726355796,10:00,30,16.22,0.8706467661691579,0.0,0.0,0.0,0.0,0.8706467661691579,"standard策略:前30分钟回撤-0.81%,随后站上开盘价并稳住"
002729.SZ,好利科技,20260311,10:09,standard,19.38,19.1,-1.4447884416924541,19.34,-0.2063983488132051,10:01,31,19.54,0.8255933952528388,0.0,0.0,0.0,0.0,0.8255933952528388,"standard策略:前30分钟回撤-1.44%,随后站上开盘价并稳住"
600499.SH,科达制造,20260311,10:09,standard,17.8,17.6,-1.1235955056179736,17.75,-0.28089887640449834,10:01,31,17.94,0.7865168539325874,0.0,0.0,0.0,0.0,0.7865168539325874,"standard策略:前30分钟回撤-1.12%,随后站上开盘价并稳住"
000027.SZ,深圳能源,20260311,10:09,standard,7.07,6.96,-1.5558698727015603,7.06,-0.141442715700151,10:01,31,7.11,0.5657708628005662,0.0,0.0,0.0,0.0,0.5657708628005662,"standard策略:前30分钟回撤-1.56%,随后站上开盘价并稳住"
301257.SZ,普蕊斯,20260311,10:09,standard,65.16,64.58,-0.890116635972987,64.85,-0.4757519950890152,10:00,30,65.52,0.552486187845303,0.0,0.0,0.0,0.0,0.552486187845303,"standard策略:前30分钟回撤-0.89%,随后站上开盘价并稳住"
600985.SH,淮北矿业,20260311,10:09,standard,13.53,13.45,-0.5912786400591283,13.52,-0.0739098300073894,10:01,31,13.59,0.44345898004434964,0.0,0.0,0.0,0.0,0.44345898004434964,"standard策略:前30分钟回撤-0.59%,随后站上开盘价并稳住"
603978.SH,深圳新星,20260311,10:09,standard,24.46,24.36,-0.40883074407196,24.4,-0.24529844644318183,10:00,30,24.56,0.40883074407194553,0.0,0.0,0.0,0.0,0.40883074407194553,"standard策略:前30分钟回撤-0.41%,随后站上开盘价并稳住"
002531.SZ,天顺风能,20260311,10:09,standard,10.96,10.87,-0.8211678832116936,10.92,-0.3649635036496434,10:01,31,11.0,0.3649635036496272,0.0,0.0,0.0,0.0,0.3649635036496272,"standard策略:前30分钟回撤-0.82%,随后站上开盘价并稳住"
601985.SH,中国核电,20260311,10:09,standard,8.88,8.78,-1.126126126126142,8.87,-0.1126126126126302,10:00,30,8.91,0.3378378378378306,0.0,0.0,0.0,0.0,0.3378378378378306,"standard策略:前30分钟回撤-1.13%,随后站上开盘价并稳住"
600754.SH,锦江酒店,20260311,10:09,standard,26.77,26.38,-1.456854688083678,26.66,-0.4109077325364192,10:01,31,26.86,0.33619723571161697,0.0,0.0,0.0,0.0,0.33619723571161697,"standard策略:前30分钟回撤-1.46%,随后站上开盘价并稳住"
