ts_code,name,trade_date,asof_time,strategy_type,open,low_0930_1000,low_0930_1000_pct,close_0959,close_0959_pct,cross_time,cross_minutes,last_close,pct_from_open,recent_deepdrop_rebound_total,recent_deepdrop_rebound_yesterday,recent_deepdrop_rebound_daybefore,bonus_points,score,reason
300617.SZ,安靠智电,20260311,10:09,standard,69.02,67.2,-2.6369168356997874,68.87,-0.21732831063458632,10:01,31,69.86,1.2170385395537575,1.6,1.0,1.0,1.92,3.1370385395537577,"standard策略:前30分钟回撤-2.64%,随后站上开盘价并稳住"
002300.SZ,太阳电缆,20260311,10:09,standard,11.66,11.2,-3.9451114922813106,11.64,-0.17152658662092257,10:02,32,11.87,1.8010291595197176,1.0,1.0,0.0,1.2,3.0010291595197174,"standard策略:前30分钟回撤-3.95%,随后站上开盘价并稳住"
600744.SH,华银电力,20260311,10:09,standard,9.05,8.67,-4.198895027624318,9.0,-0.5524861878453117,10:02,32,9.15,1.1049723756906038,1.0,1.0,0.0,1.2,2.3049723756906038,"standard策略:前30分钟回撤-4.20%,随后站上开盘价并稳住"
600773.SH,西藏城投,20260311,10:09,standard,16.4,16.24,-0.9756097560975618,16.24,-0.9756097560975618,10:02,32,16.7,1.8292682926829311,0.0,0.0,0.0,0.0,1.8292682926829311,"standard策略:前30分钟回撤-0.98%,随后站上开盘价并稳住"
002339.SZ,积成电子,20260311,10:09,standard,13.2,12.95,-1.893939393939394,13.18,-0.15151515151514827,10:01,31,13.27,0.5303030303030325,1.0,1.0,0.0,1.2,1.7303030303030325,"standard策略:前30分钟回撤-1.89%,随后站上开盘价并稳住"
000792.SZ,盐湖股份,20260311,10:09,standard,38.38,38.07,-0.8077123501823925,38.31,-0.18238665971860415,10:01,31,38.56,0.4689942678478366,1.0,1.0,0.0,1.2,1.6689942678478364,"standard策略:前30分钟回撤-0.81%,随后站上开盘价并稳住"
600470.SH,六国化工,20260311,10:09,standard,8.2,8.01,-2.3170731707317014,8.05,-1.8292682926829098,10:04,34,8.25,0.6097560975609843,0.6,0.0,1.0,0.72,1.3297560975609843,"standard策略:前30分钟回撤-2.32%,随后站上开盘价并稳住"
000723.SZ,美锦能源,20260311,10:09,standard,5.28,5.22,-1.1363636363636458,5.26,-0.3787878787878875,10:03,33,5.35,1.3257575757575641,0.0,0.0,0.0,0.0,1.3257575757575641,"standard策略:前30分钟回撤-1.14%,随后站上开盘价并稳住"
601001.SH,晋控煤业,20260311,10:09,standard,16.99,16.87,-0.7062978222483665,16.97,-0.11771630370806106,10:02,32,17.08,0.5297233666862853,0.6,0.0,1.0,0.72,1.2497233666862853,"standard策略:前30分钟回撤-0.71%,随后站上开盘价并稳住"
300187.SZ,永清环保,20260311,10:09,standard,5.67,5.59,-1.4109347442680789,5.66,-0.17636684303350594,10:00,30,5.73,1.058201058201067,0.0,0.0,0.0,0.0,1.058201058201067,"standard策略:前30分钟回撤-1.41%,随后站上开盘价并稳住"
