ts_code,name,trade_date,asof_time,strategy_type,open,low_0930_1000,low_0930_1000_pct,close_0959,close_0959_pct,cross_time,cross_minutes,last_close,pct_from_open,recent_deepdrop_rebound_total,recent_deepdrop_rebound_yesterday,recent_deepdrop_rebound_daybefore,bonus_points,score,reason
002298.SZ,中电鑫龙,20260310,17:24,standard,11.4,11.23,-1.491228070175438,11.31,-0.7894736842105251,10:00,30,12.41,8.859649122807015,0.0,0.0,0.0,0.0,8.859649122807015,"standard策略:前30分钟回撤-1.49%,随后站上开盘价并稳住"
002298.SZ,中电鑫龙,20260310,17:24,deep_v,11.4,11.23,-1.491228070175438,11.31,-0.7894736842105251,10:02,32,12.41,8.859649122807015,0.0,0.0,0.0,0.0,8.859649122807015,"deep_v策略:前30分钟回撤-1.49%,随后站上开盘价并稳住"
601868.SH,中国能建,20260310,17:24,standard,2.98,2.87,-3.691275167785231,2.97,-0.3355704697986506,10:02,32,3.14,5.369127516778528,0.6,0.0,1.0,0.72,6.089127516778528,"standard策略:前30分钟回撤-3.69%,随后站上开盘价并稳住"
601868.SH,中国能建,20260310,17:24,deep_v,2.98,2.87,-3.691275167785231,2.97,-0.3355704697986506,10:02,32,3.14,5.369127516778528,0.6,0.0,1.0,0.72,6.089127516778528,"deep_v策略:前30分钟回撤-3.69%,随后站上开盘价并稳住"
688328.SH,深科达,20260310,17:24,standard,42.34,41.5,-1.9839395370807824,42.02,-0.7557864903164863,10:00,30,43.62,3.023145961265928,1.6,1.0,1.0,1.92,4.9431459612659285,"standard策略:前30分钟回撤-1.98%,随后站上开盘价并稳住"
688328.SH,深科达,20260310,17:24,deep_v,42.34,41.5,-1.9839395370807824,42.02,-0.7557864903164863,10:00,30,43.62,3.023145961265928,1.6,1.0,1.0,1.92,4.9431459612659285,"deep_v策略:前30分钟回撤-1.98%,随后站上开盘价并稳住"
688035.SH,德邦科技,20260310,17:24,standard,72.0,70.13,-2.5972222222222285,70.8,-1.6666666666666705,10:21,51,74.9,4.027777777777786,0.6,0.0,1.0,0.72,4.747777777777785,"standard策略:前30分钟回撤-2.60%,随后站上开盘价并稳住"
688035.SH,德邦科技,20260310,17:24,deep_v,72.0,70.13,-2.5972222222222285,70.8,-1.6666666666666705,10:21,51,74.9,4.027777777777786,0.6,0.0,1.0,0.72,4.747777777777785,"deep_v策略:前30分钟回撤-2.60%,随后站上开盘价并稳住"
002796.SZ,世嘉科技,20260310,17:24,standard,61.2,57.14,-6.633986928104578,57.94,-5.326797385620923,10:33,63,63.36,3.529411764705877,1.0,1.0,0.0,1.2,4.729411764705877,"standard策略:前30分钟回撤-6.63%,随后站上开盘价并稳住"
688025.SH,杰普特,20260310,17:24,standard,255.0,246.0,-3.5294117647058822,252.35,-1.0392156862745119,10:05,35,263.68,3.4039215686274535,1.0,1.0,0.0,1.2,4.603921568627453,"standard策略:前30分钟回撤-3.53%,随后站上开盘价并稳住"
688025.SH,杰普特,20260310,17:24,deep_v,255.0,246.0,-3.5294117647058822,252.35,-1.0392156862745119,10:05,35,263.68,3.4039215686274535,1.0,1.0,0.0,1.2,4.603921568627453,"deep_v策略:前30分钟回撤-3.53%,随后站上开盘价并稳住"
603626.SH,科森科技,20260310,17:24,standard,22.03,21.67,-1.6341352700862435,21.96,-0.31774852473899357,10:07,37,22.92,4.039945528824332,0.0,0.0,0.0,0.0,4.039945528824332,"standard策略:前30分钟回撤-1.63%,随后站上开盘价并稳住"
603626.SH,科森科技,20260310,17:24,deep_v,22.03,21.67,-1.6341352700862435,21.96,-0.31774852473899357,10:07,37,22.92,4.039945528824332,0.0,0.0,0.0,0.0,4.039945528824332,"deep_v策略:前30分钟回撤-1.63%,随后站上开盘价并稳住"
688313.SH,仕佳光子,20260310,17:24,standard,79.87,79.01,-1.076749718292224,79.64,-0.2879679479153674,10:12,42,82.99,3.906347815199687,0.0,0.0,0.0,0.0,3.906347815199687,"standard策略:前30分钟回撤-1.08%,随后站上开盘价并稳住"
688313.SH,仕佳光子,20260310,17:24,deep_v,79.87,79.01,-1.076749718292224,79.64,-0.2879679479153674,10:13,43,82.99,3.906347815199687,0.0,0.0,0.0,0.0,3.906347815199687,"deep_v策略:前30分钟回撤-1.08%,随后站上开盘价并稳住"
301239.SZ,普瑞眼科,20260310,17:24,standard,34.25,33.69,-1.6350364963503716,33.85,-1.167883211678828,10:32,62,35.45,3.503649635036505,0.0,0.0,0.0,0.0,3.503649635036505,"standard策略:前30分钟回撤-1.64%,随后站上开盘价并稳住"
603920.SH,世运电路,20260310,17:24,standard,56.6,56.1,-0.88339222614841,56.39,-0.3710247349823336,10:03,33,57.9,2.2968197879858607,1.0,1.0,0.0,1.2,3.496819787985861,"standard策略:前30分钟回撤-0.88%,随后站上开盘价并稳住"
603920.SH,世运电路,20260310,17:24,deep_v,56.6,56.1,-0.88339222614841,56.39,-0.3710247349823336,10:04,34,57.9,2.2968197879858607,1.0,1.0,0.0,1.2,3.496819787985861,"deep_v策略:前30分钟回撤-0.88%,随后站上开盘价并稳住"
603556.SH,海兴电力,20260310,17:24,standard,41.34,40.58,-1.8384131591678885,41.14,-0.48379293662313216,10:02,32,42.76,3.4349298500241767,0.0,0.0,0.0,0.0,3.4349298500241767,"standard策略:前30分钟回撤-1.84%,随后站上开盘价并稳住"
603556.SH,海兴电力,20260310,17:24,deep_v,41.34,40.58,-1.8384131591678885,41.14,-0.48379293662313216,10:04,34,42.76,3.4349298500241767,0.0,0.0,0.0,0.0,3.4349298500241767,"deep_v策略:前30分钟回撤-1.84%,随后站上开盘价并稳住"
000988.SZ,华工科技,20260310,17:24,standard,119.49,116.55,-2.460456942003513,117.56,-1.6151979245125052,10:34,64,123.51,3.364298267637468,0.0,0.0,0.0,0.0,3.364298267637468,"standard策略:前30分钟回撤-2.46%,随后站上开盘价并稳住"
002132.SZ,恒星科技,20260310,17:24,standard,3.9,3.85,-1.2820512820512775,3.87,-0.7692307692307643,10:17,47,4.02,3.076923076923068,0.0,0.0,0.0,0.0,3.076923076923068,"standard策略:前30分钟回撤-1.28%,随后站上开盘价并稳住"
002132.SZ,恒星科技,20260310,17:24,deep_v,3.9,3.85,-1.2820512820512775,3.87,-0.7692307692307643,10:19,49,4.02,3.076923076923068,0.0,0.0,0.0,0.0,3.076923076923068,"deep_v策略:前30分钟回撤-1.28%,随后站上开盘价并稳住"
603931.SH,格林达,20260310,17:24,standard,31.17,30.9,-0.8662175168431284,31.12,-0.1604106512672464,10:06,36,32.05,2.8232274623034823,0.0,0.0,0.0,0.0,2.8232274623034823,"standard策略:前30分钟回撤-0.87%,随后站上开盘价并稳住"
603001.SH,奥康国际,20260310,17:24,standard,9.67,9.55,-1.2409513960703125,9.6,-0.7238883143743566,10:14,44,9.94,2.792140641158217,0.0,0.0,0.0,0.0,2.792140641158217,"standard策略:前30分钟回撤-1.24%,随后站上开盘价并稳住"
603001.SH,奥康国际,20260310,17:24,deep_v,9.67,9.55,-1.2409513960703125,9.6,-0.7238883143743566,10:14,44,9.94,2.792140641158217,0.0,0.0,0.0,0.0,2.792140641158217,"deep_v策略:前30分钟回撤-1.24%,随后站上开盘价并稳住"
603516.SH,淳中科技,20260310,17:24,standard,153.88,152.51,-0.8903041330907231,153.03,-0.5523784767351145,10:16,46,156.24,1.5336625942292785,1.0,1.0,0.0,1.2,2.7336625942292785,"standard策略:前30分钟回撤-0.89%,随后站上开盘价并稳住"
603516.SH,淳中科技,20260310,17:24,deep_v,153.88,152.51,-0.8903041330907231,153.03,-0.5523784767351145,10:16,46,156.24,1.5336625942292785,1.0,1.0,0.0,1.2,2.7336625942292785,"deep_v策略:前30分钟回撤-0.89%,随后站上开盘价并稳住"
001309.SZ,德明利,20260310,17:24,standard,288.0,281.0,-2.430555555555556,285.0,-1.0416666666666665,10:01,31,294.81,2.3645833333333344,0.0,0.0,0.0,0.0,2.3645833333333344,"standard策略:前30分钟回撤-2.43%,随后站上开盘价并稳住"
001309.SZ,德明利,20260310,17:24,deep_v,288.0,281.0,-2.430555555555556,285.0,-1.0416666666666665,10:02,32,294.81,2.3645833333333344,0.0,0.0,0.0,0.0,2.3645833333333344,"deep_v策略:前30分钟回撤-2.43%,随后站上开盘价并稳住"
600721.SH,百花医药,20260310,17:24,standard,9.11,9.01,-1.0976948408342442,9.07,-0.43907793633368986,10:25,55,9.29,1.9758507135016437,0.0,0.0,0.0,0.0,1.9758507135016437,"standard策略:前30分钟回撤-1.10%,随后站上开盘价并稳住"
600721.SH,百花医药,20260310,17:24,deep_v,9.11,9.01,-1.0976948408342442,9.07,-0.43907793633368986,10:25,55,9.29,1.9758507135016437,0.0,0.0,0.0,0.0,1.9758507135016437,"deep_v策略:前30分钟回撤-1.10%,随后站上开盘价并稳住"
301588.SZ,美新科技,20260310,17:24,standard,27.1,26.66,-1.6236162361623663,27.06,-0.14760147601477008,10:09,39,27.62,1.9188191881918801,0.0,0.0,0.0,0.0,1.9188191881918801,"standard策略:前30分钟回撤-1.62%,随后站上开盘价并稳住"
688017.SH,绿的谐波,20260310,17:24,standard,212.04,211.0,-0.4904734955668705,211.71,-0.1556310130164045,10:08,38,215.8,1.7732503301264004,0.0,0.0,0.0,0.0,1.7732503301264004,"standard策略:前30分钟回撤-0.49%,随后站上开盘价并稳住"
300790.SZ,宇瞳光学,20260310,17:24,standard,27.17,26.98,-0.6993006993007039,27.04,-0.4784688995215404,10:18,48,27.64,1.7298490982701464,0.0,0.0,0.0,0.0,1.7298490982701464,"standard策略:前30分钟回撤-0.70%,随后站上开盘价并稳住"
002518.SZ,科士达,20260310,17:24,standard,57.02,56.44,-1.017186951946695,56.99,-0.052613118204140885,10:01,31,57.9,1.5433181339880662,0.0,0.0,0.0,0.0,1.5433181339880662,"standard策略:前30分钟回撤-1.02%,随后站上开盘价并稳住"
001225.SZ,和泰机电,20260310,17:24,standard,56.78,55.87,-1.6026769989432963,56.67,-0.1937301866854516,10:00,30,57.57,1.3913349771046128,0.0,0.0,0.0,0.0,1.3913349771046128,"standard策略:前30分钟回撤-1.60%,随后站上开盘价并稳住"
600228.SH,*ST返利,20260310,17:24,standard,5.77,5.69,-1.386481802426329,5.75,-0.3466204506065784,10:28,58,5.85,1.3864818024263446,0.0,0.0,0.0,0.0,1.3864818024263446,"standard策略:前30分钟回撤-1.39%,随后站上开盘价并稳住"
600228.SH,*ST返利,20260310,17:24,deep_v,5.77,5.69,-1.386481802426329,5.75,-0.3466204506065784,10:28,58,5.85,1.3864818024263446,0.0,0.0,0.0,0.0,1.3864818024263446,"deep_v策略:前30分钟回撤-1.39%,随后站上开盘价并稳住"
688322.SH,奥比中光,20260310,17:24,standard,83.05,82.55,-0.6020469596628537,82.64,-0.493678506923536,10:20,50,84.2,1.3847080072245703,0.0,0.0,0.0,0.0,1.3847080072245703,"standard策略:前30分钟回撤-0.60%,随后站上开盘价并稳住"
002360.SZ,同德化工,20260310,17:24,standard,5.84,5.78,-1.027397260273966,5.83,-0.17123287671232512,10:12,42,5.92,1.3698630136986314,0.0,0.0,0.0,0.0,1.3698630136986314,"standard策略:前30分钟回撤-1.03%,随后站上开盘价并稳住"
002795.SZ,永和智控,20260310,17:24,standard,7.94,7.82,-1.5113350125944598,7.91,-0.3778337531486177,10:37,67,7.99,0.6297229219143554,0.6,0.0,1.0,0.72,1.3497229219143554,"standard策略:前30分钟回撤-1.51%,随后站上开盘价并稳住"
300806.SZ,斯迪克,20260310,17:24,standard,53.5,52.65,-1.5887850467289748,53.37,-0.24299065420561225,10:04,34,54.2,1.3084112149532763,0.0,0.0,0.0,0.0,1.3084112149532763,"standard策略:前30分钟回撤-1.59%,随后站上开盘价并稳住"
300806.SZ,斯迪克,20260310,17:24,deep_v,53.5,52.65,-1.5887850467289748,53.37,-0.24299065420561225,10:04,34,54.2,1.3084112149532763,0.0,0.0,0.0,0.0,1.3084112149532763,"deep_v策略:前30分钟回撤-1.59%,随后站上开盘价并稳住"
601999.SH,出版传媒,20260310,17:24,standard,7.2,7.17,-0.4166666666666701,7.18,-0.27777777777778423,10:16,46,7.29,1.249999999999998,0.0,0.0,0.0,0.0,1.249999999999998,"standard策略:前30分钟回撤-0.42%,随后站上开盘价并稳住"
301279.SZ,金道科技,20260310,17:24,standard,30.42,30.01,-1.3477975016436559,30.36,-0.1972386587771278,10:09,39,30.78,1.18343195266272,0.0,0.0,0.0,0.0,1.18343195266272,"standard策略:前30分钟回撤-1.35%,随后站上开盘价并稳住"
301261.SZ,恒工精密,20260310,17:24,standard,82.5,81.99,-0.6181818181818244,82.23,-0.32727272727272244,10:08,38,83.47,1.1757575757575744,0.0,0.0,0.0,0.0,1.1757575757575744,"standard策略:前30分钟回撤-0.62%,随后站上开盘价并稳住"
002310.SZ,东方新能,20260310,17:24,standard,2.52,2.46,-2.3809523809523827,2.5,-0.7936507936507943,10:01,31,2.53,0.39682539682538837,0.6,0.0,1.0,0.72,1.1168253968253883,"standard策略:前30分钟回撤-2.38%,随后站上开盘价并稳住"
002310.SZ,东方新能,20260310,17:24,deep_v,2.52,2.46,-2.3809523809523827,2.5,-0.7936507936507943,10:01,31,2.53,0.39682539682538837,0.6,0.0,1.0,0.72,1.1168253968253883,"deep_v策略:前30分钟回撤-2.38%,随后站上开盘价并稳住"
002742.SZ,*ST三圣,20260310,17:24,standard,4.5,4.46,-0.8888888888888897,4.48,-0.444444444444435,10:06,36,4.55,1.1111111111111072,0.0,0.0,0.0,0.0,1.1111111111111072,"standard策略:前30分钟回撤-0.89%,随后站上开盘价并稳住"
002742.SZ,*ST三圣,20260310,17:24,deep_v,4.5,4.46,-0.8888888888888897,4.48,-0.444444444444435,10:08,38,4.55,1.1111111111111072,0.0,0.0,0.0,0.0,1.1111111111111072,"deep_v策略:前30分钟回撤-0.89%,随后站上开盘价并稳住"
000727.SZ,冠捷科技,20260310,17:24,standard,2.72,2.69,-1.1029411764705974,2.7,-0.7352941176470594,10:13,43,2.75,1.102941176470581,0.0,0.0,0.0,0.0,1.102941176470581,"standard策略:前30分钟回撤-1.10%,随后站上开盘价并稳住"
000727.SZ,冠捷科技,20260310,17:24,deep_v,2.72,2.69,-1.1029411764705974,2.7,-0.7352941176470594,10:13,43,2.75,1.102941176470581,0.0,0.0,0.0,0.0,1.102941176470581,"deep_v策略:前30分钟回撤-1.10%,随后站上开盘价并稳住"
688333.SH,铂力特,20260310,17:24,standard,101.89,100.34,-1.5212484051427984,101.5,-0.3827657277456086,10:08,38,103.0,1.0894101481990377,0.0,0.0,0.0,0.0,1.0894101481990377,"standard策略:前30分钟回撤-1.52%,随后站上开盘价并稳住"
688333.SH,铂力特,20260310,17:24,deep_v,101.89,100.34,-1.5212484051427984,101.5,-0.3827657277456086,10:08,38,103.0,1.0894101481990377,0.0,0.0,0.0,0.0,1.0894101481990377,"deep_v策略:前30分钟回撤-1.52%,随后站上开盘价并稳住"
603499.SH,翔港科技,20260310,17:24,standard,23.03,22.89,-0.6079027355623124,23.01,-0.08684324793747102,10:18,48,23.28,1.0855405992184108,0.0,0.0,0.0,0.0,1.0855405992184108,"standard策略:前30分钟回撤-0.61%,随后站上开盘价并稳住"
000011.SZ,深物业A,20260310,17:24,standard,8.49,8.45,-0.4711425206124962,8.48,-0.1177856301531188,10:08,38,8.58,1.0600706713780903,0.0,0.0,0.0,0.0,1.0600706713780903,"standard策略:前30分钟回撤-0.47%,随后站上开盘价并稳住"
600502.SH,安徽建工,20260310,17:24,standard,4.84,4.8,-0.8264462809917362,4.83,-0.20661157024792948,10:00,30,4.89,1.0330578512396658,0.0,0.0,0.0,0.0,1.0330578512396658,"standard策略:前30分钟回撤-0.83%,随后站上开盘价并稳住"
600502.SH,安徽建工,20260310,17:24,deep_v,4.84,4.8,-0.8264462809917362,4.83,-0.20661157024792948,10:02,32,4.89,1.0330578512396658,0.0,0.0,0.0,0.0,1.0330578512396658,"deep_v策略:前30分钟回撤-0.83%,随后站上开盘价并稳住"
688312.SH,燕麦科技,20260310,17:24,standard,52.86,52.0,-1.6269390843738165,52.76,-0.1891789632992838,10:06,36,53.39,1.002648505486192,0.0,0.0,0.0,0.0,1.002648505486192,"standard策略:前30分钟回撤-1.63%,随后站上开盘价并稳住"
002520.SZ,日发精机,20260310,17:24,standard,6.89,6.81,-1.1611030478955018,6.87,-0.290275761973869,10:12,42,6.95,0.8708272859216328,0.0,0.0,0.0,0.0,0.8708272859216328,"standard策略:前30分钟回撤-1.16%,随后站上开盘价并稳住"
002520.SZ,日发精机,20260310,17:24,deep_v,6.89,6.81,-1.1611030478955018,6.87,-0.290275761973869,10:12,42,6.95,0.8708272859216328,0.0,0.0,0.0,0.0,0.8708272859216328,"deep_v策略:前30分钟回撤-1.16%,随后站上开盘价并稳住"
002119.SZ,康强电子,20260310,17:24,standard,22.2,21.98,-0.9909909909909859,22.02,-0.8108108108108096,10:08,38,22.39,0.8558558558558617,0.0,0.0,0.0,0.0,0.8558558558558617,"standard策略:前30分钟回撤-0.99%,随后站上开盘价并稳住"
002119.SZ,康强电子,20260310,17:24,deep_v,22.2,21.98,-0.9909909909909859,22.02,-0.8108108108108096,10:09,39,22.39,0.8558558558558617,0.0,0.0,0.0,0.0,0.8558558558558617,"deep_v策略:前30分钟回撤-0.99%,随后站上开盘价并稳住"
002524.SZ,光正眼科,20260310,17:24,standard,4.78,4.75,-0.6276150627615115,4.77,-0.2092050209205162,10:17,47,4.82,0.836820083682009,0.0,0.0,0.0,0.0,0.836820083682009,"standard策略:前30分钟回撤-0.63%,随后站上开盘价并稳住"
002983.SZ,芯瑞达,20260310,17:24,standard,25.7,25.23,-1.8287937743190616,25.64,-0.23346303501945032,10:01,31,25.9,0.7782101167315147,0.0,0.0,0.0,0.0,0.7782101167315147,"standard策略:前30分钟回撤-1.83%,随后站上开盘价并稳住"
002983.SZ,芯瑞达,20260310,17:24,deep_v,25.7,25.23,-1.8287937743190616,25.64,-0.23346303501945032,10:01,31,25.9,0.7782101167315147,0.0,0.0,0.0,0.0,0.7782101167315147,"deep_v策略:前30分钟回撤-1.83%,随后站上开盘价并稳住"
301608.SZ,博实结,20260310,17:24,standard,89.0,87.85,-1.2921348314606804,88.71,-0.3258426966292205,10:14,44,89.68,0.7640449438202324,0.0,0.0,0.0,0.0,0.7640449438202324,"standard策略:前30分钟回撤-1.29%,随后站上开盘价并稳住"
300384.SZ,三联虹普,20260310,17:24,standard,18.64,18.46,-0.9656652360515007,18.59,-0.2682403433476433,10:15,45,18.78,0.7510729613733936,0.0,0.0,0.0,0.0,0.7510729613733936,"standard策略:前30分钟回撤-0.97%,随后站上开盘价并稳住"
300384.SZ,三联虹普,20260310,17:24,deep_v,18.64,18.46,-0.9656652360515007,18.59,-0.2682403433476433,10:16,46,18.78,0.7510729613733936,0.0,0.0,0.0,0.0,0.7510729613733936,"deep_v策略:前30分钟回撤-0.97%,随后站上开盘价并稳住"
600222.SH,太龙药业,20260310,17:24,standard,7.38,7.31,-0.9485094850948549,7.36,-0.27100271002709453,10:02,32,7.43,0.6775067750677483,0.0,0.0,0.0,0.0,0.6775067750677483,"standard策略:前30分钟回撤-0.95%,随后站上开盘价并稳住"
600222.SH,太龙药业,20260310,17:24,deep_v,7.38,7.31,-0.9485094850948549,7.36,-0.27100271002709453,10:14,44,7.43,0.6775067750677483,0.0,0.0,0.0,0.0,0.6775067750677483,"deep_v策略:前30分钟回撤-0.95%,随后站上开盘价并稳住"
000726.SZ,鲁 泰Ａ,20260310,17:24,standard,7.47,7.42,-0.6693440428380164,7.45,-0.26773761713520183,10:12,42,7.52,0.6693440428380164,0.0,0.0,0.0,0.0,0.6693440428380164,"standard策略:前30分钟回撤-0.67%,随后站上开盘价并稳住"
301206.SZ,三元生物,20260310,17:24,standard,27.28,27.11,-0.6231671554252262,27.26,-0.07331378299120078,10:45,75,27.45,0.6231671554252132,0.0,0.0,0.0,0.0,0.6231671554252132,"standard策略:前30分钟回撤-0.62%,随后站上开盘价并稳住"
002996.SZ,顺博合金,20260310,17:24,standard,8.12,8.0,-1.4778325123152616,8.11,-0.12315270935960329,10:18,48,8.17,0.6157635467980384,0.0,0.0,0.0,0.0,0.6157635467980384,"standard策略:前30分钟回撤-1.48%,随后站上开盘价并稳住"
