symbol,name,market,trade_date,close,pct_chg,ma5,ma10,ma20,signals,score,reason
300648,星云股份,0,20260302,62.34,-0.542,62.196,60.823,58.602,强势回调买,3.1305,强势回调买
300127,银河磁体,0,20260302,38.01,-2.061,37.922,37.139,36.0935,强势回调买,3.1304,强势回调买
000301,东方盛虹,0,20260302,13.25,1.767,13.156,13.029,12.828,强势回调买,3.1277,强势回调买
300353,东土科技,0,20260302,24.61,-1.125,24.67,24.275,23.4545,强势回调买,3.127,强势回调买
603017,中衡设计,1,20260302,12.94,-2.56,12.908,12.723,12.418,强势回调买,3.1256,强势回调买
301029,怡合达,0,20260302,28.93,-3.373,29.57,29.524,28.606,支撑确认买,3.1242,支撑确认买
301595,太力科技,0,20260302,60.33,-0.773,60.488,57.555,56.005,强势回调买,3.1216,强势回调买
688158,优刻得,1,20260302,38.48,-4.682,39.564,39.392,38.368,支撑确认买,3.1197,支撑确认买
002440,闰土股份,0,20260302,14.88,0.202,14.92,14.922,13.316,强势回调买,3.1196,强势回调买
301095,广立微,0,20260302,88.27,0.478,88.508,86.435,81.5765,强势回调买,3.1193,强势回调买
300931,通用电梯,0,20260302,13.31,-1.041,13.346,13.028,12.0955,强势回调买,3.1191,强势回调买
600869,远东股份,1,20260302,14.54,-3.324,14.58,13.553,12.9765,强势回调买,3.1177,强势回调买
003043,华亚智能,0,20260302,54.08,-1.798,54.6,53.665,52.51,强势回调买,3.1163,强势回调买
002879,长缆科技,0,20260302,22.8,-2.647,22.99,22.605,22.0965,强势回调买,3.1153,强势回调买
300930,屹通新材,0,20260302,33.36,-3.304,33.612,32.753,32.294,强势回调买,3.1149,强势回调买
605111,新洁能,1,20260302,46.1,-3.293,47.374,46.62,45.919,支撑确认买,3.1144,支撑确认买
300207,欣旺达,0,20260302,25.89,-0.994,25.814,25.651,24.71,强势回调买,3.1117,强势回调买
688310,迈得医疗,1,20260302,17.36,-2.417,17.698,17.611,17.089,支撑确认买,3.1099,支撑确认买
603150,万朗磁塑,1,20260302,61.0,-3.694,60.816,60.425,53.1615,强势回调买,3.1092,强势回调买
002971,和远气体,0,20260302,33.75,-1.026,33.648,32.643,31.926,强势回调买,3.1091,强势回调买
002880,卫光生物,0,20260302,30.77,1.417,30.676,30.064,29.4295,强势回调买,3.1081,强势回调买
