ts_code,strategy,cost_range_start,cost_range_end,cost_range_change,cost_range_change_rate,cost_range_slope,cost_range_percent,winner_rate_start,winner_rate_end,winner_rate_change,winner_rate_change_rate,winner_rate_slope,weight_avg_start,weight_avg_end,weight_avg_change,weight_avg_change_rate,weight_avg_slope,weight_avg_diff_percent,start_date,end_date,latest_price,stock_name
600831.SH,平衡型,1.2000000000000002,0.5999999999999996,-0.6000000000000005,-50.000000000000036,-0.022456140350877212,12.499999999999993,44.54,61.65,17.11,38.414907947911985,1.7613333333333336,4.45,4.46,0.009999999999999787,0.22471910112359073,0.001035087719298247,7.623318385650221,20260122,20260225,4.8,广电网络
600872.SH,平衡型,3.1999999999999993,2.400000000000002,-0.7999999999999972,-24.99999999999992,-0.06315789473684187,12.244897959183684,38.71,87.08,48.37,124.95479204339964,3.2226842105263156,19.01,19.16,0.14999999999999858,0.7890583903208762,0.008947368421052622,2.296450939457209,20260122,20260225,19.6,中炬高新
002028.SZ,平衡型,51.19999999999999,46.400000000000006,-4.799999999999983,-9.374999999999968,-0.29192982456140293,20.567375886524825,44.58,76.25,31.67,71.04082548227906,2.842894736842106,184.72,208.27,23.55000000000001,12.749025552187101,1.2209473684210526,8.320929562587018,20260122,20260225,225.6,思源电气
600984.SH,平衡型,1.1999999999999997,1.0,-0.19999999999999973,-16.66666666666665,-0.02140350877192981,20.0,5.18,97.01,91.83000000000001,1772.779922779923,3.712526315789475,4.23,4.58,0.34999999999999964,8.27423167848699,0.015894736842105253,9.170305676855893,20260122,20260225,5.0,建设机械
601001.SH,平衡型,3.6999999999999993,3.4000000000000004,-0.29999999999999893,-8.10810810810808,-0.03263157894736849,20.60606060606061,75.76,95.39,19.629999999999995,25.910770855332622,1.6422280701754386,14.29,14.85,0.5600000000000005,3.9188243526941955,0.03107017543859648,11.111111111111112,20260122,20260225,16.5,晋控煤业
002069.SZ,平衡型,0.9999999999999996,0.6000000000000001,-0.39999999999999947,-39.999999999999964,-0.024210526315789464,14.285714285714288,65.36,87.73,22.370000000000005,34.22582619339046,2.038421052631579,4.09,4.12,0.03000000000000025,0.7334963325183435,0.0020000000000000118,1.9417475728155356,20260122,20260225,4.2,獐子岛
002083.SZ,平衡型,2.0,1.5999999999999996,-0.40000000000000036,-20.000000000000018,-0.026140350877193033,12.307692307692305,19.64,63.22,43.58,221.89409368635435,2.0554035087719296,12.82,11.95,-0.870000000000001,-6.786271450858042,-0.046596491228070164,8.786610878661094,20260122,20260225,13.0,孚日股份
002156.SZ,平衡型,15.600000000000001,8.400000000000006,-7.199999999999996,-46.153846153846125,-0.09614035087719275,15.217391304347835,47.89,65.86,17.97,37.523491334307785,0.20192982456140365,53.83,50.06,-3.769999999999996,-7.003529630317659,-0.2830175438596491,10.267678785457452,20260122,20260225,55.2,通富微电
002173.SZ,平衡型,5.100000000000001,2.3000000000000007,-2.8000000000000007,-54.90196078431372,-0.10578947368421052,7.615894039735102,65.14,94.66,29.519999999999996,45.31777709548664,2.01480701754386,29.28,29.13,-0.15000000000000213,-0.5122950819672204,-0.011789473684210587,3.673189152076898,20260122,20260225,30.2,创新医疗
002208.SZ,平衡型,3.599999999999998,3.1999999999999993,-0.3999999999999986,-11.111111111111079,-0.04070175438596487,19.16167664670658,37.8,63.36,25.560000000000002,67.61904761904763,3.49119298245614,15.19,15.13,-0.05999999999999872,-0.3949967083607553,-0.028263157894736865,10.37673496364837,20260122,20260225,16.7,合肥城建
002195.SZ,平衡型,3.299999999999999,0.8999999999999986,-2.4000000000000004,-72.72727272727276,-0.10245614035087713,8.411214953271015,68.94,89.38,20.439999999999998,29.648970118944007,0.500719298245614,10.06,10.16,0.09999999999999964,0.9940357852882667,-0.004000000000000005,5.314960629921251,20260122,20260225,10.7,岩山科技
601390.SH,平衡型,7.000000000000001,1.4000000000000004,-5.6000000000000005,-80.0,-0.24754385964912284,20.895522388059707,33.27,85.82,52.54999999999999,157.95010519987974,0.5014035087719297,6.24,6.01,-0.23000000000000043,-3.685897435897443,-0.011807017543859639,11.48086522462563,20260122,20260225,6.7,中国中铁
002222.SZ,平衡型,13.600000000000001,7.199999999999989,-6.400000000000013,-47.05882352941185,-0.4035087719298247,9.78260869565216,35.28,59.43,24.15,68.45238095238095,2.734824561403509,69.37,69.73,0.35999999999999943,0.5189563211763002,0.009403508771929874,5.549978488455457,20260122,20260225,73.6,福晶科技
002235.SZ,平衡型,1.799999999999999,1.0,-0.7999999999999989,-44.444444444444414,-0.03929824561403509,9.090909090909092,44.75,66.69,21.939999999999998,49.02793296089385,0.8427719298245616,10.34,10.64,0.3000000000000007,2.9013539651837594,0.021473684210526336,3.3834586466165355,20260122,20260225,11.0,安妮股份
002255.SZ,平衡型,1.6999999999999993,1.5,-0.1999999999999993,-11.764705882352905,-0.02245614035087716,11.11111111111111,53.8,81.53,27.730000000000004,51.54275092936804,1.9174736842105264,13.6,12.45,-1.1500000000000004,-8.45588235294118,-0.0625263157894737,8.433734939759043,20260122,20260225,13.5,海陆重工
002270.SZ,平衡型,9.3,6.899999999999999,-2.400000000000002,-25.806451612903246,-0.12157894736842122,19.827586206896548,27.35,77.91,50.559999999999995,184.8628884826325,3.853491228070175,32.33,32.12,-0.21000000000000085,-0.6495515001546578,-0.01935087719298264,8.34371108343711,20260122,20260225,34.8,华明装备
002290.SZ,平衡型,16.0,10.800000000000004,-5.199999999999996,-32.49999999999997,-0.22245614035087732,16.265060240963862,52.05,84.15,32.10000000000001,61.67146974063402,2.347456140350877,61.94,60.16,-1.7800000000000011,-2.8737487891507927,-0.10829824561403514,10.372340425531931,20260122,20260225,66.4,禾盛新材
601126.SH,平衡型,10.0,8.0,-2.0,-20.0,-0.12491228070175452,18.348623853211006,36.72,56.12,19.4,52.83224400871459,1.7978771929824564,36.9,40.65,3.75,10.16260162601626,0.16057894736842096,7.257072570725715,20260122,20260225,43.6,四方股份
300353.SZ,平衡型,6.400000000000002,2.900000000000002,-3.5,-54.68749999999998,-0.19631578947368417,11.693548387096781,22.32,84.88,62.559999999999995,280.2867383512544,4.311280701754385,23.52,23.53,0.010000000000001563,0.042517006802727735,-0.002035087719298277,5.397365065873351,20260122,20260225,24.8,东土科技
300444.SZ,平衡型,1.8000000000000007,1.3000000000000007,-0.5,-27.777777777777768,-0.04140350877192985,8.176100628930822,1.07,75.47,74.4,6953.271028037383,1.096140350877193,14.68,15.32,0.6400000000000006,4.359673024523165,0.04763157894736842,3.7859007832898173,20260122,20260225,15.9,双杰电气
601877.SH,平衡型,6.800000000000001,6.0,-0.8000000000000007,-11.764705882352951,-0.050526315789473766,17.857142857142858,72.31,89.62,17.310000000000002,23.938597704328586,0.9032631578947369,30.16,30.53,0.370000000000001,1.2267904509283853,0.012192982456140387,10.055682934818213,20260122,20260225,33.6,正泰电器
002347.SZ,平衡型,1.799999999999999,0.9000000000000004,-0.8999999999999986,-49.99999999999995,-0.03052631578947367,8.737864077669906,58.62,74.59,15.970000000000006,27.2432616854316,0.7450701754385965,10.38,9.87,-0.5100000000000016,-4.913294797687876,-0.028771929824561452,4.356636271529904,20260122,20260225,10.3,泰尔股份
002364.SZ,平衡型,6.399999999999999,5.599999999999998,-0.8000000000000007,-12.500000000000014,-0.04070175438596481,15.819209039548019,30.42,97.3,66.88,219.85535831689674,2.686157894736842,31.71,32.72,1.009999999999998,3.1851151056449005,0.03203508771929821,8.190709046454767,20260122,20260225,35.4,中恒电气
002380.SZ,平衡型,6.0,3.599999999999998,-2.400000000000002,-40.000000000000036,-0.07684210526315789,10.975609756097555,25.41,70.53,45.120000000000005,177.56788665879577,3.2121578947368423,31.55,30.93,-0.620000000000001,-1.9651347068145832,-0.05801754385964906,6.045910119624951,20260122,20260225,32.8,科远智慧
002384.SZ,平衡型,14.400000000000006,12.799999999999997,-1.6000000000000085,-11.111111111111166,-0.02245614035087761,15.38461538461538,22.32,81.89,59.57,266.89068100358423,3.070561403508772,79.27,76.23,-3.039999999999992,-3.8349943231991825,-0.203859649122807,9.143381870654595,20260122,20260225,83.2,东山精密
300054.SZ,平衡型,10.0,6.0,-4.0,-40.0,-0.22385964912280715,12.5,44.39,86.3,41.91,94.41315611624239,1.2231754385964912,45.63,45.05,-0.5800000000000054,-1.2710935787858983,-0.05268421052631578,6.548279689234191,20260122,20260225,48.0,鼎龙股份
002459.SZ,平衡型,4.0,2.8000000000000007,-1.1999999999999993,-29.999999999999982,-0.06947368421052623,20.000000000000004,37.18,66.55,29.369999999999997,78.99408284023667,0.615719298245614,12.53,12.57,0.040000000000000924,0.3192338387869188,0.004859649122807054,11.376292760540968,20260122,20260225,14.0,晶澳科技
300099.SZ,平衡型,0.9999999999999991,0.8000000000000007,-0.1999999999999984,-19.999999999999858,-0.028245614035087678,9.090909090909099,67.05,96.5,29.450000000000003,43.92244593586876,0.7363859649122805,7.9,8.38,0.4800000000000004,6.075949367088613,0.018929824561403515,5.0119331742243425,20260122,20260225,8.8,尤洛卡
002484.SZ,平衡型,5.400000000000002,4.800000000000001,-0.6000000000000014,-11.111111111111132,-0.07087719298245636,14.723926380368098,71.2,99.17,27.97,39.28370786516854,0.24643859649122832,30.07,30.21,0.14000000000000057,0.46558031260392607,-0.020807017543859642,7.911287653095004,20260122,20260225,32.6,江海股份
300111.SZ,平衡型,1.2000000000000002,0.5999999999999996,-0.6000000000000005,-50.000000000000036,-0.03263157894736848,11.999999999999993,30.63,78.92,48.290000000000006,157.6558929154424,1.4743684210526316,4.79,4.68,-0.11000000000000032,-2.296450939457209,-0.006929824561403528,6.8376068376068435,20260122,20260225,5.0,向日葵
300130.SZ,平衡型,4.199999999999999,3.1000000000000014,-1.0999999999999979,-26.19047619047614,-0.0508771929824561,10.472972972972977,28.34,58.77,30.430000000000003,107.37473535638675,0.6909824561403509,28.4,27.59,-0.8099999999999987,-2.8521126760563336,-0.04959649122807014,7.28524827836173,20260122,20260225,29.6,新国都
002643.SZ,平衡型,3.8000000000000007,2.6000000000000014,-1.1999999999999993,-31.57894736842103,-0.07087719298245611,14.606741573033716,51.23,90.68,39.45000000000001,77.00566074565687,0.8914561403508776,16.56,16.79,0.23000000000000043,1.3888888888888915,0.0040350877192982595,6.01548540798095,20260122,20260225,17.8,万润股份
300151.SZ,平衡型,4.0,2.400000000000002,-1.5999999999999979,-39.99999999999994,-0.10666666666666652,13.636363636363647,62.7,84.52,21.819999999999993,34.80063795853268,0.42277192982456124,16.46,16.87,0.41000000000000014,2.490886998784934,0.014526315789473635,4.327208061647898,20260122,20260225,17.6,昌红科技
002546.SZ,平衡型,1.5999999999999996,0.7999999999999989,-0.8000000000000007,-50.00000000000006,-0.03438596491228065,8.333333333333323,14.07,90.26,76.19,541.5067519545131,3.735649122807018,9.4,9.2,-0.20000000000000107,-2.1276595744680966,-0.015684210526315776,4.347826086956526,20260122,20260225,9.6,新联电子
601616.SH,平衡型,0.9000000000000004,0.5,-0.40000000000000036,-44.444444444444464,-0.035964912280701734,9.090909090909092,23.04,90.32,67.28,292.01388888888886,2.519122807017544,6.06,5.26,-0.7999999999999998,-13.2013201320132,-0.03608771929824561,4.562737642585556,20260122,20260225,5.5,广电电气
002706.SZ,平衡型,2.3999999999999986,1.6000000000000014,-0.7999999999999972,-33.333333333333236,-0.041754385964912134,13.559322033898317,52.06,86.72,34.66,66.57702650787552,1.8020701754385962,11.3,11.12,-0.1800000000000015,-1.592920353982314,-0.021122807017543873,6.115107913669079,20260122,20260225,11.8,良信股份
300214.SZ,平衡型,1.6000000000000005,1.1000000000000005,-0.5,-31.24999999999999,-0.030701754385964876,13.924050632911397,71.98,90.27,18.289999999999992,25.40983606557376,0.4040877192982454,7.31,7.35,0.040000000000000036,0.5471956224350211,0.00014035087719298413,7.482993197278922,20260122,20260225,7.9,日科化学
002571.SZ,平衡型,1.5,1.200000000000001,-0.29999999999999893,-19.99999999999993,-0.02578947368421043,9.302325581395356,37.94,96.2,58.260000000000005,153.55824986821298,2.5978070175438597,12.43,12.25,-0.17999999999999972,-1.4481094127111804,-0.010631578947368384,5.306122448979594,20260122,20260225,12.9,德力股份
002580.SZ,平衡型,2.1999999999999993,1.299999999999999,-0.9000000000000004,-40.90909090909094,-0.05350877192982456,9.558823529411757,62.77,93.53,30.759999999999998,49.00430141787477,1.5626491228070174,13.02,13.04,0.019999999999999574,0.1536098310291826,-0.0017719298245614217,4.2944785276073665,20260122,20260225,13.6,圣阳股份
300215.SZ,平衡型,1.700000000000001,1.299999999999999,-0.40000000000000213,-23.529411764705994,-0.022631578947368423,12.264150943396217,16.6,75.49,58.88999999999999,354.7590361445782,2.044,9.22,9.9,0.6799999999999997,7.375271149674617,0.04475438596491229,7.070707070707064,20260122,20260225,10.6,电科院
300222.SZ,平衡型,1.799999999999999,1.0999999999999996,-0.6999999999999993,-38.88888888888887,-0.038596491228070066,8.87096774193548,59.11,83.98,24.870000000000005,42.074099137201834,2.0459122807017547,11.98,11.96,-0.019999999999999574,-0.16694490818029692,-0.005122807017543844,3.678929765886283,20260122,20260225,12.4,科大智能
300231.SZ,平衡型,1.6000000000000014,1.0999999999999996,-0.5000000000000018,-31.25000000000008,-0.032456140350877336,9.401709401709399,53.61,76.36,22.75,42.43611266554747,1.260701754385965,11.09,11.31,0.22000000000000064,1.9837691614066784,0.011649122807017572,3.448275862068954,20260122,20260225,11.7,银信科技
300226.SZ,平衡型,4.700000000000003,2.8000000000000007,-1.9000000000000021,-40.42553191489364,-0.05824561403508776,9.150326797385624,39.7,76.38,36.67999999999999,92.39294710327454,0.5953333333333332,29.9,29.21,-0.6899999999999977,-2.3076923076923004,-0.05212280701754382,4.7586442998972975,20260122,20260225,30.6,上海钢联
300236.SZ,平衡型,17.599999999999994,10.399999999999991,-7.200000000000003,-40.90909090909094,-0.26245614035087733,12.149532710280365,29.65,77.07,47.419999999999995,159.9325463743676,1.3729649122807017,82.03,79.53,-2.5,-3.047665488236011,-0.17519298245614034,7.632339997485217,20260122,20260225,85.6,上海新阳
002629.SZ,平衡型,2.0999999999999996,0.7999999999999998,-1.2999999999999998,-61.904761904761905,-0.07666666666666665,11.764705882352938,61.79,74.64,12.850000000000001,20.796245347143554,0.9466315789473687,6.45,6.44,-0.009999999999999787,-0.15503875968991915,-0.0037017543859649083,5.590062111801234,20260122,20260225,6.8,仁智股份
300283.SZ,平衡型,1.6000000000000005,0.9000000000000004,-0.7000000000000002,-43.74999999999999,-0.034035087719298265,10.000000000000004,44.69,73.11,28.42,63.59364511076304,0.7444736842105262,8.75,8.39,-0.35999999999999943,-4.114285714285708,-0.022894736842105228,7.270560190703211,20260122,20260225,9.0,温州宏丰
002631.SZ,平衡型,1.2000000000000002,0.7999999999999998,-0.40000000000000036,-33.33333333333336,-0.024210526315789495,12.90322580645161,69.01,82.96,13.949999999999989,20.214461672221397,1.2880526315789471,6.08,6.02,-0.0600000000000005,-0.986842105263166,-0.0031754385964912354,2.9900332225913724,20260122,20260225,6.2,德尔未来
002633.SZ,平衡型,2.6000000000000014,2.1999999999999993,-0.40000000000000213,-15.384615384615458,-0.020701754385965106,12.087912087912084,50.03,88.64,38.61,77.17369578253049,3.309,16.94,16.84,-0.10000000000000142,-0.5903187721369623,-0.008315789473684226,8.076009501187645,20260122,20260225,18.2,申科股份
300279.SZ,平衡型,2.6000000000000005,0.8000000000000007,-1.7999999999999998,-69.23076923076921,-0.11807017543859646,8.510638297872347,22.35,77.52,55.169999999999995,246.8456375838926,3.152,8.91,9.04,0.129999999999999,1.4590347923681146,0.012017543859649085,3.982300884955766,20260122,20260225,9.4,和晶科技
300285.SZ,平衡型,8.800000000000004,6.400000000000002,-2.400000000000002,-27.27272727272728,-0.15789473684210545,17.977528089887645,64.29,93.94,29.64999999999999,46.119147612381376,0.9837192982456139,31.58,32.29,0.7100000000000009,2.248258391386957,-0.02143859649122808,10.250851656859716,20260122,20260225,35.6,国瓷材料
300314.SZ,平衡型,1.9000000000000004,1.1999999999999993,-0.7000000000000011,-36.84210526315794,-0.04491228070175444,8.275862068965512,58.33,75.85,17.519999999999996,30.036002057260408,1.3670526315789473,13.84,14.13,0.2900000000000009,2.095375722543359,0.01578947368421053,2.6185421089879632,20260122,20260225,14.5,戴维医疗
603123.SH,平衡型,2.4000000000000004,1.700000000000001,-0.6999999999999993,-29.166666666666636,-0.028070175438596492,11.805555555555562,30.83,70.21,39.379999999999995,127.7327278624716,1.813561403508772,14.3,13.33,-0.9700000000000006,-6.783216783216788,-0.04571929824561403,8.027006751687923,20260122,20260225,14.4,翠微股份
002682.SZ,平衡型,1.4000000000000004,0.5999999999999996,-0.8000000000000007,-57.14285714285718,-0.04228070175438596,7.999999999999995,58.55,81.88,23.33,39.8462852263023,0.6584912280701755,7.28,7.2,-0.08000000000000007,-1.0989010989010999,-0.00431578947368421,4.166666666666664,20260122,20260225,7.5,龙洲股份
300322.SZ,平衡型,5.099999999999998,2.8999999999999986,-2.1999999999999993,-43.13725490196079,-0.07649122807017551,9.999999999999995,31.51,90.97,59.459999999999994,188.7019993652808,0.9198070175438596,28.84,27.19,-1.6499999999999986,-5.721220527045765,-0.10528070175438595,6.656859139389476,20260122,20260225,29.0,硕贝德
