ts_code,strategy,cost_range_start,cost_range_end,cost_range_change,cost_range_change_rate,cost_range_slope,cost_range_percent,winner_rate_start,winner_rate_end,winner_rate_change,winner_rate_change_rate,winner_rate_slope,weight_avg_start,weight_avg_end,weight_avg_change,weight_avg_change_rate,weight_avg_slope,weight_avg_diff_percent,start_date,end_date,latest_price,stock_name,net_amount,net_amount_rate,volume_ratio,latest_volume,hold_amount,hold_ratio
000555.SZ,平衡型,2.8000000000000007,2.0,-0.8000000000000007,-28.57142857142859,-0.0443859649122806,10.75268817204301,23.58,55.89,32.31,137.0229007633588,3.7400526315789473,18.0,17.74,-0.2600000000000015,-1.444444444444453,-0.0103157894736843,4.847801578354019,20260122,20260225,18.6,神州信息,3756.02,7.14,1.223905436639434,462740.44,0,0
