ts_code,name,trade_date,asof_time,open,low_0930_1000,low_0930_1000_pct,close_0959,close_0959_pct,cross_time,cross_minutes,last_close,pct_from_open,recent_deepdrop_rebound_total,recent_deepdrop_rebound_yesterday,recent_deepdrop_rebound_daybefore,bonus_points,score,reason
002298.SZ,中电鑫龙,20260312,10:12,12.69,12.55,-1.1032308904649235,12.66,-0.23640661938533775,10:02,32,13.24,4.334121355397957,1.6,1.0,1.0,1.92,6.254121355397957,前30分钟回撤-1.10%，随后站上开盘价并稳住
601898.SH,中煤能源,20260312,10:12,18.36,18.02,-1.851851851851851,18.34,-0.10893246187363603,10:00,30,19.07,3.867102396514166,0.0,0.0,0.0,0.0,3.867102396514166,前30分钟回撤-1.85%，随后站上开盘价并稳住
600375.SH,汉马科技,20260312,10:12,5.47,5.44,-0.5484460694698238,5.46,-0.18281535648994127,10:01,31,5.67,3.6563071297989067,0.0,0.0,0.0,0.0,3.6563071297989067,前30分钟回撤-0.55%，随后站上开盘价并稳住
002961.SZ,瑞达期货,20260312,10:12,26.83,26.61,-0.819977636973533,26.77,-0.22363026462914173,10:02,32,27.77,3.5035408125232994,0.0,0.0,0.0,0.0,3.5035408125232994,前30分钟回撤-0.82%，随后站上开盘价并稳住
301680.SZ,C固德电,20260312,10:12,124.1,121.0,-2.4979854955680856,123.6,-0.4029008863819501,10:02,32,126.0,1.531023368251415,1.6,1.0,1.0,1.92,3.451023368251415,前30分钟回撤-2.50%，随后站上开盘价并稳住
301120.SZ,新特电气,20260312,10:12,26.98,26.76,-0.8154188287620416,26.86,-0.44477390659748334,10:01,31,27.71,2.705707931801336,0.6,0.0,1.0,0.72,3.4257079318013357,前30分钟回撤-0.82%，随后站上开盘价并稳住
600256.SH,广汇能源,20260312,10:12,7.31,7.18,-1.7783857729138153,7.3,-0.1367989056087522,10:00,30,7.55,3.2831737346101266,0.0,0.0,0.0,0.0,3.2831737346101266,前30分钟回撤-1.78%，随后站上开盘价并稳住
000720.SZ,新能泰山,20260312,10:12,4.38,4.33,-1.1415525114155212,4.36,-0.4566210045662003,10:02,32,4.47,2.054794520547942,0.6,0.0,1.0,0.72,2.7747945205479416,前30分钟回撤-1.14%，随后站上开盘价并稳住
688472.SH,阿特斯,20260312,10:12,15.6,15.47,-0.8333333333333269,15.56,-0.25641025641025095,10:03,33,15.99,2.5000000000000036,0.0,0.0,0.0,0.0,2.5000000000000036,前30分钟回撤-0.83%，随后站上开盘价并稳住
688383.SH,新益昌,20260312,10:12,74.77,73.0,-2.367259596094685,74.62,-0.20061522000801324,10:00,30,76.63,2.487628728099504,0.0,0.0,0.0,0.0,2.487628728099504,前30分钟回撤-2.37%，随后站上开盘价并稳住
