ts_code,name,trade_date,asof_time,open,low_0930_1000,low_0930_1000_pct,close_0959,close_0959_pct,cross_time,cross_minutes,last_close,pct_from_open,recent_deepdrop_rebound_total,recent_deepdrop_rebound_yesterday,recent_deepdrop_rebound_daybefore,bonus_points,score,reason
002298.SZ,中电鑫龙,20260312,10:15,12.69,12.55,-1.1032308904649235,12.66,-0.23640661938533775,10:02,32,13.24,4.334121355397957,1.6,1.0,1.0,1.92,6.254121355397957,前30分钟回撤-1.10%，随后站上开盘价并稳住
301292.SZ,海科新源,20260312,10:15,62.24,61.0,-1.9922879177377921,61.38,-1.3817480719794335,10:05,35,65.0,4.434447300771205,0.0,0.0,0.0,0.0,4.434447300771205,前30分钟回撤-1.99%，随后站上开盘价并稳住
688063.SH,派能科技,20260312,10:15,73.98,73.4,-0.783995674506621,73.44,-0.7299270072992785,10:05,35,76.91,3.9605298729386216,0.0,0.0,0.0,0.0,3.9605298729386216,前30分钟回撤-0.78%，随后站上开盘价并稳住
600256.SH,广汇能源,20260312,10:15,7.31,7.18,-1.7783857729138153,7.3,-0.1367989056087522,10:00,30,7.58,3.6935704514363947,0.0,0.0,0.0,0.0,3.6935704514363947,前30分钟回撤-1.78%，随后站上开盘价并稳住
002961.SZ,瑞达期货,20260312,10:15,26.83,26.61,-0.819977636973533,26.77,-0.22363026462914173,10:02,32,27.72,3.317182258665675,0.0,0.0,0.0,0.0,3.317182258665675,前30分钟回撤-0.82%，随后站上开盘价并稳住
000968.SZ,蓝焰控股,20260312,10:15,9.71,9.42,-2.9866117404737476,9.7,-0.10298661174048983,10:00,30,10.03,3.2955715756951443,0.0,0.0,0.0,0.0,3.2955715756951443,前30分钟回撤-2.99%，随后站上开盘价并稳住
601898.SH,中煤能源,20260312,10:15,18.36,18.02,-1.851851851851851,18.34,-0.10893246187363603,10:00,30,18.96,3.2679738562091583,0.0,0.0,0.0,0.0,3.2679738562091583,前30分钟回撤-1.85%，随后站上开盘价并稳住
688032.SH,禾迈股份,20260312,10:15,118.93,116.73,-1.849827629698144,116.92,-1.6900697889514882,10:05,35,122.73,3.195156814933151,0.0,0.0,0.0,0.0,3.195156814933151,前30分钟回撤-1.85%，随后站上开盘价并稳住
600375.SH,汉马科技,20260312,10:15,5.47,5.44,-0.5484460694698238,5.46,-0.18281535648994127,10:01,31,5.64,3.1078610603290664,0.0,0.0,0.0,0.0,3.1078610603290664,前30分钟回撤-0.55%，随后站上开盘价并稳住
603079.SH,圣达生物,20260312,10:15,17.92,17.74,-1.0044642857143038,17.87,-0.2790178571428611,10:00,30,18.47,3.0691964285714124,0.0,0.0,0.0,0.0,3.0691964285714124,前30分钟回撤-1.00%，随后站上开盘价并稳住
300438.SZ,鹏辉能源,20260312,10:15,56.67,55.87,-1.4116816657843732,55.89,-1.3763896241397584,10:04,34,58.3,2.876301394035637,0.0,0.0,0.0,0.0,2.876301394035637,前30分钟回撤-1.41%，随后站上开盘价并稳住
301120.SZ,新特电气,20260312,10:15,26.98,26.76,-0.8154188287620416,26.86,-0.44477390659748334,10:01,31,27.56,2.1497405485544787,0.6,0.0,1.0,0.72,2.8697405485544785,前30分钟回撤-0.82%，随后站上开盘价并稳住
301358.SZ,湖南裕能,20260312,10:15,71.6,70.84,-1.061452513966468,70.88,-1.0055865921787694,10:07,37,73.1,2.0949720670391065,0.6,0.0,1.0,0.72,2.8149720670391067,前30分钟回撤-1.06%，随后站上开盘价并稳住
688472.SH,阿特斯,20260312,10:15,15.6,15.47,-0.8333333333333269,15.56,-0.25641025641025095,10:03,33,15.99,2.5000000000000036,0.0,0.0,0.0,0.0,2.5000000000000036,前30分钟回撤-0.83%，随后站上开盘价并稳住
688383.SH,新益昌,20260312,10:15,74.77,73.0,-2.367259596094685,74.62,-0.20061522000801324,10:00,30,76.62,2.474254380098982,0.0,0.0,0.0,0.0,2.474254380098982,前30分钟回撤-2.37%，随后站上开盘价并稳住
300207.SZ,欣旺达,20260312,10:15,26.76,26.45,-1.1584454409566602,26.66,-0.37369207772795743,10:03,33,27.42,2.4663677130044848,0.0,0.0,0.0,0.0,2.4663677130044848,前30分钟回撤-1.16%，随后站上开盘价并稳住
300037.SZ,新宙邦,20260312,10:15,57.13,56.8,-0.5776299667425264,57.03,-0.17503938386137127,10:04,34,58.52,2.433047435673027,0.0,0.0,0.0,0.0,2.433047435673027,前30分钟回撤-0.58%，随后站上开盘价并稳住
688353.SH,华盛锂电,20260312,10:15,112.65,110.51,-1.8996893031513542,110.92,-1.5357301375943222,10:07,37,115.3,2.352418996893024,0.0,0.0,0.0,0.0,2.352418996893024,前30分钟回撤-1.90%，随后站上开盘价并稳住
