ts_code,name,trade_date,asof_time,open,low_0930_1000,low_0930_1000_pct,close_0959,close_0959_pct,cross_time,cross_minutes,last_close,pct_from_open,recent_deepdrop_rebound_total,recent_deepdrop_rebound_yesterday,recent_deepdrop_rebound_daybefore,bonus_points,score,reason
002151.SZ,北斗星通,20260313,10:13,43.36,41.95,-3.2518450184501764,42.33,-2.3754612546125484,10:02,32,46.0,6.0885608856088576,0.0,0.0,0.0,0.0,6.0885608856088576,前30分钟回撤-3.25%，随后站上开盘价并稳住
600346.SH,恒力石化,20260313,10:13,22.08,21.73,-1.5851449275362222,22.03,-0.22644927536230597,10:02,32,22.51,1.947463768115957,1.0,1.0,0.0,1.2,3.1474637681159567,前30分钟回撤-1.59%，随后站上开盘价并稳住
002607.SZ,中公教育,20260313,10:13,2.88,2.85,-1.0416666666666599,2.87,-0.3472222222222148,10:02,32,2.95,2.4305555555555656,0.0,0.0,0.0,0.0,2.4305555555555656,前30分钟回撤-1.04%，随后站上开盘价并稳住
002256.SZ,兆新股份,20260313,10:13,3.98,3.91,-1.758793969849242,3.94,-1.0050251256281415,10:02,32,4.05,1.758793969849242,0.0,0.0,0.0,0.0,1.758793969849242,前30分钟回撤-1.76%，随后站上开盘价并稳住
300904.SZ,威力传动,20260313,10:13,65.3,63.39,-2.924961715160791,65.01,-0.44410413476262184,10:02,32,66.29,1.5160796324655577,0.0,0.0,0.0,0.0,1.5160796324655577,前30分钟回撤-2.92%，随后站上开盘价并稳住
000875.SZ,电投绿能,20260313,10:13,7.96,7.75,-2.638190954773869,7.87,-1.1306532663316566,10:03,33,8.08,1.5075376884422125,0.0,0.0,0.0,0.0,1.5075376884422125,前30分钟回撤-2.64%，随后站上开盘价并稳住
301557.SZ,常友科技,20260313,10:13,107.21,104.02,-2.9754687062773977,107.01,-0.18654976214904267,10:02,32,108.72,1.408450704225357,0.0,0.0,0.0,0.0,1.408450704225357,前30分钟回撤-2.98%，随后站上开盘价并稳住
300672.SZ,国科微,20260313,10:13,155.0,151.33,-2.367741935483863,153.55,-0.9354838709677346,10:01,31,157.01,1.2967741935483812,0.0,0.0,0.0,0.0,1.2967741935483812,前30分钟回撤-2.37%，随后站上开盘价并稳住
002383.SZ,合众思壮,20260313,10:13,10.82,10.42,-3.6968576709796706,10.57,-2.310536044362292,10:03,33,10.96,1.2939001848428888,0.0,0.0,0.0,0.0,1.2939001848428888,前30分钟回撤-3.70%，随后站上开盘价并稳住
002028.SZ,思源电气,20260313,10:13,211.18,208.52,-1.259588976228808,210.48,-0.33147078321811585,10:02,32,213.56,1.127000662941564,0.0,0.0,0.0,0.0,1.127000662941564,前30分钟回撤-1.26%，随后站上开盘价并稳住
601233.SH,桐昆股份,20260313,10:13,20.73,19.96,-3.714423540762178,20.27,-2.2190062711046834,10:04,34,20.92,0.9165460684997649,0.0,0.0,0.0,0.0,0.9165460684997649,前30分钟回撤-3.71%，随后站上开盘价并稳住
