ts_code,name,trade_date,asof_time,open,low_0930_1000,low_0930_1000_pct,close_0959,close_0959_pct,cross_time,cross_minutes,last_close,pct_from_open,recent_deepdrop_rebound_total,recent_deepdrop_rebound_yesterday,recent_deepdrop_rebound_daybefore,bonus_points,score,reason
301680.SZ,C固德电,20260312,10:47,124.1,121.0,-2.4979854955680856,123.6,-0.4029008863819501,10:02,32,130.0,4.754230459307015,1.6,1.0,1.0,1.92,6.674230459307015,前30分钟回撤-2.50%，随后站上开盘价并稳住
601898.SH,中煤能源,20260312,10:47,18.36,18.02,-1.851851851851851,18.34,-0.10893246187363603,10:00,30,19.33,5.283224400871454,0.0,0.0,0.0,0.0,5.283224400871454,前30分钟回撤-1.85%，随后站上开盘价并稳住
600135.SH,乐凯胶片,20260312,10:47,10.89,10.73,-1.4692378328741977,10.86,-0.2754820936639223,10:01,31,11.36,4.3158861340679415,0.6,0.0,1.0,0.72,5.035886134067941,前30分钟回撤-1.47%，随后站上开盘价并稳住
002631.SZ,德尔未来,20260312,10:47,7.46,7.32,-1.8766756032171539,7.37,-1.2064343163538855,10:12,42,7.83,4.959785522788205,0.0,0.0,0.0,0.0,4.959785522788205,前30分钟回撤-1.88%，随后站上开盘价并稳住
600375.SH,汉马科技,20260312,10:47,5.47,5.44,-0.5484460694698238,5.46,-0.18281535648994127,10:01,31,5.74,4.936014625228528,0.0,0.0,0.0,0.0,4.936014625228528,前30分钟回撤-0.55%，随后站上开盘价并稳住
002298.SZ,中电鑫龙,20260312,10:47,12.69,12.55,-1.1032308904649235,12.66,-0.23640661938533775,10:02,32,13.02,2.6004728132387713,1.6,1.0,1.0,1.92,4.520472813238771,前30分钟回撤-1.10%，随后站上开盘价并稳住
600256.SH,广汇能源,20260312,10:47,7.31,7.18,-1.7783857729138153,7.3,-0.1367989056087522,10:00,30,7.63,4.3775649794801685,0.0,0.0,0.0,0.0,4.3775649794801685,前30分钟回撤-1.78%，随后站上开盘价并稳住
002258.SZ,利尔化学,20260312,10:47,16.4,15.87,-3.2317073170731674,16.16,-1.463414634146332,10:14,44,17.09,4.207317073170739,0.0,0.0,0.0,0.0,4.207317073170739,前30分钟回撤-3.23%，随后站上开盘价并稳住
002361.SZ,神剑股份,20260312,10:47,13.34,13.09,-1.8740629685157422,13.31,-0.22488755622188428,10:00,30,13.73,2.923538230884562,1.0,1.0,0.0,1.2,4.123538230884562,前30分钟回撤-1.87%，随后站上开盘价并稳住
603079.SH,圣达生物,20260312,10:47,17.92,17.74,-1.0044642857143038,17.87,-0.2790178571428611,10:00,30,18.64,4.017857142857136,0.0,0.0,0.0,0.0,4.017857142857136,前30分钟回撤-1.00%，随后站上开盘价并稳住
