market,code,liutongguben,province,industry,updated_date,ipo_date,zongguben,guojiagu,faqirenfarengu,farengu,bgu,hgu,zhigonggu,zongzichan,liudongzichan,gudingzichan,wuxingzichan,gudongrenshu,liudongfuzhai,changqifuzhai,zibengongjijin,jingzichan,zhuyingshouru,zhuyinglirun,yingshouzhangkuan,yingyelirun,touzishouyu,jingyingxianjinliu,zongxianjinliu,cunhuo,lirunzonghe,shuihoulirun,jinglirun,weifenpeilirun,meigujingzichan,baoliu2
1,603007,695089062.5,26,21,20260130,20160826,884646093.75,14480000.0,-880857421.875,696410468.75,0.0,0.0,-399.9999910593033,19107856250.0,10381461875.0,1147982968.75,348440000.0,18346.0,12626313750.0,1188803046.875,9197228125.0,4764869062.5,1892542031.25,1774010000.0,3792798125.0,-392351015.625,-1035999.9847412109,-634585000.0,-1175342968.75,764406015.625,-365296992.1875,-362806992.1875,-389928007.8125,-13976847500.0,0.5429999828338623,9.0
1,603008,368292382.8125,28,4,20260115,20120717,368292382.8125,12210000.0,3751327812.5,59762430000.0,0.0,0.0,10700.000524520874,87379440000.0,47603895000.0,21220215000.0,3250176875.0,15978.0,36905762500.0,545535976.5625,9896065000.0,39100252500.0,61961595000.0,39636477500.0,11488805000.0,4399415937.5,29645000.0,1146200000.0,-2668838125.0,9057868125.0,4374043125.0,3945037187.5,3993142187.5,23054962500.0,10.527000427246094,9.0
1,603009,338408984.375,16,7,20260204,20140718,346389804.6875,12360000.0,608090000.0,14569375000.0,0.0,0.0,2700.0001072883606,37192010000.0,17841995000.0,12002750000.0,2411250000.0,34858.0,16972731250.0,1297562031.25,9087850000.0,17163267500.0,17119531250.0,13719381250.0,6404446250.0,1195660000.0,-5243999.6337890625,898955937.5,762991015.625,5366069375.0,1175762968.75,970805937.5,926696953.125,4234701250.0,5.072000026702881,9.0
1,603010,589578593.75,28,19,20260203,20141010,589578593.75,12260000.0,1188400078.125,21234915000.0,0.0,0.0,900.0000357627869,72930245000.0,29026172500.0,25733572500.0,5968405000.0,25271.0,21212425000.0,2910303750.0,14328515000.0,36145205000.0,24840645000.0,20131051250.0,5164090000.0,1142912031.25,51921000.9765625,2193414062.5,277116992.1875,5988413125.0,1087882968.75,676497968.75,500890000.0,14908542500.0,6.13100004196167,9.0
1,603011,494414492.1875,24,26,20251030,20141107,494414492.1875,12340000.0,76790898.4375,14673402500.0,0.0,0.0,-900.0000357627869,45136880000.0,31861497500.0,4771598125.0,844678046.875,77975.0,22460950000.0,-33314001.46484375,10004700000.0,20999680000.0,16732576250.0,12670867500.0,7225725000.0,-188730000.0,-82675996.09375,1810495000.0,1238437968.75,12362547500.0,-234412011.71875,-448203984.375,-443276992.1875,5836611875.0,4.247000217437744,9.0
1,603012,646500000.0,16,26,20251031,20150320,646500000.0,12350000.0,1428010000.0,17711511250.0,0.0,0.0,1400.0000059604645,80732675000.0,56755750000.0,9425431875.0,1795570000.0,31210.0,35409230000.0,2825461875.0,2219521093.75,38018730000.0,18448745000.0,11643181250.0,29327825000.0,1074910000.0,-38623000.48828125,-118416005.859375,-2491598125.0,14069601250.0,1172921953.125,897662968.75,880240000.0,26543145000.0,5.88100004196167,9.0
1,603013,508219609.375,26,7,20260206,20180509,508219609.375,12360000.0,3738104687.5,56735995000.0,0.0,0.0,8100.000023841858,76193210000.0,53190940000.0,13106097500.0,2493247031.25,17063.0,24120025000.0,4697546250.0,7800524375.0,45003710000.0,66162820000.0,56057425000.0,13715011250.0,5544613125.0,39604001.46484375,6872456875.0,662587031.25,12752682500.0,5529441250.0,4523614062.5,4170857812.5,29029040000.0,8.779999732971191,9.0
1,603014,39367299.8046875,15,9,20251118,20250519,417754101.5625,12350000.0,0.0,0.0,0.0,0.0,8500.00023841858,84682540000.0,45145360000.0,28969865000.0,2895428750.0,24821.0,14120006250.0,0.0,47632605000.0,69820690000.0,27360527500.0,16226206250.0,8864811250.0,4115346875.0,337206992.1875,4853405937.5,8362100000.0,8197274375.0,4064053125.0,3407780000.0,3407780000.0,16009206250.0,16.71299934387207,9.0
1,603015,404218984.375,28,29,20251027,20150303,404218984.375,12400000.0,494408906.25,6452738750.0,0.0,0.0,799.9999821186066,21101945000.0,11918842500.0,4591471250.0,2316957968.75,34318.0,4423235000.0,52871000.9765625,4522175000.0,13945662500.0,6088040000.0,4013626875.0,2582798125.0,325521992.1875,37125000.0,29267001.953125,-160777001.953125,3598120000.0,337823984.375,289920000.0,320490000.0,4144512187.5,3.450000047683716,9.0
1,603016,148160000.0,26,29,20251028,20160701,148160000.0,12380000.0,521778789.0625,4701646875.0,0.0,0.0,3199.9999284744263,10525247500.0,8980609375.0,1101778046.875,256624003.90625,13215.0,1969860000.0,308231015.625,2768935000.0,8246684375.0,4652626250.0,3343103125.0,1708917968.75,566225000.0,56612998.046875,488101992.1875,2694427812.5,1235730937.5,559462968.75,501260000.0,478112031.25,3255349062.5,5.565999984741211,9.0
1,603017,276190292.96875,26,21,20251028,20141231,276190292.96875,22740000.0,668679531.25,9190290000.0,0.0,0.0,2000.0000298023224,33903615000.0,19815212500.0,3443539062.5,2134573125.0,21518.0,18149265000.0,191086992.1875,10048835000.0,14804580000.0,7778515000.0,5731696250.0,5383723125.0,675552031.25,75322998.046875,1281192031.25,159160996.09375,0.0,687874062.5,571130000.0,562681015.625,928937031.25,5.360000133514404,9.0
