NAME,TS_CODE,DATE,TIME,OPEN,PRE_CLOSE,PRICE,HIGH,LOW,BID,ASK,VOLUME,AMOUNT,B1_V,B1_P,B2_V,B2_P,B3_V,B3_P,B4_V,B4_P,B5_V,B5_P,A1_V,A1_P,A2_V,A2_P,A3_V,A3_P,A4_V,A4_P,A5_V,A5_P
贵州茅台,600519.SH,20260130,15:00:00,1435.0,1437.72,1401.0,1435.0,1401.0,1401.0,1401.19,9447974,13366329414.0,39,1401.0,2,1400.98,1,1400.9,2,1400.88,2,1400.8,1,1401.19,23,1402.0,2,1402.38,6,1402.8,1,1402.85
