market,code,active1,price,last_close,open,high,low,servertime,reversed_bytes0,reversed_bytes1,vol,cur_vol,amount,s_vol,b_vol,reversed_bytes2,reversed_bytes3,bid1,ask1,bid_vol1,ask_vol1,bid2,ask2,bid_vol2,ask_vol2,bid3,ask3,bid_vol3,ask_vol3,bid4,ask4,bid_vol4,ask_vol4,bid5,ask5,bid_vol5,ask_vol5,reversed_bytes4,reversed_bytes5,reversed_bytes6,reversed_bytes7,reversed_bytes8,reversed_bytes9,active2
1,600000,1035,10.19,10.13,10.15,10.23,10.13,10:17:58.092,10179682,-1019,259680,40,264646160.0,116662,143019,0,27019,10.19,10.2,4743,1935,10.18,10.21,2584,4034,10.17,10.22,2072,4190,10.16,10.23,6191,9084,10.15,10.24,2198,8457,"(6157,)",0,0,0,0,-0.28,1035
