symbol,name,market,signal_date,entry_date,exit_date,hold_days,entry_price,exit_price,ret_pct,mae_pct,exit_reason
000006,深振业Ａ,0,2019-12-24,2019-12-25,2019-12-25,1,5.27,5.20676,-1.358033,-1.2,止损
000006,深振业Ａ,0,2019-12-31,2020-01-02,2020-01-03,2,5.43,5.49516,1.038129,-1.104972,止盈
000014,沙河股份,0,2019-12-31,2020-01-02,2020-01-03,2,9.38,9.38,-0.159952,-0.10661,止损
000011,深物业A,0,2020-01-09,2020-01-10,2020-01-10,1,9.37,9.48244,1.038129,0.0,止盈
000001,平安银行,0,2020-01-10,2020-01-13,2020-01-13,1,16.75,16.951,1.038129,-0.835821,止盈
000002,万 科Ａ,0,2020-01-10,2020-01-13,2020-01-13,1,31.4,31.7768,1.038129,-0.44586,止盈
000002,万 科Ａ,0,2020-01-14,2020-01-15,2020-01-15,1,31.3,30.9244,-1.358033,-1.2,止损
000012,南 玻Ａ,0,2020-01-15,2020-01-16,2020-01-16,1,4.98,4.92024,-1.358033,-1.2,止损
000014,沙河股份,0,2020-01-15,2020-01-16,2020-01-16,1,9.62,9.50456,-1.358033,-1.2,止损
000009,中国宝安,0,2020-01-20,2020-01-21,2020-01-21,1,6.44,6.51728,1.038129,-0.931677,止盈
000009,中国宝安,0,2020-03-05,2020-03-06,2020-03-06,1,7.86,7.76568,-1.358033,-1.2,止损
000002,万 科Ａ,0,2020-03-11,2020-03-12,2020-03-12,1,30.01,29.64988,-1.358033,-1.2,止损
000011,深物业A,0,2020-04-20,2020-04-21,2020-04-21,1,8.79,8.89548,1.038129,-0.910125,止盈
000011,深物业A,0,2020-04-29,2020-04-30,2020-04-30,1,8.86,8.96632,1.038129,-0.451467,止盈
000011,深物业A,0,2020-05-06,2020-05-07,2020-05-07,1,9.14,9.03032,-1.358033,-1.2,止损
000011,深物业A,0,2020-05-08,2020-05-11,2020-05-11,1,9.17,9.05996,-1.358033,-1.2,止损
000006,深振业Ａ,0,2020-05-12,2020-05-13,2020-05-13,1,4.88,4.82144,-1.358033,-1.2,止损
000014,沙河股份,0,2020-05-12,2020-05-13,2020-05-13,1,8.32,8.41984,1.038129,-0.961538,止盈
000011,深物业A,0,2020-05-13,2020-05-14,2020-05-14,1,9.1,9.2092,1.038129,-0.21978,止盈
000010,美丽生态,0,2020-05-20,2020-05-21,2020-05-21,1,4.07,4.02116,-1.358033,-1.2,止损
000009,中国宝安,0,2020-06-02,2020-06-03,2020-06-03,1,7.03,6.94564,-1.358033,-1.2,止损
000001,平安银行,0,2020-06-05,2020-06-08,2020-06-08,1,13.68,13.84416,1.038129,-0.730994,止盈
000012,南 玻Ａ,0,2020-06-05,2020-06-08,2020-06-08,1,4.66,4.71592,1.038129,0.0,止盈
000010,美丽生态,0,2020-06-12,2020-06-15,2020-06-15,1,4.0,3.952,-1.358033,-1.2,止损
000012,南 玻Ａ,0,2020-06-23,2020-06-24,2020-06-24,1,4.73,4.78676,1.038129,-1.057082,止盈
000007,全新好,0,2020-07-02,2020-07-03,2020-07-06,2,8.7,8.8044,1.038129,-0.574713,止盈
000001,平安银行,0,2020-07-17,2020-07-20,2020-07-20,1,14.23,14.40076,1.038129,-0.913563,止盈
000014,沙河股份,0,2020-07-17,2020-07-20,2020-07-20,1,11.85,11.7078,-1.358033,-1.2,止损
000006,深振业Ａ,0,2020-07-20,2020-07-21,2020-07-21,1,7.42,7.33096,-1.358033,-1.2,止损
000001,平安银行,0,2020-07-22,2020-07-23,2020-07-23,1,14.24,14.06912,-1.358033,-1.2,止损
000014,沙河股份,0,2020-07-27,2020-07-28,2020-07-28,1,12.63,12.47844,-1.358033,-1.2,止损
000012,南 玻Ａ,0,2020-07-28,2020-07-29,2020-07-29,1,5.68,5.61184,-1.358033,-1.2,止损
000011,深物业A,0,2020-07-29,2020-07-30,2020-07-30,1,23.18,22.90184,-1.358033,-1.2,止损
000012,南 玻Ａ,0,2020-07-30,2020-07-31,2020-07-31,1,5.78,5.84936,1.038129,-0.17301,止盈
000014,沙河股份,0,2020-08-06,2020-08-07,2020-08-07,1,13.3,13.1404,-1.358033,-1.2,止损
000010,美丽生态,0,2020-08-10,2020-08-11,2020-08-11,1,4.08,4.03104,-1.358033,-1.2,止损
000012,南 玻Ａ,0,2020-08-12,2020-08-13,2020-08-13,1,6.2,6.1256,-1.358033,-1.2,止损
000006,深振业Ａ,0,2020-08-13,2020-08-14,2020-08-14,1,8.03,8.12636,1.038129,-0.622665,止盈
000006,深振业Ａ,0,2020-08-17,2020-08-18,2020-08-18,1,8.36,8.25968,-1.358033,-1.2,止损
000010,美丽生态,0,2020-08-17,2020-08-18,2020-08-18,1,4.14,4.18968,1.038129,-0.241546,止盈
000011,深物业A,0,2020-08-17,2020-08-18,2020-08-18,1,27.95,28.2854,1.038129,-1.001789,止盈
000012,南 玻Ａ,0,2020-08-17,2020-08-18,2020-08-18,1,6.28,6.35536,1.038129,-0.955414,止盈
000010,美丽生态,0,2020-08-19,2020-08-20,2020-08-20,1,4.22,4.27064,1.038129,-0.7109,止盈
000008,神州高铁,0,2020-08-21,2020-08-24,2020-08-24,1,3.15,3.1122,-1.358033,-1.2,止损
000007,全新好,0,2020-08-24,2020-08-25,2020-08-25,1,8.9,9.0068,1.038129,-0.674157,止盈
000001,平安银行,0,2020-08-26,2020-08-27,2020-08-27,1,14.4,14.2272,-1.358033,-1.2,止损
000010,美丽生态,0,2020-08-26,2020-08-27,2020-08-27,1,4.2,4.2504,1.038129,-0.47619,止盈
000010,美丽生态,0,2020-08-28,2020-08-31,2020-08-31,1,4.3,4.3516,1.038129,-0.930233,止盈
000007,全新好,0,2020-08-31,2020-09-01,2020-09-02,2,9.0,9.0,-0.159952,-0.111111,止损
000007,全新好,0,2020-09-03,2020-09-04,2020-09-04,1,9.03,8.92164,-1.358033,-1.2,止损
000001,平安银行,0,2020-09-04,2020-09-07,2020-09-07,1,14.88,15.05856,1.038129,-0.336022,止盈
000010,美丽生态,0,2020-09-08,2020-09-09,2020-09-09,1,4.4,4.3472,-1.358033,-1.2,止损
000001,平安银行,0,2020-09-11,2020-09-14,2020-09-14,1,15.01,15.19012,1.038129,-0.5996,止盈
000007,全新好,0,2020-09-14,2020-09-15,2020-09-15,1,9.11,9.21932,1.038129,-0.329308,止盈
000007,全新好,0,2020-09-21,2020-09-22,2020-09-22,1,9.22,9.10936,-1.358033,-1.2,止损
000002,万 科Ａ,0,2020-09-29,2020-09-30,2020-09-30,1,28.71,28.36548,-1.358033,-1.2,止损
000001,平安银行,0,2020-11-06,2020-11-09,2020-11-09,1,17.67,17.88204,1.038129,-0.73571,止盈
000007,全新好,0,2020-11-06,2020-11-09,2020-11-10,2,9.5,9.42,-1.00071,-1.052632,止损开盘
000007,全新好,0,2020-11-12,2020-11-13,2020-11-16,2,9.35,9.30696,-0.619537,-1.176471,止损
000009,中国宝安,0,2020-11-16,2020-11-17,2020-11-17,1,7.81,7.71628,-1.358033,-1.2,止损
000002,万 科Ａ,0,2020-12-03,2020-12-04,2020-12-04,1,31.12,30.74656,-1.358033,-1.2,止损
000001,平安银行,0,2021-02-19,2021-02-22,2021-02-22,1,23.8,23.5144,-1.358033,-1.2,止损
000002,万 科Ａ,0,2021-03-11,2021-03-12,2021-03-12,1,31.1,30.7268,-1.358033,-1.2,止损
000002,万 科Ａ,0,2021-03-15,2021-03-16,2021-03-16,1,31.49,31.86788,1.038129,-0.603366,止盈
000014,沙河股份,0,2021-03-19,2021-03-22,2021-03-22,1,8.09,8.18708,1.038129,-0.247219,止盈
000006,深振业Ａ,0,2021-03-23,2021-03-24,2021-03-25,2,5.28,5.26604,-0.423923,-0.378788,止损
000014,沙河股份,0,2021-03-24,2021-03-25,2021-03-26,2,8.18,8.13124,-0.755087,-0.855746,止损
000009,中国宝安,0,2021-03-25,2021-03-26,2021-03-26,1,9.15,9.2598,1.038129,-0.437158,止盈
000006,深振业Ａ,0,2021-03-26,2021-03-29,2021-03-29,1,5.33,5.39396,1.038129,-0.938086,止盈
000014,沙河股份,0,2021-03-29,2021-03-30,2021-03-30,1,8.14,8.04232,-1.358033,-1.2,止损
000010,美丽生态,0,2021-03-31,2021-04-01,2021-04-01,1,4.03,3.98164,-1.358033,-1.2,止损
000011,深物业A,0,2021-03-31,2021-04-01,2021-04-01,1,13.38,13.21944,-1.358033,-1.2,止损
000006,深振业Ａ,0,2021-04-01,2021-04-02,2021-04-06,2,5.42,5.36484,-1.176036,-1.107011,止损
000006,深振业Ａ,0,2021-04-07,2021-04-08,2021-04-08,1,5.45,5.3846,-1.358033,-1.2,止损
000010,美丽生态,0,2021-04-26,2021-04-27,2021-04-27,1,4.32,4.26816,-1.358033,-1.2,止损
000010,美丽生态,0,2021-04-29,2021-04-30,2021-04-30,1,4.36,4.30768,-1.358033,-1.2,止损
000001,平安银行,0,2021-05-17,2021-05-18,2021-05-18,1,23.85,23.5638,-1.358033,-1.2,止损
000006,深振业Ａ,0,2021-05-18,2021-05-19,2021-05-19,1,5.41,5.34508,-1.358033,-1.2,止损
000001,平安银行,0,2021-05-20,2021-05-21,2021-05-21,1,23.88,23.59344,-1.358033,-1.2,止损
000001,平安银行,0,2021-05-24,2021-05-25,2021-05-25,1,23.54,23.82248,1.038129,-0.382328,止盈
000012,南 玻Ａ,0,2021-06-09,2021-06-10,2021-06-10,1,9.91,9.79108,-1.358033,-1.2,止损
000012,南 玻Ａ,0,2021-06-16,2021-06-17,2021-06-17,1,9.84,9.72192,-1.358033,-1.2,止损
000012,南 玻Ａ,0,2021-06-18,2021-06-21,2021-06-21,1,9.94,9.82072,-1.358033,-1.2,止损
000007,全新好,0,2021-07-23,2021-07-26,2021-07-26,1,4.51,4.45588,-1.358033,-1.2,止损
000009,中国宝安,0,2021-08-16,2021-08-17,2021-08-17,1,23.9,23.6132,-1.358033,-1.2,止损
000012,南 玻Ａ,0,2021-08-17,2021-08-18,2021-08-18,1,11.27,11.40524,1.038129,-0.79858,止盈
000012,南 玻Ａ,0,2021-08-19,2021-08-20,2021-08-20,1,11.29,11.42548,1.038129,-0.88574,止盈
000007,全新好,0,2021-08-23,2021-08-24,2021-08-24,1,4.17,4.11996,-1.358033,-1.2,止损
000009,中国宝安,0,2021-08-27,2021-08-30,2021-08-30,1,27.52,27.18976,-1.358033,-1.2,止损
000008,神州高铁,0,2021-09-17,2021-09-22,2021-09-22,1,2.35,2.3218,-1.358033,-1.2,止损
000008,神州高铁,0,2021-09-24,2021-09-27,2021-09-27,1,2.35,2.3218,-1.358033,-1.2,止损
000008,神州高铁,0,2021-10-11,2021-10-12,2021-10-12,1,2.35,2.3218,-1.358033,-1.2,止损
000001,平安银行,0,2021-10-29,2021-11-01,2021-11-01,1,19.33,19.09804,-1.358033,-1.2,止损
000010,美丽生态,0,2021-10-29,2021-11-01,2021-11-01,1,3.95,3.9974,1.038129,-0.253165,止盈
000010,美丽生态,0,2021-11-03,2021-11-04,2021-11-04,1,3.93,3.88284,-1.358033,-1.2,止损
000010,美丽生态,0,2021-11-23,2021-11-24,2021-11-24,1,3.96,3.91248,-1.358033,-1.2,止损
000010,美丽生态,0,2021-12-01,2021-12-02,2021-12-02,1,3.92,3.87296,-1.358033,-1.2,止损
000007,全新好,0,2021-12-09,2021-12-10,2021-12-10,1,5.82,5.75016,-1.358033,-1.2,止损
000014,沙河股份,0,2021-12-09,2021-12-10,2021-12-10,1,7.22,7.30664,1.038129,-0.138504,止盈
000012,南 玻Ａ,0,2021-12-10,2021-12-13,2021-12-13,1,10.1,10.2212,1.038129,-0.594059,止盈
000007,全新好,0,2021-12-13,2021-12-14,2021-12-14,1,5.82,5.75016,-1.358033,-1.2,止损
000006,深振业Ａ,0,2021-12-28,2021-12-29,2021-12-31,3,4.38,4.43256,1.038129,-0.684932,止盈
000014,沙河股份,0,2021-12-28,2021-12-29,2021-12-29,1,7.57,7.47916,-1.358033,-1.2,止损
000007,全新好,0,2021-12-30,2021-12-31,2021-12-31,1,5.91,5.98092,1.038129,0.0,止盈
000008,神州高铁,0,2022-01-11,2022-01-12,2022-01-13,2,2.76,2.75,-0.521691,-1.086957,止损开盘
000002,万 科Ａ,0,2022-01-17,2022-01-18,2022-01-18,1,20.95,21.2014,1.038129,-0.429594,止盈
000006,深振业Ａ,0,2022-01-18,2022-01-19,2022-01-19,1,4.51,4.56412,1.038129,-0.443459,止盈
000006,深振业Ａ,0,2022-01-21,2022-01-24,2022-01-24,1,4.5,4.446,-1.358033,-1.2,止损
000014,沙河股份,0,2022-01-21,2022-01-24,2022-01-24,1,8.22,8.12136,-1.358033,-1.2,止损
000014,沙河股份,0,2022-02-08,2022-02-09,2022-02-09,1,8.46,8.56152,1.038129,-0.945626,止盈
000007,全新好,0,2022-02-09,2022-02-10,2022-02-10,1,6.7,6.6196,-1.358033,-1.2,止损
000006,深振业Ａ,0,2022-02-10,2022-02-11,2022-02-11,1,4.55,4.6046,1.038129,-0.43956,止盈
000014,沙河股份,0,2022-02-10,2022-02-11,2022-02-11,1,8.43,8.32884,-1.358033,-1.2,止损
000006,深振业Ａ,0,2022-02-16,2022-02-17,2022-02-17,1,4.5,4.446,-1.358033,-1.2,止损
000007,全新好,0,2022-02-16,2022-02-17,2022-02-17,1,6.63,6.55044,-1.358033,-1.2,止损
000007,全新好,0,2022-02-22,2022-02-23,2022-02-23,1,6.64,6.56032,-1.358033,-1.2,止损
000007,全新好,0,2022-02-25,2022-02-28,2022-02-28,1,6.59,6.51092,-1.358033,-1.2,止损
000014,沙河股份,0,2022-02-28,2022-03-01,2022-03-01,1,8.7,8.5956,-1.358033,-1.2,止损
000008,神州高铁,0,2022-03-01,2022-03-02,2022-03-02,1,2.75,2.783,1.038129,-1.090909,止盈
000014,沙河股份,0,2022-03-02,2022-03-03,2022-03-03,1,8.91,9.01692,1.038129,-0.561167,止盈
000014,沙河股份,0,2022-03-04,2022-03-07,2022-03-07,1,8.78,8.88536,1.038129,-0.911162,止盈
000007,全新好,0,2022-05-09,2022-05-10,2022-05-10,1,6.7,6.7804,1.038129,0.0,止盈
000014,沙河股份,0,2022-05-24,2022-05-25,2022-05-25,1,10.96,10.82848,-1.358033,-1.2,止损
000011,深物业A,0,2022-05-25,2022-05-26,2022-05-26,1,12.1,12.2452,1.038129,-0.991736,止盈
000007,全新好,0,2022-05-30,2022-05-31,2022-05-31,1,7.33,7.24204,-1.358033,-1.2,止损
000008,神州高铁,0,2022-06-10,2022-06-13,2022-06-13,1,2.51,2.47988,-1.358033,-1.2,止损
000008,神州高铁,0,2022-06-14,2022-06-15,2022-06-15,1,2.51,2.54012,1.038129,-0.398406,止盈
000008,神州高铁,0,2022-06-16,2022-06-17,2022-06-17,1,2.52,2.48976,-1.358033,-1.2,止损
000008,神州高铁,0,2022-06-28,2022-06-29,2022-06-29,1,2.54,2.50952,-1.358033,-1.2,止损
000011,深物业A,0,2022-07-06,2022-07-07,2022-07-07,1,12.75,12.903,1.038129,-0.392157,止盈
000012,南 玻Ａ,0,2022-07-06,2022-07-07,2022-07-08,2,7.21,7.17288,-0.673969,-1.10957,止损
000006,深振业Ａ,0,2022-07-07,2022-07-08,2022-07-08,1,4.46,4.51352,1.038129,-1.121076,止盈
000011,深物业A,0,2022-07-08,2022-07-11,2022-07-11,1,12.15,12.0042,-1.358033,-1.2,止损
000002,万 科Ａ,0,2022-07-11,2022-07-12,2022-07-12,1,18.96,19.18752,1.038129,-0.158228,止盈
000008,神州高铁,0,2022-07-21,2022-07-22,2022-07-22,1,2.48,2.50976,1.038129,-0.403226,止盈
000007,全新好,0,2022-08-31,2022-09-01,2022-09-01,1,8.04,8.13648,1.038129,-0.124378,止盈
000007,全新好,0,2022-09-13,2022-09-14,2022-09-14,1,8.11,8.06,-0.775489,-1.109741,破均线
000002,万 科Ａ,0,2022-09-26,2022-09-27,2022-09-27,1,17.38,17.58856,1.038129,-0.805524,止盈
000007,全新好,0,2022-10-10,2022-10-11,2022-10-11,1,8.06,7.96328,-1.358033,-1.2,止损
000007,全新好,0,2022-10-13,2022-10-14,2022-10-14,1,8.0,7.904,-1.358033,-1.2,止损
000008,神州高铁,0,2022-11-17,2022-11-18,2022-11-18,1,2.45,2.4206,-1.358033,-1.2,止损
000007,全新好,0,2022-11-18,2022-11-21,2022-11-21,1,8.16,8.06208,-1.358033,-1.2,止损
000008,神州高铁,0,2022-11-24,2022-11-25,2022-11-25,1,2.41,2.43892,1.038129,-0.829876,止盈
000008,神州高铁,0,2022-11-29,2022-11-30,2022-11-30,1,2.45,2.4206,-1.358033,-1.2,止损
000009,中国宝安,0,2022-11-29,2022-11-30,2022-11-30,1,12.96,13.11552,1.038129,-0.462963,止盈
000009,中国宝安,0,2022-12-01,2022-12-02,2022-12-02,1,13.1,12.9428,-1.358033,-1.2,止损
000008,神州高铁,0,2022-12-02,2022-12-05,2022-12-05,1,2.45,2.4794,1.038129,0.0,止盈
000012,南 玻Ａ,0,2022-12-06,2022-12-07,2022-12-07,1,7.32,7.23216,-1.358033,-1.2,止损
000008,神州高铁,0,2022-12-09,2022-12-12,2022-12-12,1,2.5,2.47,-1.358033,-1.2,止损
000008,神州高铁,0,2022-12-13,2022-12-14,2022-12-14,1,2.48,2.45024,-1.358033,-1.2,止损
000014,沙河股份,0,2022-12-13,2022-12-14,2022-12-14,1,10.1,9.9788,-1.358033,-1.2,止损
000001,平安银行,0,2022-12-19,2022-12-20,2022-12-20,1,12.97,12.81436,-1.358033,-1.2,止损
000002,万 科Ａ,0,2022-12-20,2022-12-21,2022-12-21,1,18.83,18.60404,-1.358033,-1.2,止损
000010,美丽生态,0,2022-12-23,2022-12-26,2022-12-26,1,3.73,3.77476,1.038129,0.0,止盈
000014,沙河股份,0,2022-12-27,2022-12-28,2022-12-28,1,10.3,10.4236,1.038129,-1.067961,止盈
000010,美丽生态,0,2022-12-28,2022-12-29,2022-12-29,1,3.71,3.66548,-1.358033,-1.2,止损
000011,深物业A,0,2022-12-28,2022-12-29,2022-12-29,1,11.91,11.76708,-1.358033,-1.2,止损
000014,沙河股份,0,2023-01-03,2023-01-04,2023-01-04,1,10.31,10.18628,-1.358033,-1.2,止损
000002,万 科Ａ,0,2023-01-13,2023-01-16,2023-01-16,1,18.78,18.55464,-1.358033,-1.2,止损
000011,深物业A,0,2023-01-31,2023-02-01,2023-02-01,1,11.35,11.2138,-1.358033,-1.2,止损
000014,沙河股份,0,2023-02-15,2023-02-16,2023-02-16,1,10.36,10.23568,-1.358033,-1.2,止损
000008,神州高铁,0,2023-02-21,2023-02-22,2023-02-22,1,2.47,2.46,-0.564163,-0.809717,破均线
000009,中国宝安,0,2023-02-22,2023-02-23,2023-02-23,1,12.68,12.64,-0.474905,-0.630915,破均线
000009,中国宝安,0,2023-03-01,2023-03-02,2023-03-02,1,12.72,12.56736,-1.358033,-1.2,止损
000008,神州高铁,0,2023-03-08,2023-03-09,2023-03-09,1,2.56,2.52928,-1.358033,-1.2,止损
000014,沙河股份,0,2023-05-23,2023-05-24,2023-05-24,1,10.29,10.16652,-1.358033,-1.2,止损
000009,中国宝安,0,2023-06-08,2023-06-09,2023-06-12,2,11.72,11.86064,1.038129,-1.023891,止盈
000014,沙河股份,0,2023-06-21,2023-06-26,2023-06-26,1,11.2,11.0656,-1.358033,-1.2,止损
000009,中国宝安,0,2023-06-27,2023-06-28,2023-06-28,1,12.09,11.94492,-1.358033,-1.2,止损
000014,沙河股份,0,2023-06-28,2023-06-29,2023-06-29,1,11.42,11.28296,-1.358033,-1.2,止损
000009,中国宝安,0,2023-06-30,2023-07-03,2023-07-04,2,12.08,12.03384,-0.54146,-0.496689,止损
000007,全新好,0,2023-07-24,2023-07-25,2023-07-25,1,4.96,5.01952,1.038129,-0.806452,止盈
000007,全新好,0,2023-07-26,2023-07-27,2023-07-27,1,4.92,4.97904,1.038129,-0.406504,止盈
000002,万 科Ａ,0,2023-08-08,2023-08-09,2023-08-09,1,14.58,14.75496,1.038129,-0.274348,止盈
000014,沙河股份,0,2023-08-09,2023-08-10,2023-08-10,1,13.8,13.9656,1.038129,-0.652174,止盈
000002,万 科Ａ,0,2023-08-10,2023-08-11,2023-08-11,1,14.85,14.6718,-1.358033,-1.2,止损
000008,神州高铁,0,2023-08-10,2023-08-11,2023-08-11,1,2.42,2.39096,-1.358033,-1.2,止损
000011,深物业A,0,2023-08-17,2023-08-18,2023-08-18,1,10.28,10.15664,-1.358033,-1.2,止损
000007,全新好,0,2023-08-18,2023-08-21,2023-08-21,1,5.05,5.1106,1.038129,0.0,止盈
000007,全新好,0,2023-08-24,2023-08-25,2023-08-25,1,4.96,5.01952,1.038129,-0.201613,止盈
000007,全新好,0,2023-08-28,2023-08-29,2023-08-29,1,5.15,5.0882,-1.358033,-1.2,止损
000007,全新好,0,2023-08-31,2023-09-01,2023-09-01,1,5.1,5.0388,-1.358033,-1.2,止损
000010,美丽生态,0,2023-09-01,2023-09-04,2023-09-04,1,3.12,3.08256,-1.358033,-1.2,止损
000010,美丽生态,0,2023-09-05,2023-09-06,2023-09-06,1,3.05,3.0134,-1.358033,-1.2,止损
000008,神州高铁,0,2023-09-06,2023-09-07,2023-09-07,1,2.43,2.40084,-1.358033,-1.2,止损
000008,神州高铁,0,2023-09-08,2023-09-11,2023-09-11,1,2.41,2.43892,1.038129,-0.414938,止盈
000008,神州高铁,0,2023-09-12,2023-09-13,2023-09-13,1,2.45,2.4206,-1.358033,-1.2,止损
000008,神州高铁,0,2023-09-14,2023-09-15,2023-09-15,1,2.42,2.44904,1.038129,-0.413223,止盈
000008,神州高铁,0,2023-09-18,2023-09-19,2023-09-19,1,2.46,2.43048,-1.358033,-1.2,止损
000008,神州高铁,0,2023-09-20,2023-09-21,2023-09-21,1,2.42,2.44904,1.038129,0.0,止盈
000007,全新好,0,2023-11-10,2023-11-13,2023-11-13,1,5.02,5.08024,1.038129,0.0,止盈
000007,全新好,0,2023-11-14,2023-11-15,2023-11-16,2,5.08,5.01904,-1.358033,-1.2,止损
000007,全新好,0,2023-11-17,2023-11-20,2023-11-20,1,5.03,4.96964,-1.358033,-1.2,止损
000020,深华发Ａ,0,2023-11-22,2023-11-23,2023-11-23,1,12.51,12.66012,1.038129,0.0,止盈
000050,深天马Ａ,0,2023-11-22,2023-11-23,2023-11-23,1,10.39,10.51468,1.038129,-0.192493,止盈
000066,中国长城,0,2023-11-22,2023-11-23,2023-11-23,1,11.24,11.37488,1.038129,-0.978648,止盈
000034,神州数码,0,2023-11-23,2023-11-24,2023-11-24,1,33.63,33.22644,-1.358033,-1.2,止损
000049,德赛电池,0,2023-11-23,2023-11-24,2023-11-24,1,32.76,32.36688,-1.358033,-1.2,止损
000025,特 力Ａ,0,2023-11-24,2023-11-27,2023-11-27,1,16.64,16.44032,-1.358033,-1.2,止损
000050,深天马Ａ,0,2023-11-24,2023-11-27,2023-11-27,1,10.4,10.5248,1.038129,-0.288462,止盈
000025,特 力Ａ,0,2023-11-28,2023-11-29,2023-11-30,2,16.87,16.796,-0.597899,-1.007706,止损
000026,飞亚达,0,2023-11-28,2023-11-29,2023-11-29,1,12.04,11.89552,-1.358033,-1.2,止损
000029,深深房Ａ,0,2023-11-28,2023-11-29,2023-11-29,1,12.39,12.53868,1.038129,-0.484262,止盈
000062,深圳华强,0,2023-11-28,2023-11-29,2023-11-30,2,11.82,11.73744,-0.857312,-1.015228,止损
000068,华控赛格,0,2023-11-28,2023-11-29,2023-11-29,1,3.75,3.705,-1.358033,-1.2,止损
000062,深圳华强,0,2023-12-01,2023-12-04,2023-12-04,1,11.74,11.59912,-1.358033,-1.2,止损
