symbol,name,industry,sum_pct,drop_pct,desc_ratio,low_pos_ratio,last_pct_chg,last_close,min_low,near_bottom,vol_ratio,avg_amount_yi,consec_days,window_days,trade_date,reason,ts_code
603696,安记食品,食品,-4.83,-21.63,0.63,1.0,-2.28,16.74,16.68,0,0.59,0.91,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-21.63% 触底=0,603696.SH
001316,润贝航科,批发业,-2.77,-21.58,0.79,0.68,-2.46,49.17,47.37,0,0.43,1.63,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-21.58% 触底=0,001316.SZ
300805,电声股份,广告包装,-3.0,-21.33,0.63,0.68,-1.94,11.62,11.51,0,0.44,1.16,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-21.33% 触底=0,300805.SZ
688003,天准科技,专用机械,-4.12,-21.29,0.74,0.84,-1.2,60.34,58.45,0,0.55,1.96,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-21.29% 触底=0,688003.SH
603598,引力传媒,互联网,-6.44,-21.2,0.58,1.0,-2.51,20.18,20.06,0,0.45,2.9,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-21.2% 触底=0,603598.SH
603171,税友股份,软件服务,-0.65,-20.63,0.58,1.0,-1.35,55.4,54.95,0,0.7,2.97,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-20.63% 触底=0,603171.SH
001368,通达创智,文教休闲,0.02,-20.39,0.74,0.68,-1.71,25.93,25.65,0,0.5,0.58,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-20.39% 触底=0,001368.SZ
002918,蒙娜丽莎,陶瓷,-5.36,-20.36,0.68,1.0,-2.4,12.99,12.75,0,1.61,0.97,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-20.36% 触底=0,002918.SZ
300781,因赛集团,广告包装,-0.93,-20.23,0.68,0.68,-1.54,38.29,37.9,0,0.4,2.85,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-20.23% 触底=0,300781.SZ
688627,精智达,专用机械,-12.1,-20.18,0.63,0.84,-2.2,234.68,230.0,0,0.78,8.81,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-20.18% 触底=0,688627.SH
000607,华媒控股,广告包装,-0.91,-20.04,0.63,0.68,-0.94,4.23,4.19,0,0.31,0.65,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-20.04% 触底=0,000607.SZ
002945,华林证券,证券,-4.29,-19.95,0.68,1.0,-1.07,16.61,16.52,0,0.44,4.08,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-19.95% 触底=0,002945.SZ
688677,海泰新光,医疗保健,-1.37,-19.77,0.84,0.84,-0.5,40.13,38.8,0,0.72,0.6,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-19.77% 触底=0,688677.SH
603686,福龙马,环境保护,-3.26,-19.72,0.68,0.84,-1.5,20.32,20.12,0,0.49,2.48,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-19.72% 触底=0,603686.SH
600828,茂业商业,百货,-4.16,-19.54,0.58,0.68,-1.57,6.26,5.62,0,0.41,2.96,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-19.54% 触底=0,600828.SH
300984,金沃股份,机械基件,-2.81,-19.49,0.74,0.84,-2.05,61.5,59.85,0,0.82,1.31,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-19.49% 触底=0,300984.SZ
920169,七丰精工,机械基件,-8.89,-19.31,0.68,1.0,-3.42,33.06,32.87,0,0.5,0.74,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-19.31% 触底=0,920169.BJ
603630,拉芳家化,日用化工,-2.71,-19.03,0.68,1.0,-2.21,17.27,17.23,0,0.66,0.48,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-19.03% 触底=0,603630.SH
603040,新坐标,汽车配件,-5.9,-18.98,0.68,1.0,-1.64,88.72,87.6,0,1.02,1.55,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-18.98% 触底=0,603040.SH
301617,博苑股份,化工原料,-2.02,-18.9,0.68,0.84,-4.08,62.35,61.86,0,1.25,0.96,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-18.9% 触底=0,301617.SZ
920576,天力复合,小金属,-6.72,-18.85,0.63,0.68,-2.24,69.8,69.08,0,0.56,1.66,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-18.85% 触底=0,920576.BJ
000759,中百集团,超市连锁,-4.27,-18.85,0.58,1.0,-1.78,6.07,6.06,0,0.76,1.0,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-18.85% 触底=0,000759.SZ
603130,云中马,纺织,-3.08,-18.76,0.79,0.84,-1.81,41.88,41.67,0,0.57,0.52,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-18.76% 触底=0,603130.SH
300703,创源股份,文教休闲,-3.36,-18.6,0.53,0.89,0.32,21.93,21.45,0,0.65,1.21,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-18.6% 触底=0,300703.SZ
920227,美登科技,软件服务,-2.86,-18.24,0.68,0.84,-3.33,64.67,64.4,0,0.93,0.44,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-18.24% 触底=0,920227.BJ
603429,集友股份,广告包装,-1.9,-18.0,0.68,0.84,-1.54,8.93,8.58,0,0.42,0.62,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-18.0% 触底=0,603429.SH
301043,绿岛风,机械基件,-2.8,-17.86,0.53,0.84,-2.37,53.62,52.88,0,0.79,0.57,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-17.86% 触底=0,301043.SZ
688114,华大智造,医疗保健,-1.31,-17.75,0.63,0.84,-1.31,54.86,54.16,0,0.64,1.52,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-17.75% 触底=0,688114.SH
603069,海汽集团,公共交通,-3.46,-17.47,0.68,1.0,-1.53,19.32,19.28,0,0.59,0.76,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-17.47% 触底=0,603069.SH
603122,合富中国,医药商业,-2.17,-17.42,0.68,0.68,-3.33,16.26,16.17,0,0.61,2.22,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-17.42% 触底=0,603122.SH
605598,上海港湾,建筑工程,-4.31,-17.4,0.68,1.0,-4.04,48.95,48.8,0,0.81,1.8,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-17.4% 触底=0,605598.SH
688686,奥普特,电器仪表,-2.84,-17.29,0.68,0.84,-1.73,97.35,93.58,0,0.74,1.07,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-17.29% 触底=0,688686.SH
603983,丸美生物,日用化工,-2.83,-17.12,0.74,1.0,-1.9,27.35,27.01,0,1.05,0.61,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-17.12% 触底=0,603983.SH
300973,立高食品,食品,-4.22,-16.81,0.74,1.0,-1.67,37.16,37.0,0,1.08,0.78,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-16.81% 触底=0,300973.SZ
300053,航宇微,半导体,-4.41,-16.49,0.58,0.84,-2.82,17.93,17.63,0,0.65,4.97,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-16.49% 触底=0,300053.SZ
603755,日辰股份,食品,1.22,-16.46,0.68,0.68,-1.93,30.05,29.42,0,0.48,0.54,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-16.46% 触底=0,603755.SH
920978,开特股份,汽车配件,-3.64,-16.41,0.63,1.0,-1.83,26.75,26.64,0,0.78,0.58,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-16.41% 触底=0,920978.BJ
601566,九牧王,服饰,-0.32,-16.41,0.68,0.68,-1.26,10.95,10.8,0,0.38,0.54,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-16.41% 触底=0,601566.SH
301225,恒勃股份,汽车配件,-3.3,-16.4,0.68,0.84,-2.14,118.28,116.28,0,0.78,1.53,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-16.4% 触底=0,301225.SZ
000892,欢瑞世纪,影视音像,-5.22,-16.31,0.68,1.0,-2.49,6.26,6.25,0,0.38,2.14,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-16.31% 触底=0,000892.SZ
300737,科顺股份,其他建材,-5.61,-16.24,0.68,0.84,-4.24,6.55,6.42,0,0.61,1.83,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-16.24% 触底=0,300737.SZ
301286,侨源股份,化工原料,-17.99,-16.11,0.68,1.0,-1.72,49.0,48.71,0,0.72,1.68,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-16.11% 触底=0,301286.SZ
688586,江航装备,航空,-8.41,-16.1,0.74,1.0,-2.26,13.86,13.71,0,0.73,1.75,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-16.1% 触底=0,688586.SH
300316,晶盛机电,专用机械,-1.8,-16.01,0.63,0.84,-1.69,47.1,44.8,0,0.64,15.07,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-16.01% 触底=0,300316.SZ
920414,欧普泰,电器仪表,-1.95,-15.89,0.58,1.0,-1.52,14.24,14.08,0,0.51,0.67,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-15.89% 触底=0,920414.BJ
920693,阿为特,机械基件,-8.12,-15.76,0.58,1.0,-2.33,31.38,31.0,0,1.54,0.37,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-15.76% 触底=0,920693.BJ
300492,华图山鼎,文教休闲,-3.71,-15.73,0.63,1.0,-1.03,66.36,65.76,0,0.53,0.94,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-15.73% 触底=0,300492.SZ
002682,龙洲股份,仓储物流,-8.47,-15.68,0.63,1.0,-3.01,6.13,6.12,0,0.66,3.47,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-15.68% 触底=0,002682.SZ
002824,和胜股份,铝,-1.4,-15.51,0.68,0.84,-1.26,20.37,19.46,0,0.53,1.36,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-15.51% 触底=0,002824.SZ
002664,信质集团,汽车配件,-4.98,-15.21,0.74,0.84,-2.01,21.91,21.66,0,0.78,1.97,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-15.21% 触底=0,002664.SZ
688235,百济神州-U,生物制药,-1.17,-15.15,0.63,0.68,-1.78,233.84,228.28,0,0.84,7.1,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-15.15% 触底=0,688235.SH
300898,熊猫乳品,乳制品,-1.2,-15.14,0.68,1.0,-1.42,25.06,24.93,0,0.72,0.66,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-15.14% 触底=0,300898.SZ
688131,皓元医药,化学制药,-2.04,-15.08,0.63,0.84,-2.31,60.36,59.76,0,0.69,1.47,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-15.08% 触底=0,688131.SH
002217,合力泰,元器件,-13.38,-14.95,0.63,0.95,-1.92,2.56,2.5,0,1.07,8.02,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-14.95% 触底=0,002217.SZ
688037,芯源微,半导体,-15.4,-14.92,0.58,1.0,-1.22,176.15,173.58,0,0.95,13.01,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-14.92% 触底=0,688037.SH
002345,潮宏基,服饰,-2.35,-14.92,0.63,0.84,-0.38,10.49,10.38,0,0.41,1.6,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-14.92% 触底=0,002345.SZ
688368,晶丰明源,半导体,-0.12,-14.9,0.68,0.68,-1.59,129.1,123.02,0,0.83,2.06,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-14.9% 触底=0,688368.SH
300619,金银河,专用机械,-3.75,-14.64,0.58,0.84,-2.56,41.8,40.41,0,0.74,2.63,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-14.64% 触底=0,300619.SZ
300624,万兴科技,软件服务,-0.33,-14.61,0.63,0.68,-1.21,76.17,74.65,0,0.45,9.92,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-14.61% 触底=0,300624.SZ
300751,迈为股份,专用机械,-5.16,-14.58,0.63,1.0,-3.53,251.3,247.21,0,0.79,18.33,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-14.58% 触底=0,300751.SZ
688668,鼎通科技,通信设备,-5.06,-14.54,0.63,0.84,-3.86,139.3,131.56,0,1.0,7.55,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-14.54% 触底=0,688668.SH
001268,联合精密,机械基件,-2.81,-14.51,0.74,0.68,-1.3,31.06,29.11,0,0.89,0.37,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-14.51% 触底=0,001268.SZ
603008,喜临门,家居用品,-1.45,-14.48,0.63,0.84,-0.95,18.72,18.42,0,0.71,1.02,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-14.48% 触底=0,603008.SH
002319,乐通股份,染料涂料,-4.3,-14.37,0.58,1.0,-0.89,13.29,13.22,0,1.24,0.88,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-14.37% 触底=0,002319.SZ
601155,新城控股,区域地产,-3.14,-14.33,0.68,1.0,-1.23,15.25,15.15,0,0.61,2.16,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-14.33% 触底=0,601155.SH
920123,芭薇股份,日用化工,-2.21,-14.33,0.68,1.0,-1.37,13.69,13.63,0,0.49,0.12,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-14.33% 触底=0,920123.BJ
603786,科博达,汽车配件,-1.95,-14.16,0.53,0.84,-1.29,61.19,60.31,0,1.06,1.29,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-14.16% 触底=0,603786.SH
300136,信维通信,元器件,-4.12,-13.84,0.47,1.0,-2.26,67.05,66.12,0,0.64,38.42,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-13.84% 触底=0,300136.SZ
920640,富士达,通信设备,-12.35,-13.82,0.53,1.0,-3.33,38.67,38.59,0,0.69,2.36,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-13.82% 触底=0,920640.BJ
688323,瑞华泰,塑料,0.43,-13.77,0.68,0.84,-2.45,21.92,20.95,0,0.69,1.13,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-13.77% 触底=0,688323.SH
000700,模塑科技,汽车配件,-1.04,-13.64,0.63,0.84,-2.23,12.73,12.05,0,0.45,5.23,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-13.64% 触底=0,000700.SZ
301367,瑞迈特,医疗保健,-1.64,-13.58,0.74,0.84,-0.89,72.36,71.59,0,0.5,0.71,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-13.58% 触底=0,301367.SZ
688236,春立医疗,医疗保健,-0.75,-13.58,0.68,0.68,-2.73,19.99,19.82,0,1.16,0.35,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-13.58% 触底=0,688236.SH
603665,康隆达,服饰,-0.72,-13.54,0.53,0.58,2.41,32.68,30.8,0,0.81,1.01,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-13.54% 触底=0,603665.SH
920826,盖世食品,食品,-4.61,-13.5,0.63,1.0,-2.33,11.73,11.72,0,0.78,0.2,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-13.5% 触底=0,920826.BJ
300349,金卡智能,电器仪表,-6.95,-13.45,0.68,1.0,-2.89,15.12,14.96,0,1.02,2.16,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-13.45% 触底=0,300349.SZ
002847,盐津铺子,食品,4.71,-13.43,0.74,0.74,-0.54,62.32,59.0,0,0.62,1.7,5,20,20260312,20260205-20260312 连续5日小阴线 左侧碗壁 drop-13.43% 触底=0,002847.SZ
