ts_code,name,industry,close,pct_chg,limit_times,open_times,fd_amount,first_time,last_time,theme,status,lu_desc,turnover_rate,volume_ratio,circ_mv,mf_net_amount,mf_buy_elg_amount,mf_buy_lg_amount,score,asof_trade_date,prev_open_trade_date,run_at,trade_date,turnover_rate_db,volume_ratio_db,total_mv,circ_mv_db,free_share,float_share,trade_date_mf,mf_net_amount_mf,mf_net_amount_rate,mf_buy_elg_amount_mf,mf_buy_elg_amount_rate,mf_buy_lg_amount_mf,mf_buy_lg_amount_rate,today_trade_date,today_up_limit,today_down_limit,prev_limit_trade_date,prev_limit_times,prev_open_times,prev_fd_amount,prev_first_time,prev_last_time,prev_limit_flag,prev_margin_trade_date,rzye,rzmre,rzche,rqye,rqyl,rqmcl,rzrqye,prev_lhb_trade_date,lhb_turnover_rate,lhb_amount,lhb_net_amount,lhb_net_rate,lhb_amount_rate,lhb_reason,rt_servertime,rt_price,rt_last_close,rt_gap_pct,rt_high,rt_low,rt_pos_in_range,rt_speed_pct,rt_spread_bp,rt_imbalance,rt_bid1,rt_ask1,rt_bid_value,rt_ask_value,rt_bid_vol_5,rt_ask_vol_5,rt_vol_hand,rt_amount_yuan,rt_vwap,rt_above_vwap_pct,rt_b_vol_hand,rt_s_vol_hand,rt_b_ratio,mbar_last_dt,mret_n,mret_5,mret_15,mvol_ratio_5,mtrend_score,mbar_n,moneyflow_source,tail_score,pass_spread,pass_imbalance,pass_vwap,pass_momentum,near_down_limit,decision
001216.SZ,华瓷股份,家居用品,20.66,10.01,1,0,122671559.0,145239,145239,有色金属、地产链,首板,有色金属,10.5758,5.7,507312.9091,9163.11,7406.1,1757.01,63.1590909090909,20260302,20260227,2026-03-02 14:51:58,20260227,10.5758,5.7,520356.6022,507312.9091,7555.3199,24555.3199,20260227,9163.11,17.78,7406.1,14.37,1757.01,3.41,20260302,22.73,18.59,20260227,1.0,0,122671559.0,145239,145239,U,,,,,,,,,,,,,,,,14:51:18.498,20.18,20.66,-2.3233301064859653,21.3,19.58,0.3488372093023259,0.0025,9.910802775024566,3.4795759384065565,20.16,20.18,25236.39,7252.719999999999,1253.0,359.0,208410.0,422680448.0,20.281198023127487,-0.5014768242194628,107852.0,100559.0,0.5174991603090063,2026-03-02 14:13,0.34722222222222365,0.6467661691542239,0.797209765819632,0.40441345490766994,-0.3333333333333333,40,moneyflow_dc,78.12,True,True,False,True,False,WATCH
603093.SH,南华期货,多元金融,19.66,10.02,1,0,97442430.0,103522,103522,香港牌照、金融概念,首板,金融概念,3.1805,5.22,1199389.5456,13950.57,10024.22,3926.35,51.204545454545446,20260302,20260227,2026-03-02 14:51:58,20260227,3.1805,5.22,1411047.1396,1199389.5456,14046.4993,61006.5893,20260227,13950.57,37.64,10024.22,27.05,3926.35,10.59,20260302,21.63,17.69,20260227,1.0,0,97442430.0,103522,103522,U,,,,,,,,,20260227,3.18,370640643.0,82853634.0,22.35,41.63,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,14:51:19.200,21.01,19.66,6.866734486266539,21.5,20.03,0.6666666666666675,-0.0018,4.759638267492414,1.424531572765199,21.0,21.01,35170.26,24689.000000000004,1675.0,1174.0,408922.0,848018432.0,20.737901898161507,1.2950885380223451,220192.0,188730.0,0.5384694391595464,2026-03-02 14:13,0.1902949571836306,0.23798191337456998,-0.1895734597156526,0.606891670721458,-0.5,40,moneyflow_dc,76.11,True,True,True,True,False,WATCH
300830.SZ,金现代,软件开发,14.88,20.0,1,0,131927136.0,93651,93651,AI应用、人工智能,首板,AI应用,20.2046,1.25,501582.1407,30642.94,37913.26,-7270.31,69.61363636363636,20260302,20260227,2026-03-02 14:51:58,20260227,20.2046,1.25,672041.4315,501582.1407,27847.6647,33708.4772,20260227,30642.94,31.65,37913.26,39.16,-7270.31,-7.51,20260302,17.86,11.9,20260227,1.0,0,131927136.0,93651,93651,U,,,,,,,,,20260227,20.2,968049064.0,244189520.73,25.22,45.41,日涨幅达到15%的前5只证券,14:51:22.164,14.07,14.88,-5.443548387096777,14.96,13.96,0.10999999999999943,-0.002,7.107320540156209,2.3519548403107615,14.07,14.08,27294.53,11605.039999999999,1943.0,823.0,841041.0,1208265856.0,14.366313366411388,-2.105994075418536,438187.0,402854.0,0.521005515783416,2026-03-02 14:13,0.3543586109142503,0.3543586109142503,0.5681818181818187,0.4647818236847323,-0.25,40,moneyflow_dc,74.28,True,True,False,True,False,WATCH
603232.SH,格尔软件,软件开发,26.05,10.01,1,0,172255625.0,92500,92500,量子科技、算力,首板,数字经济,4.4114,0.49,602536.487,13976.79,17688.66,-3711.86,56.52272727272726,20260302,20260227,2026-03-02 14:51:58,20260227,4.4114,0.49,609784.118,602536.487,16477.1586,23129.9995,20260227,13976.79,52.58,17688.66,66.55,-3711.86,-13.96,20260302,28.66,23.45,20260227,1.0,0,172255625.0,92500,92500,U,,,,,,,,,,,,,,,,14:51:16.188,25.03,26.05,-3.915547024952014,26.32,25.0,0.022727272727273585,0.0008,3.9952057530969087,8.579596720786284,25.02,25.03,71771.93,8365.42,2871.0,334.0,330146.0,842160704.0,25.508735650288056,-1.9126474242431277,164789.0,165357.0,0.4991397745239985,2026-03-02 14:13,0.35971223021582677,0.11961722488038733,0.03984063745019127,0.3585427715010376,0.0,40,moneyflow_dc,59.2,True,True,False,True,False,WATCH
002015.SZ,协鑫能科,电力,14.16,10.02,1,0,109150335.0,111427,111427,光伏、储能,首板,光伏,7.6824,1.44,2298627.6534,30493.31,30084.67,408.65,57.93181818181817,20260302,20260227,2026-03-02 14:51:58,20260227,7.6824,1.44,2298627.6534,2298627.6534,84370.7172,162332.4614,20260227,30493.31,17.92,30084.67,17.68,408.65,0.24,20260302,15.58,12.74,20260227,1.0,0,109150335.0,111427,111427,U,20260227,1015624175.0,129769626.0,150620548.0,3494688.0,246800.0,35600.0,1019118863.0,,,,,,,,14:51:22.368,13.73,14.16,-3.0367231638418057,14.5,13.69,0.049382716049383824,0.0029,7.28332119446452,3.5259045714866426,13.72,13.73,108595.70999999999,30799.390000000003,7930.0,2241.0,1552903.0,2176115456.0,14.013209170179978,-2.062703351638586,743822.0,809081.0,0.47898806300200336,2026-03-02 14:13,0.0,-0.5801305293690957,-0.3633720930232481,1.1668765792335192,0.0,40,moneyflow_dc,59.05,True,True,False,True,False,WATCH
002216.SZ,三全食品,食品加工,12.76,10.0,1,0,133650932.0,93603,93603,食品饮料、物流,首板,食品饮料,3.9683,2.74,804396.7864,8928.12,10273.85,-1345.73,56.15909090909091,20260302,20260227,2026-03-02 14:51:58,20260227,3.9683,2.74,1121838.8452,804396.7864,30915.9643,63040.5005,20260227,8928.12,28.5,10273.85,32.8,-1345.73,-4.3,20260302,14.04,11.48,20260227,1.0,0,133650932.0,93603,93603,U,20260227,202768030.0,42160581.0,27518276.0,139084.0,10900.0,7400.0,202907114.0,,,,,,,,14:51:23.058,12.58,12.76,-1.4106583072100292,13.27,12.52,0.08000000000000067,-0.0046,7.94912559618425,0.6548401881819617,12.58,12.59,9672.52,14770.81,770.0,1172.0,475514.0,606991616.0,12.764957835100544,-1.4702530612125921,234160.0,241355.0,0.4924355539479384,2026-03-02 14:13,0.7148530579825247,0.5551149881046811,0.15797788309636315,0.9628661934379985,-0.35714285714285715,40,moneyflow_dc,58.95,True,False,False,True,False,WATCH
000993.SZ,闽东电力,电力,14.43,9.98,1,0,97510248.0,130957,130957,绿色电力、电力,首板,电力,8.3738,1.74,634555.7464,12841.68,16985.99,-4144.31,58.29545454545454,20260302,20260227,2026-03-02 14:51:58,20260227,8.3738,1.74,660823.9496,634555.7464,21747.6007,43974.7572,20260227,12841.68,25.37,16985.99,33.55,-4144.31,-8.19,20260302,15.87,12.99,20260227,1.0,0,97510248.0,130957,130957,U,20260227,244650760.0,29425854.0,34327473.0,46176.0,3200.0,900.0,244696936.0,,,,,,,,14:51:22.224,13.97,14.43,-3.1878031878031816,14.63,13.89,0.10810810810810817,0.0014000000000000002,7.158196134573934,1.7201507948619272,13.97,13.98,41481.229999999996,24114.88,2973.0,1723.0,566181.0,802227136.0,14.169093205176436,-1.4251482117139251,296325.0,269857.0,0.5233750337789506,2026-03-02 14:13,-0.5010737294201881,-0.14367816091953717,-0.6433166547533943,1.8474310946052448,0.0625,40,moneyflow_dc,58.14,True,True,False,False,False,WATCH
300317.SZ,珈伟新能,电力,5.36,19.91,1,0,89963515.0,130309,130309,光伏EPC、绿色电力,首板,光伏,26.9794,5.87,444297.5851,25106.83,18060.29,7046.54,61.61363636363636,20260302,20260227,2026-03-02 14:51:58,20260227,26.9794,5.87,444980.9851,444297.5851,62797.6806,82891.3405,20260227,25106.83,22.09,18060.29,15.89,7046.54,6.2,20260302,6.43,4.29,20260227,1.0,0,89963515.0,130309,130309,U,,,,,,,,,20260227,26.98,1136472021.0,68393941.01,6.02,28.93,日涨幅达到15%的前5只证券,14:51:27.582,5.04,5.36,-5.970149253731348,5.41,5.02,0.05128205128205239,0.002,19.84126984126942,3.348977812372023,5.04,5.05,197573.08,58995.04,39411.0,11648.0,1992834.0,1020941696.0,5.123064419816202,-1.648103567781778,845652.0,1147183.0,0.4243464332704079,2026-03-02 14:13,0.39682539682538837,0.0,0.0,0.3371531318769792,-0.15789473684210525,40,moneyflow_dc,55.25,True,True,False,True,False,WATCH
000899.SZ,赣能股份,电力,14.61,10.02,3,0,140661588.0,93015,93015,绿色电力、电力,3连板,电力,3.6748,1.18,1425465.2074,1272.8,4788.5,-3515.71,55.29545454545455,20260302,20260227,2026-03-02 14:51:58,20260227,3.6748,1.18,1425465.2074,1425465.2074,28298.5929,97567.776,20260227,1272.8,2.46,4788.5,9.25,-3515.71,-6.79,20260302,16.07,13.15,20260227,3.0,0,140661588.0,93015,93015,U,20260227,215828017.0,40663997.0,51052389.0,642840.0,44000.0,2300.0,216470857.0,,,,,,,,14:51:21.870,14.56,14.61,-0.3422313483915054,16.07,14.5,0.03821656050955445,-0.0026,6.868131868131721,0.10652740388367428,14.56,14.57,8695.0,81622.19,598.0,5591.0,1563144.0,2379907328.0,15.225131708914853,-4.568212286503109,819450.0,743694.0,0.5242319325666733,2026-03-02 14:13,0.34317089910774834,-0.40871934604904975,-1.8791946308724907,0.953405017921147,-0.13513513513513514,40,moneyflow_dc,50.73,True,False,False,True,False,WATCH
002350.SZ,北京科锐,电网设备,12.32,10.0,2,0,184573275.0,93009,93009,电气设备、智能电网,2连板,智能电网,3.3294,0.82,653639.4123,3356.99,5528.96,-2171.97,51.13636363636363,20260302,20260227,2026-03-02 14:51:58,20260227,3.3294,0.82,668152.2244,653639.4123,32607.1247,53055.1471,20260227,3356.99,15.6,5528.96,25.69,-2171.97,-10.09,20260302,13.55,11.09,20260227,2.0,0,184573275.0,93009,93009,U,20260227,359771094.0,99739031.0,19729154.0,147840.0,12000.0,3300.0,359918934.0,20260227,3.33,541817041.0,102772331.31,18.97,50.16,连续三个交易日内，涨幅偏离值累计达到20%的证券,14:51:23.490,11.86,12.32,-3.7337662337662407,12.81,11.82,0.04040404040403953,0.0,8.431703204047038,1.8464101988974657,11.86,11.87,40500.86,21934.920000000002,3422.0,1846.0,876136.0,1062418240.0,12.126179497247003,-2.244346519789239,449738.0,426398.0,0.5133198498863191,2026-03-02 14:13,-0.08417508417509732,0.08431703204047038,-0.252100840336144,0.23530217045001992,-0.23076923076923078,40,moneyflow_dc,32.67,True,True,False,False,False,WATCH
