ts_code,name,industry,close,pct_chg,limit_times,open_times,fd_amount,first_time,last_time,theme,status,lu_desc,turnover_rate,volume_ratio,circ_mv,mf_net_amount,mf_buy_elg_amount,mf_buy_lg_amount,score,asof_trade_date,prev_open_trade_date,run_at,trade_date,turnover_rate_db,volume_ratio_db,total_mv,circ_mv_db,free_share,float_share,trade_date_mf,mf_net_amount_mf,mf_net_amount_rate,mf_buy_elg_amount_mf,mf_buy_elg_amount_rate,mf_buy_lg_amount_mf,mf_buy_lg_amount_rate,today_trade_date,today_up_limit,today_down_limit,prev_limit_trade_date,prev_limit_times,prev_open_times,prev_fd_amount,prev_first_time,prev_last_time,prev_limit_flag,prev_margin_trade_date,rzye,rzmre,rzche,rqye,rqyl,rqmcl,rzrqye,prev_lhb_trade_date,lhb_turnover_rate,lhb_amount,lhb_net_amount,lhb_net_rate,lhb_amount_rate,lhb_reason,rt_servertime,rt_price,rt_last_close,rt_gap_pct,rt_high,rt_low,rt_pos_in_range,rt_speed_pct,rt_spread_bp,rt_imbalance,rt_bid1,rt_ask1,rt_bid_value,rt_ask_value,rt_bid_vol_5,rt_ask_vol_5,rt_vol_hand,rt_amount_yuan,rt_vwap,rt_above_vwap_pct,rt_b_vol_hand,rt_s_vol_hand,rt_b_ratio,moneyflow_source,tail_score,pass_spread,pass_imbalance,pass_vwap,pass_momentum,near_down_limit,decision
300830.SZ,金现代,软件开发,14.88,20.0,1,0,131927136.0,93651,93651,AI应用、人工智能,首板,AI应用,20.2046,1.25,501582.1407,30642.94,37913.26,-7270.31,69.61363636363636,20260302,20260227,2026-03-02 14:40:05,20260227,20.2046,1.25,672041.4315,501582.1407,27847.6647,33708.4772,20260227,30642.94,31.65,37913.26,39.16,-7270.31,-7.51,20260302,17.86,11.9,20260227,1.0,0,131927136.0,93651,93651,U,,,,,,,,,20260227,20.2,968049064.0,244189520.73,25.22,45.41,日涨幅达到15%的前5只证券,14:39:22.140,14.11,14.88,-5.174731182795708,14.96,13.96,0.14999999999999858,0.0036,7.087172218284754,4.948106308317225,14.1,14.11,23985.5,4847.41,1704.0,343.0,796404.0,1145290624.0,14.380774380841885,-1.9190246693259065,413840.0,382565.0,0.5196357627535774,moneyflow_dc,77.24,True,True,False,False,False,WATCH
603353.SH,和顺石油,炼化及贸,42.13,10.0,1,0,62699551.0,102218,102218,石油石化、并购重组,首板,石油石化,4.9872,1.46,717971.034,1580.94,4017.04,-2436.1,30.81818181818182,20260302,20260227,2026-03-02 14:40:05,20260227,4.9872,1.46,724239.978,717971.034,5596.0,17041.8,20260227,1580.94,4.5,4017.04,11.44,-2436.1,-6.94,20260302,46.34,37.92,20260227,1.0,0,62699551.0,102218,102218,U,,,,,,,,,,,,,,,,14:39:03.402,46.34,42.13,9.992879183479706,46.34,44.43,1.0,0.0,-10000.0,517338910000000.0,46.34,0.0,517338.91000000003,0.0,11164.0,0.0,205119.0,936528256.0,45.65780137383665,1.4721593141203182,92198.0,112921.0,0.44948542065825203,moneyflow_dc,73.87,True,True,True,False,False,WATCH
001216.SZ,华瓷股份,家居用品,20.66,10.01,1,0,122671559.0,145239,145239,有色金属、地产链,首板,有色金属,10.5758,5.7,507312.9091,9163.11,7406.1,1757.01,63.1590909090909,20260302,20260227,2026-03-02 14:40:05,20260227,10.5758,5.7,520356.6022,507312.9091,7555.3199,24555.3199,20260227,9163.11,17.78,7406.1,14.37,1757.01,3.41,20260302,22.73,18.59,20260227,1.0,0,122671559.0,145239,145239,U,,,,,,,,,,,,,,,,14:39:20.406,20.0,20.66,-3.1945788964182,21.3,19.58,0.24418604651162856,-0.0034000000000000002,5.000000000000782,1.0914234280570914,19.99,20.0,10864.640000000001,9954.560000000001,544.0,497.0,198611.0,402984224.0,20.290126125944685,-1.450630629723424,102067.0,96544.0,0.5139040637225532,moneyflow_dc,73.52,True,False,False,False,False,WATCH
002980.SZ,华盛昌,电网设备,28.97,9.98,1,0,112525853.0,94427,94427,AI眼镜、智能电网,首板,智能电网,7.503,1.23,293726.6678,4600.98,5998.62,-1397.65,47.93181818181817,20260302,20260227,2026-03-02 14:40:05,20260227,7.503,1.23,548695.1605,293726.6678,6328.3389,10138.9944,20260227,4600.98,21.22,5998.62,27.66,-1397.65,-6.45,20260302,31.87,26.07,20260227,1.0,0,112525853.0,94427,94427,U,,,,,,,,,,,,,,,,14:39:02.484,31.87,28.97,10.010355540214022,31.87,31.87,,0.0,-10000.0,2330487000000000.0,31.87,0.0,2330487.0,0.0,73125.0,0.0,19782.0,63045232.0,31.86999898897988,3.172325450127592e-06,1800.0,17982.0,0.09099181073703366,moneyflow_dc,72.72,True,True,True,False,False,WATCH
301226.SZ,祥明智能,电机Ⅱ,41.82,20.0,1,0,33752922.0,143800,143800,机器人概念、光伏,首板,机器人概念,16.7122,5.75,455001.6,8980.17,8919.06,61.11,43.52272727272727,20260302,20260227,2026-03-02 14:40:05,20260227,16.7122,5.75,455001.6,455001.6,5247.7804,10880.0,20260227,8980.17,12.83,8919.06,12.74,61.11,0.09,20260302,50.18,33.46,20260227,1.0,0,33752922.0,143800,143800,U,20260227,204077590.0,95326219.0,62530604.0,418200.0,10000.0,0.0,204495790.0,20260227,16.71,700198339.0,8760844.16,1.25,35.33,日涨幅达到15%的前5只证券,14:39:01.776,48.05,41.82,14.897178383548534,50.0,43.16,0.7149122807017542,-0.0018,2.0811654526545507,0.7844572130226294,48.05,48.06,6337.52,8078.860000000001,132.0,168.0,195751.0,920394304.0,47.01862590740277,2.146460130275183,111813.0,83938.0,0.5712001471256852,moneyflow_dc,70.97,True,False,True,False,False,WATCH
002216.SZ,三全食品,食品加工,12.76,10.0,1,0,133650932.0,93603,93603,食品饮料、物流,首板,食品饮料,3.9683,2.74,804396.7864,8928.12,10273.85,-1345.73,56.15909090909091,20260302,20260227,2026-03-02 14:40:05,20260227,3.9683,2.74,1121838.8452,804396.7864,30915.9643,63040.5005,20260227,8928.12,28.5,10273.85,32.8,-1345.73,-4.3,20260302,14.04,11.48,20260227,1.0,0,133650932.0,93603,93603,U,20260227,202768030.0,42160581.0,27518276.0,139084.0,10900.0,7400.0,202907114.0,,,,,,,,14:39:23.016,12.65,12.76,-0.8620689655172369,13.27,12.52,0.17333333333333437,-0.0007000000000000001,7.9051383399207795,1.1982228848181848,12.65,12.66,23372.260000000002,19505.769999999997,1851.0,1538.0,453942.0,579773248.0,12.771967520079658,-0.9641701192067769,225431.0,228511.0,0.4966074961118381,moneyflow_dc,70.32,True,True,False,False,False,WATCH
603232.SH,格尔软件,软件开发,26.05,10.01,1,0,172255625.0,92500,92500,量子科技、算力,首板,数字经济,4.4114,0.49,602536.487,13976.79,17688.66,-3711.86,56.52272727272726,20260302,20260227,2026-03-02 14:40:05,20260227,4.4114,0.49,609784.118,602536.487,16477.1586,23129.9995,20260227,13976.79,52.58,17688.66,66.55,-3711.86,-13.96,20260302,28.66,23.45,20260227,1.0,0,172255625.0,92500,92500,U,,,,,,,,,,,,,,,,14:39:16.176,25.05,26.05,-3.8387715930902107,26.32,25.0,0.03787878787878841,-0.0003,3.992015968064496,8.899345745862346,25.04,25.05,119795.25,13461.13,4790.0,537.0,313340.0,800113920.0,25.535007340269356,-1.9361570469834544,156424.0,156917.0,0.499214910321057,moneyflow_dc,69.76,True,True,False,False,False,WATCH
605398.SH,新炬网络,IT服务Ⅱ,33.41,10.01,1,0,101111355.0,93407,93407,AI应用、阿里系AI,首板,AI应用,3.0902,1.04,543635.4222,6723.56,7711.89,-988.33,42.11363636363635,20260302,20260227,2026-03-02 14:40:05,20260227,3.0902,1.04,543635.4222,543635.4222,5038.2605,16271.6379,20260227,6723.56,40.94,7711.89,46.96,-988.33,-6.02,20260302,36.75,30.07,20260227,1.0,0,101111355.0,93407,93407,U,,,,,,,,,,,,,,,,14:39:10.914,32.82,33.41,-1.7659383418138175,33.56,32.07,0.5033557046979859,-0.0002,3.046922608165146,2.93010815812778,32.81,32.82,14723.94,5025.05,449.0,153.0,98521.0,322662016.0,32.75058271840521,0.2115090846885679,45124.0,53397.0,0.4580140274662255,moneyflow_dc,69.02,True,True,True,False,False,WATCH
000993.SZ,闽东电力,电力,14.43,9.98,1,0,97510248.0,130957,130957,绿色电力、电力,首板,电力,8.3738,1.74,634555.7464,12841.68,16985.99,-4144.31,58.29545454545454,20260302,20260227,2026-03-02 14:40:05,20260227,8.3738,1.74,660823.9496,634555.7464,21747.6007,43974.7572,20260227,12841.68,25.37,16985.99,33.55,-4144.31,-8.19,20260302,15.87,12.99,20260227,1.0,0,97510248.0,130957,130957,U,20260227,244650760.0,29425854.0,34327473.0,46176.0,3200.0,900.0,244696936.0,,,,,,,,14:39:24.066,13.9,14.43,-3.6729036729036686,14.63,13.89,0.013513513513513221,-0.0034999999999999996,7.194244604316393,10.1600260657818,13.9,13.91,74058.96999999999,7289.25,5332.0,523.0,528934.0,750362624.0,14.186318595514752,-2.0598460108974948,278499.0,250435.0,0.5265288296838547,moneyflow_dc,66.39,True,True,False,False,False,WATCH
002015.SZ,协鑫能科,电力,14.16,10.02,1,0,109150335.0,111427,111427,光伏、储能,首板,光伏,7.6824,1.44,2298627.6534,30493.31,30084.67,408.65,57.93181818181817,20260302,20260227,2026-03-02 14:40:05,20260227,7.6824,1.44,2298627.6534,2298627.6534,84370.7172,162332.4614,20260227,30493.31,17.92,30084.67,17.68,408.65,0.24,20260302,15.58,12.74,20260227,1.0,0,109150335.0,111427,111427,U,20260227,1015624175.0,129769626.0,150620548.0,3494688.0,246800.0,35600.0,1019118863.0,,,,,,,,14:39:22.356,13.75,14.16,-2.8954802259887016,14.5,13.7,0.06250000000000083,0.0,7.272727272727117,2.2805915092762437,13.74,13.75,97263.09999999999,42648.189999999995,7096.0,3098.0,1485142.0,2083233920.0,14.027169927185414,-2.0157812886211897,716200.0,768942.0,0.4822434487745953,moneyflow_dc,66.13,True,True,False,False,False,WATCH
002628.SZ,成都路桥,基础建设,5.27,10.02,1,0,70790550.0,111354,111354,机器人概念、基础建设,首板,机器人概念,10.0331,3.71,397244.5907,10180.99,9797.03,383.96,46.75,20260302,20260227,2026-03-02 14:40:05,20260227,10.0331,3.71,398991.9187,397244.5907,59815.7324,75378.4802,20260227,10180.99,26.33,9797.03,25.34,383.96,0.99,20260302,5.8,4.74,20260227,1.0,0,70790550.0,111354,111354,U,20260227,157213590.0,36846348.0,21311177.0,115413.0,21900.0,1000.0,157329003.0,,,,,,,,14:39:27.210,5.66,5.27,7.400379506641378,5.8,5.19,0.7704918032786888,0.0018,17.66784452296782,0.8538653638415898,5.65,5.66,39166.42,45869.55,6950.0,8068.0,1584378.0,900460928.0,5.683371821623375,-0.4129297106603304,825133.0,759245.0,0.5207930178278164,moneyflow_dc,65.44,True,False,False,False,False,WATCH
000899.SZ,赣能股份,电力,14.61,10.02,3,0,140661588.0,93015,93015,绿色电力、电力,3连板,电力,3.6748,1.18,1425465.2074,1272.8,4788.5,-3515.71,55.29545454545455,20260302,20260227,2026-03-02 14:40:05,20260227,3.6748,1.18,1425465.2074,1425465.2074,28298.5929,97567.776,20260227,1272.8,2.46,4788.5,9.25,-3515.71,-6.79,20260302,16.07,13.15,20260227,3.0,0,140661588.0,93015,93015,U,20260227,215828017.0,40663997.0,51052389.0,642840.0,44000.0,2300.0,216470857.0,,,,,,,,14:39:23.628,14.63,14.61,0.1368925393566143,16.07,14.58,0.033557046979866244,-0.006,6.835269993164584,3.00529476216418,14.63,14.64,58916.64,19604.280000000002,4034.0,1338.0,1494319.0,2279587840.0,15.255028143254552,-4.272236112471303,790140.0,704180.0,0.5287626002212379,moneyflow_dc,64.59,True,True,False,False,False,WATCH
600725.SH,云维股份,综合Ⅱ,5.39,10.0,1,0,45705744.0,93910,93910,电力、煤炭,首板,电力,2.7315,1.35,664301.33,4554.57,5321.93,-767.36,26.931818181818187,20260302,20260227,2026-03-02 14:40:05,20260227,2.7315,1.35,664301.33,664301.33,85981.0643,123247.0,20260227,4554.57,25.57,5321.93,29.88,-767.36,-4.31,20260302,5.93,4.85,20260227,1.0,0,45705744.0,93910,93910,U,,,,,,,,,,,,,,,,14:39:28.002,5.34,5.39,-0.9276437847866387,5.37,5.15,0.8636363636363623,-0.0018,18.726591760299225,0.8263933166632417,5.33,5.34,48538.98,58735.93000000001,9139.0,10947.0,642932.0,337888192.0,5.255426576994146,1.5837719664017629,331830.0,311103.0,0.5161199007048957,moneyflow_dc,64.16,True,False,True,False,False,WATCH
003035.SZ,南网能源,电力,8.22,10.04,1,0,83700602.0,130415,130415,虚拟电厂、工商业储能,4天2板,智能电网,5.1753,1.54,3113636.3629,34599.58,37747.79,-3148.21,48.56818181818181,20260302,20260227,2026-03-02 14:40:05,20260227,5.1753,1.54,3113636.3629,3113636.3629,98277.3675,378787.8787,20260227,34599.58,22.24,37747.79,24.27,-3148.21,-2.02,20260302,9.04,7.4,20260227,1.0,0,83700602.0,130415,130415,U,20260227,237455176.0,79163380.0,65604518.0,5415336.0,658800.0,61900.0,242870512.0,,,,,,,,14:39:25.614,8.32,8.22,1.2165450121654457,8.95,8.27,0.07352941176470695,0.006,12.019230769230512,1.1116840372097616,8.31,8.32,146797.01,132049.22,17707.0,15830.0,2937882.0,2515084032.0,8.560874916010922,-2.895131202054351,1520803.0,1417079.0,0.5176528533140541,moneyflow_dc,63.6,True,False,False,False,False,WATCH
603578.SH,三星新材,家电零部,15.98,9.98,1,0,73954672.0,141434,141434,光伏玻璃、光伏,首板,光伏,6.3511,1.76,288210.5371,2558.41,2205.32,353.09,37.340909090909086,20260302,20260227,2026-03-02 14:40:05,20260227,6.3511,1.76,288210.5371,288210.5371,7825.5032,18035.7032,20260227,2558.41,14.72,2205.32,12.69,353.09,2.03,20260302,17.58,14.38,20260227,1.0,0,73954672.0,141434,141434,U,,,,,,,,,,,,,,,,14:39:21.204,15.67,15.98,-1.939924906132669,16.18,14.9,0.6015625,-0.0005,6.38162093171652,3.215425579351025,15.67,15.68,12619.420000000002,3924.65,806.0,250.0,157301.0,247048560.0,15.70546658953217,-0.22633433013510013,75479.0,81822.0,0.4798380175586932,moneyflow_dc,63.55,True,True,False,False,False,WATCH
603381.SH,永臻股份,光伏设备,29.5,9.99,1,0,121672425.0,100504,100504,光伏、专精特新,首板,光伏,6.8464,0.56,419306.1737,6373.73,4597.53,1776.2,48.6590909090909,20260302,20260227,2026-03-02 14:40:05,20260227,6.8464,0.56,699906.1617,419306.1737,10113.6655,14213.7686,20260227,6373.73,23.18,4597.53,16.72,1776.2,6.46,20260302,32.45,26.55,20260227,1.0,0,121672425.0,100504,100504,U,20260227,137428804.0,19879675.0,45530699.0,212400.0,7200.0,0.0,137641204.0,,,,,,,,14:39:15.780,27.71,29.5,-6.067796610169489,29.11,27.06,0.31707317073170826,-0.0006,3.608805485384902,0.989282060342596,27.7,27.71,9630.74,9735.08,348.0,351.0,152276.0,423583360.0,27.81681683259345,-0.385481171394618,74976.0,77301.0,0.4923691192308703,moneyflow_dc,62.68,True,False,False,False,False,WATCH
300317.SZ,珈伟新能,电力,5.36,19.91,1,0,89963515.0,130309,130309,光伏EPC、绿色电力,首板,光伏,26.9794,5.87,444297.5851,25106.83,18060.29,7046.54,61.61363636363636,20260302,20260227,2026-03-02 14:40:05,20260227,26.9794,5.87,444980.9851,444297.5851,62797.6806,82891.3405,20260227,25106.83,22.09,18060.29,15.89,7046.54,6.2,20260302,6.43,4.29,20260227,1.0,0,89963515.0,130309,130309,U,,,,,,,,,20260227,26.98,1136472021.0,68393941.01,6.02,28.93,日涨幅达到15%的前5只证券,14:39:27.582,5.04,5.36,-5.970149253731348,5.41,5.03,0.026315789473683657,0.0,19.84126984126942,3.1890209245444843,5.04,5.05,181676.8,56969.45999999999,36259.0,11252.0,1875616.0,961900992.0,5.128453755992698,-1.7550348411249626,800203.0,1075414.0,0.4266347695903639,moneyflow_dc,58.53,True,True,False,False,False,WATCH
002350.SZ,北京科锐,电网设备,12.32,10.0,2,0,184573275.0,93009,93009,电气设备、智能电网,2连板,智能电网,3.3294,0.82,653639.4123,3356.99,5528.96,-2171.97,51.13636363636363,20260302,20260227,2026-03-02 14:40:05,20260227,3.3294,0.82,668152.2244,653639.4123,32607.1247,53055.1471,20260227,3356.99,15.6,5528.96,25.69,-2171.97,-10.09,20260302,13.55,11.09,20260227,2.0,0,184573275.0,93009,93009,U,20260227,359771094.0,99739031.0,19729154.0,147840.0,12000.0,3300.0,359918934.0,20260227,3.33,541817041.0,102772331.31,18.97,50.16,连续三个交易日内，涨幅偏离值累计达到20%的证券,14:39:23.490,11.86,12.32,-3.7337662337662407,12.81,11.82,0.04040404040403953,0.0017000000000000001,8.431703204047038,2.524922477193015,11.85,11.86,65107.549999999996,25785.96,5507.0,2171.0,837309.0,1016431104.0,12.139259269875279,-2.354631280567278,428898.0,408411.0,0.5122338348208367,moneyflow_dc,57.2,True,True,False,False,False,WATCH
603217.SH,元利科技,化学制品,28.33,10.02,1,0,89985032.0,141102,141102,化工、环保,首板,化工,4.4713,3.77,589512.1708,5134.85,6534.64,-1399.79,46.1590909090909,20260302,20260227,2026-03-02 14:40:05,20260227,4.4713,3.77,589512.1708,589512.1708,7842.4171,20808.76,20260227,5134.85,20.08,6534.64,25.56,-1399.79,-5.48,20260302,31.16,25.5,20260227,1.0,0,89985032.0,141102,141102,U,,,,,,,,,20260227,4.47,255662100.0,20851637.79,8.16,38.06,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,14:39:15.006,27.0,28.33,-4.694669961171897,27.8,26.93,0.08045977011494276,-0.0017000000000000001,3.7037037037042824,1.3001354561469065,26.99,27.0,15587.48,11989.12,578.0,444.0,69853.0,190666160.0,27.29534307760583,-1.0938632503919568,28398.0,41455.0,0.4065394471246761,moneyflow_dc,52.94,True,True,False,False,False,WATCH
003018.SZ,金富科技,包装印刷,26.57,10.02,1,0,45880730.0,104103,104103,液冷、算力,首板,算力,17.8696,0.64,260330.0037,5526.64,5129.68,396.96,35.20454545454545,20260302,20260227,2026-03-02 14:40:05,20260227,17.8696,0.64,690820.0,260330.0037,7544.1425,9797.8925,20260227,5526.64,12.62,5129.68,11.71,396.96,0.91,20260302,29.23,23.91,20260227,1.0,0,45880730.0,104103,104103,U,,,,,,,,,,,,,,,,14:39:14.964,26.07,26.57,-1.881821603312006,27.3,25.66,0.25,0.0027,3.835826620637347,0.6003797311125176,26.06,26.07,5075.22,8453.349999999999,195.0,324.0,170676.0,447962944.0,26.24639340036092,-0.6766145008090474,73296.0,97380.0,0.42944526471208605,moneyflow_dc,52.36,True,False,False,False,False,WATCH
603117.SH,万林物流,物流,5.96,9.96,1,0,73662739.0,111548,111548,物流、并购重组,首板,物流,5.6356,2.77,357121.8542,5864.51,5189.13,675.38,41.52272727272727,20260302,20260227,2026-03-02 14:40:05,20260227,5.6356,2.77,357121.8542,357121.8542,42185.14,59919.7742,20260227,5864.51,30.22,5189.13,26.74,675.38,3.48,20260302,6.56,5.36,20260227,1.0,0,73662739.0,111548,111548,U,,,,,,,,,,,,,,,,14:39:28.290,5.86,5.96,-1.6778523489932826,6.12,5.77,0.2571428571428589,-0.0016,17.06484641638189,0.3547918578187873,5.86,5.87,8483.789999999999,23912.02,1452.0,4062.0,368487.0,219015280.0,5.943636546201087,-1.4272448157181978,190815.0,177672.0,0.5178337363326251,moneyflow_dc,51.2,True,False,False,False,False,WATCH
002973.SZ,侨银股份,环境治理,15.59,10.02,1,0,86688195.0,130542,130542,环保、机器人概念,首板,环保,4.0027,2.81,485679.0132,5145.44,5383.16,-237.72,43.06818181818181,20260302,20260227,2026-03-02 14:40:05,20260227,4.0027,2.81,637109.7842,485679.0132,24636.5887,31153.2401,20260227,5145.44,27.49,5383.16,28.76,-237.72,-1.27,20260302,17.15,14.03,20260227,1.0,0,86688195.0,130542,130542,U,,,,,,,,,,,,,,,,14:39:21.528,15.13,15.59,-2.950609364977544,16.0,15.1,0.03333333333333458,-0.0006,6.609385327164432,11.92231767501371,15.13,15.14,30004.420000000002,2516.66,1986.0,166.0,139004.0,214983744.0,15.466011337803229,-2.2208284058375947,65558.0,73447.0,0.4716267157779632,moneyflow_dc,51.13,True,True,False,False,False,WATCH
603226.SH,菲林格尔,家居用品,31.82,9.99,1,0,71023258.0,130029,130029,装修家具、地产链,首板,地产链,1.8705,2.39,1131174.8121,2198.22,1679.11,519.11,31.704545454545457,20260302,20260227,2026-03-02 14:40:05,20260227,1.8705,2.39,1131174.8121,1131174.8121,10032.6507,35549.177,20260227,2198.22,10.62,1679.11,8.11,519.11,2.51,20260302,35.0,28.64,20260227,1.0,0,71023258.0,130029,130029,U,,,,,,,,,,,,,,,,14:39:12.636,30.95,31.82,-2.734129478315528,33.15,30.73,0.09090909090909051,-0.0002,3.231017770598243,2.476395982687175,30.97,30.98,5910.34,2386.67,191.0,77.0,77584.0,247521216.0,31.90364198803877,-3.081234210141428,35346.0,42238.0,0.4555836254897917,moneyflow_dc,47.75,True,True,False,False,False,WATCH
002633.SZ,申科股份,通用设备,19.35,10.01,1,0,41463760.0,95939,95939,海洋经济、发电机,首板,燃气轮机,4.9478,2.31,289125.2813,3807.44,4098.3,-290.86,30.93181818181818,20260302,20260227,2026-03-02 14:40:05,20260227,4.9478,2.31,290250.0,289125.2813,7202.2063,14941.875,20260227,3807.44,27.31,4098.3,29.4,-290.86,-2.09,20260302,21.29,17.42,20260227,1.0,0,41463760.0,95939,95939,U,,,,,,,,,,,,,,,,14:39:17.952,18.09,19.35,-6.511627906976752,19.5,18.04,0.03424657534246622,0.0022,5.527915975678034,5.813033199139074,18.09,18.1,10425.21,1793.42,577.0,99.0,147413.0,273069408.0,18.524106286419787,-2.3997030758418316,63279.0,84134.0,0.4292633621186734,moneyflow_dc,38.68,True,True,False,False,False,WATCH
