ts_code,trade_date,cost_5pct,cost_95pct,weight_avg,winner_rate
000001.SZ,20260327,10.4,12.8,11.38,43.0
000002.SZ,20260327,4.0,6.2,5.1,7.11
000006.SZ,20260327,8.3,10.1,9.22,31.9
000007.SZ,20260327,12.2,14.7,13.8,15.12
000008.SZ,20260327,2.6,3.2,2.93,6.68
000009.SZ,20260327,8.8,11.4,9.89,23.78
000010.SZ,20260327,4.1,4.8,4.43,17.09
000011.SZ,20260327,8.2,10.4,9.12,14.41
000012.SZ,20260327,4.4,5.1,4.8,21.42
000014.SZ,20260327,13.6,15.6,14.88,83.13
000016.SZ,20260327,3.0,4.0,3.33,56.64
000017.SZ,20260327,6.5,8.4,7.41,18.92
000019.SZ,20260327,7.0,7.9,7.51,78.92
000020.SZ,20260327,15.4,22.2,18.09,8.39
000021.SZ,20260327,27.0,33.2,30.22,10.49
001872.SZ,20260327,13.8,22.6,19.23,93.47
000025.SZ,20260327,15.6,19.6,18.11,8.41
000026.SZ,20260327,13.6,17.4,15.62,15.03
000027.SZ,20260327,6.4,8.1,7.11,93.38
000028.SZ,20260327,24.4,32.4,26.38,56.67
000029.SZ,20260327,19.2,32.4,24.02,5.6
000030.SZ,20260327,4.8,6.0,5.47,10.74
000031.SZ,20260327,2.8,4.0,3.46,16.32
000032.SZ,20260327,17.2,21.4,18.58,66.59
000034.SZ,20260327,33.2,40.4,37.12,24.27
000035.SZ,20260327,6.8,8.3,7.45,29.04
000036.SZ,20260327,4.6,6.2,5.27,60.16
000037.SZ,20260327,10.2,12.8,11.82,71.12
000039.SZ,20260327,9.6,13.5,11.78,32.65
000042.SZ,20260327,7.6,9.4,8.73,90.72
001914.SZ,20260327,9.8,14.4,11.79,8.02
000045.SZ,20260327,12.4,14.0,13.28,99.2
000048.SZ,20260327,15.9,21.3,19.03,82.35
000049.SZ,20260327,25.6,28.4,27.27,59.67
000050.SZ,20260327,7.8,10.4,9.6,10.35
000055.SZ,20260327,3.5,4.3,3.95,15.21
000056.SZ,20260327,1.8,2.2,1.92,50.12
000058.SZ,20260327,8.0,10.0,9.12,7.87
000059.SZ,20260327,5.2,6.4,5.85,28.5
000060.SZ,20260327,5.9,8.2,7.01,24.05
000061.SZ,20260327,7.8,10.4,9.38,4.62
000062.SZ,20260327,24.0,28.0,26.38,90.04
000063.SZ,20260327,32.4,40.8,36.84,6.75
000065.SZ,20260327,12.0,14.4,13.33,67.18
000066.SZ,20260327,14.6,17.4,16.16,14.56
000068.SZ,20260327,3.3,3.9,3.56,46.41
000069.SZ,20260327,2.1,2.8,2.65,6.7
000070.SZ,20260327,13.9,17.9,15.72,54.27
000078.SZ,20260327,2.9,3.8,3.14,61.62
000088.SZ,20260327,4.4,4.8,4.66,55.85
000089.SZ,20260327,6.6,7.4,7.14,10.68
000090.SZ,20260327,3.5,4.2,3.86,9.73
000096.SZ,20260327,10.0,12.8,11.22,22.84
000099.SZ,20260327,17.1,21.6,18.97,13.6
000100.SZ,20260327,4.2,5.0,4.7,15.12
000151.SZ,20260327,11.4,13.8,12.8,13.6
000153.SZ,20260327,6.0,6.8,6.53,31.27
000155.SZ,20260327,12.4,15.6,14.18,98.65
000156.SZ,20260327,7.2,9.6,8.51,10.67
000157.SZ,20260327,7.3,10.0,8.8,30.67
000158.SZ,20260327,17.2,21.8,20.09,8.28
000159.SZ,20260327,6.3,7.6,6.76,47.29
000301.SZ,20260327,8.4,23.4,12.71,39.04
000400.SZ,20260327,28.0,34.0,30.57,13.49
000401.SZ,20260327,4.4,6.0,5.26,39.77
000402.SZ,20260327,2.5,3.2,2.94,5.41
000403.SZ,20260327,13.0,18.2,14.58,7.23
000404.SZ,20260327,6.6,7.4,7.05,43.92
000407.SZ,20260327,4.7,5.6,5.06,37.4
000408.SZ,20260327,72.0,96.0,83.68,33.62
000409.SZ,20260327,9.8,12.0,10.66,50.67
000410.SZ,20260327,6.4,8.0,7.55,9.13
000411.SZ,20260327,10.5,13.8,12.14,12.72
000415.SZ,20260327,3.7,5.4,4.57,39.38
000417.SZ,20260327,6.5,8.7,7.63,19.15
000419.SZ,20260327,5.6,6.7,6.29,14.86
000420.SZ,20260327,4.4,5.3,4.8,67.77
000421.SZ,20260327,6.5,7.5,6.98,30.52
000422.SZ,20260327,16.0,19.6,17.24,67.47
000423.SZ,20260327,46.9,56.0,51.5,90.86
000425.SZ,20260327,10.1,12.7,11.36,13.67
000426.SZ,20260327,36.8,59.2,45.43,30.34
000428.SZ,20260327,3.4,4.0,3.83,91.97
000429.SZ,20260327,10.9,13.2,12.11,90.75
000498.SZ,20260327,5.6,6.3,6.11,12.39
000501.SZ,20260327,8.1,10.8,9.73,12.49
000503.SZ,20260327,7.2,11.2,9.41,8.24
000505.SZ,20260327,6.4,7.7,7.14,28.26
000506.SZ,20260327,15.4,22.0,17.95,27.86
000507.SZ,20260327,5.3,5.9,5.65,73.71
000509.SZ,20260327,3.8,4.7,4.36,37.74
000510.SZ,20260327,14.0,19.6,15.43,51.0
000513.SZ,20260327,33.2,40.4,35.56,16.66
000514.SZ,20260327,4.6,5.4,5.09,18.72
000516.SZ,20260327,4.6,5.4,5.06,70.78
000517.SZ,20260327,1.8,2.3,2.03,32.8
000519.SZ,20260327,16.2,21.0,18.49,33.91
000520.SZ,20260327,4.0,5.0,4.33,50.05
000521.SZ,20260327,6.0,7.3,6.55,6.92
000523.SZ,20260327,3.2,4.2,3.76,27.55
000524.SZ,20260327,11.2,13.6,12.64,16.94
000525.SZ,20260327,5.8,7.2,6.6,27.8
000526.SZ,20260327,30.8,42.0,37.08,13.06
000528.SZ,20260327,9.1,12.2,10.74,12.13
000529.SZ,20260327,5.5,6.3,6.09,11.47
000530.SZ,20260327,5.7,7.0,6.13,56.74
000531.SZ,20260327,6.4,8.3,7.59,76.53
000532.SZ,20260327,13.4,17.3,15.28,7.01
000533.SZ,20260327,14.9,17.5,15.77,42.01
000534.SZ,20260327,37.6,47.2,41.37,9.22
000536.SZ,20260327,4.3,5.1,4.73,9.6
000537.SZ,20260327,8.7,12.6,11.42,54.63
000538.SZ,20260327,53.0,59.0,56.36,11.55
000539.SZ,20260327,4.7,7.7,6.56,52.01
000541.SZ,20260327,5.6,6.8,6.26,5.89
000543.SZ,20260327,7.9,9.1,8.5,95.84
000544.SZ,20260327,7.9,9.3,8.63,50.35
000545.SZ,20260327,3.2,4.0,3.47,62.14
000546.SZ,20260327,5.4,6.6,6.02,95.1
000547.SZ,20260327,25.5,31.1,27.58,51.72
000548.SZ,20260327,5.1,5.9,5.58,16.56
000550.SZ,20260327,17.2,21.8,18.98,8.09
000551.SZ,20260327,12.6,15.6,14.32,17.26
000552.SZ,20260327,2.4,2.9,2.71,54.9
000553.SZ,20260327,5.6,9.6,6.65,61.56
000554.SZ,20260327,8.2,9.3,8.53,74.03
000555.SZ,20260327,15.4,18.9,17.34,8.07
000557.SZ,20260327,4.6,5.4,5.04,8.73
000558.SZ,20260327,4.2,5.4,4.6,52.39
000559.SZ,20260327,15.0,20.2,17.57,15.94
000560.SZ,20260327,2.9,3.5,3.14,28.96
000561.SZ,20260327,9.1,12.6,10.76,26.07
000563.SZ,20260327,3.3,3.7,3.53,8.37
000564.SZ,20260327,1.9,2.6,2.29,7.85
000565.SZ,20260327,6.8,8.6,7.61,53.61
000566.SZ,20260327,5.0,6.6,5.51,59.68
000567.SZ,20260327,5.2,7.6,6.2,5.79
000568.SZ,20260327,101.5,147.9,122.07,8.15
000570.SZ,20260327,5.3,6.3,5.9,20.96
000571.SZ,20260327,5.9,7.7,6.85,9.12
000576.SZ,20260327,8.7,11.4,9.99,35.07
000581.SZ,20260327,20.1,25.2,22.75,14.11
000582.SZ,20260327,9.3,11.5,10.64,52.88
000590.SZ,20260327,11.2,12.4,11.85,66.42
000592.SZ,20260327,9.8,11.3,10.65,35.45
000596.SZ,20260327,106.4,179.2,137.24,3.29
000597.SZ,20260327,4.9,5.8,5.34,41.87
000598.SZ,20260327,6.6,7.3,6.99,18.65
000599.SZ,20260327,5.9,7.3,6.64,6.35
000600.SZ,20260327,9.1,10.6,9.89,65.66
000601.SZ,20260327,7.7,8.8,8.22,7.32
000603.SZ,20260327,35.6,54.0,43.52,29.17
000605.SZ,20260327,6.6,7.4,7.09,39.02
000607.SZ,20260327,4.0,5.4,4.61,39.6
000610.SZ,20260327,8.5,9.9,9.08,68.89
000612.SZ,20260327,10.9,15.0,12.97,33.2
000617.SZ,20260327,8.7,10.8,9.91,91.46
000619.SZ,20260327,5.6,6.6,6.21,21.72
000620.SZ,20260327,2.9,3.4,3.19,35.38
000623.SZ,20260327,17.2,20.8,19.12,8.37
000625.SZ,20260327,10.0,13.0,11.59,5.92
000626.SZ,20260327,7.0,9.1,8.26,53.68
000628.SZ,20260327,48.0,56.4,52.5,15.09
000629.SZ,20260327,3.2,4.3,3.79,21.62
000630.SZ,20260327,5.7,8.2,6.81,19.99
000631.SZ,20260327,3.1,4.3,3.75,74.02
000632.SZ,20260327,4.4,5.1,4.7,64.96
000633.SZ,20260327,6.2,8.0,7.22,27.69
000635.SZ,20260327,8.0,10.6,9.29,34.14
000636.SZ,20260327,19.2,25.4,21.62,17.89
000637.SZ,20260327,4.4,5.4,4.81,48.36
000639.SZ,20260327,2.7,3.2,3.01,84.13
000650.SZ,20260327,5.4,6.3,5.93,12.9
000651.SZ,20260327,34.0,43.0,38.4,21.33
000652.SZ,20260327,3.8,4.8,4.23,10.73
000655.SZ,20260327,8.4,11.1,9.92,26.25
000657.SZ,20260327,47.2,68.4,55.16,23.43
000659.SZ,20260327,3.7,4.7,4.22,82.42
000661.SZ,20260327,82.5,118.8,100.64,13.76
000663.SZ,20260327,6.2,8.2,7.28,29.64
000665.SZ,20260327,4.8,6.1,5.4,13.28
000670.SZ,20260327,8.2,9.4,8.79,67.26
000672.SZ,20260327,11.2,15.4,13.82,18.47
000676.SZ,20260327,7.3,9.5,7.87,45.81
000677.SZ,20260327,4.4,5.2,4.91,62.87
000678.SZ,20260327,11.4,15.0,12.54,18.26
000679.SZ,20260327,6.2,8.6,7.26,18.83
000680.SZ,20260327,10.7,13.6,12.19,31.23
000681.SZ,20260327,20.0,26.0,21.37,53.03
000682.SZ,20260327,12.2,15.4,13.89,18.46
000683.SZ,20260327,6.8,9.7,8.53,44.6
000685.SZ,20260327,10.6,12.7,11.81,13.41
000686.SZ,20260327,7.8,9.9,8.98,5.39
000688.SZ,20260327,31.0,42.6,38.8,93.54
000690.SZ,20260327,4.7,6.0,5.44,48.9
000692.SZ,20260327,3.8,5.3,4.74,38.34
000695.SZ,20260327,12.7,15.1,13.61,83.04
001696.SZ,20260327,18.8,25.0,21.49,4.11
000700.SZ,20260327,11.2,15.3,12.56,41.46
000701.SZ,20260327,5.4,6.6,5.86,52.71
000702.SZ,20260327,6.0,7.1,6.47,63.92
000703.SZ,20260327,6.6,13.5,11.38,66.74
000705.SZ,20260327,8.4,9.6,9.07,22.18
000707.SZ,20260327,5.8,6.8,6.4,35.16
000708.SZ,20260327,10.8,21.3,15.07,77.21
000709.SZ,20260327,2.2,2.6,2.52,22.25
000710.SZ,20260327,9.9,12.6,10.67,60.14
000712.SZ,20260327,10.4,13.2,11.9,13.98
000713.SZ,20260327,6.2,7.3,6.83,31.54
000715.SZ,20260327,5.5,6.6,6.16,16.63
000716.SZ,20260327,5.1,6.4,5.48,46.66
000717.SZ,20260327,2.4,2.9,2.72,25.64
000718.SZ,20260327,2.0,2.5,2.34,14.69
000719.SZ,20260327,11.8,13.5,12.77,62.49
000720.SZ,20260327,3.7,5.5,4.45,98.09
000721.SZ,20260327,7.4,9.2,8.02,56.05
000722.SZ,20260327,14.1,19.1,17.72,13.63
000723.SZ,20260327,4.8,5.6,5.26,12.86
000725.SZ,20260327,3.9,4.5,4.28,10.37
000726.SZ,20260327,6.7,7.8,7.41,15.85
000727.SZ,20260327,2.5,2.8,2.68,38.29
000728.SZ,20260327,7.4,9.2,8.36,5.22
000729.SZ,20260327,10.7,13.2,12.2,89.99
000731.SZ,20260327,7.2,8.3,7.77,43.74
000733.SZ,20260327,44.8,58.4,52.68,14.77
000735.SZ,20260327,6.7,8.1,7.41,16.72
000737.SZ,20260327,12.8,18.4,15.62,17.36
000738.SZ,20260327,21.2,28.8,25.19,8.01
000739.SZ,20260327,14.8,19.2,17.3,54.97
000750.SZ,20260327,3.8,4.6,4.22,6.5
000751.SZ,20260327,5.0,7.0,5.87,30.54
000753.SZ,20260327,6.2,7.9,7.09,15.9
000755.SZ,20260327,4.8,5.8,5.26,56.65
000756.SZ,20260327,14.4,16.8,15.76,13.53
000757.SZ,20260327,4.6,5.3,5.05,24.71
000758.SZ,20260327,6.2,8.9,7.59,21.31
000759.SZ,20260327,5.3,6.5,5.63,70.41
000761.SZ,20260327,3.1,4.3,3.68,12.25
000762.SZ,20260327,25.6,31.2,28.44,94.36
000766.SZ,20260327,18.8,28.4,22.88,17.78
000767.SZ,20260327,3.6,5.0,4.36,96.01
000768.SZ,20260327,24.4,31.2,28.17,14.31
000776.SZ,20260327,17.8,23.4,21.02,7.86
000777.SZ,20260327,22.3,26.8,24.76,14.61
000778.SZ,20260327,4.1,5.2,4.76,29.37
000779.SZ,20260327,8.4,10.6,9.5,27.11
000782.SZ,20260327,5.0,6.7,5.76,32.49
000783.SZ,20260327,6.9,8.9,8.02,8.87
000785.SZ,20260327,2.5,3.5,3.02,4.63
000786.SZ,20260327,24.0,29.6,27.16,17.64
000788.SZ,20260327,5.2,6.4,5.93,39.0
000789.SZ,20260327,5.3,6.2,5.76,15.87
000790.SZ,20260327,3.7,4.2,4.07,62.15
000791.SZ,20260327,6.7,9.1,8.35,62.54
000792.SZ,20260327,25.6,39.2,34.75,95.19
000795.SZ,20260327,8.2,10.8,9.17,57.03
000796.SZ,20260327,5.0,5.9,5.26,72.85
000797.SZ,20260327,2.7,3.8,3.08,18.66
000798.SZ,20260327,9.6,11.8,10.35,50.62
000799.SZ,20260327,41.6,59.2,50.71,16.76
000800.SZ,20260327,6.6,9.0,7.34,3.67
000801.SZ,20260327,13.6,17.4,15.84,4.08
000802.SZ,20260327,3.8,5.1,4.4,19.39
000803.SZ,20260327,8.6,10.9,9.54,24.68
000807.SZ,20260327,27.2,36.8,32.08,16.72
000809.SZ,20260327,3.4,4.4,4.02,62.44
000810.SZ,20260327,10.6,13.6,11.86,23.96
000811.SZ,20260327,16.6,21.4,19.29,23.29
000812.SZ,20260327,3.8,4.9,4.36,38.56
000813.SZ,20260327,3.2,4.4,3.84,21.1
000815.SZ,20260327,19.5,22.0,20.6,31.02
000816.SZ,20260327,3.2,4.0,3.64,23.84
000818.SZ,20260327,20.8,24.8,22.93,18.57
000819.SZ,20260327,14.0,18.0,16.26,14.26
000822.SZ,20260327,5.5,7.1,6.33,62.72
000823.SZ,20260327,12.9,16.0,14.57,18.65
000825.SZ,20260327,4.3,5.6,5.19,8.88
000826.SZ,20260327,2.0,2.6,2.29,19.94
000828.SZ,20260327,9.7,12.0,10.91,19.07
000829.SZ,20260327,9.6,11.2,10.55,30.47
000830.SZ,20260327,15.0,21.2,17.68,32.28
000831.SZ,20260327,45.6,62.4,52.86,34.34
000833.SZ,20260327,24.2,28.3,25.64,62.35
000837.SZ,20260327,10.4,13.4,12.11,8.74
000838.SZ,20260327,2.0,2.7,2.31,48.95
000839.SZ,20260327,3.2,4.0,3.6,35.25
000848.SZ,20260327,7.8,9.1,8.49,6.34
000850.SZ,20260327,4.7,6.4,5.56,14.65
000852.SZ,20260327,6.8,9.2,7.92,22.18
000856.SZ,20260327,10.8,12.4,11.69,57.89
000858.SZ,20260327,99.2,179.8,117.41,22.44
000859.SZ,20260327,9.1,11.4,9.97,74.41
000860.SZ,20260327,12.8,16.4,15.53,6.12
000862.SZ,20260327,7.8,9.1,8.38,16.65
000863.SZ,20260327,5.2,6.7,5.76,4.42
000868.SZ,20260327,4.3,5.4,4.83,31.19
000869.SZ,20260327,19.2,43.6,24.06,3.52
000875.SZ,20260327,6.6,8.1,7.43,22.09
000876.SZ,20260327,8.4,10.4,9.61,4.46
000877.SZ,20260327,4.8,6.8,5.91,5.67
000878.SZ,20260327,17.6,25.6,21.66,26.42
000880.SZ,20260327,25.8,29.3,27.06,52.16
000881.SZ,20260327,7.4,9.2,8.48,16.9
000882.SZ,20260327,1.5,2.1,1.75,31.5
000883.SZ,20260327,4.5,5.3,4.84,92.15
000885.SZ,20260327,13.2,15.4,14.05,46.1
000886.SZ,20260327,5.6,6.9,6.33,11.3
000887.SZ,20260327,17.6,23.6,20.65,12.66
000888.SZ,20260327,12.4,14.1,13.35,23.31
000889.SZ,20260327,3.1,3.8,3.4,56.04
000890.SZ,20260327,12.4,13.7,13.01,87.82
000892.SZ,20260327,5.6,6.8,6.09,47.82
000893.SZ,20260327,57.2,70.4,63.97,48.72
000895.SZ,20260327,22.4,28.4,25.72,92.03
001896.SZ,20260327,14.2,17.0,15.63,86.35
000897.SZ,20260327,2.0,2.4,2.28,30.26
000898.SZ,20260327,2.3,5.9,3.1,8.16
000899.SZ,20260327,13.2,15.4,14.18,65.75
000900.SZ,20260327,4.0,4.4,4.21,27.93
000901.SZ,20260327,21.1,27.8,23.3,52.97
000902.SZ,20260327,14.2,18.8,16.84,31.52
000905.SZ,20260327,10.6,14.0,12.21,11.54
000906.SZ,20260327,5.5,6.4,6.09,10.71
000910.SZ,20260327,7.0,8.2,7.75,6.38
000911.SZ,20260327,6.2,7.6,7.02,38.11
000912.SZ,20260327,5.0,6.3,5.5,61.56
000913.SZ,20260327,14.1,17.1,15.63,7.44
000915.SZ,20260327,31.0,34.5,32.43,20.11
000917.SZ,20260327,9.2,12.3,10.55,14.01
000919.SZ,20260327,6.8,8.0,7.52,18.32
000920.SZ,20260327,11.4,14.4,13.05,9.28
000921.SZ,20260327,21.6,27.4,24.43,9.78
000922.SZ,20260327,13.4,16.3,15.08,14.88
000923.SZ,20260327,17.8,25.0,21.15,16.25
000925.SZ,20260327,7.0,9.4,8.05,11.46
000926.SZ,20260327,2.0,2.5,2.24,22.84
000927.SZ,20260327,2.6,3.4,3.09,69.5
000928.SZ,20260327,6.3,7.2,6.82,43.76
000930.SZ,20260327,6.1,8.0,7.11,35.47
000931.SZ,20260327,4.6,5.4,5.14,48.84
000932.SZ,20260327,5.0,6.6,5.83,10.72
000933.SZ,20260327,28.4,38.8,33.47,26.77
000935.SZ,20260327,19.8,28.6,25.42,36.64
000936.SZ,20260327,7.0,8.8,8.0,14.81
000937.SZ,20260327,5.3,6.2,5.74,60.96
000938.SZ,20260327,24.0,27.0,25.7,33.71
000948.SZ,20260327,14.9,18.1,15.81,33.09
000949.SZ,20260327,6.5,7.7,7.06,13.93
000950.SZ,20260327,5.4,6.6,6.0,12.62
000951.SZ,20260327,16.5,22.8,20.04,82.91
000952.SZ,20260327,6.6,8.2,7.2,59.63
000953.SZ,20260327,6.4,7.6,7.16,34.08
000955.SZ,20260327,4.6,5.7,4.97,66.33
000957.SZ,20260327,10.5,12.1,11.32,36.02
000958.SZ,20260327,6.3,7.2,6.71,14.87
000960.SZ,20260327,30.6,45.6,36.41,29.82
000962.SZ,20260327,43.2,57.6,49.29,27.59
000963.SZ,20260327,33.5,44.5,38.44,21.04
000965.SZ,20260327,3.6,4.1,3.94,23.84
000966.SZ,20260327,4.5,5.8,5.25,70.72
000967.SZ,20260327,6.5,9.4,7.9,84.45
000968.SZ,20260327,9.2,11.8,10.59,85.97
000969.SZ,20260327,19.6,26.0,22.95,24.96
000970.SZ,20260327,11.2,15.2,13.39,17.97
000973.SZ,20260327,15.4,19.3,17.91,99.33
000975.SZ,20260327,26.4,40.4,31.72,17.69
000977.SZ,20260327,56.8,66.4,61.07,8.55
000978.SZ,20260327,6.6,7.6,7.23,89.61
000980.SZ,20260327,2.3,3.8,2.93,17.83
000981.SZ,20260327,4.1,4.9,4.42,40.97
000983.SZ,20260327,6.7,7.6,7.25,31.82
000985.SZ,20260327,18.6,23.2,20.66,29.28
000987.SZ,20260327,7.5,11.4,9.58,16.65
000988.SZ,20260327,104.8,124.0,111.91,41.89
000989.SZ,20260327,8.4,9.4,8.89,88.8
000990.SZ,20260327,8.8,10.6,9.89,91.22
000993.SZ,20260327,14.0,17.0,15.69,67.58
000995.SZ,20260327,13.8,16.3,14.54,49.47
000997.SZ,20260327,20.0,30.2,24.99,6.58
000998.SZ,20260327,9.6,11.0,10.41,24.78
000999.SZ,20260327,27.6,31.6,29.14,5.63
002001.SZ,20260327,31.2,39.6,36.15,26.16
002181.SZ,20260327,10.1,12.1,11.14,79.76
600000.SH,20260327,9.7,14.2,12.12,12.26
600004.SH,20260327,8.8,11.2,9.72,6.8
600006.SH,20260327,6.4,7.9,7.17,4.42
600007.SH,20260327,17.0,27.0,21.02,33.1
600008.SH,20260327,2.9,3.3,3.12,91.68
600009.SH,20260327,28.0,42.4,32.57,3.43
600010.SH,20260327,2.4,3.2,2.79,28.25
600011.SH,20260327,6.7,8.2,7.42,49.69
600012.SH,20260327,11.4,16.6,14.48,79.37
600015.SH,20260327,5.1,7.8,6.71,80.7
600016.SH,20260327,3.7,4.3,3.91,39.68
600019.SH,20260327,5.0,7.7,6.88,15.34
600020.SH,20260327,3.8,4.7,4.25,5.01
600021.SH,20260327,18.6,23.6,21.13,13.03
600026.SH,20260327,12.8,25.8,22.45,50.25
600028.SH,20260327,3.0,7.5,5.69,49.42
600029.SH,20260327,5.6,8.5,6.87,14.04
600030.SH,20260327,24.4,29.6,27.19,4.88
600031.SH,20260327,18.5,24.0,21.52,11.43
600033.SH,20260327,3.6,4.3,3.83,8.72
600035.SH,20260327,3.8,4.3,3.99,11.56
600036.SH,20260327,28.0,43.5,38.55,47.67
600037.SH,20260327,7.2,8.4,8.15,18.76
600038.SH,20260327,32.8,39.2,36.9,9.45
600039.SH,20260327,7.2,10.5,9.6,50.45
600050.SH,20260327,4.5,5.6,5.16,2.07
600051.SH,20260327,7.1,8.2,7.77,34.03
600052.SH,20260327,3.9,5.0,4.55,13.41
600053.SH,20260327,15.0,25.0,20.14,6.41
600054.SH,20260327,11.4,14.0,12.99,62.44
600055.SH,20260327,14.2,18.4,16.4,7.87
600056.SH,20260327,9.9,11.7,10.76,8.53
600057.SH,20260327,6.9,8.8,8.14,19.9
600058.SH,20260327,10.4,15.6,13.18,17.04
600059.SH,20260327,8.8,10.5,9.76,8.78
600060.SH,20260327,19.0,25.6,22.92,8.83
600061.SH,20260327,6.8,8.2,7.62,7.34
600062.SH,20260327,18.0,20.1,18.7,44.49
600063.SH,20260327,6.5,8.0,7.09,38.03
600064.SH,20260327,8.0,9.1,8.62,14.05
600066.SH,20260327,28.8,33.9,31.28,70.19
600067.SH,20260327,3.8,4.5,4.19,27.98
600071.SH,20260327,18.4,22.8,21.1,7.7
600072.SH,20260327,12.0,14.0,13.03,35.58
600073.SH,20260327,5.8,7.1,6.56,11.26
600075.SH,20260327,5.8,7.9,7.03,69.15
600076.SH,20260327,3.3,4.3,3.82,45.53
600078.SH,20260327,10.7,13.9,12.24,41.05
600080.SH,20260327,7.8,9.0,8.45,53.58
600081.SH,20260327,11.2,14.2,12.44,3.39
600082.SH,20260327,3.4,4.4,3.81,36.39
600084.SH,20260327,5.2,7.7,6.62,64.34
600085.SH,20260327,28.8,46.4,33.62,2.18
600088.SH,20260327,14.0,19.2,16.82,8.39
600089.SH,20260327,27.8,32.6,29.49,23.98
600094.SH,20260327,3.8,5.4,4.74,19.36
600095.SH,20260327,9.3,13.0,11.1,5.57
600096.SH,20260327,33.5,44.0,38.33,24.3
600097.SH,20260327,10.4,12.6,11.78,20.82
600098.SH,20260327,6.1,8.3,7.34,85.71
600099.SH,20260327,9.9,11.5,10.86,34.69
600100.SH,20260327,7.8,9.8,9.03,5.28
600101.SH,20260327,10.2,11.3,10.76,74.95
600103.SH,20260327,3.3,3.9,3.56,38.17
600104.SH,20260327,13.8,20.6,15.86,21.88
600105.SH,20260327,24.7,28.7,26.53,26.94
600106.SH,20260327,5.4,6.8,6.2,9.15
600108.SH,20260327,4.7,6.6,5.31,26.92
600109.SH,20260327,8.4,10.4,9.41,4.97
600110.SH,20260327,7.2,8.6,7.95,99.39
600111.SH,20260327,45.2,61.6,51.9,29.06
600113.SH,20260327,49.2,66.0,58.19,6.71
600114.SH,20260327,26.4,35.6,30.88,20.32
600115.SH,20260327,3.8,6.4,5.12,21.54
600116.SH,20260327,6.4,7.3,6.91,88.12
600117.SH,20260327,2.6,3.4,3.06,13.37
600118.SH,20260327,77.4,98.1,87.56,8.12
600119.SH,20260327,5.5,8.2,6.15,68.91
600120.SH,20260327,5.6,7.2,6.38,8.86
600121.SH,20260327,4.9,5.5,5.3,25.68
600123.SH,20260327,6.2,7.4,6.95,47.22
600125.SH,20260327,6.2,6.9,6.57,89.95
600126.SH,20260327,7.9,9.6,8.85,18.47
600127.SH,20260327,6.5,7.5,7.01,42.61
600128.SH,20260327,10.2,12.7,11.36,24.42
600129.SH,20260327,15.6,22.0,18.44,12.58
600131.SH,20260327,17.8,23.2,20.52,24.95
600132.SH,20260327,52.2,64.8,57.56,78.09
600133.SH,20260327,8.5,11.0,9.72,16.86
600135.SH,20260327,9.4,11.8,10.75,24.62
600137.SH,20260327,19.8,23.0,21.69,82.34
600138.SH,20260327,9.0,10.2,9.75,8.81
600141.SH,20260327,31.2,43.2,36.46,37.93
600148.SH,20260327,17.6,21.2,19.8,12.04
600149.SH,20260327,6.0,7.0,6.62,98.33
600150.SH,20260327,31.2,38.4,35.24,3.69
600151.SH,20260327,12.5,16.1,14.16,25.64
600152.SH,20260327,9.0,10.5,9.96,88.5
600153.SH,20260327,8.6,10.6,9.43,16.05
600155.SH,20260327,6.3,7.6,6.89,8.52
600156.SH,20260327,7.7,8.8,8.26,29.85
600157.SH,20260327,1.8,2.0,1.89,76.75
600158.SH,20260327,9.8,11.4,10.73,62.85
600159.SH,20260327,2.8,3.2,3.04,82.27
600160.SH,20260327,34.0,43.2,39.1,12.51
600161.SH,20260327,15.2,21.2,17.95,3.57
600162.SH,20260327,1.7,2.2,1.9,42.54
600163.SH,20260327,5.8,8.5,7.1,66.88
600166.SH,20260327,2.7,3.2,2.97,29.25
600167.SH,20260327,6.5,9.5,7.61,55.42
600168.SH,20260327,5.0,5.6,5.29,71.77
600170.SH,20260327,2.7,3.1,2.9,13.2
600171.SH,20260327,27.6,34.4,31.24,3.0
600172.SH,20260327,7.6,10.1,8.25,28.09
600173.SH,20260327,7.5,8.9,8.09,46.47
600176.SH,20260327,22.2,28.2,25.35,39.11
600177.SH,20260327,6.9,7.9,7.32,85.68
600178.SH,20260327,10.8,13.3,12.24,19.23
600179.SH,20260327,4.2,5.6,4.95,19.5
600180.SH,20260327,3.2,4.4,3.86,18.36
600182.SH,20260327,13.5,15.6,14.74,7.14
600183.SH,20260327,54.6,72.6,63.53,5.68
600184.SH,20260327,15.0,20.2,17.74,23.91
600185.SH,20260327,5.8,8.0,6.9,12.66
600186.SH,20260327,6.2,7.3,6.89,79.51
600187.SH,20260327,1.7,2.3,1.95,60.41
600188.SH,20260327,13.2,22.6,18.64,59.55
600189.SH,20260327,7.2,8.8,8.19,15.83
600191.SH,20260327,10.9,13.7,12.53,24.31
600192.SH,20260327,8.3,10.1,9.06,46.76
600195.SH,20260327,7.1,8.9,8.16,14.5
600196.SH,20260327,24.8,31.2,27.78,25.14
600197.SH,20260327,12.0,16.2,14.1,4.32
600198.SH,20260327,8.0,11.4,9.52,12.02
600199.SH,20260327,7.8,10.4,8.63,42.88
600201.SH,20260327,13.4,18.2,15.28,20.99
600202.SH,20260327,5.6,6.6,6.07,33.18
600203.SH,20260327,10.4,12.4,11.05,52.11
600206.SH,20260327,19.2,25.8,22.19,36.48
