ts_code,trade_date,cost_5pct,cost_95pct,weight_avg,winner_rate
300492.SZ,20260327,57.6,91.2,75.79,5.19
300479.SZ,20260327,17.9,22.3,20.32,12.12
300464.SZ,20260327,6.8,7.8,7.34,84.86
300424.SZ,20260327,16.4,19.6,17.86,16.59
300465.SZ,20260327,14.7,19.9,16.08,27.05
603969.SH,20260327,8.9,10.9,10.0,9.03
601811.SH,20260327,13.0,16.0,14.45,9.13
603667.SH,20260327,63.6,77.7,68.24,51.99
603660.SH,20260327,8.9,11.5,9.93,7.1
002775.SZ,20260327,3.8,4.5,4.29,34.56
002766.SZ,20260327,4.7,6.1,5.34,31.94
002763.SZ,20260327,7.2,8.2,7.84,21.15
601968.SH,20260327,5.0,6.3,5.68,18.18
603868.SH,20260327,33.0,69.6,41.18,3.06
603421.SH,20260327,9.0,10.8,9.89,22.81
603515.SH,20260327,13.8,19.8,17.45,83.27
603919.SH,20260327,17.5,24.5,20.83,4.55
603556.SH,20260327,28.4,42.0,37.05,16.39
601500.SH,20260327,4.2,5.0,4.63,10.86
603816.SH,20260327,24.5,36.8,32.48,63.13
603569.SH,20260327,6.6,8.7,7.62,7.37
300480.SZ,20260327,26.6,32.4,28.75,53.25
300806.SZ,20260327,43.6,57.6,49.69,13.31
300486.SZ,20260327,21.8,26.4,24.05,25.38
300490.SZ,20260327,15.2,19.5,16.92,59.38
300494.SZ,20260327,11.1,14.5,12.49,18.69
300489.SZ,20260327,42.0,49.0,44.74,91.11
300478.SZ,20260327,22.2,28.6,25.5,18.53
300471.SZ,20260327,12.8,16.2,14.48,12.95
603898.SH,20260327,13.5,17.1,15.1,82.8
603612.SH,20260327,25.2,34.8,29.65,17.59
600939.SH,20260327,3.0,4.0,3.48,10.68
603558.SH,20260327,11.4,15.4,13.53,52.98
603090.SH,20260327,58.5,83.0,69.23,43.48
603160.SH,20260327,67.2,86.4,78.7,8.8
603012.SH,20260327,7.2,8.6,7.95,28.66
603887.SH,20260327,15.5,17.8,16.69,19.07
603663.SH,20260327,40.4,55.6,48.42,13.26
603636.SH,20260327,9.0,12.4,9.85,51.98
002788.SZ,20260327,13.0,15.2,13.82,62.13
603618.SH,20260327,19.4,23.7,21.75,100.07
603986.SH,20260327,247.8,310.8,281.57,11.05
603588.SH,20260327,10.4,15.7,13.9,68.69
002760.SZ,20260327,19.8,24.9,22.39,33.75
002819.SZ,20260327,24.0,30.4,28.11,5.8
300496.SZ,20260327,59.0,78.0,67.47,7.0
300547.SZ,20260327,28.4,36.8,30.85,36.62
300522.SZ,20260327,10.6,13.0,11.42,42.38
300484.SZ,20260327,16.0,19.9,17.1,56.98
300432.SZ,20260327,17.0,24.8,21.47,98.58
300535.SZ,20260327,18.6,22.4,20.58,39.9
300534.SZ,20260327,8.7,10.6,9.35,59.94
300559.SZ,20260327,11.5,13.7,12.87,96.08
603118.SH,20260327,11.2,13.3,12.5,75.58
002793.SZ,20260327,4.4,5.4,4.94,24.83
002806.SZ,20260327,12.9,16.8,14.67,8.09
002787.SZ,20260327,11.5,13.7,12.63,52.19
002811.SZ,20260327,12.8,17.3,14.75,22.96
603189.SH,20260327,18.5,21.7,20.11,18.31
002821.SZ,20260327,92.8,112.0,103.14,66.26
002809.SZ,20260327,10.7,12.7,11.28,76.64
002832.SZ,20260327,15.0,17.4,16.53,88.21
002817.SZ,20260327,7.3,8.5,8.0,50.77
300433.SZ,20260327,28.2,41.7,34.76,8.56
300512.SZ,20260327,8.7,10.7,9.9,14.48
300664.SZ,20260327,5.6,6.3,5.97,40.26
002979.SZ,20260327,35.1,44.7,39.25,9.48
002795.SZ,20260327,6.8,8.4,7.72,70.38
603718.SH,20260327,4.0,5.5,4.7,74.4
601900.SH,20260327,12.8,16.0,14.6,6.27
300500.SZ,20260327,10.8,13.2,12.05,16.39
002790.SZ,20260327,7.5,8.9,8.33,15.06
002753.SZ,20260327,7.2,8.2,7.67,71.46
603799.SH,20260327,55.0,79.2,65.22,42.38
600936.SH,20260327,3.7,4.8,4.28,13.63
300517.SZ,20260327,10.8,12.8,11.81,33.59
603690.SH,20260327,24.0,28.4,25.57,51.78
002758.SZ,20260327,9.2,11.0,10.3,25.76
002759.SZ,20260327,31.8,36.8,34.66,88.64
603159.SH,20260327,23.2,29.2,26.18,13.54
603589.SH,20260327,24.8,40.0,31.11,2.9
601606.SH,20260327,37.2,49.2,42.46,64.3
300519.SZ,20260327,14.6,16.8,15.86,28.41
300470.SZ,20260327,34.8,40.0,37.6,19.17
603317.SH,20260327,11.2,14.6,13.08,27.65
603977.SH,20260327,14.5,17.3,16.01,74.11
300414.SZ,20260327,13.1,16.9,14.73,27.22
300425.SZ,20260327,4.7,5.4,5.16,21.6
603900.SH,20260327,7.0,8.6,7.5,73.48
601366.SH,20260327,4.0,5.4,4.75,10.85
601212.SH,20260327,7.7,14.2,9.86,15.21
300518.SZ,20260327,17.9,22.1,20.05,69.43
300533.SZ,20260327,27.2,32.4,28.92,43.7
300453.SZ,20260327,9.1,10.1,9.64,85.24
002797.SZ,20260327,7.0,7.8,7.51,32.64
603060.SH,20260327,6.1,8.2,6.89,10.67
603367.SH,20260327,15.6,19.2,17.52,22.56
603315.SH,20260327,13.8,17.1,15.66,9.51
603800.SH,20260327,35.5,52.0,41.27,27.65
603600.SH,20260327,10.1,12.4,11.4,12.91
603936.SH,20260327,12.5,15.7,13.95,32.37
603616.SH,20260327,6.4,7.4,6.8,14.47
002923.SZ,20260327,14.4,16.5,15.56,83.71
300410.SZ,20260327,7.6,9.2,8.6,34.5
603338.SH,20260327,48.1,61.1,55.77,7.97
601966.SH,20260327,14.0,26.0,16.23,6.41
603018.SH,20260327,7.2,8.3,7.85,6.58
300395.SZ,20260327,92.0,126.4,104.98,16.46
603222.SH,20260327,8.4,9.6,8.95,63.46
603108.SH,20260327,12.6,16.4,13.73,13.14
002813.SZ,20260327,24.0,31.5,27.94,9.99
003016.SZ,20260327,7.8,10.6,9.01,12.91
002823.SZ,20260327,14.6,17.0,15.93,14.19
601611.SH,20260327,14.3,18.7,16.43,3.96
300510.SZ,20260327,4.4,5.1,4.76,38.15
300447.SZ,20260327,17.5,22.0,19.45,23.07
300420.SZ,20260327,3.5,4.3,3.96,17.56
300516.SZ,20260327,57.2,73.7,65.62,16.98
300364.SZ,20260327,24.4,28.2,25.85,67.57
301130.SZ,20260327,28.0,32.0,30.63,50.64
603508.SH,20260327,24.4,30.0,26.88,9.82
300520.SZ,20260327,34.4,45.2,39.34,16.96
603929.SH,20260327,144.0,208.0,189.02,30.06
603022.SH,20260327,9.8,11.6,10.89,28.47
002820.SZ,20260327,10.1,12.2,10.78,76.84
603085.SH,20260327,10.4,12.2,11.44,10.13
603020.SH,20260327,9.6,11.7,10.74,62.83
603198.SH,20260327,31.5,44.8,36.86,8.55
300485.SZ,20260327,9.9,11.7,10.62,61.81
601086.SH,20260327,8.5,11.0,9.83,14.05
300404.SZ,20260327,9.2,10.8,10.03,34.63
603958.SH,20260327,18.4,21.6,19.94,75.63
603738.SH,20260327,23.0,26.0,24.65,97.18
603339.SH,20260327,12.3,14.9,13.77,13.76
603266.SH,20260327,17.8,23.2,20.97,10.36
300442.SZ,20260327,81.6,101.4,89.64,16.25
002777.SZ,20260327,16.4,22.0,19.01,7.8
300528.SZ,20260327,15.2,25.6,18.49,24.22
300456.SZ,20260327,42.8,54.2,46.69,59.55
002803.SZ,20260327,16.6,19.8,18.17,29.47
603939.SH,20260327,21.6,27.6,24.36,57.48
300461.SZ,20260327,42.4,59.2,49.4,84.46
300416.SZ,20260327,16.0,20.0,17.48,25.51
300468.SZ,20260327,30.4,38.2,34.49,23.65
300572.SZ,20260327,24.2,30.6,27.19,63.88
300423.SZ,20260327,8.3,11.0,9.0,30.45
300537.SZ,20260327,20.6,26.0,22.41,56.29
603306.SH,20260327,73.2,92.4,82.75,17.55
603169.SH,20260327,10.1,12.8,11.21,5.9
002828.SZ,20260327,12.1,13.3,12.6,88.52
603033.SH,20260327,9.8,13.8,11.4,5.39
002856.SZ,20260327,10.8,14.7,11.97,30.09
300474.SZ,20260327,59.2,78.4,69.32,6.14
300482.SZ,20260327,18.4,24.4,20.32,36.21
300497.SZ,20260327,16.7,19.5,18.44,74.5
603066.SH,20260327,9.8,11.8,10.88,9.32
603027.SH,20260327,8.7,10.8,9.82,33.69
603987.SH,20260327,8.2,9.4,9.08,15.09
603678.SH,20260327,34.4,43.2,38.84,9.44
601127.SH,20260327,95.2,158.1,112.84,7.54
300549.SZ,20260327,16.0,20.0,18.11,25.52
300586.SZ,20260327,8.8,11.4,10.21,18.11
603258.SH,20260327,15.9,19.8,17.15,34.53
603319.SH,20260327,32.0,39.2,35.84,4.04
603568.SH,20260327,16.8,29.2,23.66,65.03
603444.SH,20260327,359.9,475.8,409.61,18.6
603639.SH,20260327,12.5,15.1,14.01,27.25
300422.SZ,20260327,4.5,5.4,5.0,47.57
300542.SZ,20260327,14.9,18.6,16.23,27.73
300509.SZ,20260327,11.7,15.6,13.5,3.18
300499.SZ,20260327,35.0,40.9,37.67,20.17
603658.SH,20260327,32.0,42.0,36.54,39.49
300503.SZ,20260327,45.4,53.8,48.87,28.69
603043.SH,20260327,15.6,20.4,17.52,12.1
603313.SH,20260327,7.8,10.2,9.29,11.05
300508.SZ,20260327,34.8,47.4,40.99,24.35
300412.SZ,20260327,4.9,6.0,5.49,34.44
603819.SH,20260327,11.2,13.0,12.39,97.75
603299.SH,20260327,10.3,12.4,11.43,66.65
603026.SH,20260327,65.0,91.0,80.17,98.65
002825.SZ,20260327,9.6,11.6,10.47,44.83
300525.SZ,20260327,10.2,14.8,11.99,11.25
300545.SZ,20260327,29.6,36.4,32.44,18.33
300543.SZ,20260327,9.4,11.6,10.57,15.26
300531.SZ,20260327,17.2,20.1,19.13,94.1
300570.SZ,20260327,112.5,130.5,118.97,48.88
600977.SH,20260327,12.6,19.8,15.62,17.11
603300.SH,20260327,6.4,7.6,7.11,23.75
603598.SH,20260327,18.5,20.9,19.47,60.17
603019.SH,20260327,79.2,94.8,86.93,11.76
603689.SH,20260327,8.1,9.2,8.59,33.31
603519.SH,20260327,11.7,13.9,12.93,59.02
002785.SZ,20260327,37.5,49.5,43.04,19.09
603067.SH,20260327,31.2,46.8,37.58,12.98
300665.SZ,20260327,6.9,8.2,7.44,76.08
300573.SZ,20260327,63.0,75.0,69.42,22.52
300428.SZ,20260327,19.8,25.8,23.28,16.83
603601.SH,20260327,11.5,13.3,12.82,76.0
002835.SZ,20260327,15.0,17.6,16.65,16.68
601878.SH,20260327,9.8,12.2,11.01,3.48
603682.SH,20260327,6.3,8.3,7.13,26.73
603886.SH,20260327,11.7,14.2,13.22,12.98
603858.SH,20260327,15.6,19.2,17.48,29.59
002736.SZ,20260327,8.6,14.4,12.51,17.65
603345.SH,20260327,77.5,95.0,88.08,41.05
300426.SZ,20260327,7.5,10.2,8.61,19.68
002765.SZ,20260327,9.8,12.0,10.47,48.79
002810.SZ,20260327,17.4,21.0,19.57,93.53
300434.SZ,20260327,9.4,11.3,10.44,21.18
300539.SZ,20260327,26.0,37.2,30.28,26.81
300488.SZ,20260327,26.4,38.0,32.03,11.69
603808.SH,20260327,8.4,10.8,10.09,65.68
603737.SH,20260327,32.4,57.6,47.65,59.04
603778.SH,20260327,21.7,25.2,23.37,41.08
300439.SZ,20260327,9.4,10.9,10.2,14.52
603223.SH,20260327,8.3,11.1,9.83,7.93
603016.SH,20260327,28.0,41.2,35.49,93.52
300450.SZ,20260327,47.2,59.2,51.9,32.59
300502.SZ,20260327,373.7,484.7,442.52,38.69
300446.SZ,20260327,19.3,22.9,20.42,53.22
603628.SH,20260327,14.6,17.0,16.0,56.28
300427.SZ,20260327,11.8,15.4,12.65,27.07
300493.SZ,20260327,15.0,21.2,17.55,23.72
300459.SZ,20260327,4.1,5.2,4.42,36.44
300487.SZ,20260327,56.7,77.7,69.92,30.47
300457.SZ,20260327,24.0,30.0,26.61,46.4
603968.SH,20260327,12.6,16.2,13.86,28.35
300548.SZ,20260327,137.7,165.6,149.19,59.58
300451.SZ,20260327,4.5,6.1,5.23,13.83
300564.SZ,20260327,14.0,16.8,15.62,22.72
300560.SZ,20260327,13.9,16.6,14.92,58.48
300550.SZ,20260327,11.7,15.6,13.52,15.95
300394.SZ,20260327,281.6,365.2,317.31,47.21
300938.SZ,20260327,36.6,42.4,40.03,59.0
300556.SZ,20260327,16.7,20.8,17.99,60.68
300538.SZ,20260327,13.7,16.7,14.74,60.65
300551.SZ,20260327,14.3,20.3,16.66,12.95
300569.SZ,20260327,7.0,8.3,7.48,17.86
300631.SZ,20260327,24.5,29.6,26.19,83.92
300515.SZ,20260327,17.2,21.6,19.92,9.74
300553.SZ,20260327,35.2,47.8,40.39,34.81
300847.SZ,20260327,15.4,18.8,17.4,13.72
300540.SZ,20260327,19.2,24.9,21.68,34.1
300558.SZ,20260327,41.3,75.6,50.82,18.26
300541.SZ,20260327,13.4,16.3,14.66,37.25
601858.SH,20260327,19.2,25.2,22.88,70.41
603239.SH,20260327,20.8,25.8,23.48,11.23
603186.SH,20260327,58.4,80.0,65.35,41.22
603716.SH,20260327,19.6,24.2,21.19,47.95
603888.SH,20260327,19.5,26.4,22.62,13.62
603416.SH,20260327,47.7,64.8,55.72,10.21
603633.SH,20260327,7.4,10.5,8.79,10.52
603098.SH,20260327,14.0,18.4,16.89,81.0
603669.SH,20260327,4.2,5.8,4.77,39.14
601163.SH,20260327,13.6,16.6,15.03,12.74
603505.SH,20260327,17.1,22.2,19.68,17.11
603708.SH,20260327,10.4,13.6,12.7,10.32
002865.SZ,20260327,72.0,91.2,80.99,3.91
002836.SZ,20260327,13.1,17.0,14.79,38.62
002842.SZ,20260327,30.0,34.2,31.53,90.83
002824.SZ,20260327,17.0,23.6,19.57,43.03
603983.SH,20260327,26.4,45.0,34.19,6.35
603203.SH,20260327,34.4,42.2,38.26,10.81
603035.SH,20260327,13.5,16.8,15.32,9.11
603727.SH,20260327,17.2,20.8,19.3,97.04
300458.SZ,20260327,34.8,46.4,40.01,5.79
300413.SZ,20260327,20.4,28.8,24.85,10.88
300481.SZ,20260327,15.6,18.8,17.32,20.54
300408.SZ,20260327,51.6,66.8,58.95,18.0
600908.SH,20260327,5.6,6.1,5.89,36.48
002839.SZ,20260327,4.3,4.7,4.54,22.23
601229.SH,20260327,5.8,10.5,9.21,56.03
603323.SH,20260327,4.8,5.3,5.02,11.44
600919.SH,20260327,9.7,11.3,10.32,86.16
002807.SZ,20260327,4.4,4.8,4.58,44.16
601128.SH,20260327,6.9,7.4,7.11,26.34
601997.SH,20260327,5.6,6.3,5.88,24.66
600926.SH,20260327,15.0,17.3,16.35,51.75
601838.SH,20260327,15.7,19.0,16.81,68.58
603322.SH,20260327,29.0,36.0,31.41,51.03
300582.SZ,20260327,13.6,18.0,15.71,10.65
300557.SZ,20260327,32.0,43.5,37.66,12.64
603336.SH,20260327,8.3,10.1,9.33,18.46
300623.SZ,20260327,27.0,36.0,31.73,5.13
002840.SZ,20260327,9.6,11.3,10.54,96.19
601881.SH,20260327,13.3,18.2,15.79,7.48
603797.SH,20260327,4.4,5.2,4.85,22.17
300563.SZ,20260327,29.2,35.4,31.1,48.2
300624.SZ,20260327,66.8,77.6,70.6,37.92
002833.SZ,20260327,16.2,19.2,17.96,48.91
300657.SZ,20260327,28.4,33.6,30.79,25.78
300562.SZ,20260327,12.2,14.9,13.17,61.18
300565.SZ,20260327,13.2,14.5,13.86,36.78
603585.SH,20260327,17.8,22.6,20.71,41.41
002831.SZ,20260327,27.2,37.8,33.5,26.6
002845.SZ,20260327,13.1,15.9,14.58,26.27
603990.SH,20260327,14.2,15.6,15.09,47.87
603577.SH,20260327,10.6,12.0,11.27,50.27
603298.SH,20260327,23.7,30.9,27.59,11.65
603668.SH,20260327,10.7,16.8,13.42,29.75
603966.SH,20260327,11.2,13.6,12.39,31.45
300587.SZ,20260327,5.5,6.8,6.25,22.89
300575.SZ,20260327,5.7,7.1,6.4,39.2
300504.SZ,20260327,14.4,18.4,16.11,26.65
603833.SH,20260327,49.5,110.0,60.6,47.68
002837.SZ,20260327,92.0,109.6,100.56,9.55
300686.SZ,20260327,13.6,16.5,15.11,25.47
300566.SZ,20260327,17.7,20.7,19.45,12.89
300567.SZ,20260327,122.2,150.8,133.51,20.92
002857.SZ,20260327,21.6,26.4,24.0,19.16
002841.SZ,20260327,32.8,43.2,39.89,5.94
603637.SH,20260327,10.9,13.2,12.13,52.36
603877.SH,20260327,13.6,17.6,16.48,6.38
603928.SH,20260327,14.1,17.5,15.99,10.68
603086.SH,20260327,7.0,8.7,7.52,60.35
603218.SH,20260327,12.8,16.4,14.86,47.72
603823.SH,20260327,15.2,19.7,17.35,7.67
603228.SH,20260327,56.0,72.0,62.69,7.2
002960.SZ,20260327,10.7,12.0,11.45,90.53
300615.SZ,20260327,13.7,15.5,14.52,39.4
603638.SH,20260327,18.0,33.0,22.77,24.57
603579.SH,20260327,19.6,28.0,23.5,11.28
603677.SH,20260327,15.6,21.0,18.01,4.65
002858.SZ,20260327,13.8,16.9,15.32,26.27
603177.SH,20260327,10.7,12.8,11.93,23.01
603538.SH,20260327,27.3,39.0,35.7,99.58
601020.SH,20260327,26.4,39.0,31.31,33.79
300682.SZ,20260327,16.0,19.6,18.09,12.43
603039.SH,20260327,38.7,68.4,48.31,9.5
603037.SH,20260327,12.8,18.5,15.08,25.0
603811.SH,20260327,10.8,12.6,11.7,85.85
601375.SH,20260327,4.0,4.6,4.33,10.64
603881.SH,20260327,35.4,39.6,37.45,42.59
603626.SH,20260327,19.9,27.1,22.43,37.97
002850.SZ,20260327,148.2,179.4,158.98,60.44
002861.SZ,20260327,15.3,20.1,17.7,22.0
300606.SZ,20260327,32.4,41.0,36.17,49.01
300619.SZ,20260327,38.4,49.2,42.28,56.51
603303.SH,20260327,9.9,15.6,13.56,49.88
601228.SH,20260327,3.1,3.7,3.42,38.91
300580.SZ,20260327,21.4,27.2,24.07,7.81
603358.SH,20260327,28.0,55.0,41.06,34.45
603038.SH,20260327,14.2,18.8,16.83,12.33
603040.SH,20260327,75.2,120.8,98.41,17.4
300578.SZ,20260327,19.6,25.5,22.03,26.38
300571.SZ,20260327,31.4,35.6,33.28,19.45
300598.SZ,20260327,36.9,48.0,40.12,26.02
002867.SZ,20260327,11.7,14.1,12.79,9.81
603165.SH,20260327,13.6,15.6,14.77,63.01
603839.SH,20260327,7.2,9.2,8.09,12.94
603360.SH,20260327,23.6,37.8,29.38,30.11
002953.SZ,20260327,11.5,13.3,12.62,12.94
002855.SZ,20260327,11.0,17.0,12.48,67.23
603208.SH,20260327,12.6,15.4,15.01,14.78
603032.SH,20260327,17.1,20.2,18.5,46.11
603908.SH,20260327,21.6,26.4,24.62,17.31
300597.SZ,20260327,8.5,10.3,9.62,25.33
603665.SH,20260327,28.2,38.7,32.42,26.94
300987.SZ,20260327,16.8,22.4,18.95,16.4
300581.SZ,20260327,12.4,16.8,13.67,47.25
300576.SZ,20260327,33.2,40.9,35.56,38.76
300684.SZ,20260327,46.8,57.6,52.26,19.3
000166.SZ,20260327,4.6,5.7,5.22,10.25
603089.SH,20260327,11.8,14.6,13.41,13.2
002846.SZ,20260327,13.4,15.5,14.22,71.81
002847.SZ,20260327,57.6,75.6,67.0,14.18
300592.SZ,20260327,11.4,14.4,13.12,17.6
603817.SH,20260327,7.6,9.0,8.44,20.63
300678.SZ,20260327,28.2,35.4,31.71,4.8
603217.SH,20260327,21.6,27.8,25.11,53.78
603337.SH,20260327,38.8,52.8,44.59,7.79
300568.SZ,20260327,13.8,15.4,14.69,84.16
603238.SH,20260327,15.2,20.0,17.8,16.51
002853.SZ,20260327,23.6,32.6,28.06,18.68
603378.SH,20260327,5.4,7.2,6.75,15.91
603330.SH,20260327,6.5,8.3,7.52,12.74
603615.SH,20260327,18.8,26.4,21.95,3.97
603656.SH,20260327,21.0,25.0,22.94,34.4
300617.SZ,20260327,56.5,71.0,60.75,46.9
002849.SZ,20260327,15.1,19.6,17.23,36.58
600996.SH,20260327,8.0,10.4,9.18,91.58
603393.SH,20260327,37.5,42.9,40.0,37.51
603630.SH,20260327,15.2,23.0,17.55,31.77
603955.SH,20260327,24.8,35.2,29.57,5.35
300865.SZ,20260327,24.3,30.0,26.66,56.86
603138.SH,20260327,18.3,23.6,20.52,17.37
603960.SH,20260327,19.0,26.6,22.46,37.58
603896.SH,20260327,18.4,22.4,21.12,6.33
002852.SZ,20260327,9.3,12.0,10.78,30.9
300659.SZ,20260327,13.2,16.1,14.47,31.63
603903.SH,20260327,11.1,14.1,12.32,11.5
603991.SH,20260327,84.6,109.2,100.13,47.44
603768.SH,20260327,10.8,12.9,11.97,11.26
300647.SZ,20260327,6.0,7.3,6.68,20.23
603385.SH,20260327,6.2,7.4,6.97,23.98
002875.SZ,20260327,17.2,19.8,18.67,84.8
603178.SH,20260327,15.2,20.8,18.13,7.75
002774.SZ,20260327,10.1,11.9,11.17,17.58
003002.SZ,20260327,24.4,32.4,27.66,16.06
603078.SH,20260327,21.6,25.2,23.01,44.52
603396.SH,20260327,37.8,43.2,40.24,76.7
002961.SZ,20260327,22.5,27.6,25.79,6.47
300867.SZ,20260327,19.5,23.5,21.89,28.33
300800.SZ,20260327,11.2,13.0,12.3,16.04
603787.SH,20260327,13.2,15.6,14.75,51.4
603179.SH,20260327,60.8,101.6,76.89,27.66
601952.SH,20260327,9.2,10.8,9.99,66.97
603920.SH,20260327,50.0,67.2,56.83,12.08
300593.SZ,20260327,22.8,33.0,27.55,7.36
300577.SZ,20260327,18.0,24.4,21.2,7.97
603096.SH,20260327,16.8,19.8,18.52,13.28
603803.SH,20260327,13.4,15.6,14.45,22.49
002862.SZ,20260327,15.4,18.3,16.35,54.42
603758.SH,20260327,12.9,19.0,15.66,6.91
603050.SH,20260327,20.8,25.0,23.12,17.28
002906.SZ,20260327,26.8,34.0,31.16,13.26
300958.SZ,20260327,12.6,14.6,13.75,38.51
300756.SZ,20260327,39.6,56.0,45.38,19.96
002878.SZ,20260327,15.8,19.7,16.85,59.64
300787.SZ,20260327,11.4,13.2,12.34,21.48
603906.SH,20260327,17.8,21.9,19.95,99.7
603180.SH,20260327,18.6,22.2,20.5,8.56
603041.SH,20260327,11.7,13.7,12.89,36.48
603536.SH,20260327,9.3,11.7,10.55,40.62
603113.SH,20260327,6.6,8.4,7.54,42.93
300629.SZ,20260327,22.1,27.8,23.77,18.8
300583.SZ,20260327,13.2,15.9,14.86,32.02
002882.SZ,20260327,26.0,33.8,28.7,50.39
603680.SH,20260327,10.8,17.0,14.49,18.89
603232.SH,20260327,19.6,25.8,21.41,28.69
003020.SZ,20260327,22.8,29.7,26.23,17.07
603269.SH,20260327,13.7,18.5,15.52,15.5
603229.SH,20260327,9.0,11.1,9.96,70.83
603826.SH,20260327,17.0,26.0,22.27,88.13
002859.SZ,20260327,37.2,45.0,41.46,20.58
603058.SH,20260327,11.0,13.6,12.54,25.47
603855.SH,20260327,18.8,21.2,19.94,8.58
603127.SH,20260327,26.4,41.6,33.11,40.41
002870.SZ,20260327,35.8,40.4,38.13,22.65
300589.SZ,20260327,15.2,16.9,16.0,61.77
300601.SZ,20260327,13.2,18.0,17.25,24.02
002902.SZ,20260327,27.0,29.2,28.12,37.07
300585.SZ,20260327,14.6,18.6,16.36,20.53
603926.SH,20260327,17.6,27.4,21.97,11.73
002860.SZ,20260327,12.4,15.0,13.59,19.67
603501.SH,20260327,98.4,141.6,120.79,9.48
603200.SH,20260327,56.7,84.6,68.98,29.61
300612.SZ,20260327,14.1,16.5,14.99,54.06
603586.SH,20260327,17.1,19.8,18.63,35.24
300868.SZ,20260327,42.2,54.8,50.41,96.02
300945.SZ,20260327,14.6,19.4,15.76,54.51
603139.SH,20260327,23.0,28.2,26.38,56.25
002926.SZ,20260327,8.3,10.4,9.33,3.88
603776.SH,20260327,17.7,20.4,19.02,11.65
603496.SH,20260327,27.5,31.9,29.64,20.18
002871.SZ,20260327,16.4,22.3,19.6,15.99
603728.SH,20260327,57.0,75.6,66.75,12.78
002869.SZ,20260327,22.0,25.2,23.74,72.97
300588.SZ,20260327,23.6,28.2,25.72,19.89
300590.SZ,20260327,10.9,13.6,12.34,14.06
300613.SZ,20260327,40.0,52.0,45.18,7.38
300618.SZ,20260327,40.0,52.8,46.28,35.81
300616.SZ,20260327,11.8,15.2,13.49,20.86
002876.SZ,20260327,24.0,28.8,26.8,21.17
603717.SH,20260327,6.3,7.9,7.19,29.59
603879.SH,20260327,5.4,6.7,6.04,31.0
603081.SH,20260327,11.6,14.4,13.22,7.21
002863.SZ,20260327,5.1,6.1,5.75,19.74
300645.SZ,20260327,16.1,20.3,17.95,36.74
300610.SZ,20260327,10.7,13.2,12.04,35.0
300675.SZ,20260327,14.0,16.8,15.21,50.1
300638.SZ,20260327,25.5,31.0,27.84,12.14
300602.SZ,20260327,29.8,38.6,33.82,14.48
300996.SZ,20260327,15.0,18.0,16.26,48.06
300595.SZ,20260327,14.0,17.0,16.29,12.78
003025.SZ,20260327,13.3,15.2,14.42,15.85
300584.SZ,20260327,38.4,45.9,41.76,90.83
300599.SZ,20260327,8.8,11.0,9.88,22.84
603335.SH,20260327,5.4,6.4,5.93,41.06
300605.SZ,20260327,13.1,16.0,14.09,68.74
300591.SZ,20260327,6.8,8.1,7.21,62.73
300639.SZ,20260327,6.1,7.4,6.66,27.29
300608.SZ,20260327,10.6,13.0,11.85,20.51
603316.SH,20260327,14.3,16.7,15.53,13.6
301098.SZ,20260327,8.0,9.8,8.75,42.71
603331.SH,20260327,14.4,17.0,15.25,43.1
603856.SH,20260327,12.4,14.6,13.52,26.25
603488.SH,20260327,9.3,10.8,10.02,72.45
603679.SH,20260327,13.9,16.5,14.99,40.69
002965.SZ,20260327,28.4,34.2,30.26,32.63
601121.SH,20260327,7.2,8.8,8.17,19.19
300498.SZ,20260327,15.4,21.0,17.34,49.46
603357.SH,20260327,7.8,8.7,8.34,10.97
002866.SZ,20260327,19.4,21.2,20.5,98.44
603093.SH,20260327,18.3,22.2,20.65,18.84
603970.SH,20260327,12.2,14.4,13.63,13.51
002935.SZ,20260327,17.5,25.2,20.97,11.37
002877.SZ,20260327,8.3,10.6,8.93,63.0
002900.SZ,20260327,10.8,12.4,11.44,70.32
002880.SZ,20260327,26.4,31.8,29.35,21.27
603063.SH,20260327,30.0,34.0,32.54,99.56
605303.SH,20260327,16.8,19.0,17.93,12.21
002886.SZ,20260327,20.0,25.4,22.72,18.44
603387.SH,20260327,8.6,10.8,9.42,81.02
002879.SZ,20260327,19.8,24.4,21.89,21.17
603196.SH,20260327,23.0,28.8,26.2,74.07
603978.SH,20260327,22.4,27.6,24.69,73.59
601108.SH,20260327,7.6,9.4,8.61,7.7
001332.SZ,20260327,51.0,65.8,57.35,29.17
603042.SH,20260327,18.6,21.3,20.29,46.24
603587.SH,20260327,11.8,13.8,13.0,8.7
002893.SZ,20260327,11.9,13.3,12.9,91.91
603725.SH,20260327,8.6,10.4,9.71,17.5
603985.SH,20260327,17.2,20.4,19.05,49.47
603619.SH,20260327,34.0,42.4,35.83,62.05
603938.SH,20260327,22.0,30.0,26.3,25.48
603711.SH,20260327,12.6,15.6,14.03,4.28
603880.SH,20260327,6.2,7.5,6.92,67.55
002884.SZ,20260327,16.9,18.8,17.8,70.83
603767.SH,20260327,18.0,25.0,21.96,7.52
603079.SH,20260327,15.6,21.0,18.37,23.04
300622.SZ,20260327,23.0,28.2,24.5,25.69
300611.SZ,20260327,26.1,29.7,28.49,97.46
300609.SZ,20260327,32.4,40.8,36.72,19.9
300767.SZ,20260327,18.8,21.6,20.29,21.15
300708.SZ,20260327,9.2,11.9,10.28,20.75
