symbol,name,market,signal_date,score,reason,close,ma_fast,ma_slow,pullback,vol_ratio,turnover_rate,volume_ratio,net_mf_amount
000090,天健集团,0,2026-02-27,-1.7566594911201174,趋势>MA 回踩=-0.101% 缩量比=0.73,3.99,3.9440000000000004,3.858166666666667,-0.0010141987829616061,0.7260626687544148,,,
000019,深粮控股,0,2026-02-27,-2.5370146704874106,趋势>MA 回踩=-0.498% 缩量比=0.72,7.2,7.1355,7.0696666666666665,-0.004975124378109541,0.7202678243465169,,,
000089,深圳机场,0,2026-02-27,-5.29218988212805,趋势>MA 回踩=-0.014% 缩量比=0.61,7.29,7.231,7.075666666666667,-0.00013829345871929632,0.6105479876565344,,,
000066,中国长城,0,2026-02-27,-6.5759572914629345,趋势>MA 回踩=-2.022% 缩量比=0.65,16.59,16.442500000000003,15.495,-0.020221985707769674,0.6467382742590263,,,
