symbol,name,market,signal_date,entry_date,exit_date,hold_days,entry_price,exit_price,ret_pct,mae_pct,exit_reason
000725,京东方Ａ,0,2019-04-04,2019-04-08,2019-04-08,1,4.01,3.96188,-1.358033,-1.2,止损
002073,软控股份,0,2019-04-04,2019-04-08,2019-04-08,1,6.51,6.43188,-1.358033,-1.2,止损
000682,东方电子,0,2019-04-08,2019-04-09,2019-04-09,1,6.58,6.50104,-1.358033,-1.2,止损
000617,中油资本,0,2019-04-10,2019-04-11,2019-04-11,1,14.39,14.21732,-1.358033,-1.2,止损
000683,博源化工,0,2019-04-17,2019-04-18,2019-04-18,1,3.16,3.19792,1.038129,-0.949367,止盈
002054,德美化工,0,2019-04-17,2019-04-18,2019-04-18,1,7.44,7.35072,-1.358033,-1.2,止损
002264,新 华 都,0,2019-04-17,2019-04-18,2019-04-18,1,6.94,7.02328,1.038129,-0.720461,止盈
000795,英洛华,0,2019-04-18,2019-04-19,2019-04-19,1,5.26,5.19688,-1.358033,-1.2,止损
002182,宝武镁业,0,2019-04-18,2019-04-19,2019-04-19,1,8.95,8.8426,-1.358033,-1.2,止损
002246,北化股份,0,2019-04-18,2019-04-19,2019-04-19,1,10.15,10.0282,-1.358033,-1.2,止损
000607,华媒控股,0,2019-04-23,2019-04-24,2019-04-24,1,6.17,6.09596,-1.358033,-1.2,止损
002315,焦点科技,0,2019-04-24,2019-04-25,2019-04-25,1,16.84,17.04208,1.038129,-0.475059,止盈
002049,紫光国微,0,2019-06-27,2019-06-28,2019-06-28,1,45.2,44.6576,-1.358033,-1.2,止损
000969,安泰科技,0,2019-07-01,2019-07-02,2019-07-02,1,8.62,8.72344,1.038129,-1.160093,止盈
002297,博云新材,0,2019-07-01,2019-07-02,2019-07-02,1,8.46,8.35848,-1.358033,-1.2,止损
002155,湖南黄金,0,2019-07-11,2019-07-12,2019-07-12,1,9.51,9.39588,-1.358033,-1.2,止损
002123,梦网科技,0,2019-07-16,2019-07-17,2019-07-17,1,14.25,14.079,-1.358033,-1.2,止损
000408,藏格矿业,0,2019-07-19,2019-07-22,2019-07-22,1,9.05,8.9414,-1.358033,-1.2,止损
000636,风华高科,0,2019-09-24,2019-09-25,2019-09-25,1,14.01,13.84188,-1.358033,-1.2,止损
002048,宁波华翔,0,2019-11-04,2019-11-05,2019-11-05,1,14.35,14.5222,1.038129,-0.418118,止盈
000782,恒申新材,0,2019-12-19,2019-12-20,2019-12-20,1,3.7,3.6556,-1.358033,-1.2,止损
002091,江苏国泰,0,2019-12-24,2019-12-25,2019-12-25,1,6.57,6.64884,1.038129,-0.456621,止盈
002045,国光电器,0,2019-12-26,2019-12-27,2019-12-27,1,13.49,13.32812,-1.358033,-1.2,止损
002091,江苏国泰,0,2019-12-26,2019-12-27,2019-12-27,1,6.7,6.7804,1.038129,-1.044776,止盈
002296,辉煌科技,0,2020-01-02,2020-01-03,2020-01-03,1,8.25,8.349,1.038129,-0.484848,止盈
000597,东北制药,0,2020-02-18,2020-02-19,2020-02-19,1,8.62,8.51656,-1.358033,-1.2,止损
002252,上海莱士,0,2020-03-03,2020-03-04,2020-03-04,1,9.42,9.30696,-1.358033,-1.2,止损
002235,安妮股份,0,2020-03-05,2020-03-06,2020-03-06,1,10.38,10.25544,-1.358033,-1.2,止损
002245,蔚蓝锂芯,0,2020-03-05,2020-03-06,2020-03-06,1,5.08,5.14096,1.038129,-0.393701,止盈
002274,华昌化工,0,2020-03-05,2020-03-06,2020-03-06,1,6.62,6.69944,1.038129,-0.906344,止盈
002108,沧州明珠,0,2020-03-06,2020-03-09,2020-03-09,1,3.97,3.92236,-1.358033,-1.2,止损
002043,兔 宝 宝,0,2020-03-27,2020-03-30,2020-03-30,1,7.99,7.89412,-1.358033,-1.2,止损
002063,远光软件,0,2020-04-09,2020-04-10,2020-04-10,1,13.74,13.57512,-1.358033,-1.2,止损
002163,海南发展,0,2020-04-17,2020-04-20,2020-04-20,1,7.02,7.10424,1.038129,-0.42735,止盈
000779,甘咨询,0,2020-05-11,2020-05-12,2020-05-12,1,11.41,11.27308,-1.358033,-1.2,止损
000710,贝瑞基因,0,2020-05-18,2020-05-19,2020-05-19,1,48.29,48.86948,1.038129,-0.600538,止盈
002246,北化股份,0,2020-05-21,2020-05-22,2020-05-22,1,8.1,8.0028,-1.358033,-1.2,止损
000877,天山股份,0,2020-06-01,2020-06-02,2020-06-02,1,13.03,12.87364,-1.358033,-1.2,止损
002138,顺络电子,0,2020-06-16,2020-06-17,2020-06-17,1,24.09,23.80092,-1.358033,-1.2,止损
000639,西王食品,0,2020-06-19,2020-06-22,2020-06-22,1,6.12,6.04656,-1.358033,-1.2,止损
000862,银星能源,0,2020-07-02,2020-07-03,2020-07-03,1,3.82,3.86584,1.038129,-0.52356,止盈
002297,博云新材,0,2020-07-03,2020-07-06,2020-07-06,1,6.5,6.578,1.038129,0.0,止盈
002086,东方海洋,0,2020-07-28,2020-07-29,2020-07-29,1,1.96,1.98352,1.038129,-0.510204,止盈
002158,汉钟精机,0,2020-07-29,2020-07-30,2020-07-30,1,14.24,14.41088,1.038129,0.0,止盈
000417,合百集团,0,2020-08-03,2020-08-04,2020-08-04,1,6.87,6.78756,-1.358033,-1.2,止损
000510,新金路,0,2020-08-03,2020-08-04,2020-08-04,1,4.77,4.82724,1.038129,-0.628931,止盈
000848,承德露露,0,2020-08-03,2020-08-04,2020-08-04,1,8.49,8.59188,1.038129,-0.353357,止盈
000988,华工科技,0,2020-08-03,2020-08-04,2020-08-04,1,24.49,24.19612,-1.358033,-1.2,止损
002015,协鑫能科,0,2020-08-03,2020-08-04,2020-08-04,1,5.65,5.7178,1.038129,0.0,止盈
002222,福晶科技,0,2020-08-03,2020-08-04,2020-08-04,1,15.46,15.27448,-1.358033,-1.2,止损
002223,鱼跃医疗,0,2020-08-03,2020-08-04,2020-08-04,1,37.0,36.556,-1.358033,-1.2,止损
002263,大东南,0,2020-08-03,2020-08-04,2020-08-04,1,2.82,2.78616,-1.358033,-1.2,止损
002316,亚联发展,0,2020-08-03,2020-08-04,2020-08-04,1,7.12,7.03456,-1.358033,-1.2,止损
000510,新金路,0,2020-08-05,2020-08-06,2020-08-06,1,4.83,4.77204,-1.358033,-1.2,止损
000955,欣龙控股,0,2020-08-05,2020-08-06,2020-08-06,1,10.35,10.2258,-1.358033,-1.2,止损
002263,大东南,0,2020-08-06,2020-08-07,2020-08-07,1,2.76,2.72688,-1.358033,-1.2,止损
000875,电投绿能,0,2020-08-10,2020-08-11,2020-08-11,1,4.49,4.43612,-1.358033,-1.2,止损
002277,友阿股份,0,2020-08-13,2020-08-14,2020-08-14,1,4.72,4.66336,-1.358033,-1.2,止损
002197,证通电子,0,2020-08-14,2020-08-17,2020-08-17,1,11.34,11.47608,1.038129,-0.705467,止盈
000567,海德股份,0,2020-08-17,2020-08-18,2020-08-18,1,13.65,13.4862,-1.358033,-1.2,止损
000712,锦龙股份,0,2020-08-17,2020-08-18,2020-08-18,1,17.8,18.0136,1.038129,-0.561798,止盈
000862,银星能源,0,2020-08-17,2020-08-18,2020-08-18,1,4.23,4.28076,1.038129,-0.70922,止盈
002141,贤丰控股,0,2020-08-17,2020-08-18,2020-08-18,1,3.42,3.46104,1.038129,-0.292398,止盈
002156,通富微电,0,2020-08-17,2020-08-18,2020-08-18,1,26.61,26.92932,1.038129,-0.526118,止盈
002185,华天科技,0,2020-08-17,2020-08-18,2020-08-19,2,16.4,16.3,-0.768733,-0.792683,止损开盘
002235,安妮股份,0,2020-08-17,2020-08-18,2020-08-18,1,10.16,10.03808,-1.358033,-1.2,止损
000521,长虹美菱,0,2020-08-18,2020-08-19,2020-08-19,1,3.48,3.43824,-1.358033,-1.2,止损
000603,盛达资源,0,2020-08-18,2020-08-19,2020-08-19,1,19.25,19.019,-1.358033,-1.2,止损
000800,一汽解放,0,2020-08-18,2020-08-19,2020-08-19,1,14.14,13.97032,-1.358033,-1.2,止损
000950,重药控股,0,2020-08-18,2020-08-19,2020-08-19,1,6.01,5.93788,-1.358033,-1.2,止损
002155,湖南黄金,0,2020-08-18,2020-08-19,2020-08-19,1,9.38,9.26744,-1.358033,-1.2,止损
002106,莱宝高科,0,2020-08-24,2020-08-25,2020-08-25,1,16.9,16.6972,-1.358033,-1.2,止损
002015,协鑫能科,0,2020-08-31,2020-09-01,2020-09-01,1,6.05,6.1226,1.038129,-0.826446,止盈
002157,正邦科技,0,2020-08-31,2020-09-01,2020-09-01,1,24.9,25.1988,1.038129,0.0,止盈
002278,神开股份,0,2020-08-31,2020-09-01,2020-09-01,1,7.36,7.27168,-1.358033,-1.2,止损
000738,航发控制,0,2020-09-02,2020-09-03,2020-09-03,1,21.9,21.6372,-1.358033,-1.2,止损
002236,大华股份,0,2020-09-02,2020-09-03,2020-09-03,1,23.8,23.5144,-1.358033,-1.2,止损
002321,华英农业,0,2020-09-02,2020-09-03,2020-09-03,1,4.76,4.70288,-1.358033,-1.2,止损
000721,西安饮食,0,2020-09-04,2020-09-07,2020-09-07,1,5.12,5.18144,1.038129,-0.585938,止盈
002209,达 意 隆,0,2020-09-08,2020-09-09,2020-09-09,1,7.38,7.29144,-1.358033,-1.2,止损
002144,宏达高科,0,2020-09-09,2020-09-10,2020-09-10,1,11.02,10.88776,-1.358033,-1.2,止损
002082,万邦德,0,2020-09-14,2020-09-15,2020-09-15,1,13.58,13.74296,1.038129,0.0,止盈
002026,山东威达,0,2020-09-17,2020-09-18,2020-09-18,1,10.5,10.374,-1.358033,-1.2,止损
002209,达 意 隆,0,2020-09-18,2020-09-21,2020-09-21,1,7.21,7.12348,-1.358033,-1.2,止损
000750,国海证券,0,2020-10-22,2020-10-23,2020-10-23,1,5.73,5.66124,-1.358033,-1.2,止损
000591,太阳能,0,2020-11-18,2020-11-19,2020-11-19,1,4.72,4.77664,1.038129,-0.847458,止盈
002144,宏达高科,0,2020-11-23,2020-11-24,2020-11-24,1,13.27,13.42924,1.038129,0.0,止盈
000762,西藏矿业,0,2020-12-07,2020-12-08,2020-12-08,1,12.7,12.5476,-1.358033,-1.2,止损
000100,TCL科技,0,2021-02-04,2021-02-05,2021-02-05,1,9.37,9.25756,-1.358033,-1.2,止损
002138,顺络电子,0,2021-03-04,2021-03-05,2021-03-05,1,34.0,33.592,-1.358033,-1.2,止损
000977,浪潮信息,0,2021-03-05,2021-03-08,2021-03-08,1,32.09,31.70492,-1.358033,-1.2,止损
000676,智度股份,0,2021-03-19,2021-03-22,2021-03-22,1,5.48,5.41424,-1.358033,-1.2,止损
000893,亚钾国际,0,2021-03-19,2021-03-22,2021-03-22,1,11.44,11.30272,-1.358033,-1.2,止损
000893,亚钾国际,0,2021-03-24,2021-03-25,2021-03-25,1,10.95,11.0814,1.038129,-0.821918,止盈
000822,山东海化,0,2021-04-02,2021-04-06,2021-04-06,1,5.18,5.24216,1.038129,-0.772201,止盈
000533,顺钠股份,0,2021-04-06,2021-04-07,2021-04-07,1,3.21,3.24852,1.038129,-0.934579,止盈
000576,甘化科工,0,2021-04-06,2021-04-07,2021-04-07,1,12.0,12.144,1.038129,-0.5,止盈
002334,英威腾,0,2021-04-06,2021-04-07,2021-04-07,1,5.36,5.29568,-1.358033,-1.2,止损
002096,易普力,0,2021-04-08,2021-04-09,2021-04-09,1,9.04,8.93152,-1.358033,-1.2,止损
000533,顺钠股份,0,2021-04-09,2021-04-12,2021-04-12,1,3.18,3.14184,-1.358033,-1.2,止损
000692,惠天热电,0,2021-04-29,2021-04-30,2021-04-30,1,3.47,3.51164,1.038129,-1.152738,止盈
000425,徐工机械,0,2021-05-06,2021-05-07,2021-05-07,1,7.62,7.52856,-1.358033,-1.2,止损
000875,电投绿能,0,2021-05-07,2021-05-10,2021-05-10,1,4.75,4.807,1.038129,-1.052632,止盈
002161,远 望 谷,0,2021-05-12,2021-05-13,2021-05-13,1,5.32,5.25616,-1.358033,-1.2,止损
002054,德美化工,0,2021-05-19,2021-05-20,2021-05-20,1,9.88,9.76144,-1.358033,-1.2,止损
002161,远 望 谷,0,2021-05-20,2021-05-21,2021-05-21,1,5.18,5.11784,-1.358033,-1.2,止损
000545,金浦钛业,0,2021-05-26,2021-05-27,2021-05-27,1,3.55,3.5074,-1.358033,-1.2,止损
002223,鱼跃医疗,0,2021-05-27,2021-05-28,2021-05-28,1,30.85,30.4798,-1.358033,-1.2,止损
000155,川能动力,0,2021-05-28,2021-05-31,2021-05-31,1,15.1,15.2812,1.038129,-0.662252,止盈
002094,青岛金王,0,2021-05-28,2021-05-31,2021-05-31,1,4.01,4.05812,1.038129,-0.74813,止盈
002182,宝武镁业,0,2021-06-01,2021-06-02,2021-06-03,2,11.82,11.72,-1.004622,-0.846024,止损开盘
002022,科华生物,0,2021-06-07,2021-06-08,2021-06-08,1,18.77,18.54476,-1.358033,-1.2,止损
000700,模塑科技,0,2021-06-10,2021-06-11,2021-06-11,1,5.77,5.70076,-1.358033,-1.2,止损
002141,贤丰控股,0,2021-06-10,2021-06-11,2021-06-11,1,3.23,3.26876,1.038129,-0.928793,止盈
000966,长源电力,0,2021-06-11,2021-06-15,2021-06-15,1,12.12,11.97456,-1.358033,-1.2,止损
002045,国光电器,0,2021-06-15,2021-06-16,2021-06-16,1,10.16,10.03808,-1.358033,-1.2,止损
002108,沧州明珠,0,2021-06-22,2021-06-23,2021-06-23,1,5.31,5.24628,-1.358033,-1.2,止损
002077,大港股份,0,2021-07-08,2021-07-09,2021-07-09,1,7.5,7.59,1.038129,-0.266667,止盈
002101,广东鸿图,0,2021-07-09,2021-07-12,2021-07-13,2,8.53,8.49,-0.628135,-1.172333,止损开盘
000570,苏常柴Ａ,0,2021-07-13,2021-07-14,2021-07-14,1,5.81,5.87972,1.038129,-0.688468,止盈
002218,拓日新能,0,2021-07-21,2021-07-22,2021-07-22,1,5.73,5.66124,-1.358033,-1.2,止损
000650,仁和药业,0,2021-07-23,2021-07-26,2021-07-26,1,10.05,9.9294,-1.358033,-1.2,止损
002196,方正电机,0,2021-07-30,2021-08-02,2021-08-02,1,9.62,9.50456,-1.358033,-1.2,止损
000935,四川双马,0,2021-08-02,2021-08-03,2021-08-03,1,19.06,19.28872,1.038129,-0.314795,止盈
000731,四川美丰,0,2021-08-06,2021-08-09,2021-08-09,1,6.42,6.49704,1.038129,-0.311526,止盈
000920,沃顿科技,0,2021-08-06,2021-08-09,2021-08-09,1,9.61,9.49468,-1.358033,-1.2,止损
002144,宏达高科,0,2021-08-10,2021-08-11,2021-08-12,2,9.8,9.76144,-0.552792,-1.122449,止损
002196,方正电机,0,2021-08-11,2021-08-12,2021-08-12,1,9.76,9.64288,-1.358033,-1.2,止损
000591,太阳能,0,2021-08-23,2021-08-24,2021-08-24,1,7.06,6.97528,-1.358033,-1.2,止损
000816,智慧农业,0,2021-08-23,2021-08-24,2021-08-24,1,2.93,2.96516,1.038129,-1.023891,止盈
000823,超声电子,0,2021-08-23,2021-08-24,2021-08-25,2,11.78,11.78,-0.159952,-0.339559,止损
002023,海特高新,0,2021-08-23,2021-08-24,2021-08-24,1,15.51,15.32388,-1.358033,-1.2,止损
002108,沧州明珠,0,2021-08-23,2021-08-24,2021-08-24,1,9.3,9.1884,-1.358033,-1.2,止损
000758,中色股份,0,2021-08-24,2021-08-25,2021-08-25,1,6.1,6.1732,1.038129,-0.655738,止盈
000561,烽火电子,0,2021-08-26,2021-08-27,2021-08-27,1,7.86,7.76568,-1.358033,-1.2,止损
002028,思源电气,0,2021-08-27,2021-08-30,2021-08-30,1,32.2,31.8136,-1.358033,-1.2,止损
002100,天康生物,0,2021-11-01,2021-11-02,2021-11-02,1,8.98,9.08776,1.038129,-0.445434,止盈
002164,宁波东力,0,2021-12-14,2021-12-15,2021-12-15,1,6.07,5.99716,-1.358033,-1.2,止损
002108,沧州明珠,0,2021-12-15,2021-12-16,2021-12-16,1,8.98,8.87224,-1.358033,-1.2,止损
002184,海得控制,0,2021-12-15,2021-12-16,2021-12-16,1,15.8,15.9896,1.038129,-0.886076,止盈
000831,中国稀土,0,2021-12-20,2021-12-21,2021-12-21,1,47.0,46.436,-1.358033,-1.2,止损
002177,御银股份,0,2021-12-23,2021-12-24,2021-12-24,1,6.65,6.5702,-1.358033,-1.2,止损
002191,劲嘉股份,0,2021-12-27,2021-12-28,2021-12-28,1,15.1,14.9188,-1.358033,-1.2,止损
002017,东信和平,0,2021-12-28,2021-12-29,2021-12-29,1,15.46,15.64552,1.038129,-1.034929,止盈
000525,红太阳,0,2021-12-29,2021-12-30,2021-12-30,1,8.38,8.27944,-1.358033,-1.2,止损
000727,冠捷科技,0,2021-12-30,2021-12-31,2021-12-31,1,2.96,2.99552,1.038129,-1.013514,止盈
002009,天奇股份,0,2021-12-30,2021-12-31,2021-12-31,1,24.2,23.9096,-1.358033,-1.2,止损
002177,御银股份,0,2021-12-30,2021-12-31,2021-12-31,1,6.6,6.6792,1.038129,-0.757576,止盈
000757,浩物股份,0,2022-01-04,2022-01-05,2022-01-05,1,4.71,4.65348,-1.358033,-1.2,止损
002023,海特高新,0,2022-01-04,2022-01-05,2022-01-05,1,13.69,13.52572,-1.358033,-1.2,止损
002112,三变科技,0,2022-01-04,2022-01-05,2022-01-05,1,8.29,8.19052,-1.358033,-1.2,止损
002112,三变科技,0,2022-01-06,2022-01-07,2022-01-07,1,8.33,8.23004,-1.358033,-1.2,止损
000159,国际实业,0,2022-01-13,2022-01-14,2022-01-14,1,6.8,6.7184,-1.358033,-1.2,止损
000757,浩物股份,0,2022-01-13,2022-01-14,2022-01-14,1,4.82,4.76216,-1.358033,-1.2,止损
000014,沙河股份,0,2022-02-08,2022-02-09,2022-02-09,1,8.46,8.56152,1.038129,-0.945626,止盈
000159,国际实业,0,2022-02-09,2022-02-10,2022-02-10,1,6.58,6.50104,-1.358033,-1.2,止损
002195,岩山科技,0,2022-02-09,2022-02-10,2022-02-10,1,2.66,2.69192,1.038129,-1.12782,止盈
000838,财信发展,0,2022-02-16,2022-02-17,2022-02-17,1,7.37,7.28156,-1.358033,-1.2,止损
002295,精艺股份,0,2022-02-16,2022-02-17,2022-02-17,1,7.3,7.2124,-1.358033,-1.2,止损
000838,财信发展,0,2022-02-23,2022-02-24,2022-02-24,1,7.2,7.1136,-1.358033,-1.2,止损
000610,西安旅游,0,2022-03-03,2022-03-04,2022-03-04,1,9.0,9.108,1.038129,-0.333333,止盈
000014,沙河股份,0,2022-03-07,2022-03-08,2022-03-08,1,8.89,8.78332,-1.358033,-1.2,止损
002329,皇氏集团,0,2022-03-07,2022-03-08,2022-03-08,1,4.99,4.93012,-1.358033,-1.2,止损
000630,铜陵有色,0,2022-03-24,2022-03-25,2022-03-25,1,3.86,3.81368,-1.358033,-1.2,止损
000637,茂化实华,0,2022-03-31,2022-04-01,2022-04-01,1,5.15,5.0882,-1.358033,-1.2,止损
000633,合金投资,0,2022-04-06,2022-04-07,2022-04-07,1,6.53,6.45164,-1.358033,-1.2,止损
000953,河化股份,0,2022-04-12,2022-04-13,2022-04-13,1,7.37,7.28156,-1.358033,-1.2,止损
002317,众生药业,0,2022-04-18,2022-04-19,2022-04-19,1,16.55,16.3514,-1.358033,-1.2,止损
002317,众生药业,0,2022-04-21,2022-04-22,2022-04-22,1,16.5,16.302,-1.358033,-1.2,止损
000417,合百集团,0,2022-05-12,2022-05-13,2022-05-13,1,4.78,4.83736,1.038129,-0.209205,止盈
002051,中工国际,0,2022-06-07,2022-06-08,2022-06-08,1,9.06,8.95128,-1.358033,-1.2,止损
000822,山东海化,0,2022-06-28,2022-06-29,2022-06-29,1,9.59,9.70508,1.038129,-1.147028,止盈
000819,岳阳兴长,0,2022-07-04,2022-07-05,2022-07-05,1,14.91,14.73108,-1.358033,-1.2,止损
002108,沧州明珠,0,2022-07-07,2022-07-08,2022-07-08,1,6.27,6.19476,-1.358033,-1.2,止损
000700,模塑科技,0,2022-07-18,2022-07-19,2022-07-19,1,5.43,5.49516,1.038129,-0.92081,止盈
002094,青岛金王,0,2022-07-18,2022-07-19,2022-07-19,1,3.85,3.8962,1.038129,-0.779221,止盈
002255,海陆重工,0,2022-07-18,2022-07-19,2022-07-19,1,5.85,5.7798,-1.358033,-1.2,止损
002165,红 宝 丽,0,2022-07-19,2022-07-20,2022-07-20,1,4.39,4.44268,1.038129,-0.683371,止盈
000610,西安旅游,0,2022-07-20,2022-07-21,2022-07-21,1,9.44,9.32672,-1.358033,-1.2,止损
000628,高新发展,0,2022-07-20,2022-07-21,2022-07-21,1,17.44,17.64928,1.038129,0.0,止盈
000816,智慧农业,0,2022-07-20,2022-07-21,2022-07-21,1,4.81,4.75228,-1.358033,-1.2,止损
002235,安妮股份,0,2022-07-20,2022-07-21,2022-07-21,1,4.69,4.74628,1.038129,-0.639659,止盈
002255,海陆重工,0,2022-07-20,2022-07-21,2022-07-21,1,5.88,5.95056,1.038129,-1.020408,止盈
002166,莱茵生物,0,2022-07-21,2022-07-22,2022-07-22,1,13.45,13.2886,-1.358033,-1.2,止损
002255,海陆重工,0,2022-07-22,2022-07-25,2022-07-25,1,5.93,5.85884,-1.358033,-1.2,止损
000716,黑芝麻,0,2022-07-28,2022-07-29,2022-07-29,1,3.48,3.43824,-1.358033,-1.2,止损
000545,金浦钛业,0,2022-08-01,2022-08-02,2022-08-02,1,4.9,4.8412,-1.358033,-1.2,止损
002172,澳洋健康,0,2022-08-09,2022-08-10,2022-08-10,1,4.08,4.12896,1.038129,-0.490196,止盈
002298,中电鑫龙,0,2022-08-10,2022-08-11,2022-08-11,1,7.48,7.39024,-1.358033,-1.2,止损
002323,雅博股份,0,2022-08-10,2022-08-11,2022-08-11,1,4.72,4.66336,-1.358033,-1.2,止损
002172,澳洋健康,0,2022-08-11,2022-08-12,2022-08-12,1,4.27,4.21876,-1.358033,-1.2,止损
002312,川发龙蟒,0,2022-08-11,2022-08-12,2022-08-12,1,14.41,14.58292,1.038129,-0.832755,止盈
000521,长虹美菱,0,2022-08-12,2022-08-15,2022-08-15,1,4.5,4.446,-1.358033,-1.2,止损
000663,永安林业,0,2022-08-12,2022-08-15,2022-08-15,1,9.39,9.27732,-1.358033,-1.2,止损
002261,拓维信息,0,2022-08-12,2022-08-15,2022-08-15,1,6.93,6.84684,-1.358033,-1.2,止损
000570,苏常柴Ａ,0,2022-08-15,2022-08-16,2022-08-16,1,5.43,5.36484,-1.358033,-1.2,止损
000591,太阳能,0,2022-08-15,2022-08-16,2022-08-16,1,8.45,8.5514,1.038129,-0.473373,止盈
002009,天奇股份,0,2022-08-15,2022-08-16,2022-08-16,1,22.3,22.0324,-1.358033,-1.2,止损
002172,澳洋健康,0,2022-08-15,2022-08-16,2022-08-16,1,4.39,4.33732,-1.358033,-1.2,止损
002012,凯恩股份,0,2022-08-16,2022-08-17,2022-08-17,1,5.84,5.76992,-1.358033,-1.2,止损
000889,中嘉博创,0,2022-08-17,2022-08-18,2022-08-18,1,2.0,1.976,-1.358033,-1.2,止损
000663,永安林业,0,2022-08-18,2022-08-19,2022-08-19,1,9.52,9.63424,1.038129,-1.155462,止盈
000663,永安林业,0,2022-08-22,2022-08-23,2022-08-23,1,9.6,9.7152,1.038129,-1.145833,止盈
002083,孚日股份,0,2022-08-23,2022-08-24,2022-08-24,1,5.57,5.50316,-1.358033,-1.2,止损
000905,厦门港务,0,2022-09-05,2022-09-06,2022-09-06,1,8.49,8.38812,-1.358033,-1.2,止损
000599,青岛双星,0,2022-09-06,2022-09-07,2022-09-07,1,4.37,4.42244,1.038129,-0.228833,止盈
000700,模塑科技,0,2022-09-07,2022-09-08,2022-09-08,1,5.73,5.66124,-1.358033,-1.2,止损
002290,禾盛新材,0,2022-09-07,2022-09-08,2022-09-08,1,8.43,8.32884,-1.358033,-1.2,止损
000612,焦作万方,0,2022-09-22,2022-09-23,2022-09-23,1,6.28,6.20464,-1.358033,-1.2,止损
000007,全新好,0,2022-10-11,2022-10-12,2022-10-12,1,8.0,7.904,-1.358033,-1.2,止损
001202,炬申股份,0,2022-11-07,2022-11-08,2022-11-08,1,15.7,15.5116,-1.358033,-1.2,止损
000677,恒天海龙,0,2022-11-09,2022-11-10,2022-11-11,2,3.22,3.25864,1.038129,-0.931677,止盈
000813,德展健康,0,2022-11-09,2022-11-10,2022-11-10,1,3.44,3.48128,1.038129,-0.290698,止盈
001202,炬申股份,0,2022-11-09,2022-11-10,2022-11-10,1,15.48,15.29424,-1.358033,-1.2,止损
000600,建投能源,0,2022-11-15,2022-11-16,2022-11-16,1,5.31,5.37372,1.038129,-0.376648,止盈
000819,岳阳兴长,0,2022-11-15,2022-11-16,2022-11-16,1,22.85,22.5758,-1.358033,-1.2,止损
000521,长虹美菱,0,2022-11-24,2022-11-25,2022-11-28,2,4.44,4.4,-1.059412,-0.900901,止损开盘
002282,博深股份,0,2022-11-24,2022-11-25,2022-11-25,1,8.13,8.03244,-1.358033,-1.2,止损
002063,远光软件,0,2022-11-28,2022-11-29,2022-11-29,1,7.71,7.61748,-1.358033,-1.2,止损
