iter,idx,elapsed_s,pullback_min,pullback_max,vol_contract_ratio,take_profit_pct,stop_loss_pct,trail_stop_pct,breakeven_after_pct,exit_on_ma_fast_break,max_hold_days,max_gap_up_pct,trend_ma_fast,trend_ma_slow,trend_ma_long,use_tushare_features,min_turnover_rate,max_turnover_rate,min_volume_ratio,min_net_mf_amount,min_net_mf_ratio,trades,win_rate,avg_ret,med_ret,min_ret,max_ret,avg_win_ret,avg_loss_ret,tp_hit_rate,avg_hold_days,med_hold_days,avg_ret_per_day,med_ret_per_day,profit_factor,avg_mae,worst_mae,score,penalty,feasible
0,1,0.02,-0.03,0.01,0.75,0.012,0.02,0.012,0.01,1.0,3.0,0.015,20.0,60.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,0.37751004016064255,-0.3886078333333362,-1.358033,-1.358033,1.038129,1.0381289999999983,-1.25385468709677,0.37751004016064255,1.1124497991967872,1.0,-0.37383823995984183,-1.358033,0.5021116186193453,-0.8986881184738914,-1.2,-1000003124.6763612,3124.6763611548845,0.0
