iter,idx,elapsed_s,pullback_min,pullback_max,vol_contract_ratio,take_profit_pct,stop_loss_pct,trail_stop_pct,breakeven_after_pct,exit_on_ma_fast_break,max_hold_days,max_gap_up_pct,trend_ma_fast,trend_ma_slow,trend_ma_long,use_tushare_features,min_turnover_rate,max_turnover_rate,min_volume_ratio,min_net_mf_amount,min_net_mf_ratio,trades,win_rate,avg_ret,med_ret,min_ret,max_ret,avg_win_ret,avg_loss_ret,tp_hit_rate,avg_hold_days,med_hold_days,avg_ret_per_day,med_ret_per_day,profit_factor,avg_mae,worst_mae,score,penalty,feasible
0,1,0.05,-0.03,0.01,0.75,0.012,0.02,0.012,0.01,1.0,3.0,0.015,20.0,60.0,120.0,1.0,2.0,15.0,1.0,0.0,0.03,25.0,0.48,-0.20787523999999993,-1.358033,-1.358033,1.038129,1.0381289999999999,-1.3580330000000003,0.48,1.0,1.0,-0.20787523999999993,-1.358033,0.7056330170746385,-0.9627868799999999,-1.2,-1000002638.7339659,2638.7339658507235,0.0
